questions,option_A,option_B,option_C,option_D,correct_answer
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Destreza,Cambio de dieta,Autocuidado,Motivación,C
"Un serumista está trabajando en un establecimiento de salud con población asignada, que cuenta con médico 
cirujano, profesionales de enfermería, obstetricia y personal técnico de enfermería. Según su cartera de servicios. ¿Cuál es 
el nivel de atención en el que se encuentra?",I-2,I-4,I-1,I-3,A
"Paciente de 22 años que sufrió un traumatismo cráneo encefálico, con 15 días de estancia en la unidad de cuidados intensivos, 
en la evaluación fisioterapéutica la característica principal es caminar utilizando un bastón. ¿En qué nivel del sistema de 
clasificación de la función motora gruesa se encuentra?",I,II,III,IV,C
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Marco teórico,Introducción,Resultados,Metodología,D
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético 
está vulnerando?",Seguridad,Confidencialidad,Individualidad,Respeto,B
"Un paciente fue referido para evaluación y tratamiento por una probable gastritis a un nivel de atención superior. Se resolvió 
su problema de salud de manera parcial, continuando su tratamiento en su establecimiento de origen. ¿En qué condición 
considera fue contrarreferido?",Retiro voluntario,Deserción,Mejorado,Curado,C
"Para investigar la relación entre la anemia y el peso de niños de 6° grado de primaria de un colegio, usted acude un día de la 
semana para medir la Hb y el peso a todos ellos. ¿Qué método de investigación está realizando?",Cuasi experimental,Mixto,Experimental,Observacional,D
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",participación ciudadana.,inclusión social.,interculturalidad en salud.,atención intercultural.,A
"Para poder avanzar con el objetivo de brindar un mejor servicio de salud para la población, según la OMS en 2008. ¿Qué debe 
tener de manera esencial los sistemas sanitarios en la atención primaria?",Intercambio prestacional,Cobertura universal,Cartera de servicios,Curso de vida,B
"Si se orienta la formulación y actualización de las políticas y los planes en todos los niveles del gobierno, se refiere a ...…, a 
las cuales debe alinear sus objetivos operativos.",desarrollos institucionales,organizaciones institucionales,acciones institucionales,estrategias institucionales,D
"Comprende la sucesión de eventos que ocurren a lo largo de la existencia de las personas y la población, los cuales 
interactúan para influir en su salud desde la preconcepción hasta la muerte. ¿A qué definición se refiere?",Determinante social,Cuidado integral,Curso de vida,Vías de cuidados,C
"En una comunidad se detecta un caso de enfermedad rara que ocasiona discapacidad física severa en la persona. Según 
RBC. ¿Cuál es el objetivo ideal de la estrategia a seguir?",Lograr la práctica de un deporte,Lograr la rehabilitación total,Mejorar la condición socioeconómica,Identificar las necesidades de salud,D
"Se desea reorganizar el servicio de admisión y para ello es necesario separar las historias clínicas. ¿Cuántos años se debe 
considerar para el archivo pasivo de historias clínicas que no han sido requeridas?",Más de 10,Más de 15,Más de 1,Más de 5,D
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Debilidades,Amenazas,Oportunidades,Negatividad,B
"Un paciente desea realizar un reclamo por un posible maltrato de un trabajador del establecimiento de salud contra él, al no 
respetarse el orden de llegada para la atención. ¿Qué procedimiento corresponde?",Consulta,Consejería,Sugerencia,Queja,D
"Personal de serenazgo lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Consentimiento informado,Recuperación,Acceso a servicios de salud,Acceso a la información,C
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide la 
……. y la prevalencia que mide la …… de la enfermedad.",proporción / frecuencia,virulencia / frecuencia,velocidad / magnitud,casos antiguos / casos nuevos,C
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Valores,FODA,Misión,Visión,D
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Currículo vitae documentado,Diplomados,Estudios de posgrado,"Título profesional, colegiatura",D
"La incidencia de ...... evidencia un incremento progresivo de casos en estadíos avanzados en el Perú, buscando disminuir la 
prevalencia de factores de riesgo para la persona, familia y comunidad, se debe garantizar la promoción a través de …… de 
vida saludable.",sobrepeso / programas,cardiopatías / cambios,cáncer / estilos,diabetes / proyectos,C
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador y 
el valor que corresponde para caracterizar el riesgo?","Razón de prevalencia, 50%","Tasa de prevalencia, 500 x 1000 hab","Tasa de incidencia, 50%","Tasa de ataque, 50%",C
"Mujer de 70 años, procedente de Loreto, hace 2 días presentó fiebre de 39°C, dolor de articulaciones y cefalea, el día de hoy 
acude al establecimiento con vómitos persistentes y sangrado de mucosas. Funciones vitales: T°: 36°C, PA: 100/70 mmHg, 
FR: 28X'. ¿Qué tipo de dengue es?",Probable con signos de alarma,Confirmado sin signos de alarma,Hemorrágico con signos de alarma,Grave,A
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Acceso equitativo a servicios de salud integrales y de calidad,Financiamiento de la salud eficiente y equitativo,Desarrollo de recursos humanos para la salud,Asegurar el acceso y el uso racional de medicamentos,A
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Denegarle la atención,Respetar su pedido,Persuadir su deseo,Enviarla a otro establecimiento,B
"Si tiene que promover el cepillado dental, en un centro de salud, debe mencionar que el cepillado con pasta fluorada 
inicia alrededor de los …… meses de edad.",seis,diez,ocho,cuatro,A
"El lunes 30 de marzo se apersonan a un puesto de salud de categoría I-3, 15 personas con vómitos y diarrea, quienes 
participaron en una pollada el día anterior. El caso es identificado como una Enfermedad Transmitida por Alimentos. ¿En qué 
momento se realiza la notificación epidemiológica del brote al nivel inmediato superior?",De manera inmediata,Al alta de los pacientes,Cuando se reporta el VEA de la semana,Hasta las 48 horas,A
"Los sistemas de vigilancia en salud (SVES) son la guía para la acción que el personal de salud utiliza para tomar decisiones 
prácticas frente a los problemas de salud. El tipo tradicional se caracteriza por que se...",usa mediciones sistemáticas.,incluye los procedimientos del proceso de la práctica «centinela».,basan en los sistemas de declaración de enfermedades transmisibles y morbilidad.,usan datos específicos de información adicional.,C
"Cuenta con las herramientas administrativas para garantizar que la profesión se ejerza de manera ética. Este enunciado 
pertenece a la:",Responsabilidad,Comisión de ética,Moral,Deontología,D
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, náuseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas, reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",auditoría interna,control interno,auditoría externa,farmacovigilancia,D
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",a medio día y sin lluvia,al amanecer y al atardecer,solo en época de lluvias,al atardecer y durante la noche,B
"Paciente mujer de 55 años, con diagnóstico de artritis reumatoidea de 10 años de evolución. Presenta limitaciones en la 
movilidad de miembros periféricos y tronco, que ocasiona discapacidad motora. Dentro del seguimiento fisioterapéutico. ¿Cuál 
es el objetivo para la rehabilitación basada en la comunidad?",Registrar a la persona con discapacidad,Eliminar barreras arquitectónicas,Evaluar la condición socioeconómica,Verificar la afiliación al SIS,B
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la familia como la unidad 
de ...... de mayor eficacia.",soporte,intervención,análisis,riesgo,B
"Niño de 10 años acude con familiar al centro de salud por malformación congénita, que ocasiona discapacidad motora. Según 
la capacidad resolutiva. ¿Cuál es el procedimiento a seguir?",Charlas preventivas,Orientación a la familia,Asesoramiento socioeconómico,Referencia a un hospital,D
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",decisiones multisectoriales.,capacidades de gestión.,alianzas estratégicas.,coordinaciones intersectoriales.,C
"Salud Escolar lleva a cabo la vacunación masiva, descarte de anemia, cuidado de la salud bucal, desparasitación a los 
alumnos de las IE públicas. En cumplimiento al derecho de ......, se hace de conocimiento a los padres de familia quienes 
firman y el personal interviene atendiendo.",consentimiento informado,beneficencia,autorización,justicia,A
"Paciente mujer de 50 años acude al centro de salud con diagnóstico de artrosis de rodillas, refiere dolor mecánico leve, 
tumefacción y rigidez articular, tiempo de evolución de 4 semanas. Evaluación fisioterapéutica: flexo extensión de rodillas 
limitados y debilidad de vastos medial y lateral. ¿Cuál es el tratamiento adecuado en base al ejercicio terapéutico?",Descarga de peso tipo sentadillas,Pliométricos de rodillas,"Concéntricos de cuádriceps, en contra de la gravedad",Resistidos de cuádriceps con pesas de 3 Kg,C
"Paciente mujer de 35 años, acude al centro de salud por dolor en la región lateral de la muñeca derecha. A la evaluación, la 
sintomatología se reproduce a la aducción pasiva del pulgar con desviación cubital de muñeca. ¿Cuál es la mejor elección 
para reducir la movilidad del segmento afectado?",Kinesiotaping,Férula rígida,Colocación de yeso,Vendaje elástico funcional,D
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,La actitud política y el esfuerzo de la administración local,La participación comunitaria y escuelas saludables,Los cambios en la realidad económico-social y ordenanzas municipales,"El abordaje territorial, espacios participativos y la familia como base",D
"Usted desea motivar a su personal de salud para realizar una investigación científica sobe la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",captar inversiones en salud.,consolidar el trabajo en equipo.,generar conocimiento científico útil.,mejorar la gestión de la salud.,C
"Para investigar la relación entre la anemia y la talla de niños de 5° grado de primaria de un colegio, usted acude un día de la 
semana para medir la Hb y talla a todos ellos. ¿Qué enfoque de investigación está realizando?",Cuantitativo,Mixto,Cualitativo,Observacional,A
"En su comunidad observa con mucha frecuencia casos de alcoholismo en varones y también violencia física de ellos contra 
sus esposas, para investigar en el menor tiempo posible, si hay asociación entre el alcoholismo y la violencia familiar. ¿Qué 
diseño de estudio elegirá?",Analítico,Descriptivo,Cuasi experimental,Cohortes,A
"El Ministerio de Salud a través de ...... es responsable de distribuir, difundir, dirigir, supervisar, monitorear, evaluar los 
medicamentos en los sectores públicos y privados.",CENARES,DIGESA,CENSOPAS,DIGEMID,D
"En una farmacia se va a instalar el control termostático de la unidad de refrigeración. ¿Qué se debe tener en cuenta con los 
sensores?",Áreas con poca variabilidad en temperatura,Deben estar calibrados,Con exactitud de aproximadamente 0.3°C,Dependientes del sistema de monitoreo,B
"¿A qué corresponde la siguiente definición?: “Es el conjunto de acciones que desarrolla un profesional de la salud mediante 
el uso de las TIC, para proporcionar a la persona usuaria de salud, consejería y asesoría con fines de promoción de la salud, 
prevención, recuperación o rehabilitación de las enfermedades”.",Teleorientación,Teleinterconsulta,Teleconsulta,Telemonitoreo,A
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Misión,Visión,Valores,FODA,A
"La ética en la función pública no se queda en la teoría (reflexión), sino que debe llevarse a la práctica para tener un adecuado 
desempeño laboral. Como profesional de salud ante un caso de un diagnóstico que es confidencial, por el tipo de enfermedad. 
¿Qué principios éticos debe cumplirse?","Respeto, probidad y eficiencia","Silencio, manejo de la información",Respeto y atención diferenciada,"Veracidad, lealtad, eficiencia",A
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Control de roedores,Medidas de control químico de pulgas,Ordenamiento ambiental,Medidas de bioseguridad e identificar las casas de infectados,D
"Los pacientes con dengue, sin presencia de signos de alarma ni gravedad de la enfermedad, deben ser remitidos al hospital 
en caso de presentar:",Diuresis cada 4 a 6 horas,Somnolencia,Sensación de calor en las extremidades,Vómitos persistentes,D
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Categorización,Organigrama,Flujograma,Cartera de servicios,D
"Paciente varón de 70 años, con diagnostico de accidente cerebro vascular de 3 semanas de evolución. Actualmente estable, 
presenta secuela de hemiparesia izquierda que limita su movilidad y traslado. ¿Cuál es la actividad más adecuada que 
garantiza el acceso a la atención fisioterapéutica?",Teleconsulta,Consulta ambulatoria,Referencia a hospital,Atención domiciliaria,D
"¿Cuáles son los medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el país, que luego de 
una evaluación técnica especializada multidisciplinaria han demostrado ser seguros, eficaces, costo-efectivos y deben estar 
disponibles en todo momento?",Básicos,Comunes,Genéricos,Esenciales,D
"Dentro del petitorio nacional único de medicamentos esenciales para el sector salud existen consideraciones especiales de 
su uso, por lo cual requieren de un manejo especializado. ¿Qué tipo de medicamentos están en este rubro?",Controlado para infecciones intrahospitalarias,Específico para hepatitis A,Exclusivo para dolor oncológico,Para métodos de planificación familiar,C
"Usted se entera que en un EESS administraron una medicación que produjo un daño discapacitante en un paciente. ¿Qué 
medida inmediata hubiera tomado para manejar esta situación?",Medidas de mejora en el EESS,Informar a los familiares,Mejorar el proceso de atención sanitaria en EESS,Notificarlo al nivel inmediato superior,D
"Madre quechua hablante de 30 años, tiene niño de un año con diarrea y deshidratación; ella niega su atención en el 
establecimiento de salud, porque según su creencia el caso corresponde a “susto” y lo debe atender el curandero. ¿Cómo 
procedes ante este caso?",Discrepas con su decisión porque no es correcto,Solicitar presidente de la comunidad que intervenga,Constatar con la policía y autoridad comunal,"Llegas a un acuerdo en la terapia del niño, respetando sus creencias",D
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Cultura organizacional,Valores institucionales,Clima organizacional,Principios institucionales,A
"La sala situacional de salud es una herramienta que ofrece evidencia sobre la eficacia de las intervenciones en salud y sobre 
la capacidad de los sistemas de salud para responder a las necesidades de salud de la población. ¿Quiénes la deben conocer 
y analizar prioritariamente?",El responsable de epidemiologia y jefe de establecimiento,Promotores de salud y responsable de promoción de la salud,Todo el personal de salud y autoridades locales,Coordinadores de red y responsable de epidemiología,C
"El abordaje fisioterapéutico en la rehabilitación neurológica, busca la reeducación de la funcionalidad y capacidad de 
movimiento. ¿En cuál de estas patologías se asocia el concepto descrito?",Parkinson,Esclerosis,Alzheimer,Esquizofrenia,A
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",Probabilístico,Estadístico,Censal,No probabilístico,D
"Al Centro de Salud de Chuquibamba de la provincia de Condesuyos, acude una gestante añosa, en periodo expulsivo, con 
antecedentes de preeclampsia; el parto se complica y fallecen madre y niño. Ante este evento. ¿Qué Auditoría de la Calidad 
de la Atención en Salud corresponde seguir?",Regular,De caso,Dirimente,Externa,B
"Siendo un modelo de gestión, cuyo objetivo es desarrollar condiciones favorables en salud para la población. La gestión 
territorial en salud implica que la autoridad del territorio ......, organiza, dirige y ...... las acciones que involucra a las entidades 
públicas y privadas.",coordina / articula,supervisa / gestiona,planifica / controla,estructura / enfoca,C
"Realizando visita domiciliaria, según el plan del cuidado integral de salud de las personas adultas mayores, se encuentra a 
un varón de 66 años de edad, vive solo; refiere tener “mal de ojo”, presenta “dolor de cabeza y dolor muscular”, llegará el 
curandero, realizará una limpia con cuy macho de color negro. Se le muestra interés e integración de los cuidados que 
requiere. ¿Éste enunciado se denomina?",Cultura,Interculturalidad en salud,Salud pública,Población indígena,B
"Paciente varón de 45 años, acude al centro de salud por dolor lumbar inespecífico menor a 4 semanas de evolución. No 
presenta déficit neurológico. ¿Cuál es la medida más adecuada en el uso de agentes físicos para el tratamiento 
fisioterapéutico?",Electro analgesia,Magnetoterapia,Ultrasonido,Termoterapia,D
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Carta al editor,Artículo original,Revisión sistemática,Reporte de caso,C
"En el proceso de redacción del informe final de su estudio transversal analítico sobre la relación entre la ingesta de bebidas 
gaseosas y sobrepeso; usted desea que todas las secciones tengan coherencia entre sí. ¿Qué herramienta debe usar para 
verificarla?",Revisión de Turnitin,Matriz de consistencia,Matriz de operacionalización,Lista de verificación,B
"Debido a que se observaron muchos casos de suicidios en adolescentes en la comunidad donde usted labora, le encargan 
realizar un estudio descriptivo sobre la depresión en adolescentes en su comunidad ¿Cuál será la principal limitante del 
estudio?",Demandará costos económicos muy elevados,No permitirá hallar asociación de variables,Sus resultados no serán extrapolables,El análisis estadístico será muy complejo,B
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Cuaternaria,Terciaria,Secundaria,Primaria,B
"Se labora en un establecimiento de salud donde no hay una visión definida sobre el trabajo que se realiza; y existen muchos 
problemas interpersonales. Si se desea cambiar esta situación. ¿Qué se debe mejorar?",Plan de acción,Proyecto de mejora,Recursos humanos,Clima organizacional,D
"El instrumento adecuado para la valoración funcional de un paciente adulto mayor en un centro de salud del primer nivel de 
atención es:",Escala de Gijón,Escala de Yesavage,Cuestionario de fragilidad,Índice de Katz,D
"La salud pública está afectada por sobrepoblación mundial, grandes conflictos político-sociales y la pobreza creciente; como 
consecuencia inicial de estos fenómenos. ¿Qué ocurre principalmente?",El aumento en la incidencia de enfermedades,La aparición de enfermedades epidémicas,El surgimiento de nuevas enfermedades,Las crisis psicosociales,A
"Después de brindar una atención por violencia sexual a una paciente de 13 años, se debe presentar un informe social, 
requerido por las autoridades del Poder Judicial. Si hay información que faltan a la verdad, está cometiendo actos en contra 
de:",Beneficencia,Responsabilidad,Ética,Justicia,C
"La ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios debe cumplir en la atención a la población 
objetivo?","Fraternidad, moral, deber y orden","Orden, fraternidad, moral y derecho","Solidaridad, orden, deber y derecho","Orden, moral, deber y derecho",D
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",farmacéutico / rutinario,director / organizativo,fabricante / operativo,jefe / establecido,C
