questions,option_A,option_B,option_C,option_D,correct_answer
"Mujer de 70 años, procedente de Loreto, hace 2 días presentó fiebre de 39°C, dolor de articulaciones y cefalea, el día de hoy 
acude al establecimiento con vómitos persistentes y sangrado de mucosas. Funciones vitales: T°: 36°C, PA: 100/70 mmHg, 
FR: 28X'. ¿Qué tipo de dengue es?",Hemorrágico con signos de alarma,Grave,Confirmado sin signos de alarma,Probable con signos de alarma,D
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el director 
le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar para este 
cometido?",Consentimiento informado,Compromiso paterno,Carta de investigación,Asentimiento informado,A
"¿Cuál es la mejor conducta frente a un personal de salud asistencial que no puede acreditar su vacunación previa contra el 
virus de Hepatitis B en el primer nivel de atención?",Vacunación de una dosis de refuerzo,No es obligatoria su vacunación,Referencia a un hospital,Vacunación desde la primera dosis,D
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,"El abordaje territorial, espacios participativos y la familia como base",Los cambios en la realidad económico-social y ordenanzas municipales,La actitud política y el esfuerzo de la administración local,La participación comunitaria y escuelas saludables,A
"En una farmacia se va a instalar el control termostático de la unidad de refrigeración. ¿Qué se debe tener en cuenta con los 
sensores?",Dependientes del sistema de monitoreo,Con exactitud de aproximadamente 0.3°C,Deben estar calibrados,Áreas con poca variabilidad en temperatura,C
"La ética en la función pública no se queda en la teoría (reflexión), sino que debe llevarse a la práctica para tener un adecuado 
desempeño laboral. Como profesional de salud ante un caso de un diagnóstico que es confidencial, por el tipo de enfermedad. 
¿Qué principios éticos debe cumplirse?","Silencio, manejo de la información","Veracidad, lealtad, eficiencia",Respeto y atención diferenciada,"Respeto, probidad y eficiencia",D
"En el análisis FODA, los aspectos positivos de los recursos y actividades internas con que cuenta la institución, se les define 
cómo:",Estrategias,Fortalezas,Oportunidades,Amenazas,B
¿Qué grupo de pacientes tienen indicación de terapia preventiva para la tuberculosis?,Sin diagnóstico de ITBL que pertenecen a grupos con corticoterapia e inmunosupresores,Adultos que son contactos de caso índice-TB pulmonar y pacientes con VIH,Personas que no tienen diagnóstico de infección tuberculosa latente,Pacientes con tuberculosis sensible,B
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Valores institucionales,Cultura organizacional,Principios institucionales,Clima organizacional,B
"Varón de 20 años HSH, que acude a la consulta por presentar erupciones genitales y orales, además dolor ano-rectal y 
sangrado leve. Ha tenido dolor de cabeza, fiebre, mialgias y adenopatías cervicales hace 2 días. ¿Cuál es el tipo de 
diagnóstico de viruela del mono?",Confirmado,Caso secundario,Sospechoso,Contacto directo,C
"En adultos de 18 años a más con HTA esencial, sin otras comorbilidades. ¿Qué grupo farmacológico se debe prescribir como 
primera elección?",Inhibidores de aldosterona,Betabloqueadores,Diuréticos de asa,Diuréticos tiazídicos,D
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",al amanecer y al atardecer,al atardecer y durante la noche,a medio día y sin lluvia,solo en época de lluvias,A
"Realizando visita domiciliaria, según el plan del cuidado integral de salud de las personas adultas mayores, se encuentra a 
un varón de 66 años de edad, vive solo; refiere tener “mal de ojo”, presenta “dolor de cabeza y dolor muscular”, llegará el 
curandero, realizará una limpia con cuy macho de color negro. Se le muestra interés e integración de los cuidados que 
requiere. ¿Éste enunciado se denomina?",Salud pública,Cultura,Población indígena,Interculturalidad en salud,D
"Usted desea motivar a su personal de salud para realizar una investigación científica sobre la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",consolidar el trabajo en equipo.,generar conocimiento científico útil.,mejorar la gestión de la salud.,captar inversiones en salud.,B
"Dentro del modelo de atención integral en la etapa de vida adulto mayor. ¿Qué test de valoración de deterioro cognitivo puede 
aplicar en el primer nivel de atención?",De Pfeiffer,De Yesavage,Del reloj,MOCA,A
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la a familia como la unidad 
de ...... de mayor eficacia.",análisis,intervención,soporte,riesgo,B
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Rango,Mediana,Media,Moda,C
"Se desea reorganizar el servicio de admisión y para ello es necesario separar las historias clínicas. ¿Cuántos años se debe 
considerar para el archivo pasivo de historias clínicas que no han sido requeridas?",Más de 15,Más de 5,Más de 1,Más de 10,B
"Dentro del petitorio nacional único de medicamentos esenciales para el sector salud existen consideraciones especiales de 
su uso, por lo cual requieren de un manejo especializado. ¿Qué tipo de medicamentos están en este rubro?",Para métodos de planificación familiar,Controlado para infecciones intrahospitalarias,Exclusivo para dolor oncológico,Específico para hepatitis A,C
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Negatividad,Oportunidades,Debilidades,Amenazas,D
"Gestante de 36 años de edad, acude con cefalea intensa y visión borrosa; antecedente: HTA. Al examen: REG, BEN, BEH, 
LOTEP, FC: 70X'; FR: 20X'; T°: 36.8°C; PA: 170/110mmHg; edema en miembros inferiores sin fóvea. Laboratorio: creatinina 
1.2 mg/dl, plaquetas: 150.000/mm3. ¿Cuál es la conducta a seguir?",Sulfato de magnesio intravenoso,Finalizar el embarazo,Administrar nifedipino vía oral,Transfusión de plaquetas,A
"Un paciente desea realizar un reclamo por un posible maltrato de un trabajador del establecimiento de salud contra él, al no 
respetarse el orden de llegada para la atención. ¿Qué procedimiento corresponde?",Sugerencia,Consejería,Queja,Consulta,C
"¿A qué corresponde la siguiente definición?: “Es el conjunto de acciones que desarrolla un profesional de la salud mediante 
el uso de las TIC, para proporcionar a la persona usuaria de salud, consejería y asesoría con fines de promoción de la salud, 
prevención, recuperación o rehabilitación de las enfermedades”.",Telemonitoreo,Teleconsulta,Teleorientación,Teleinterconsulta,C
"Según la normativa nacional de salud para la prevención y control de la anemia. ¿Cuál es la dosis oral diaria de hierro 
elemental y ácido fólico recomendada para tratamiento de una gestante con anemia ferropénica?",120 mg y 800 ug,80 mg y 600 ug,60 mg y 400 ug,200 mg y 1000 ug,A
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Marco teórico,Introducción,Metodología,Resultados,C
"Al Centro de Salud de Chuquibamba de la provincia de Condesuyos, acude una gestante añosa, en periodo expulsivo, con 
antecedentes de preeclampsia; el parto se complica y fallecen madre y niño. Ante este evento. ¿Qué Auditoría de la Calidad 
de la Atención en Salud corresponde seguir?",Dirimente,De caso,Externa,Regular,B
"En su comunidad observa con mucha frecuencia casos de alcoholismo en varones y también violencia física de ellos contra 
sus esposas, para investigar en el menor tiempo posible, si hay asociación entre el alcoholismo y la violencia familiar. ¿Qué 
diseño de estudio elegirá?",Cuasi experimental,Descriptivo,Analítico,Cohortes,C
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?","Título profesional, colegiatura",Diplomados,Currículo vitae documentado,Estudios de posgrado,A
"Se desea identificar el ciclo vital familiar para abordar a una familia que tiene un hijo adolescente con riesgo social. ¿Cuál es 
la idea principal de ciclo vital familiar?",Secuencia de fases por las que atraviesa,Herramienta de gestión para los cuidados integrales,Conjunto de prestaciones según necesidades de salud,Sucesión de eventos que ocurren durante su existencia,A
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Misión,Visión,Valores,FODA,A
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Visión,FODA,Misión,Valores,A
"La sala situacional de salud es una herramienta que ofrece evidencia sobre la eficacia de las intervenciones en salud y sobre 
la capacidad de los sistemas de salud para responder a las necesidades de salud de la población. ¿Quiénes la deben conocer 
y analizar prioritariamente?",Promotores de salud y responsable de promoción de la salud,Todo el personal de salud y autoridades locales,Coordinadores de red y responsable de epidemiología,El responsable de epidemiologia y jefe de establecimiento,B
"Niño de 3 años de edad, no tiene controles en crecimiento y desarrollo, por lo que el personal de salud acude a su casa para 
evaluarlo. ¿Cómo demostraría que está en riesgo nutricional?",Pérdida lenta de peso,Curva Peso/Talla de lento crecimiento,Acercamiento a la mediana,Curva Peso/Talla es plana,D
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",participación ciudadana.,interculturalidad en salud.,atención intercultural.,inclusión social.,A
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Cambio de dieta,Destreza,Motivación,Autocuidado,D
"Mujer de 45 años, presenta desde hace más de dos semanas ánimo bajo, poca energía, disminución de la actividad, 
anhedonia, sueño alterado, apetito disminuido, baja autoestima, estado de ánimo variable y cefalea intensa. ¿Cuál es el 
diagnóstico más probable?",Trastorno bipolar,Episodio depresivo,Depresión mayor,Distimia,B
"Según la historia natural de la enfermedad, identificar una persona con diabetes en la fase subclínica corresponde al periodo 
...... y el nivel de prevención es...",patogénico / terciario.,patogénico / secundario.,pre patogénico / secundario.,patogénico / primario.,B
Ante la presencia de un caso probable de Tos Ferina. ¿Cuáles son las medidas a implementar?,"Censo de contactos, barrido vacunal, investigación del caso índice","Jornada de vacunación, quimioprofilaxis, búsqueda de contactos indirectos","Seguimiento de contactos, búsqueda activa comunitaria e institucional, bloqueo vacunal","Búsqueda de casos secundarios, barrido vacunal, inamovilidad del caso",C
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. Se 
informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro > 0.5,Ro > 1,Ro = 0,Ro < 1,B
"En el centro de salud, al colocar un inyectable intramuscular a un paciente, el personal se pincha el dedo pulgar. El status VIH 
del paciente es desconocido. ¿Qué acciones debe realizarse inmediatamente?","Realizarse serologías para VIH basal, a las 6 semanas y a los 3 meses",Lavarse la herida con agua y tomar los antirretrovirales lo antes posible,Se valora la severidad del accidente ocupacional,Se debe iniciar los ARV a las 72 horas post-exposición,B
"En la enfermedad de la Tuberculosis, la presencia del agente infeccioso (Mycobacterium tuberculosis), corresponde a una 
causa...",no necesaria pero suficiente.,de tipo ambiental.,necesaria y suficiente.,necesaria pero no suficiente.,D
"¿A qué corresponde la siguiente definición?: “Es la condición ideal en la población en la que todos tienen la oportunidad de 
acceder al cuidado de su salud y acceder a atenciones de salud, en el momento que lo requiera, y que no sea alterada por 
razones evitables y por tanto injustas”",Calidad,Equidad en salud,Integralidad,Universalidad,B
"Para investigar la relación entre la anemia y la talla de niños de 5° grado de primaria de un colegio, usted acude un día de la 
semana para medir la Hb y talla a todos ellos. ¿Qué enfoque de investigación está realizando?",Mixto,Observacional,Cualitativo,Cuantitativo,D
"Una prueba de screening que tiene muy baja sensibilidad, tiene mayor probabilidad de clasificar a sujetos enfermos como 
sanos. ¿Qué tipo de resultado es?",Sensibilidad ineficiente,Falso positivo,Falso negativo,Valor predictivo positivo,C
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Asegurar el acceso y el uso racional de medicamentos,Acceso equitativo a servicios de salud integrales y de calidad,Financiamiento de la salud eficiente y equitativo,Desarrollo de recursos humanos para la salud,B
"Paciente mujer de 50 años, afroamericana, últimamente ha presentado zumbido de oído y visión borrosa, niega antecedentes 
personales patológicos. Examen: LOTEP, BEG, BEN, BEH; FC: 80X'; FR: 20X'; T°: 37°C; PA: 140/90mmHg, IMC: 32. ¿Cuál 
es la conducta ideal a seguir?",Iniciar tratamiento farmacológico,Realizar una nueva toma de PA,Confirmar presunción diagnóstica con AMPA,Confirmar presunción diagnóstica con MAPA,D
"Personal de serenazgo, lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Acceso a servicios de salud,Acceso a la información,Recuperación,Consentimiento informado,A
¿Cuándo indicaría usted iniciar la higiene oral para generar el hábito saludable del cepillado dental?,A partir del año de vida,Al completar su dentadura decidua,En cualquier momento de la vida,Durante los primeros seis meses de vida,D
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",Estadístico,Censal,Probabilístico,No probabilístico,D
"La Ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios se debe de cumplir en la atención a la 
población objetivo?","Solidaridad, orden, deber y derecho","Orden, moral, deber y derecho","Fraternidad, moral, deber y orden","Orden, fraternidad, moral y derecho",B
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Control de roedores,Medidas de bioseguridad e identificar las casas de infectados,Medidas de control químico de pulgas,Ordenamiento ambiental,B
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",decisiones multisectoriales.,capacidades de gestión.,coordinaciones intersectoriales.,alianzas estratégicas.,D
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",fabricante / operativo,farmacéutico / rutinario,director / organizativo,jefe / establecido,A
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético está 
vulnerando?",Individualidad,Respeto,Seguridad,Confidencialidad,D
"Se requiere implementar un plan de cuidado integral de salud del adulto mayor para la prevención de caídas. ¿Qué acción de 
cuidados será recomendable implementar en adultos mayores frágiles?",Completar los esquemas de vacunación,Consejería para realizar ejercicio físico,Descarte de enfermedades crónicas,Implementar visitas domiciliarias periódicas,B
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Estructural,Intermedio,Comercial,Económico,A
"Varón de 20 años, señala haber tenido RS con pareja desconocida hace un mes y no acude al EESS para ser evaluado. Trae 
resultado de VDRL: 16 diluciones. FTA- ABS (+). Examen Físico: PA: 110/70 mmHg, FC: 85 X', FR: 14X', afebril; en REG, 
con úlcera genital, no presenta ronchas en manos y plantas de pies. ¿Cuál es el diagnóstico más probable?",Gonorrea,Sífilis primaria,Herpes genital,Infección por clamydia,B
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Secundaria,Terciaria,Cuaternaria,Primaria,B
