questions,option_A,option_B,option_C,option_D,correct_answer
"El POI Multianual del Ministerio de Salud es ……, en el cual se establece la programación de metas físicas y de costeo que 
se espera alcanzar en los próximos tres años.",herramienta de gestión,instrumento de articulación,instrumento de gestión,herramienta de articulación,C
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Principios institucionales,Valores institucionales,Clima organizacional,Cultura organizacional,D
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la familia como la unidad 
de ...... de mayor eficacia.",riesgo,soporte,intervención,análisis,C
"La ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios debe cumplir en la atención a la población 
objetivo?","Solidaridad, orden, deber y derecho","Orden, fraternidad, moral y derecho","Fraternidad, moral, deber y orden","Orden, moral, deber y derecho",D
"En el análisis FODA, los aspectos positivos de los recursos y actividades internas con que cuenta la institución, se les define 
como:",Fortalezas,Oportunidades,Amenazas,Estrategias,A
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, nauseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas, reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",auditoría externa,auditoría interna,farmacovigilancia,control interno,C
"Dentro del petitorio nacional único de medicamentos esenciales para el sector salud existen consideraciones especiales de 
su uso, por lo cual requieren de un manejo especializado. ¿Qué tipo de medicamentos están en este rubro?",Controlado para infecciones intrahospitalarias,Para métodos de planificación familiar,Exclusivo para dolor oncológico,Específico para hepatitis A,C
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Valores,Misión,FODA,Visión,B
"Un serumista está trabajando en un establecimiento de salud con población asignada, que cuenta con médico 
cirujano, profesionales de enfermería, obstetricia y personal técnico de enfermería. Según su cartera de servicios. ¿Cuál es 
el nivel de atención en el que se encuentra?",I-3,I-4,I-1,I-2,D
"Todo establecimiento de salud que atiende a gestantes o madres con VIH, sífilis, hepatitis B u otras ITS, debe promover el 
respeto con enfoque de interculturalidad y género, a través de programas de promoción y prevención; de esta manera se 
estará eliminando el …… y la …… asociada a estas infecciones.",maltrato / inclusión,estigma / discriminación,abuso / exclusión,despotismo / separación,B
"En visita domiciliaria, se verifica a un adolescente de 12 años, en cuya historia clínica se observan atenciones desde recién 
nacido, controles CRED, inmunizaciones, atenciones por odontología y psicología y ahora empezará su primer control de 
adolescente. Dentro del Modelo de Cuidado Integral de Salud. ¿A qué enfoque pertenece dicho caso?",Derechos,Interculturalidad,Género,Curso de vida,D
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Respetar su pedido,Enviarla a otro establecimiento,Denegarle la atención,Persuadir su deseo,A
"Varón de 30 años, es diagnosticado con VIH en el establecimiento de salud I-3; al recibir su tratamiento antiretroviral, el 
personal de salud lo identifica triste y preocupado. ¿Qué factor de riesgo que afecta la adherencia al tratamiento se 
debe identificar?",Malnutrición,Consumo de alcohol y otras sustancias,Vacunas incompletas,Múltiples parejas sexuales,B
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Mediana,Moda,Media,Rango,C
"Según la historia natural de la enfermedad, identificar una persona con diabetes en la fase subclínica corresponde al periodo 
...... y el nivel de prevención es...",pre patogénico / secundario.,patogénico / secundario.,patogénico / primario.,patogénico / terciario.,B
"Los medicamentos que han perdido su eficacia y que han llevado a diezmar la efectividad en la lucha contra la tuberculosis, 
las enfermedades diarreicas y la neumonía debido a la resistencia antimicrobiana, se debe a:",Uso irracional de medicamentos,Uso de medicamentos genéricos,Petitorio de los mismos medicamentos,Uso adecuado de medicamentos de marca,A
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Debilidades,Negatividad,Amenazas,Oportunidades,C
"Luego de la recolección y procesamiento de datos de su estudio para investigar si hay asociación entre el alcoholismo y la 
violencia familiar en adultos varones de su comunidad. ¿Qué análisis estadístico llevará a cabo?",Inductivo,Probabilístico,Inferencial,Descriptivo,C
"Varón de 23 años, con sífilis confirmada, se empieza a trabajar en: evitar la promiscuidad sexual, educación sexual con 
métodos de anticoncepción, fortalecimiento de redes de apoyo, mejoramiento de clima familiar. Estos son factores de…",riesgo.,salud.,protección.,apego.,C
"Se labora en un establecimiento de salud donde no hay una visión definida sobre el trabajo que se realiza; y existen muchos 
problemas interpersonales. Si se desea cambiar esta situación. ¿Qué se debe mejorar?",Proyecto de mejora,Recursos humanos,Clima organizacional,Plan de acción,C
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide la 
……. y la prevalencia que mide la …… de la enfermedad.",casos antiguos / casos nuevos,virulencia / frecuencia,velocidad / magnitud,proporción / frecuencia,C
"Los sistemas de vigilancia en salud (SVES) son la guía para la acción que el personal de salud utiliza para tomar decisiones 
prácticas frente a los problemas de salud. El tipo tradicional se caracteriza por que se...",basan en los sistemas de declaración de enfermedades transmisibles y morbilidad.,usan datos específicos de información adicional.,incluye los procedimientos del proceso de la práctica «centinela».,usa mediciones sistemáticas.,A
El análisis de la situación actual es una fase del planeamiento estratégico. ¿En qué fase del ciclo se encuentra?,3,2,4,1,D
"En el servicio de psicología, al trabajar la técnica del ABC de Ellis con una mujer de 40 años, quien refiere golpear a su esposo 
cada vez que él usa su celular, pensando que “él puede estar viendo a otras mujeres” o “él puede estar hablando con otras 
mujeres”, puesto que anteriormente le había descubierto que estaba ""en coqueteos"" con otra mujer. ¿En qué parte del 
esquema de la técnica se encuentran dichos pensamientos?",D,C,A,B,D
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Motivación,Cambio de dieta,Autocuidado,Destreza,C
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Visión,Misión,Valores,FODA,A
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Comercial,Económico,Estructural,Intermedio,C
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",capacidades de gestión.,alianzas estratégicas.,coordinaciones intersectoriales.,decisiones multisectoriales.,B
"Sustancia química que al introducirse al organismo por vía oral, inhalación o entrar en contacto con la piel, produce vómitos, 
diarrea, dolor de cabeza, náuseas, dolor ocular y en casos crónicos trastorno del sistema nervioso central, hinchazón de las 
encías, pérdida de fijación de los dientes. ¿Cuál es el agente causal?",Mercurio,Zinc,Benceno,Litio,A
"Usted desea motivar a su personal de salud para realizar una investigación científica sobe la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",mejorar la gestión de la salud.,generar conocimiento científico útil.,captar inversiones en salud.,consolidar el trabajo en equipo.,B
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",No probabilístico,Estadístico,Censal,Probabilístico,A
"La salud pública está afectada por sobrepoblación mundial, grandes conflictos políticos-sociales y la pobreza creciente; como 
consecuencia inicial de estos fenómenos. ¿Qué ocurre principalmente?",El aumento en la incidencia de enfermedades,El surgimiento de nuevas enfermedades,La aparición de enfermedades epidémicas,Las crisis psicosociales,A
"Usted se entera que en un EESS administraron una medicación que produjo un daño discapacitante en un paciente. ¿Qué 
medida inmediata hubiera tomado para manejar esta situación?",Informar a los familiares,Mejorar el proceso de atención sanitaria en EESS,Notificarlo al nivel inmediato superior,Medidas de mejora en el EESS,C
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador y 
el valor que corresponde para caracterizar el riesgo?","Tasa de incidencia, 50%","Razón de prevalencia, 50%","Tasa de ataque, 50%","Tasa de prevalencia, 500 x 1000 hab",A
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",director / organizativo,fabricante / operativo,jefe / establecido,farmacéutico / rutinario,B
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. Se 
informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro < 1,Ro = 0,Ro > 0.5,Ro > 1,D
"Paciente varón de 18 años con diagnóstico de depresión leve [F32.0], acude a psicología para tratamiento inicial, según la 
guía de práctica clínica para tratamiento en depresión leve. ¿Qué procedimiento se realiza?",Realizar dos sesiones,Consejería y psicoeducación,Desensibilización sistemática,Derivación a psiquiatría,B
"En la atención psicológica se recibe a un niño de 9 años con trastorno por déficit de atención con hiperactividad (TDAH). Para 
hacer un tratamiento y control efectivo, es necesario clasificar su condición dentro de los trastornos del...",crecimiento.,neurodesarrollo.,aprendizaje.,comportamiento.,B
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Resultados,Introducción,Metodología,Marco teórico,C
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Diplomados,"Título profesional, colegiatura",Currículo vitae documentado,Estudios de posgrado,B
"En su comunidad observa con mucha frecuencia casos de alcoholismo en varones y también violencia física de ellos contra 
sus esposas, para investigar en el menor tiempo posible, si hay asociación entre el alcoholismo y la violencia familiar. ¿Qué 
diseño de estudio elegirá?",Descriptivo,Cohortes,Analítico,Cuasi experimental,C
"Se define como transición epidemiológica al proceso de paso del predominio de enfermedades …… a la preponderancia de 
las enfermedades...",degenerativas / infecciosas.,infecciosas / prevalentes.,crónicas / infecciosas.,infecciosas / crónicas.,D
"En el proceso de redacción del informe final de su estudio transversal analítico sobre la relación entre la ingesta de bebidas 
gaseosas y sobrepeso; usted desea que todas las secciones tengan coherencia entre sí. ¿Qué herramienta debe usar para 
verificarla?",Revisión de Turnitin,Matriz de operacionalización,Lista de verificación,Matriz de consistencia,D
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético 
está vulnerando?",Confidencialidad,Individualidad,Respeto,Seguridad,A
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",interculturalidad en salud.,inclusión social.,atención intercultural.,participación ciudadana.,D
"Mujer de 70 años, procedente de Loreto, hace 2 días presentó fiebre de 39°C, dolor de articulaciones y cefalea, el día de hoy 
acude al establecimiento con vómitos persistentes y sangrado de mucosas. Funciones vitales: T°: 36°C, PA: 100/70 mmHg, 
FR: 28X'. ¿Qué tipo de dengue es?",Confirmado sin signos de alarma,Probable con signos de alarma,Hemorrágico con signos de alarma,Grave,B
"Son comportamientos que pueden o no ser saludables e influir de manera positiva o negativa en la salud del individuo, 
caracterizan el modo de vida de un individuo y suelen ser permanentes. Esta definición corresponde a:",Estilo de vida,Autocuidado,Práctica,Hábito saludable,A
"Varón de 35 años, durante el censo anual del establecimiento de salud, en la entrevista, empieza a toser, llegando a escupir 
flema; refiere que esa tos la tiene hace más de dos semanas. Negó haber ido al médico para tratar el caso. ¿A qué 
corresponde este caso?",Asma bronquial,Caso postcovid,Fibrosis pulmonar,Sintomático respiratorio,D
"Una familia en la cual, la enfermedad crónica de la abuela ha generado falta de atención de la madre a sus hijos por dedicarse 
a su propia madre, niños con problemas de conducta e inestabilidad en la relación con la pareja. Las acciones que 
están orientadas a la intervención a nivel personal, de pareja y familia para generar cambios de comportamiento y así 
adaptarse a las diferentes situaciones, promoviendo hábitos y conductas saludables. ¿A qué corresponden?",Al curso de vida,Al cuidado integral de la salud,A la atención de la salud,A la cartera de servicios,B
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",solo en época de lluvias,al atardecer y durante la noche,al amanecer y al atardecer,a medio día y sin lluvia,C
"Cuenta con las herramientas administrativas para garantizar que la profesión se ejerza de manera ética. Este enunciado 
pertenece a la:",Responsabilidad,Moral,Comisión de ética,Deontología,D
"Son funciones del psicólogo en las instituciones educativas: integrar el comité de gestión de bienestar, realizar acciones de 
prevención y promoción para fortalecer la convivencia escolar y la salud mental de los estudiantes; además de:",Brindar tratamiento a los trastornos mental identificados,Evaluar la psicopatología del personal administrativo,"Fortalecer las acciones dirigidas a las familias, en el marco del plan de TOECE",Dirigir las reuniones del personal educativo,C
"Se atiende en un mes a 10 niños menores de 5 años, con desnutrición crónica, altas horas de exposición a los medios 
tecnológicos, nula actividad física y conducta disruptiva. Se realiza un programa de intervención multidisciplinario en el que 
se considera el control de niño sano, alimentación saludable, actividad física y desarrollo psicoemocional en este grupo. ¿Con 
qué criterio de prioridad se interviene a este grupo?",Prevención de adicciones,Riesgo cardiovascular futuro,Políticas a nivel mundial y nacional,Lucha contra la pobreza,C
"Gestante de 26 semanas, durante el seguimiento de su estado emocional se encuentra estable con su pareja, asiste a 
control, psicoprofilaxis y estimulación prenatal; informa que tiene un lactario en su centro laboral, el mismo que es parte del 
cuidado...",particular.,familiar.,comunitario.,individual.,C
"La promoción de la salud se define como la acción de ofrecer a los pueblos las vías y los medios suficientes para …… los 
problemas de salud y autocontrolar el proceso de salud-enfermedad.",diferir o mitigar,atenuar o eliminar,restringir o acortar,controlar o mantener,B
"Si se orienta la formulación y actualización de las políticas y los planes en todos los niveles del gobierno, se refiere a ...…, a 
las cuales debe alinear sus objetivos operativos.",organizaciones institucionales,estrategias institucionales,desarrollos institucionales,acciones institucionales,B
"El lunes 30 de marzo se apersonan a un puesto de salud de categoría I-3, 15 personas con vómitos y diarrea, quienes 
participaron en una pollada el día anterior. El caso es identificado como una Enfermedad Transmitida por Alimentos. ¿En qué 
momento se realiza la notificación epidemiológica del brote al nivel inmediato superior?",Cuando se reporta el VEA de la semana,Hasta las 48 horas,De manera inmediata,Al alta de los pacientes,C
"¿Cuáles son los medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el país, que luego de 
una evaluación técnica especializada multidisciplinaria han demostrado ser seguros, eficaces, costo-efectivos y deben estar 
disponibles en todo momento?",Genéricos,Comunes,Básicos,Esenciales,D
"Dentro del paquete de atención integral en el grupo poblacional adolescente, incluye: consejería en el fortalecimiento de la 
autoestima, habilidades sociales, habilidades para la vida, prevención del alcoholismo y uso de tabaco; así como...",tareas educativas.,prevención del embarazo.,relaciones interpersonales.,actividad física.,B
"¿Cuál es procedimiento más importante y simple que se realiza antes y después de la atención a cada paciente, para prevenir 
infecciones en los establecimientos de salud?",Uso de guantes,Lavado de manos,Uso de mascarilla,Lentes de protección,B
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Artículo original,Carta al editor,Reporte de caso,Revisión sistemática,D
"Los 6 componentes para el cuidado integral en víctimas de violencia, según el esquema de la Norma Técnica de Salud N° 
164 MINSA/2020/DGIESP son: acogida, valoración, intervención, seguimiento, acceso y...",atención.,referencia.,seguridad.,notificación.,C
"¿Cuáles son los problemas psicosociales y trastornos mentales que más se evidencian en jóvenes y adultos mayores en el 
siglo XXI?","Impulsividad, agresividad y psicosis","Personalidad, alcoholismo y suicidio","Estrés, ansiedad y depresión","Violencia, alcoholismo y depresión",D
¿Qué se debe realizar inicialmente para la contención del trauma en enfermedades crónicas?,Test psicológico,Técnica de relajación progresiva,Registro de pensamiento,Terapia familiar,B
"Debido a que se observaron muchos casos de suicidios en adolescentes en la comunidad donde usted labora, le encargan 
realizar un estudio descriptivo sobre la depresión en adolescentes en su comunidad ¿Cuál será la principal limitante del 
estudio?",El análisis estadístico será muy complejo,No permitirá hallar asociación de variables,Demandará costos económicos muy elevados,Sus resultados no serán extrapolables,B
"Una prueba de screening que tiene muy baja sensibilidad, tiene mayor probabilidad de clasificar a sujetos enfermos como 
sanos. ¿Qué tipo de resultado es?",Valor predictivo positivo,Falso negativo,Sensibilidad ineficiente,Falso positivo,B
"Al llegar a su comunidad de SERUMS observa que hay baja adherencia a la lactancia materna por lo cual plantea hacer 
una investigación sobre factores asociados a lactancia materna. ¿Qué debe realizar en primer lugar para su estudio?",Elaborar su pregunta de investigación,Revisar literatura científica sobre el tema,Definir sus instrumentos de medición,Elegir los objetivos de estudio,B
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Medidas de bioseguridad e identificar las casas de infectados,Ordenamiento ambiental,Medidas de control químico de pulgas,Control de roedores,A
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Primaria,Cuaternaria,Secundaria,Terciaria,D
"Gestante de 25 años, víctima de violencia, derivada del CEM al centro de salud, espera una hora para su atención, la 
enfermera la entrevista sobre la violencia del cual fue víctima, la deriva con la obstetra, quien también la entrevista sobre los 
hechos de violencia, para luego enviarla al consultorio de psicología. Esta secuencia de acciones genera...",revictimización.,protección.,erradicación.,recuperación.,A
"Comprende la sucesión de eventos que ocurren a lo largo de la existencia de las personas y la población, los cuales 
interactúan para influir en su salud desde la preconcepción hasta la muerte. ¿A qué definición se refiere?",Determinante social,Curso de vida,Cuidado integral,Vías de cuidados,B
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Cartera de servicios,Flujograma,Organigrama,Categorización,A
"Salud Escolar lleva a cabo la vacunación masiva, descarte de anemia, cuidado de la salud bucal, desparasitación a los 
alumnos de las IE públicas. En cumplimiento al derecho de ......, se hace de conocimiento a los padres de familia quienes 
firman y el personal interviene atendiendo.",justicia,autorización,beneficencia,consentimiento informado,D
"El Ministerio de Salud a través de ...... es responsable de distribuir, difundir, dirigir, supervisar, monitorear, evaluar los 
medicamentos en los sectores públicos y privados.",DIGEMID,CENSOPAS,DIGESA,CENARES,A
"En la enfermedad de la Tuberculosis, la presencia del agente infeccioso (Mycobacterium tuberculosis), corresponde a una 
causa...",necesaria pero no suficiente.,no necesaria pero suficiente.,necesaria y suficiente.,de tipo ambiental.,A
Ante la presencia de un caso probable de Tos Ferina. ¿Cuáles son las medidas a implementar?,"Búsqueda de casos secundarios, barrido vacunal, inamovilidad del caso","Seguimiento de contactos, búsqueda activa comunitaria e institucional, bloqueo vacunal","Jornada de vacunación, quimioprofilaxis, búsqueda  de contactos indirectos","Censo de contactos, barrido vacunal, investigación del caso índice",B
