questions,option_A,option_B,option_C,option_D,correct_answer
"Niño de 4 años manifiesta que las letras de la pizarra las ve borrosas, su madre refiere al optómetra que le cuesta leer y copiar 
de la pizarra por tal motivo le consulta; ""a qué edad mi hijo alcanzara el desarrollo máximo de su capacidad visual"". ¿Cuál 
será su respuesta?",7,6,5,4,A
"La salud pública está afectada por sobrepoblación mundial, grandes conflictos políticos-sociales y la pobreza creciente; como 
consecuencia inicial de estos fenómenos. ¿Qué ocurre principalmente?",El aumento en la incidencia de enfermedades,Las crisis psicosociales,La aparición de enfermedades epidémicas,El surgimiento de nuevas enfermedades,A
"En el primer nivel de atención se realizan los tamizajes de AV a todas las etapas de vida. Para evaluar pacientes iletrados 
incluyendo preescolares, según la directivas sanitarias del MINSA. ¿Qué tipo de optotipos se debe utilizar?",Snell,Logmar,E direccional,Mirada preferencial,C
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Persuadir su deseo,Enviarla a otro establecimiento,Denegarle la atención,Respetar su pedido,D
"Un paciente desea realizar un reclamo por un posible maltrato de un trabajador del establecimiento de salud contra él, al no 
respetarse el orden de llegada para la atención. ¿Qué procedimiento corresponde?",Queja,Sugerencia,Consulta,Consejería,A
"Después de brindar una atención por violencia sexual a una paciente de 13 años, se debe presentar un informe social, 
requerido por las autoridades del Poder Judicial. Si hay información que faltan a la verdad, está cometiendo actos en contra 
de:",Responsabilidad,Ética,Beneficencia,Justicia,B
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la familia como la unidad 
de ...... de mayor eficacia.",riesgo,intervención,análisis,soporte,B
El análisis de la situación actual es una fase del planeamiento estratégico. ¿En qué fase del ciclo se encuentra?,2,3,4,1,D
"Para investigar la relación entre la anemia y el peso de niños de 6° grado de primaria de un colegio, usted acude un día de la 
semana para medir la Hb y el peso a todos ellos. ¿Qué método de investigación está realizando?",Mixto,Cuasi experimental,Observacional,Experimental,C
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Secundaria,Terciaria,Cuaternaria,Primaria,B
"Se desea reorganizar el servicio de admisión y para ello es necesario separar las historias clínicas. ¿Cuántos años se debe 
considerar para el archivo pasivo de historias clínicas que no han sido requeridas?",Más de 1,Más de 15,Más de 5,Más de 10,C
"Paciente de 6 años a quien se detecta: parpadeo constante, se acerca a la pizarra, acerca los juguetes, posturas anormales, 
dificultad para coger objetos muy finos, escaso interés por el entorno. ¿Cuál es el diagnóstico y tratamiento?",Astigmatismo / anteojos de descanso,Miopía / correctores,Hipermetropía / anteojos de protección,Ametropía / correctores,D
"Los medicamentos que han perdido su eficacia y que han llevado a diezmar la efectividad en la lucha contra la tuberculosis, 
las enfermedades diarreicas y la neumonía debido a la resistencia antimicrobiana, se debe a:",Uso de  medicamentos genéricos,Uso adecuado de medicamentos de marca,Petitorio de los mismos medicamentos,Uso irracional de medicamentos,D
"¿Cuáles son los medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el país, que luego de 
una evaluación técnica especializada multidisciplinaria han demostrado ser seguros, eficaces, costo-efectivos y deben estar 
disponibles en todo momento?",Esenciales,Genéricos,Comunes,Básicos,A
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Introducción,Metodología,Resultados,Marco teórico,B
"Niños con historia familiar de catarata congénita o juvenil. Para el profesional de la salud. ¿Cuál es el mejor momento de su 
referencia?",3 meses,Recién nacido,Etapa embrionaria,7 años,B
"Luego de la recolección y procesamiento de datos de su estudio para investigar si hay asociación entre el alcoholismo y la 
violencia familiar en adultos varones de su comunidad. ¿Qué análisis estadístico llevará a cabo?",Inductivo,Descriptivo,Probabilístico,Inferencial,D
"Personal de serenazgo, lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Consentimiento informado,Acceso a servicios de salud,Acceso a la información,Recuperación,B
Niño de 5 años es tamizado para detectar errores refractivos. ¿Cuál es la evaluación a realizar?,Retinoscopía,Agudeza visual,Cover test,Test de Hirsbert,B
"La promoción de la salud se define como la acción de ofrecer a los pueblos las vías y los medios suficientes para …… los 
problemas de salud y autocontrolar el proceso de salud-enfermedad.",diferir o mitigar,atenuar o eliminar,controlar o mantener,restringir o acortar,B
"Se labora en un establecimiento de salud donde no hay una visión definida sobre el trabajo que se realiza; y existen muchos 
problemas interpersonales. Si se desea cambiar esta situación. ¿Qué se debe mejorar?",Clima organizacional,Plan de acción,Proyecto de mejora,Recursos humanos,A
"Paciente niña de 3 años en su control de crecimiento y desarrollo, se detecta antecedentes familiares de retinoblastoma. 
¿Qué test utiliza para su descarte?",Inspección ocular,Reflejo rojo,Fijación monocular,Reflejo de parpadeo,B
"Son comportamientos que pueden o no ser saludables e influir de manera positiva o negativa en la salud del individuo, 
caracterizan el modo de vida de un individuo y suelen ser permanentes. Esta definición corresponde a:",Autocuidado,Hábito saludable,Estilo de vida,Práctica,C
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. Se 
informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro > 1,Ro < 1,Ro > 0.5,Ro = 0,A
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, náuseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas, reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",farmacovigilancia,control interno,auditoría interna,auditoría externa,A
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",atención intercultural.,interculturalidad en salud.,inclusión social.,participación ciudadana.,D
"En una farmacia se va a instalar el control termostático de la unidad de refrigeración. ¿Qué se debe tener en cuenta con los 
sensores?",Con exactitud de aproximadamente 0.3°C,Áreas con poca variabilidad en temperatura,Deben estar calibrados,Dependientes del sistema de monitoreo,C
"La infección de la conjuntiva con abundante secreción ocular que se presenta en el primer mes de vida, puede 
causar ...... corneal, por lo que debe ser atendida como una urgencia y de referencia inmediata al especialista.",elongación,opacidad,dilatación,perforación,D
"Paciente senil acude a un centro salud, con opacificación del cristalino, con sospecha de catarata. ¿Qué prueba de tamizaje 
se le debe realizar?",Retinoscopía,Tonometría,Fondo de ojo,Agudeza visual,D
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Estructural,Económico,Intermedio,Comercial,A
¿Qué prestaciones fortalecen los factores protectores de los adolescentes?,"Consejería en salud mental, en salud sexual y reproductiva","Determinación de la agudeza visual, consejería en salud mental","Tamizaje para el descarte de embarazo, métodos anticonceptivos","Consejería en riesgos psicosociales, evaluación del desarrollo sexual de Tanner",A
"Madre quechua hablante de 30 años, tiene niño de un año con diarrea y deshidratación; ella niega su atención en el 
establecimiento de salud, porque según su creencia el caso corresponde a “susto” y lo debe atender el curandero. ¿Cómo 
procedes ante este caso?",Solicitar presidente de la comunidad que intervenga,"Llegas a un acuerdo en la terapia del niño, respetando sus creencias",Discrepas con su decisión porque no es correcto,Constatar con la policía y autoridad comunal,B
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el director 
le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar para este 
cometido?",Compromiso paterno,Carta de investigación,Asentimiento informado,Consentimiento informado,D
"Comprende la sucesión de eventos que ocurren a lo largo de la existencia de las personas y la población, los cuales 
interactúan para influir en su salud desde la preconcepción hasta la muerte. ¿A qué definición se refiere?",Curso de vida,Cuidado integral,Determinante social,Vías de cuidados,A
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Medidas de bioseguridad e identificar las casas de infectados,Control de roedores,Ordenamiento ambiental,Medidas de control químico de pulgas,A
"Para investigar la relación entre la anemia y la talla de niños de 5° grado de primaria de un colegio, usted acude un día de la 
semana para medir la Hb y talla a todos ellos. ¿Qué enfoque de investigación está realizando?",Observacional,Cuantitativo,Cualitativo,Mixto,B
"Para prevención y control de enfermedades no transmisibles en el adulto mayor. ¿Qué patologías prioriza para cuidados 
individuales?","Hipertensión arterial, diabetes mellitus, cáncer de cuello uterino","Hipertensión arterial, obesidad, dislipidemia","Osteoporosis, diabetes mellitus, demencia","Hipertensión arterial, diabetes mellitus, anemia",A
"Mujer de 14 años presenta ojo rojo, dolor ocular, secreción ocular. ¿Cuál es el diagnóstico?",Blefaritis,Conjuntivitis,Orzuelo,Úlcera corneal,B
"Mujer de 70 años, procedente de Loreto, hace 2 días presentó fiebre de 39°C, dolor de articulaciones y cefalea, el día de hoy 
acude al establecimiento con vómitos persistentes y sangrado de mucosas. Funciones vitales: T°: 36°C, PA: 100/70 mmHg, 
FR: 28X'. ¿Qué tipo de dengue es?",Confirmado sin signos de alarma,Probable con signos de alarma,Hemorrágico con signos de alarma,Grave,B
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Destreza,Autocuidado,Motivación,Cambio de dieta,B
"Al llegar a su comunidad de SERUMS observa que hay baja adherencia a la lactancia materna por lo cual plantea hacer 
una investigación sobre factores asociados a lactancia materna. ¿Qué debe realizar en primer lugar para su estudio?",Elegir los objetivos de estudio,Revisar literatura científica sobre el tema,Definir sus instrumentos de medición,Elaborar su pregunta de investigación,B
"La ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios debe cumplir en la atención a la población 
objetivo?","Orden, moral, deber y derecho","Solidaridad, orden, deber y derecho","Orden, fraternidad, moral y derecho","Fraternidad, moral, deber y orden",A
"Si se orienta la formulación y actualización de las políticas y los planes en todos los niveles del gobierno, se refiere a ...…, a 
las cuales debe alinear sus objetivos operativos.",acciones institucionales,estrategias institucionales,desarrollos institucionales,organizaciones institucionales,B
Ante la presencia de un caso probable de tos ferina. ¿Cuáles son las medidas a implementar?,"Seguimiento de contactos, búsqueda activa comunitaria e institucional, bloqueo vacunal","Jornada de vacunación, quimioprofilaxis, búsqueda  de contactos indirectos","Búsqueda de casos secundarios, barrido vacunal, inamovilidad del caso","Censo de contactos, barrido vacunal, investigación del caso índice",A
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Valores,FODA,Misión,Visión,C
"Para elaborar los planos de un futuro establecimiento de salud I-3, se reúne el equipo de salud. ¿Qué ambiente es necesario 
según normativa?",Zona de almacenamiento de residuos contaminados,Depósito y lavado de carros,Zona de selección de residuos sólidos,Área de internamiento,C
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Categorización,Flujograma,Cartera de servicios,Organigrama,C
"Niña de 10 años acude a un centro de salud del primer nivel, donde en el tamizaje visual se obtiene: AV 20/50, 20/70 y  AE 
20/20, 20/25. ¿Cuál es la conducta a seguir?",Reevaluación,Control,Referencia,Diagnóstico definitivo,C
"El C.S. Paz, ha sectorizado su jurisdicción para realizar intervenciones de promoción y prevención basados en el Modelo de 
Cuidado Integral de la Familia y Comunidad por Curso de Vida. En el marco de las Funciones Esenciales de la Salud Pública 
renovada, esta acción corresponde a la etapa de:",Asignación de recursos,Acceso,Evaluación,Desarrollo de políticas,B
"El Ministerio de Salud a través de ...... es responsable de distribuir, difundir, dirigir, supervisar, monitorear, evaluar los 
medicamentos en los sectores públicos y privados.",DIGESA,CENSOPAS,DIGEMID,CENARES,C
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",decisiones multisectoriales.,coordinaciones intersectoriales.,capacidades de gestión.,alianzas estratégicas.,D
"Según la historia natural de la enfermedad, identificar una persona con diabetes en la fase subclínica corresponde al periodo 
...... y el nivel de prevención es...",pre patogénico / secundario.,patogénico / secundario.,patogénico / terciario.,patogénico / primario.,B
"¿Qué factor de riesgo en la función visual del recién nacido debe ser referido inmediatamente para su evaluación por 
especialista?",Taquicardia,Macrosómico,Cianosis,Sufrimiento fetal,D
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Amenazas,Negatividad,Oportunidades,Debilidades,A
Según las prioridades nacionales del cuidado integral de salud. ¿Cuáles son sus componentes?,"Prestación, organización, calidad, solidaridad","Accesibilidad, gestión, calidad, solidaridad","Gestión, financiamiento, prestación, calidad","Integralidad, universalidad, calidad, solidaridad",D
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Estudios de posgrado,Diplomados,Currículo vitae documentado,"Título profesional, colegiatura",D
"Usted se entera que en un EESS administraron una medicación que produjo un daño discapacitante en un paciente. ¿Qué 
medida inmediata hubiera tomado para manejar esta situación?",Mejorar el proceso de atención sanitaria en EESS,Notificarlo al nivel inmediato superior,Medidas de mejora en el EESS,Informar a los familiares,B
"En el primer nivel de atención, se realizan las atenciones optométricas haciendo uso de los insumos y recursos necesarios. 
En caso de contar con una cartilla de optotipos; para la evaluación óptima, dependiendo de la estatura. ¿Cuál es la altura 
adecuada?",20/40,20/30,20/50,20/25,B
"El ambiente de psicología para evaluar niño, niña, adolescente. ¿Qué característica debe presentar?",Iluminación tenue,Paredes de colores fuertes,Sin cuadros,Mobiliario adaptado para la edad,D
"Dentro del petitorio nacional único de medicamentos esenciales para el sector salud existen consideraciones especiales de 
su uso, por lo cual requieren de un manejo especializado. ¿Qué tipo de medicamentos están en este rubro?",Específico para hepatitis A,Controlado para infecciones intrahospitalarias,Exclusivo para dolor oncológico,Para métodos de planificación familiar,C
"Debido a que se observaron muchos casos de suicidios en adolescentes en la comunidad donde usted labora, le encargan 
realizar un estudio descriptivo sobre la depresión en adolescentes en su comunidad ¿Cuál será la principal limitante del 
estudio?",No permitirá hallar asociación de variables,Sus resultados no serán extrapolables,El análisis estadístico será muy complejo,Demandará costos económicos muy elevados,A
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Financiamiento de la salud eficiente y equitativo,Acceso equitativo a servicios de salud integrales y de calidad,Asegurar el acceso y el uso racional de medicamentos,Desarrollo de recursos humanos para la salud,B
"En el proceso de redacción del informe final de su estudio transversal analítico sobre la relación entre la ingesta de bebidas 
gaseosas y sobrepeso; usted desea que todas las secciones tengan coherencia entre sí. ¿Qué herramienta debe usar para 
verificarla?",Matriz de operacionalización,Lista de verificación,Matriz de consistencia,Revisión de Turnitin,C
"En el análisis FODA, los aspectos positivos de los recursos y actividades internas con que cuenta la institución, se les define 
como:",Oportunidades,Fortalezas,Amenazas,Estrategias,B
"Realizando visita domiciliaria, según el plan del cuidado integral de salud de las personas adultas mayores, se encuentra a 
un varón de 66 años de edad, vive solo; refiere tener “mal de ojo”, presenta “dolor de cabeza y dolor muscular”, llegará el 
curandero, realizará una limpia con cuy macho de color negro. Se le muestra interés e integración de los cuidados que 
requiere. ¿Éste enunciado se denomina?",Salud pública,Interculturalidad en salud,Población indígena,Cultura,B
¿Qué examen se realiza en la evaluación ocular de la niña y niño entre 24 y 36 meses?,Reflejo de parpadeo,Fondo de ojo,Reflejo pupilar,Fijación monocular,D
"Si un niño de 4 años es detectado con AV 20/70, 20/100. ¿Cuál es el procedimiento a seguir?",Control en tres meses,Referir al oftalmología,Seguimiento mensual,Repetir evaluación,B
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",farmacéutico / rutinario,fabricante / operativo,director / organizativo,jefe / establecido,B
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador y 
el valor que corresponde para caracterizar el riesgo?","Tasa de ataque, 50%","Tasa de incidencia, 50%","Tasa de prevalencia, 500 x 1000 hab","Razón de prevalencia, 50%",B
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide la 
……. y la prevalencia que mide la …… de la enfermedad.",casos antiguos / casos nuevos,velocidad / magnitud,proporción / frecuencia,virulencia / frecuencia,B
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Misión,Valores,FODA,Visión,D
"En la consejería en prácticas saludables se promueve: el uso de sombrero de ala ancha, lentes con protección de radiación 
ultravioleta, lavado de manos, alimentación saludable, uso adecuado de medios audiovisuales entre otros. Esta consejería se 
brinda como parte de:",Evaluación ocular y tamizaje,Evaluación de la fijación monocular,Examen de reflejo rojo binocular,Examen del reflejo luminoso corneal,A
"La …… es consecuencia del sobrecrecimiento bacteriano e infiltración de la capa epitelial conjuntival, por la disrupción de los 
mecanismos de defensa del ojo.",blefaritis,conjuntivitis bacteriana,catarata congénita,catarata,B
"Una prueba de screening que tiene muy baja sensibilidad, tiene mayor probabilidad de clasificar a sujetos enfermos como 
sanos. ¿Qué tipo de resultado es?",Valor predictivo positivo,Falso positivo,Falso negativo,Sensibilidad ineficiente,C
"¿Cuál es la entidad responsable del abastecimiento de las vacunas para realizar las actividades de vacunación a nivel 
nacional?",DIRIS,MINSA,CENARES,RIS,C
"Usted desea motivar a su personal de salud para realizar una investigación científica sobe la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",generar conocimiento científico útil.,consolidar el trabajo en equipo.,mejorar la gestión de la salud.,captar inversiones en salud.,A
Hombre de 30 años con sospecha de TB. ¿Cuántas muestras de esputo debe entregar para realizar el diagnóstico?,4,2,3,1,B
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",solo en época de lluvias,a medio día y sin lluvia,al amanecer y al atardecer,al atardecer y durante la noche,C
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,La actitud política y el esfuerzo de la administración local,Los cambios en la realidad económico-social y ordenanzas municipales,La participación comunitaria y escuelas saludables,"El abordaje territorial, espacios participativos y la familia como base",D
"Un serumista está trabajando en un establecimiento de salud con población asignada, que cuenta con médico 
cirujano, profesionales de enfermería, obstetricia y personal técnico de enfermería. Según su cartera de servicios. ¿Cuál es 
el nivel de atención en el que se encuentra?",I-4,I-2,I-3,I-1,B
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Mediana,Media,Moda,Rango,B
"El POI Multianual del Ministerio de Salud es ……, en el cual se establece la programación de metas físicas y de costeo que 
se espera alcanzar en los próximos tres años.",herramienta de gestión,instrumento de articulación,herramienta de articulación,instrumento de gestión,D
"Se define como transición epidemiológica al proceso de paso del predominio de enfermedades …… a la preponderancia de 
las enfermedades...",degenerativas / infecciosas.,infecciosas / crónicas.,crónicas / infecciosas.,infecciosas / prevalentes.,B
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Reporte de caso,Revisión sistemática,Carta al editor,Artículo original,B
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",No probabilístico,Censal,Estadístico,Probabilístico,A
"El lunes 30 de marzo se apersonan a un puesto de salud de categoría I-3, 15 personas con vómitos y diarrea, quienes 
participaron en una pollada el día anterior. El caso es identificado como una Enfermedad Transmitida por Alimentos. ¿En qué 
momento se realiza la notificación epidemiológica del brote al nivel inmediato superior?",Cuando se reporta el VEA de la semana,Hasta las 48 horas,De manera inmediata,Al alta de los pacientes,C
"La suplementación con hierro al bebé, se debe realizar a partir de los ...... meses de edad.",3,5,4,6,C
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético 
está vulnerando?",Individualidad,Confidencialidad,Respeto,Seguridad,B
"La ética en la función pública no se queda en la teoría (reflexión), sino que debe llevarse a la práctica para tener un adecuado 
desempeño laboral. Como profesional de salud ante un caso de un diagnóstico que es confidencial, por el tipo de enfermedad. 
¿Qué principios éticos debe cumplirse?",Respeto y atención diferenciada,"Veracidad, lealtad, eficiencia","Silencio, manejo de la información","Respeto, probidad y eficiencia",D
"Un paciente fue referido para evaluación y tratamiento por una probable gastritis a un nivel de atención superior. Se resolvió 
su problema de salud de manera parcial, continuando su tratamiento en su establecimiento de origen. ¿En qué condición 
considera fue contrarreferido?",Deserción,Mejorado,Retiro voluntario,Curado,B
