questions,option_A,option_B,option_C,option_D,correct_answer
"Madre quechua hablante de 30 años, tiene niño de un año con diarrea y deshidratación; ella niega su atención en el 
establecimiento de salud, porque según su creencia el caso corresponde a “susto” y lo debe atender el curandero. ¿Cómo 
procedes ante este caso?",Solicitar presidente de la comunidad que intervenga,"Llegas a un acuerdo en la terapia del niño, respetando sus creencias",Constatar con la policía y autoridad comunal,Discrepas con su decisión porque no es correcto,B
"En un recién nacido con FLAP, la correcta coordinación de las funciones orales contribuirá a que el neonato tenga una buena 
ingesta calórica y menores tiempos de ingesta. ¿Cuál es la secuencia adecuada?",Succión-deglución-respiración,Succión-respiración-deglución,Respiración-deglución-succión,Deglución-succión-respiración,A
"Debido a que se observaron muchos casos de suicidios en adolescentes en la comunidad donde usted labora, le encargan 
realizar un estudio descriptivo sobre la depresión en adolescentes en su comunidad ¿Cuál será la principal limitante del 
estudio?",Sus resultados no serán extrapolables,El análisis estadístico será muy complejo,No permitirá hallar asociación de variables,Demandará costos económicos muy elevados,C
"Se define como transición epidemiológica al proceso de paso del predominio de enfermedades …… a la preponderancia de 
las enfermedades...",infecciosas / prevalentes.,infecciosas / crónicas.,crónicas / infecciosas.,degenerativas / infecciosas.,B
"El C.S. Paz, ha sectorizado su jurisdicción para realizar intervenciones de promoción y prevención basados en el Modelo de 
Cuidado Integral de la Familia y Comunidad por Curso de Vida. En el marco de las Funciones Esenciales de la Salud Pública 
renovada, esta acción corresponde a la etapa de:",Desarrollo de políticas,Evaluación,Acceso,Asignación de recursos,C
"Mujer de 59 años que ha sufrido un ACV con lesión en lóbulo parieto-occipital izquierdo con un mes de evolución, presenta 
alteraciones en diferentes componentes del lenguaje. Según Ardiles. ¿Cuál es la prueba más utilizada?",Boston,Prueba de Minnesota,Batería de las afasias de Western,Índice Porch,A
"Varón de 38 años con daño en hemisferio derecho, parietal, negligencia hemiespacial, alexia, trastornos espaciales y agrafia 
de tipo espacial. ¿Qué alteración presenta?",Afasia,Agnosia,Anartria,Acalculia,D
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético 
está vulnerando?",Individualidad,Respeto,Confidencialidad,Seguridad,C
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",FODA,Visión,Misión,Valores,B
"Niña de 5 años presenta respiración oral, mala oclusión dentaria, no arma un bolo alimenticio adecuado y presenta 
hiposensibilidad intraoral. ¿Qué alteraciones abordara el logopeda?",Lenguaje expresivo,Musculoesquelética,Miofuncionales,Craneocervicales,C
"Personal de serenazgo lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Consentimiento informado,Acceso a la información,Acceso a servicios de salud,Recuperación,C
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Estructural,Intermedio,Económico,Comercial,A
"Un método para asociar la atención primaria con las iniciativas de salud pública es a través de un proceso y práctica 
denominada atención primaria orientada a la comunidad (APOC), que combina la medicina preventiva clínica y…",complementaria.,los enfoques sanitarios.,las comunidades.,los enfoques comunitarios.,D
"Realizando visita domiciliaria, según el plan del cuidado integral de salud de las personas adultas mayores, se encuentra a 
un varón de 66 años de edad, vive solo; refiere tener “mal de ojo”, presenta “dolor de cabeza y dolor muscular”, llegará el 
curandero, realizará una limpia con cuy macho de color negro. Se le muestra interés e integración de los cuidados que 
requiere. ¿Éste enunciado se denomina?",Población indígena,Cultura,Interculturalidad en salud,Salud pública,C
El análisis de la situación actual es una fase del planeamiento estratégico. ¿En qué fase del ciclo se encuentra?,1,3,4,2,A
"La promoción de la salud se define como la acción de ofrecer a los pueblos las vías y los medios suficientes para …… los 
problemas de salud y autocontrolar el proceso de salud-enfermedad.",diferir o mitigar,controlar o mantener,restringir o acortar,atenuar o eliminar,D
"En la enfermedad de la tuberculosis, la presencia del agente infeccioso (Mycobacterium tuberculosis), corresponde a una 
causa...",necesaria y suficiente.,necesaria pero no suficiente.,de tipo ambiental.,no necesaria pero suficiente.,B
"Un paciente desea realizar un reclamo por un posible maltrato de un trabajador del establecimiento de salud contra él, al no 
respetarse el orden de llegada para la atención. ¿Qué procedimiento corresponde?",Sugerencia,Consejería,Consulta,Queja,D
"La buena salud bucal permite un adecuado funcionamiento de sus componentes para que la boca pueda cumplir sus 
funciones. ¿Cuáles son?","Buena apariencia, sonrisa y comunicación","Comunicación, succión y buena apariencia","Respiración, higiene y masticación","Masticación, comunicación y buena apariencia",D
"Los medicamentos que han perdido su eficacia y que han llevado a diezmar la efectividad en la lucha contra la tuberculosis, 
las enfermedades diarreicas y la neumonía debido a la resistencia antimicrobiana, se debe a:",Petitorio de los mismos medicamentos,Uso adecuado de medicamentos de marca,Uso irracional de medicamentos,Uso de medicamentos genéricos,C
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Currículo vitae documentado,Estudios de posgrado,Diplomados,"Título profesional, colegiatura",D
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,La actitud política y el esfuerzo de la administración local,"El abordaje territorial, espacios participativos y la familia como base",La participación comunitaria y escuelas saludables,Los cambios en la realidad económico-social y ordenanzas municipales,B
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, náuseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas, reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",auditoría externa,control interno,farmacovigilancia,auditoría interna,C
"Niño de 5 años con retardo mental moderado, desarrollo motor acorde a su edad, no tolera sentarse por más de 5 minutos. 
¿Qué actividades solicita el equipo SAANE al terapeuta de lenguaje?",Atención y memoria,Integración sensorial,Psicomotricidad,Pruebas psicométricas,A
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la familia como la unidad 
de ...... de mayor eficacia.",análisis,soporte,riesgo,intervención,D
"Se desea reorganizar el servicio de admisión y para ello es necesario separar las historias clínicas. ¿Cuántos años se debe 
considerar para el archivo pasivo de historias clínicas que no han sido requeridas?",Más de 10,Más de 15,Más de 5,Más de 1,C
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el director 
le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar para este 
cometido?",Consentimiento informado,Asentimiento informado,Compromiso paterno,Carta de investigación,A
"Paciente de 56 años con lesión isquémica del lóbulo parieto-occipital izquierdo, no reconoce ni denomina objetos. ¿Qué tipo 
de afasia anómica presenta?",Parafásica,Semántica,Fonológica,Fonética,B
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",decisiones multisectoriales.,alianzas estratégicas.,coordinaciones intersectoriales.,capacidades de gestión.,B
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",FODA,Misión,Valores,Visión,B
"El profesional serumista atiende un paciente con Guillain Barré, según la normativa epidemiológica. ¿Qué debe hacer?",Reportar al establecimiento de salud,Derivar a otro establecimiento,Transferir a otra IPRESS,Iniciar su tratamiento,A
"La sala situacional de salud es una herramienta que ofrece evidencia sobre la eficacia de las intervenciones en salud y sobre 
la capacidad de los sistemas de salud para responder a las necesidades de salud de la población. ¿Quiénes la deben conocer 
y analizar prioritariamente?",El responsable de epidemiologia y jefe de establecimiento,Coordinadores de red y responsable de epidemiología,Promotores de salud y responsable de promoción de la salud,Todo el personal de salud y autoridades locales,D
"El reentrenamiento neuromuscular puede estar indicado en la parálisis facial periférica de más de tres meses de evolución. 
¿Cuánto puede durar el proceso de rehabilitación?",2 a 3 años,2 a 3 meses,1 a 3 años,1 a 3 meses,C
"Una prueba de screening que tiene muy baja sensibilidad, tiene mayor probabilidad de clasificar a sujetos enfermos como 
sanos. ¿Qué tipo de resultado es?",Falso negativo,Sensibilidad ineficiente,Falso positivo,Valor predictivo positivo,A
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. Se 
informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro > 1,Ro < 1,Ro > 0.5,Ro = 0,A
"En su comunidad observa con mucha frecuencia casos de alcoholismo en varones y también violencia física de ellos contra 
sus esposas, para investigar en el menor tiempo posible, si hay asociación entre el alcoholismo y la violencia familiar. ¿Qué 
diseño de estudio elegirá?",Analítico,Cohortes,Descriptivo,Cuasi experimental,A
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Desarrollo de recursos humanos para la salud,Financiamiento de la salud eficiente y equitativo,Asegurar el acceso y el uso racional de medicamentos,Acceso equitativo a servicios de salud integrales y de calidad,D
"Niño de 6 años (primer hijo), con disfonía, quien presenta un tumor laríngeo benigno por VPH. ¿Cuándo debieron sus padres 
colocarse la vacuna por prevención?",Antes de iniciar su vida sexual,Antes de parto,Al nacer,Antes de tener hijos,A
"Mujer de 22 años con discapacidad motora moderada, cuenta con su carnet de CONADIS, acude a una obra de teatro 
organizado por el Instituto Británico. ¿De cuánto es el descuento que le realizan en su entrada?",30 al 15%,25 al 10%,20 al 10%,50 al 25%,C
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Enviarla a otro establecimiento,Persuadir su deseo,Denegarle la atención,Respetar su pedido,D
"Para elaborar los planos de un futuro establecimiento de salud I-3, se reúne el equipo de salud. ¿Qué ambiente es necesario 
según normativa?",Zona de selección de residuos sólidos,Zona de almacenamiento de residuos contaminados,Área de internamiento,Depósito y lavado de carros,A
"La ética en la función pública no se queda en la teoría (reflexión), sino que debe llevarse a la práctica para tener un adecuado 
desempeño laboral. Como profesional de salud ante un caso de un diagnóstico que es confidencial, por el tipo de enfermedad. 
¿Qué principios éticos debe cumplirse?","Silencio, manejo de la información","Respeto, probidad y eficiencia",Respeto y atención diferenciada,"Veracidad, lealtad, eficiencia",B
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",No probabilístico,Probabilístico,Censal,Estadístico,A
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Introducción,Metodología,Resultados,Marco teórico,B
"Los sistemas de vigilancia en salud (SVES) son la guía para la acción que el personal de salud utiliza para tomar decisiones 
prácticas frente a los problemas de salud. El tipo tradicional se caracteriza por que se...",usan datos específicos de información adicional.,usa mediciones sistemáticas.,incluye los procedimientos del proceso de la práctica «centinela».,basan en los sistemas de declaración de enfermedades transmisibles y morbilidad.,D
"El lunes 30 de marzo se apersonan a un puesto de salud de categoría I-3, 15 personas con vómitos y diarrea, quienes 
participaron en una pollada el día anterior. El caso es identificado como una Enfermedad Transmitida por Alimentos. ¿En qué 
momento se realiza la notificación epidemiológica del brote al nivel inmediato superior?",Cuando se reporta el VEA de la semana,De manera inmediata,Al alta de los pacientes,Hasta las 48 horas,B
"En el contexto de la salud pública se implementó el “Plan Esperanza” entre el 2012 al 2015, donde el cáncer ocupó el segundo 
puesto según la tasa de mortalidad por grupo de enfermedad. ¿Qué tipo de estudio se realizó para llegar a esa conclusión?",Epidemiológico,Trasversal,Estadístico,Descriptivo,A
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Negatividad,Debilidades,Amenazas,Oportunidades,C
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Categorización,Cartera de servicios,Organigrama,Flujograma,B
"En los programas de prevención para la anemia en recién nacidos. ¿Hasta que edad en meses se recomienda la lactancia 
exclusiva y prolongada?",3 / 24,6 / 24,12 / 48,8 / 36,B
"Las agnosias se observan en casos de lesiones de la corteza parietal, temporal y occipital. ¿Qué áreas están comprometidas 
en las agnosias?",Asociación,Auditiva,Visual,Táctil,A
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Cultura organizacional,Principios institucionales,Clima organizacional,Valores institucionales,A
"Después de brindar una atención por violencia sexual a una paciente de 13 años, se debe presentar un informe social, 
requerido por las autoridades del Poder Judicial. Si hay información que faltan a la verdad, está cometiendo actos en contra 
de:",Beneficencia,Justicia,Ética,Responsabilidad,C
"La ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios debe cumplir en la atención a la población 
objetivo?","Solidaridad, orden, deber y derecho","Orden, moral, deber y derecho","Fraternidad, moral, deber y orden","Orden, fraternidad, moral y derecho",B
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",farmacéutico / rutinario,fabricante / operativo,director / organizativo,jefe / establecido,B
"El Ministerio de Trasporte y Comunicación al promover la accesibilidad a las personas con discapacidad, dispone que los 
programas televisivos deben contar con:",Traductor Google o subtítulos,Interprete de lenguaje de señas y Braile,Subtítulos y SAAC,Interprete de lengua de señas o subtítulos,D
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Terciaria,Cuaternaria,Primaria,Secundaria,A
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",atención intercultural.,participación ciudadana.,interculturalidad en salud.,inclusión social.,B
