questions,option_A,option_B,option_C,option_D,correct_answer
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,La actitud política y el esfuerzo de la administración local,Los cambios en la realidad económico-social y ordenanzas municipales,La participación comunitaria y escuelas saludables,"El abordaje territorial, espacios participativos y la familia como base",D
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",decisiones multisectoriales.,coordinaciones intersectoriales.,capacidades de gestión.,alianzas estratégicas.,D
"La atención primaria de la salud (APS) va más allá de un sistema sanitario dirigido exclusivamente al diagnóstico y tratamiento 
de las enfermedades. Como profesional de salud. ¿Qué acciones debe promover en la población objetivo?",Educación recuperativa asistencial,Autorresponsabilidad y autodeterminación,Visita permanente al médico,Conocimiento sobre la situación clínica,B
"Cuenta con las herramientas administrativas para garantizar que la profesión se ejerza de manera ética. Este enunciado 
pertenece a la:",Responsabilidad,Comisión de ética,Moral,Deontología,D
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Medidas de control químico de pulgas,Ordenamiento ambiental,Medidas de bioseguridad e identificar las casas de infectados,Control de roedores,C
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",participación ciudadana.,interculturalidad en salud.,atención intercultural.,inclusión social.,A
"La anemia infantil es la disminución de los niveles de Hb a causa de la carencia de hierro, llamada también anemia ferropénica, 
es un gran problema que se viene afrontando en la actualidad, para ello se realiza un tratamiento preventivo en los niños 
menores de un año. ¿A qué mes del nacimiento se inicia el tratamiento preventivo?",6,8,4,3,C
"La ética en la función pública no se queda en la teoría (reflexión), sino que debe llevarse a la práctica para tener un adecuado 
desempeño laboral. Como profesional de salud ante un caso de un diagnóstico que es confidencial, por el tipo de enfermedad. 
¿Qué principios éticos debe cumplirse?","Veracidad, lealtad, eficiencia",Respeto y atención diferenciada,"Respeto, probidad y eficiencia","Silencio, manejo de la información",C
"Todo sistema de salud debe tener estándares de atención de calidad. En un establecimiento dende se desperdician 
medicamentos y no se da mantenimiento a los equipos. ¿Qué atributo no se cumple?",Efectividad,Eficiencia,Oportunidad,Equidad,B
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético 
está vulnerando?",Individualidad,Respeto,Seguridad,Confidencialidad,D
"Dentro de las intervenciones de promoción de la salud. El programa “Familia Saludable” considera a la familia como la unidad 
de ...... de mayor eficacia.",soporte,riesgo,intervención,análisis,C
"Cuando un niño es vacunado en campo y después de algunos minutos presenta una reacción adversa atribuido a la 
vacunación (ESAVI). Como profesional de la salud. ¿Qué acciones debe realizar para garantizar su detección oportuna?",Evaluación del espacio donde se interviene,Educar a la madre sobre los efectos de la vacuna,Revisión del material utilizado,Evitar vacunar,B
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Enviarla a otro establecimiento,Persuadir su deseo,Respetar su pedido,Denegarle la atención,C
"Se define como transición epidemiológica al proceso de paso del predominio de enfermedades …… a la preponderancia de 
las enfermedades...",degenerativas / infecciosas.,infecciosas / prevalentes.,infecciosas / crónicas.,crónicas / infecciosas.,C
"Según la historia natural de la enfermedad, identificar una persona con diabetes en la fase subclínica corresponde al periodo 
...... y el nivel de prevención es...",pre patogénico / secundario.,patogénico / terciario.,patogénico / primario.,patogénico / secundario.,D
"Los medicamentos que han perdido su eficacia y que han llevado a diezmar la efectividad en la lucha contra la tuberculosis, 
las enfermedades diarreicas y la neumonía debido a la resistencia antimicrobiana, se debe a:",Petitorio de los mismos medicamentos,Uso de medicamentos genéricos,Uso irracional de medicamentos,Uso adecuado de medicamentos de marca,C
"La tuberculosis es una enfermedad que requiere de la intervención de un equipo multidisciplinario que debe conocer los 
esquemas terapéuticos según la norma técnica. ¿Cuál es el esquema indicado para los casos nuevos?",Dos,Individualizado,Estandarizado,Uno,D
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, nauseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas, reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",auditoría externa,auditoría interna,control interno,farmacovigilancia,D
"Al centro de salud de Chuquibamba de la provincia de Condesuyos, acude una gestante añosa, en periodo expulsivo, con 
antecedentes de preeclampsia; el parto se complica y fallecen madre y niño. Ante este evento. ¿Qué auditoría de la calidad 
de la atención en salud corresponde seguir?",Regular,De caso,Externa,Dirimente,B
"Dentro del petitorio nacional único de medicamentos esenciales para el sector salud existen consideraciones especiales de 
su uso, por lo cual requieren de un manejo especializado. ¿Qué tipo de medicamentos están en este rubro?",Exclusivo para dolor oncológico,Controlado para infecciones intrahospitalarias,Específico para hepatitis A,Para métodos de planificación familiar,A
¿Cuál es el plan que orienta las intervenciones sanitarias hacia la solución de las necesidades de salud locales priorizadas?,De salud local,Estratégico institucional,Operativo institucional,Esencial de aseguramiento en salud,A
"Realizando visita domiciliaria, según el plan del cuidado integral de salud de las personas adultas mayores, se encuentra a 
un varón de 66 años de edad, vive solo; refiere tener “mal de ojo”, presenta “dolor de cabeza y dolor muscular”, llegará el 
curandero, realizará una limpia con cuy macho de color negro. Se le muestra interés e integración de los cuidados que 
requiere. ¿Éste enunciado se denomina?",Salud pública,Población indígena,Cultura,Interculturalidad en salud,D
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador y 
el valor que corresponde para caracterizar el riesgo?","Tasa de incidencia, 50%","Tasa de ataque, 50%","Tasa de prevalencia, 500 x 1000 hab","Razón de prevalencia, 50%",A
"Personal de salud, atiende una niña de 6 años, que llora y ha dejado de hablar; se indica que debe ir a consulta de 
psiquiatría, abuela insiste que la niña esta asustada y que de acuerdo a sus creencias debe pasarle el huevo. ¿Qué debe 
hacer el profesional de salud?",Ignorar lo indicado,Dar receta,Referir a centro hospitalario,Escuchar y respetar,D
"Los sistemas de vigilancia en salud (SVES) son la guía para la acción que el personal de salud utiliza para tomar decisiones 
prácticas frente a los problemas de salud. El tipo tradicional se caracteriza por que se...",incluye los procedimientos del proceso de la práctica «centinela».,usan datos específicos de información adicional.,basan en los sistemas de declaración de enfermedades transmisibles y morbilidad.,usa mediciones sistemáticas.,C
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Metodología,Marco teórico,Resultados,Introducción,A
"La familia como unidad social básica, influye en la salud y bienestar de sus integrantes, generan autonomía, ciudadanía, 
respeto, comunicación, participación y empoderamiento social. ¿Cómo se puede lograr?",Desarrollo socio familiar,Comunicación familiar,Actividad física,Estilos de vida,D
"La ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios debe cumplir en la atención a la población 
objetivo?","Orden, moral, deber y derecho","Orden, fraternidad, moral y derecho","Fraternidad, moral, deber y orden","Solidaridad, orden, deber y derecho",A
"Salud Escolar lleva a cabo la vacunación masiva, descarte de anemia, cuidado de la salud bucal, desparasitación a los 
alumnos de las IE públicas. En cumplimiento al derecho de ......, se hace de conocimiento a los padres de familia quienes 
firman y el personal interviene atendiendo.",autorización,justicia,beneficencia,consentimiento informado,D
"Mujer de 25 años, estudiante universitaria, se apersona con la trabajadora social, nerviosa y le manifiesta que tiene miedo de 
estar embarazada y tener VIH, fue violada hace dos meses. ¿Qué debe hacer el profesional de trabajo social?","Calmarla, pero indicarle que no realice denuncia, porque ya paso dos meses","Aplicar ANIMA, acompañar y referir a medicina para aplicar Kits de descartes","Indicar que no la pueden atender, porque ya paso las 72 horas de la violación sexual","Derivar a un centro hospitalario, para que le apliquen kits completo por violación ocurrida",B
"En el proceso de redacción del informe final de su estudio transversal analítico sobre la relación entre la ingesta de bebidas 
gaseosas y sobrepeso; usted desea que todas las secciones tengan coherencia entre sí. ¿Qué herramienta debe usar para 
verificarla?",Revisión de Turnitin,Lista de verificación,Matriz de consistencia,Matriz de operacionalización,C
"Las intervenciones de promoción de la salud están orientadas a transmitir información, educación para desarrollar en las 
familias estilos de vida saludable y así prevenir el cáncer. ¿Qué hábitos y conductas se debe de impulsar en el primer nivel 
de atención?",Consumir alimentos preelaborados,Cuidado de la salud mental,Comer verdura cocida y no cruda,Reducir la exposición a factores de riesgo,D
"Se labora en un establecimiento de salud donde no hay una visión definida sobre el trabajo que se realiza; y existen muchos 
problemas interpersonales. Si se desea cambiar esta situación. ¿Qué se debe mejorar?",Proyecto de mejora,Recursos humanos,Plan de acción,Clima organizacional,D
"En la enfermedad de la tuberculosis, la presencia del agente infeccioso (Mycobacterium tuberculosis), corresponde a una 
causa...",de tipo ambiental.,no necesaria pero suficiente.,necesaria pero no suficiente.,necesaria y suficiente.,C
"Profesional de salud utiliza un numero de colegiatura, que no le pertenece, de acuerdo al código de ética se le debe:",Inhabilitar,Denunciar,Separar,Informar,B
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Económico,Estructural,Comercial,Intermedio,B
"Se tiene conocimiento que adulto mayor presenta problemas de salud y vive solo, que ¿Qué tipo de acción debe brindar la 
trabajadora social?",Buscar un albergue local o contactar con sus familiares,Incentivar cambios de estilo de vida saludable e invitarlo al servicio de salud,Visita domiciliaria y coordinar continuidad en el segundo nivel de atención,Actividades educativas que lo motiven y acompañamiento social,C
Ante la presencia de un caso probable de tos terina. ¿Cuáles son las medidas a implementar?,"Seguimiento de contactos, búsqueda activa comunitaria e institucional, bloqueo vacunal","Jornada de vacunación, quimioprofilaxis, búsqueda  de contactos indirectos","Censo de contactos, barrido vacunal, investigación del caso índice","Búsqueda de casos secundarios, barrido vacunal, inamovilidad del caso",A
"Se viene observando en un terreno descampado del Distrito Mi Perú del Callao, que grupos de adolescentes de 14 a 16 
años, se reúnen, algunos consumen drogas y otros observan. ¿Qué servicios se les puede ofrecer a través de los centros de 
salud mental comunitario?",Crisis y emergencias sociales,Prevención y control de adicciones,Orientación familiar y social,Centros de rehabilitación permanente,B
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Rango,Moda,Media,Mediana,C
"Los beneficiarios que reciben atención recuperativa en el primer nivel de atención requieren de un estudio socio económico 
familiar para su calificación de riesgo social. ¿Qué identifica el estudio en mención?",Efectos adversos,Comportamientos,Causas del problema,Movimiento social,C
"Son comportamientos que pueden o no ser saludables e influir de manera positiva o negativa en la salud del individuo, 
caracterizan el modo de vida de un individuo y suelen ser permanentes. Esta definición corresponde a:",Estilo de vida,Autocuidado,Práctica,Hábito saludable,A
"Madre quechua hablante de 30 años, tiene niño de un año con diarrea y deshidratación; ella niega su atención en el 
establecimiento de salud, porque según su creencia el caso corresponde a “susto” y lo debe atender el curandero. ¿Cómo 
procedes ante este caso?","Llegas a un acuerdo en la terapia del niño, respetando sus creencias",Constatar con la policía y autoridad comunal,Solicitar presidente de la comunidad que intervenga,Discrepas con su decisión porque no es correcto,A
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Cambio de dieta,Motivación,Autocuidado,Destreza,C
Para el proceso de acreditación de un establecimiento de salud. ¿Cuál es la fase inicial obligatoria?,Evaluación externa,Autoevaluación,Informe técnico,Listado de estándares,B
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",FODA,Misión,Valores,Visión,D
"Un serumista está trabajando en un establecimiento de salud con población asignada, que cuenta con médico 
cirujano, profesionales de enfermería, obstetricia y personal técnico de enfermería. Según su cartera de servicios. ¿Cuál es 
el nivel de atención en el que se encuentra?",I-2,I-1,I-3,I-4,A
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",farmacéutico / rutinario,director / organizativo,jefe / establecido,fabricante / operativo,D
"Si se orienta la formulación y actualización de las políticas y los planes en todos los niveles del gobierno, se refiere a ...…, a 
las cuales debe alinear sus objetivos operativos.",organizaciones institucionales,acciones institucionales,estrategias institucionales,desarrollos institucionales,C
"Mujer de 70 años, procedente de Loreto, hace 2 días presentó fiebre de 39°C, dolor de articulaciones y cefalea, el día de hoy 
acude al establecimiento con vómitos persistentes y sangrado de mucosas. Funciones vitales: T°: 36°C, PA: 100/70 mmHg, 
FR: 28X'. ¿Qué tipo de dengue es?",Probable con signos de alarma,Hemorrágico con signos de alarma,Grave,Confirmado sin signos de alarma,A
"Una paciente de sexo femenino, de 60 años, quechua hablante, se apersona al centro de salud, porque requiere atención, no 
es atendida inmediatamente, ¿Qué tipos de discriminación se identifican?",Situación de pobreza,Estigma y rechazo,Lengua y forma de hablar,Vestimenta y expresión,C
"Al llegar a su comunidad de SERUMS observa que hay baja adherencia a la lactancia materna por lo cual plantea hacer 
una investigación sobre factores asociados a lactancia materna. ¿Qué debe realizar en primer lugar para su estudio?",Elaborar su pregunta de investigación,Definir sus instrumentos de medición,Elegir los objetivos de estudio,Revisar literatura científica sobre el tema,D
"En el análisis FODA, los aspectos positivos de los recursos y actividades internas con que cuenta la institución, se les define 
como:",Fortalezas,Estrategias,Amenazas,Oportunidades,A
"¿A qué corresponde la siguiente definición?: “Es el conjunto de acciones que desarrolla un profesional de la salud mediante 
el uso de las TIC, para proporcionar a la persona usuaria de salud, consejería y asesoría con fines de promoción de la salud, 
prevención, recuperación o rehabilitación de las enfermedades”.",Teleinterconsulta,Teleorientación,Teleconsulta,Telemonitoreo,B
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. Se 
informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro < 1,Ro > 0.5,Ro > 1,Ro = 0,C
"Se desea reorganizar el servicio de admisión y para ello es necesario separar las historias clínicas. ¿Cuántos años se debe 
considerar para el archivo pasivo de historias clínicas que no han sido requeridas?",Más de 1,Más de 10,Más de 5,Más de 15,C
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el director 
le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar para este 
cometido?",Carta de investigación,Consentimiento informado,Compromiso paterno,Asentimiento informado,B
"La promoción de la salud se define como la acción de ofrecer a los pueblos las vías y los medios suficientes para …… los 
problemas de salud y autocontrolar el proceso de salud-enfermedad.",controlar o mantener,diferir o mitigar,restringir o acortar,atenuar o eliminar,D
El análisis de la situación actual es una fase del planeamiento estratégico. ¿En qué fase del ciclo se encuentra?,1,2,3,4,A
"Una paciente quechua hablante solicita atención médica, su vestimenta nos indica que proviene del departamento de Ancash, 
asiste sola sin acompañante. El personal de salud trata de atenderla, al no poderse comunicar la dejan hasta el final. Ya no 
hay citas médicas. ¿Qué acciones se debe de tener en cuenta para prevenir esta situación que afecta el derecho a la atención?",Brindar atención diferenciada,Estar atento para la atención oportuna,Solicitar que asista con un acompañante,Capacitar personal para un trato con igualdad,D
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Misión,FODA,Visión,Valores,A
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Oportunidades,Amenazas,Debilidades,Negatividad,B
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Categorización,Cartera de servicios,Organigrama,Flujograma,B
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Carta al editor,Reporte de caso,Artículo original,Revisión sistemática,D
"Luego de la recolección y procesamiento de datos de su estudio para investigar si hay asociación entre el alcoholismo y la 
violencia familiar en adultos varones de su comunidad. ¿Qué análisis estadístico llevará a cabo?",Inductivo,Probabilístico,Inferencial,Descriptivo,C
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide la 
……. y la prevalencia que mide la …… de la enfermedad.",casos antiguos / casos nuevos,proporción / frecuencia,velocidad / magnitud,virulencia / frecuencia,C
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Diplomados,"Título profesional, colegiatura",Currículo vitae documentado,Estudios de posgrado,B
"El problema de la salud mental ataca a las personas en todas las etapas de vida, siendo los adultos mayores quienes son los 
mas vulnerables. ¿Qué aspecto se debe de tener en cuenta para una atención preventivo promocional?",Visita domiciliaria permanente,Soporte familiar capacitado,Atención médica diferenciada,Acompañamiento permanente,B
"Después de brindar una atención por violencia sexual a una paciente de 13 años, se debe presentar un informe social, 
requerido por las autoridades del Poder Judicial. Si hay información que faltan a la verdad, está cometiendo actos en contra 
de:",Justicia,Beneficencia,Ética,Responsabilidad,C
"El Ministerio de Salud desea capacitar al personal de salud. ¿Cuál es el órgano de formación académica del MINSA encargado 
de planificar, gestionar y evaluar la formación de recursos humanos en salud a nivel nacional?",PROFAM,GORES,ENSAP,USAID,C
"Usted desea motivar a su personal de salud para realizar una investigación científica sobe la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",mejorar la gestión de la salud.,generar conocimiento científico útil.,consolidar el trabajo en equipo.,captar inversiones en salud.,B
"Personal de serenazgo, lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Acceso a la información,Acceso a servicios de salud,Consentimiento informado,Recuperación,B
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Desarrollo de recursos humanos para la salud,Financiamiento de la salud eficiente y equitativo,Acceso equitativo a servicios de salud integrales y de calidad,Asegurar el acceso y el uso racional de medicamentos,C
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",a medio día y sin lluvia,al atardecer y durante la noche,solo en época de lluvias,al amanecer y al atardecer,D
"La salud pública está afectada por sobrepoblación mundial, grandes conflictos políticos-sociales y la pobreza creciente; como 
consecuencia inicial de estos fenómenos. ¿Qué ocurre principalmente?",Las crisis psicosociales,La aparición de enfermedades epidémicas,El surgimiento de nuevas enfermedades,El aumento en la incidencia de enfermedades,D
"Un paciente fue referido para evaluación y tratamiento por una probable gastritis a un nivel de atención superior. Se resolvió 
su problema de salud de manera parcial, continuando su tratamiento en su establecimiento de origen. ¿En qué condición 
considera fue contrarreferido?",Curado,Mejorado,Retiro voluntario,Deserción,B
"El lunes 30 de marzo se apersonan a un puesto de salud de categoría I-3, 15 personas con vómitos y diarrea, quienes 
participaron en una pollada el día anterior. El caso es identificado como una Enfermedad Transmitida por Alimentos. ¿En qué 
momento se realiza la notificación epidemiológica del brote al nivel inmediato superior?",Cuando se reporta el VEA de la semana,Al alta de los pacientes,De manera inmediata,Hasta las 48 horas,C
"¿Cuáles son los medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el país, que luego de 
una evaluación técnica especializada multidisciplinaria han demostrado ser seguros, eficaces, costo-efectivos y deben estar 
disponibles en todo momento?",Comunes,Genéricos,Esenciales,Básicos,C
"Una prueba de screening que tiene muy baja sensibilidad, tiene mayor probabilidad de clasificar a sujetos enfermos como 
sanos. ¿Qué tipo de resultado es?",Sensibilidad ineficiente,Falso positivo,Valor predictivo positivo,Falso negativo,D
"Paciente de sexo femenino, viene por primera vez al servicio de salud, presenta problemas familiares. El profesional de 
trabajado social a fin de contar con un diagnóstico social. ¿Qué debe realizar?",Actividad educativa y orientación socio familiar,Imponer consejería y charla educativa y familiar,Cambios de vida saludable y derivación,Entrevistar y aplicar ficha socio económico familiar,D
"El C.S. Paz, ha sectorizado su jurisdicción para realizar intervenciones de promoción y prevención basados en el Modelo de 
Cuidado Integral de la Familia y Comunidad por Curso de Vida. En el marco de las Funciones Esenciales de la Salud Pública 
renovada, esta acción corresponde a la etapa de:",Evaluación,Acceso,Desarrollo de políticas,Asignación de recursos,B
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Principios institucionales,Cultura organizacional,Clima organizacional,Valores institucionales,B
"La caries dental es una enfermedad multicausal, tal como las otras enfermedades el cáncer, la diabetes y las enfermedades 
coronarias. Como profesional de la salud. ¿Sobre qué factores hay que intervenir para mejorar la la salud bucal?",Ambiental,Actividad física,Hereditarios,Hábitos de consumo,D
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",Probabilístico,Censal,No probabilístico,Estadístico,C
"La salud o enfermedad de las personas depende de circunstancias y condiciones externas al sistema de salud, 
denominadas determinantes sociales; por esta razón, es necesario un abordaje integral y multisectorial. Como profesional de 
salud. ¿Cuáles son los enfoques transversales de prevención de las ENT?","Derechos humanos, determinantes, participación","Derechos humanos, interculturalidad y de género","Discapacidad, curso de vida, multisectorialidad","Interculturalidad, derechos sociales, género",B
"Comprende la sucesión de eventos que ocurren a lo largo de la existencia de las personas y la población, los cuales 
interactúan para influir en su salud desde la preconcepción hasta la muerte. ¿A qué definición se refiere?",Vías de cuidados,Curso de vida,Cuidado integral,Determinante social,B
