questions,option_A,option_B,option_C,option_D,correct_answer
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, nauseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas y reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",auditoría externa,control interno,farmacovigilancia,auditoría interna,C
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Diplomados,Currículo vitae documentado,Estudios de posgrado,"Título profesional, colegiatura",D
"Gestante de 36 años de edad, acude con cefalea intensa y visión borrosa; antecedente: HTA. Al examen: REG, BEN, BEH, 
LOTEP, FC: 70X'; FR: 20X'; T°: 36.8°C; PA: 170/110mmHg; edema en miembros inferiores sin fóvea. Laboratorio: creatinina 
1.2 mg/dl, plaquetas: 150.000/mm3. ¿Cuál es la conducta a seguir?",Sulfato de magnesio intravenoso,Administrar nifedipino vía oral,Transfusión de plaquetas,Finalizar el embarazo,A
"¿Cuál es la sospecha diagnóstica de cáncer infantil más probable cuando hay un aumento no controlado de glóbulos blancos 
en la médula ósea?",Neuroblastoma,Tumor de Wilms,Leucemia,Linfoma,C
"La sala situacional de salud es una herramienta que ofrece evidencia sobre la eficacia de las intervenciones en salud y sobre 
la capacidad de los sistemas de salud para responder a las necesidades de salud de la población. ¿Quiénes la deben conocer 
y analizar prioritariamente?",Promotores de salud y responsable de promoción de la salud,Coordinadores de red y responsable de epidemiología,Todo el personal de salud y autoridades locales,El responsable de epidemiologia y jefe de establecimiento,C
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Asegurar el acceso y el uso racional de medicamentos,Financiamiento de la salud eficiente y equitativo,Acceso equitativo a servicios de salud integrales y de calidad,Desarrollo de recursos humanos para la salud,C
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador y 
el valor que corresponde para caracterizar el riesgo?","Tasa de incidencia, 50%","Razón de prevalencia, 50%","Tasa de prevalencia, 500 x 1000 hab","Tasa de ataque, 50%",A
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",solo en época de lluvias,al atardecer y durante la noche,al amanecer y al atardecer,a medio día y sin lluvia,C
"Un serumista está trabajando en un establecimiento de salud con población asignada, que cuenta con médico 
cirujano, profesionales de enfermería, obstetricia y personal técnico de enfermería. Según su cartera de servicios. ¿Cuál es 
el nivel de atención en el que se encuentra?",I-3,I-1,I-4,I-2,D
"Varón de 20 años HSH, que acude a la consulta por presentar erupciones genitales y orales, además dolor ano-rectal y 
sangrado leve. Ha tenido dolor de cabeza, fiebre, mialgias y adenopatías cervicales hace 2 días. ¿Cuál es el tipo de 
diagnóstico de viruela del mono?",Sospechoso,Contacto directo,Caso secundario,Confirmado,A
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Comercial,Económico,Estructural,Intermedio,C
"Para investigar la relación entre la anemia y la talla de niños de 5° grado de primaria de un colegio, usted acude un día de la 
semana para medir la Hb y talla a todos ellos. ¿Qué enfoque de investigación está realizando?",Observacional,Cualitativo,Cuantitativo,Mixto,C
"Niño de 3 años de edad, no tiene controles en crecimiento y desarrollo, por lo que el personal de salud acude a su casa para 
evaluarlo. ¿Cómo demostraría que está en riesgo nutricional?",Curva Peso/Talla de lento crecimiento,Pérdida lenta de peso,Acercamiento a la mediana,Curva Peso/Talla es plana,D
"Usted se entera que en un EESS administraron una medicación que produjo un daño discapacitante en un paciente. ¿Qué 
medida inmediata hubiera tomado para manejar esta situación?",Notificarlo al nivel inmediato superior,Medidas de mejora en el EESS,Informar a los familiares,Mejorar el proceso de atención sanitaria en EESS,A
"La salud pública está afectada por sobrepoblación mundial, grandes conflictos políticos-sociales y la pobreza creciente; como 
consecuencia inicial de estos fenómenos. ¿Qué ocurre principalmente?",El aumento en la incidencia de enfermedades,El surgimiento de nuevas enfermedades,La aparición de enfermedades epidémicas,Las crisis psicosociales,A
"Mujer de 70 años, procedente de Loreto, hace 2 días presentó fiebre de 39°C, dolor de articulaciones y cefalea, el día de hoy 
acude al establecimiento con vómitos persistentes y sangrado de mucosas. Funciones vitales: T°: 36°C, PA: 100/70 mmHg, 
FR: 28X'. ¿Qué tipo de dengue es?",Hemorrágico con signos de alarma,Confirmado sin signos de alarma,Probable con signos de alarma,Grave,C
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Medidas de bioseguridad e identificar las casas de infectados,Medidas de control químico de pulgas,Control de roedores,Ordenamiento ambiental,A
"Los sistemas de vigilancia en salud (SVES) son la guía para la acción que el personal de salud utiliza para tomar decisiones 
prácticas frente a los problemas de salud. El tipo tradicional se caracteriza por que se...",incluye los procedimientos del proceso de la práctica «centinela».,usa mediciones sistemáticas.,usan datos específicos de información adicional.,basan en los sistemas de declaración de enfermedades transmisibles y morbilidad.,D
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el director 
le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar para este 
cometido?",Consentimiento informado,Compromiso paterno,Carta de investigación,Asentimiento informado,A
"Para investigar la relación entre la anemia y el peso de niños de 6° grado de primaria de un colegio, usted acude un día de la 
semana para medir la Hb y el peso a todos ellos. ¿Qué método de investigación está realizando?",Observacional,Mixto,Experimental,Cuasi experimental,A
"Paciente mujer de 50 años, afroamericana, últimamente ha presentado zumbido de oído y visión borrosa, niega antecedentes 
personales patológicos. Examen: LOTEP, BEG, BEN, BEH; FC: 80X'; FR: 20X'; T°: 37°C; PA: 140/90mmHg, IMC: 32. ¿Cuál 
es la conducta ideal a seguir?",Realizar una nueva toma de PA,Iniciar tratamiento farmacológico,Confirmar presunción diagnóstica con AMPA,Confirmar presunción diagnóstica con MAPA,D
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",decisiones multisectoriales.,alianzas estratégicas.,coordinaciones intersectoriales.,capacidades de gestión.,B
"Se labora en un establecimiento de salud donde no hay una visión definida sobre el trabajo que se realiza; y existen muchos 
problemas interpersonales. Si se desea cambiar esta situación. ¿Qué se debe mejorar?",Plan de acción,Recursos humanos,Proyecto de mejora,Clima organizacional,D
Ante la presencia de un caso probable de Tos Ferina. ¿Cuáles son las medidas a implementar?,"Jornada de vacunación, quimioprofilaxis, búsqueda de contactos indirectos","Seguimiento de contactos, búsqueda activa comunitaria e institucional, bloqueo vacunal","Búsqueda de casos secundarios, barrido vacunal, inamovilidad del caso","Censo de contactos, barrido vacunal, investigación del caso índice",B
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Valores institucionales,Cultura organizacional,Clima organizacional,Principios institucionales,B
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Cuaternaria,Terciaria,Primaria,Secundaria,B
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Debilidades,Oportunidades,Amenazas,Negatividad,C
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",jefe / establecido,fabricante / operativo,director / organizativo,farmacéutico / rutinario,B
"¿Cuáles son los medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el país, que luego de 
una evaluación técnica especializada multidisciplinaria han demostrado ser seguros, eficaces, costo-efectivos y deben estar 
disponibles en todo momento?",Básicos,Comunes,Genéricos,Esenciales,D
"Se desea reorganizar el servicio de admisión y para ello es necesario separar las historias clínicas. ¿Cuántos años se debe 
considerar para el archivo pasivo de historias clínicas que no han sido requeridas?",Más de 10,Más de 15,Más de 1,Más de 5,D
"Usted trabaja en un centro de salud y advierte que la población que acude son personas adultas mayores en un 80%. ¿Qué 
medida inicial puede tomar para mejorar su atención?",Promover la educación en la comunidad,Tener un enfoque de derechos,Favorecer la participación de la familia,Fortalecer su equipo multidisciplinario,D
"Personal de serenazgo, lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Consentimiento informado,Acceso a la información,Recuperación,Acceso a servicios de salud,D
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Categorización,Flujograma,Organigrama,Cartera de servicios,D
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Rango,Mediana,Moda,Media,D
"Mujer de 52 años acude al establecimiento refiriendo sequedad vaginal y dispareunia desde hace unos 6 meses, tiene 
antecedente de menopausia hace un año. ¿Cuál es la conducta más apropiada para esta paciente?",Recomendar uso de lubricante vaginal,Referir a especialista de ginecología,Prescribir estrógeno local vaginal,Prescribir terapia de reemplazo hormonal,C
"¿A qué corresponde la siguiente definición?: “Es la condición ideal en la población en la que todos tienen la oportunidad de 
acceder al cuidado de su salud y acceder a atenciones de salud, en el momento que lo requiera, y que no sea alterada por 
razones evitables y por tanto injustas”",Calidad,Equidad en salud,Universalidad,Integralidad,B
"Usted desea motivar a su personal de salud para realizar una investigación científica sobre la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",consolidar el trabajo en equipo.,generar conocimiento científico útil.,captar inversiones en salud.,mejorar la gestión de la salud.,B
"Madre quechua hablante de 30 años, tiene niño de un año con diarrea y deshidratación; ella niega su atención en el 
establecimiento de salud, porque según su creencia el caso corresponde a “susto” y lo debe atender el curandero. ¿Cómo 
procedes ante este caso?","Llegas a un acuerdo en la terapia del niño, respetando sus creencias",Discrepas con su decisión porque no es correcto,Solicitar al presidente de la comunidad que intervenga,Constatar con la policía y la autoridad comunal,A
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la a familia como la unidad 
de ...... de mayor eficacia.",análisis,soporte,intervención,riesgo,C
"El C.S. Paz, ha sectorizado su jurisdicción para realizar intervenciones de promoción y prevención basados en el Modelo de 
Cuidado Integral de la Familia y Comunidad por Curso de Vida. En el marco de las Funciones Esenciales de la Salud Pública 
renovada, esta acción corresponde a la etapa de:",Desarrollo de políticas,Evaluación,Asignación de recursos,Acceso,D
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. Se 
informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro > 0.5,Ro > 1,Ro = 0,Ro < 1,B
"Dentro del modelo de atención integral en la etapa de vida adulto mayor. ¿Qué test de valoración de deterioro cognitivo puede 
aplicar en el primer nivel de atención?",De Yesavage,MOCA,Del reloj,De Pfeiffer,D
"Según la historia natural de la enfermedad, identificar una persona con diabetes en la fase subclínica corresponde al periodo 
...... y el nivel de prevención es...",patogénico / secundario.,pre patogénico / secundario.,patogénico / terciario.,patogénico / primario.,A
"Al Centro de Salud de Chuquibamba de la provincia de Condesuyos, acude una gestante añosa, en periodo expulsivo, con 
antecedentes de preeclampsia; el parto se complica y fallecen madre y niño. Ante este evento. ¿Qué Auditoría de la Calidad 
de la Atención en Salud corresponde seguir?",De caso,Dirimente,Regular,Externa,A
"Al llegar a su comunidad de SERUMS observa que hay baja adherencia a la lactancia materna por lo cual plantea hacer 
una investigación sobre factores asociados a lactancia materna. ¿Qué debe realizar en primer lugar para su estudio?",Revisar literatura científica sobre el tema,Elaborar su pregunta de investigación,Elegir los objetivos de estudio,Definir sus instrumentos de medición,A
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",FODA,Misión,Valores,Visión,B
"Salud Escolar lleva a cabo la vacunación masiva, descarte de anemia, cuidado de la salud bucal, desparasitación a los 
alumnos de las IE públicas. En cumplimiento al derecho de ......, se hace de conocimiento a los padres de familia quienes 
firman y el personal interviene atendiendo.",justicia,consentimiento informado,autorización,beneficencia,B
"¿A qué corresponde la siguiente definición?: “Es el conjunto de acciones que desarrolla un profesional de la salud mediante 
el uso de las TIC, para proporcionar a la persona usuaria de salud, consejería y asesoría con fines de promoción de la salud, 
prevención, recuperación o rehabilitación de las enfermedades”.",Telemonitoreo,Teleconsulta,Teleorientación,Teleinterconsulta,C
"En adultos de 18 años a más con HTA esencial, sin otras comorbilidades. ¿Qué grupo farmacológico se debe prescribir como 
primera elección?",Inhibidores de aldosterona,Diuréticos de asa,Betabloqueadores,Diuréticos tiazídicos,D
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Denegarle la atención,Enviarla a otro establecimiento,Persuadir su deseo,Respetar su pedido,D
"Un paciente fue referido para evaluación y tratamiento por una probable gastritis a un nivel de atención superior. Se resolvió 
su problema de salud de manera parcial, continuando su tratamiento en su establecimiento de origen. ¿En qué condición 
considera fue contrarreferido?",Curado,Mejorado,Deserción,Retiro voluntario,B
"Mujer de 55 años, señala que su esposo se hizo prueba de papilomavirus y salió positiva. Acude a control al centro materno 
y le realizan tamizaje con PAP que salió positivo. ¿Qué prueba está en el siguiente paso en el flujograma de atención de 
cáncer de cuello uterino?",Curetaje endocervical,Tomar biopsias,Colposcopía,Nuevo PAP,C
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,"El abordaje territorial, espacios participativos y la familia como base",La actitud política y el esfuerzo de la administración local,Los cambios en la realidad económico-social y ordenanzas municipales,La participación comunitaria y escuelas saludables,A
"Para elaborar los planos de un futuro establecimiento de salud I-3, se reúne el equipo de salud. ¿Qué ambiente es necesario 
según normativa?",Área de internamiento,Depósito y lavado de carros,Zona de almacenamiento de residuos contaminados,Zona de selección de residuos sólidos,D
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Visión,FODA,Misión,Valores,A
"Son comportamientos que pueden o no ser saludables e influir de manera positiva o negativa en la salud del individuo, 
caracterizan el modo de vida de un individuo y suelen ser permanentes. Esta definición corresponde a:",Estilo de vida,Práctica,Hábito saludable,Autocuidado,A
"En una farmacia se va a instalar el control termostático de la unidad de refrigeración. ¿Qué se debe tener en cuenta con los 
sensores?",Dependientes del sistema de monitoreo,Con exactitud de aproximadamente 0.3°C,Deben estar calibrados,Áreas con poca variabilidad en temperatura,C
"El POI Multianual del Ministerio de Salud es ……, en el cual se establece la programación de metas físicas y de costeo que 
se espera alcanzar en los próximos tres años.",instrumento de articulación,herramienta de articulación,instrumento de gestión,herramienta de gestión,C
"Comprende la sucesión de eventos que ocurren a lo largo de la existencia de las personas y la población, los cuales 
interactúan para influir en su salud desde la preconcepción hasta la muerte. ¿A qué definición se refiere?",Cuidado integral,Curso de vida,Vías de cuidados,Determinante social,B
¿Cuándo indicaría usted iniciar la higiene oral para generar el hábito saludable del cepillado dental?,A partir del año de vida,Al completar su dentadura decidua,Durante los primeros seis meses de vida,En cualquier momento de la vida,C
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Artículo original,Revisión sistemática,Carta al editor,Reporte de caso,B
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Metodología,Introducción,Resultados,Marco teórico,A
"Luego de la recolección y procesamiento de datos de su estudio para investigar si hay asociación entre el alcoholismo y la 
violencia familiar en adultos varones de su comunidad. ¿Qué análisis estadístico llevará a cabo?",Probabilístico,Descriptivo,Inductivo,Inferencial,D
"En su comunidad observa con mucha frecuencia casos de alcoholismo en varones y también violencia física de ellos contra 
sus esposas, para investigar en el menor tiempo posible, si hay asociación entre el alcoholismo y la violencia familiar. ¿Qué 
diseño de estudio elegirá?",Analítico,Cuasi experimental,Descriptivo,Cohortes,A
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide la 
…... y la prevalencia que mide la …… de la enfermedad.",virulencia / frecuencia,casos antiguos / casos nuevos,proporción / frecuencia,velocidad / magnitud,D
"En el proceso de redacción del informe final de su estudio transversal analítico sobre la relación entre la ingesta de bebidas 
gaseosas y sobrepeso; usted desea que todas las secciones tengan coherencia entre sí. ¿Qué herramienta debe usar para 
verificarla?",Revisión de Turniting,Matriz de operacionalización,Lista de verificación,Matriz de consistencia,D
"En el centro de salud, al colocar un inyectable intramuscular a un paciente, el personal se pincha el dedo pulgar. El status VIH 
del paciente es desconocido. ¿Qué acciones debe realizarse inmediatamente?",Se valora la severidad del accidente ocupacional,"Realizarse serologías para VIH basal, a las 6 semanas y a los 3 meses",Lavarse la herida con agua y tomar los antirretrovirales lo antes posible,Se debe iniciar los ARV a las 72 horas post-exposición,C
"¿Cuál es la mejor conducta frente a un personal de salud asistencial que no puede acreditar su vacunación previa contra el 
virus de Hepatitis B en el primer nivel de atención?",Vacunación desde la primera dosis,No es obligatoria su vacunación,Referencia a un hospital,Vacunación de una dosis de refuerzo,A
"Debido a que se observaron muchos casos de suicidios en adolescentes en la comunidad donde usted labora, le encargan 
realizar un estudio descriptivo sobre la depresión en adolescentes en su comunidad ¿Cuál será la principal limitante del 
estudio?",No permitirá hallar asociación de variables,Sus resultados no serán extrapolables,El análisis estadístico será muy complejo,Demandará costos económicos muy elevados,A
