questions,option_A,option_B,option_C,option_D,correct_answer
"¿A qué categoría de establecimiento de salud corresponde los siguientes procedimientos mínimos de laboratorio clínico? 
Inmunología: prueba de aglutinaciones, test de RPR y VDRL; Microbiología: B. K. en esputo y examen parasitológico de heces 
directo; Hematología: gota gruesa, hemograma, hematocrito, hemoglobina, tiempo de coagulación, tiempo de sangría y 
velocidad de sedimentación globular.",I-4,I-2,I-1,I-3,D
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",al atardecer y durante la noche,solo en época de lluvias,a medio día y sin lluvia,al amanecer y al atardecer,D
"En una familia, en el interior del país, el mayor de sus tres hijos presentó un tumor maligno de retina (retinoblastoma), y es 
tratado en un instituto especializado de Lima. ¿Qué le corresponde realizar al centro de salud local con el resto de los 
hermanos?",Evaluarlos y referirlos,Vacunarlos contra VPH,Actividad educativa,Contratar especialistas,A
"En caso de tener una solicitud de examen parasitológico seriado en heces de un niño con diarrea crónica y sospecha clínica 
de coccidiosis intestinal. ¿Qué método de diagnóstico realiza?",Kato-Katz,Sedimentación espontánea,Ziehl Neelsen (Kinyoun),Graham (test del parche),C
Respecto a la enfermedad hipertensiva: el ...... es un factor de riesgo modificable y el ...... es un no modificable.,tabaquismo / sobrepeso,origen afrodescendiente / síndrome metabólico,edad / estilo de vida,sedentarismo / sexo masculino,D
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Oportunidades,Negatividad,Debilidades,Amenazas,D
"En el proceso de redacción del informe final de su estudio transversal analítico sobre la relación entre la ingesta de bebidas 
gaseosas y sobrepeso; usted desea que todas las secciones tengan coherencia entre sí. ¿Qué herramienta debe usar para 
verificarla?",Matriz de operacionalización,Lista de verificación,Matriz de consistencia,Revisión de Turnitin,C
¿Cuál es una medida preventiva contra la anemia ferropénica para un niño de 13 meses procedente de una zona rural?,Control de parasitosis intestinal,Alimentación con vegetales verdes,Suplementación con vitamina K,Consumo de cereales,A
"Un egresado de biología, se encuentra laborando en un establecimiento de salud sin contar con el título y la colegiatura 
correspondientes. ¿Qué tipo de falta es?",Leve,Injusticia,Nepotismo,Grave,D
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Terciaria,Secundaria,Primaria,Cuaternaria,A
"Las actividades de extracción de oro artesanal y en pequeña escala están relacionadas a una exposición de ......; un metal 
pesado tratado en el convenio de Minamata.",plomo,cadmio,arsénico,mercurio,D
¿Qué prueba de tamizaje se podrían realizar en indígenas amazónicos para detectar posibles casos de VHB?,Prueba rápida HBsAg,Test RPR,Cultivo celular,Western Blot,A
"En una farmacia se va a instalar el control termostático de la unidad de refrigeración. ¿Qué se debe tener en cuenta con los 
sensores?",Con exactitud de aproximadamente 0.3°C,Áreas con poca variabilidad en temperatura,Deben estar calibrados,Dependientes del sistema de monitoreo,C
"Usted desea motivar a su personal de salud para realizar una investigación científica sobe la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",consolidar el trabajo en equipo.,generar conocimiento científico útil.,captar inversiones en salud.,mejorar la gestión de la salud.,B
"Son comportamientos que pueden o no ser saludables e influir de manera positiva o negativa en la salud del individuo, 
caracterizan el modo de vida de un individuo y suelen ser permanentes. Esta definición corresponde a:",Práctica,Estilo de vida,Autocuidado,Hábito saludable,B
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Currículo vitae documentado,Estudios de posgrado,Diplomados,"Título profesional, colegiatura",D
"¿Qué circunstancia del consentimiento informado se está infringiendo cuando el personal de salud le dice a un paciente que 
de no aceptar participar en el estudio, no se le volverá a atender?",Voluntariedad,Valoración,Comprensión,Informativa,A
"Una gestante de 16 años recientemente diagnosticada acude el servicio de laboratorio clínico en su primera atención prenatal. 
¿Qué pruebas son parte del paquete básico?",Perfil lipídico y ácido úrico,Ecografía y hemograma completo,Prueba rápida para sífilis y VIH,Proteinuria y baciloscopía,C
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Misión,Visión,Valores,FODA,B
"Después de brindar una atención por violencia sexual a una paciente de 13 años, se debe presentar un informe social, 
requerido por las autoridades del Poder Judicial. Si hay información que faltan a la verdad, está cometiendo actos en contra 
de:",Responsabilidad,Ética,Justicia,Beneficencia,B
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Financiamiento de la salud eficiente y equitativo,Desarrollo de recursos humanos para la salud,Acceso equitativo a servicios de salud integrales y de calidad,Asegurar el acceso y el uso racional de medicamentos,C
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",coordinaciones intersectoriales.,alianzas estratégicas.,decisiones multisectoriales.,capacidades de gestión.,B
"El lunes 30 de marzo se apersonan a un puesto de salud de categoría I-3, 15 personas con vómitos y diarrea, quienes 
participaron en una pollada el día anterior. El caso es identificado como una Enfermedad Transmitida por Alimentos. ¿En qué 
momento se realiza la notificación epidemiológica del brote al nivel inmediato superior?",De manera inmediata,Cuando se reporta el VEA de la semana,Hasta las 48 horas,Al alta de los pacientes,A
Las alteraciones cromáticas en los eritrocitos están relacionadas con...,niveles de hemoglobina.,inclusiones anormales.,enfermedades genéticas.,anemia falciforme.,A
"Un paciente desea realizar un reclamo por un posible maltrato de un trabajador del establecimiento de salud contra él, al no 
respetarse el orden de llegada para la atención. ¿Qué procedimiento corresponde?",Consulta,Sugerencia,Consejería,Queja,D
¿Cuáles son pruebas de tamizaje para VIH en gestantes?,PCR y carga viral,Elisa y pruebas rápidas,IFI e inmunoblot,Cultivo viral y microscopía,B
¿Cuál es el procedimiento más conveniente para esterilizar material de vidrio limpio en el laboratorio clínico?,Calor seco en horno,Ebullición en olla de agua,Flameado en mechero Bunsen,Calor húmedo en autoclave,A
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la familia como la unidad 
de ...... de mayor eficacia.",riesgo,intervención,soporte,análisis,B
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",interculturalidad en salud.,participación ciudadana.,inclusión social.,atención intercultural.,B
"¿Qué medida de control administrativo para el personal de salud debe considerarse cuando se atiende a pacientes 
diagnosticados con tuberculosis?",Monitorizar la tuberculosis,Usar filtros HEPA,Ventilar salas de espera,Usar de respiradores N95,A
"¿Cuáles son los medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el país, que luego de 
una evaluación técnica especializada multidisciplinaria han demostrado ser seguros, eficaces, costo-efectivos y deben estar 
disponibles en todo momento?",Básicos,Genéricos,Comunes,Esenciales,D
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",farmacéutico / rutinario,director / organizativo,jefe / establecido,fabricante / operativo,D
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador y 
el valor que corresponde para caracterizar el riesgo?","Tasa de ataque, 50%","Tasa de incidencia, 50%","Razón de prevalencia, 50%","Tasa de prevalencia, 500 x 1000 hab",B
Ante la presencia de un caso probable de Tos Ferina. ¿Cuáles son las medidas a implementar?,"Búsqueda de casos secundarios, barrido vacunal, inamovilidad del caso","Jornada de vacunación, quimioprofilaxis, búsqueda de contactos indirectos","Censo de contactos, barrido vacunal, investigación del caso índice","Seguimiento de contactos, búsqueda activa comunitaria e institucional, bloqueo vacunal",D
"La vacuna contra VPH se encuentra en el programa nacional de vacunación. Actualmente se aplica en niños y niñas de 9 a 
13 años y adolescentes hasta los 18 años de edad con la finalidad de...",prevenir el cáncer de cérvix.,prevenir la leucemia infantil.,evitar la infección por PVH.,disminuir las ITS.,A
"¿A qué corresponde la siguiente definición?: “Es el conjunto de acciones que desarrolla un profesional de la salud mediante 
el uso de las TIC, para proporcionar a la persona usuaria de salud, consejería y asesoría con fines de promoción de la salud, 
prevención, recuperación o rehabilitación de las enfermedades”.",Teleinterconsulta,Teleconsulta,Telemonitoreo,Teleorientación,D
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. Se 
informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro = 0,Ro > 0.5,Ro < 1,Ro > 1,D
"¿Qué consideraciones se deben tener en cuenta para comprar una silla para toma de muestra de un establecimiento de 
salud?",Sin brazos de apoyo,Delicada a la limpieza,Que no presente respaldar,Comodidad ergonómica,D
"La salud pública está afectada por sobrepoblación mundial, grandes conflictos políticos-sociales y la pobreza creciente; como 
consecuencia inicial de estos fenómenos. ¿Qué ocurre principalmente?",El aumento en la incidencia de enfermedades,La aparición de enfermedades epidémicas,El surgimiento de nuevas enfermedades,Las crisis psicosociales,A
"Un paciente fue referido para evaluación y tratamiento por una probable gastritis a un nivel de atención superior. Se resolvió 
su problema de salud de manera parcial, continuando su tratamiento en su establecimiento de origen. ¿En qué condición 
considera fue contrarreferido?",Mejorado,Curado,Deserción,Retiro voluntario,A
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético 
está vulnerando?",Confidencialidad,Respeto,Seguridad,Individualidad,A
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, náuseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas, reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",farmacovigilancia,auditoría interna,control interno,auditoría externa,A
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Revisión sistemática,Carta al editor,Artículo original,Reporte de caso,A
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el director 
le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar para este 
cometido?",Consentimiento informado,Asentimiento informado,Compromiso paterno,Carta de investigación,A
"Personal de serenazgo, lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Consentimiento informado,Recuperación,Acceso a servicios de salud,Acceso a la información,C
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Económico,Intermedio,Estructural,Comercial,C
"En un establecimiento de salud del norte de Perú se contrató personal para inmunizaciones, pero en la convocatoria se 
excluyó a profesionales de una región. ¿Qué componente de la integridad en el sector público en salud se está infringiendo?",Acceso justo,Discriminación étnica,Nepotismo,Trabajo intersectorial,A
"Al llegar a su comunidad de SERUMS observa que hay baja adherencia a la lactancia materna por lo cual plantea hacer 
una investigación sobre factores asociados a lactancia materna. ¿Qué debe realizar en primer lugar para su estudio?",Definir sus instrumentos de medición,Elaborar su pregunta de investigación,Revisar literatura científica sobre el tema,Elegir los objetivos de estudio,C
"Los sistemas de vigilancia en salud (SVES) son la guía para la acción que el personal de salud utiliza para tomar decisiones 
prácticas frente a los problemas de salud. El tipo tradicional se caracteriza por que se...",incluye los procedimientos del proceso de la práctica «centinela».,basan en los sistemas de declaración de enfermedades transmisibles y morbilidad.,usan datos específicos de información adicional.,usa mediciones sistemáticas.,B
"Luego de la recolección y procesamiento de datos de su estudio para investigar si hay asociación entre el alcoholismo y la 
violencia familiar en adultos varones de su comunidad. ¿Qué análisis estadístico llevará a cabo?",Inferencial,Probabilístico,Descriptivo,Inductivo,A
"¿Qué apartado del código de ética del profesional biólogo no se cumple en caso que el establecimiento de salud no facilite el 
EPP y equipos para realizar baciloscopias?",Ejercicio profesional,Relaciones profesionales,Ambiente de trabajo,Investigación científica,C
"Los medicamentos que han perdido su eficacia y que han llevado a diezmar la efectividad en la lucha contra la tuberculosis, 
las enfermedades diarreicas y la neumonía debido a la resistencia antimicrobiana, se debe a:",Petitorio de los mismos medicamentos,Uso de medicamentos genéricos,Uso adecuado de medicamentos de marca,Uso irracional de medicamentos,D
"Se define como transición epidemiológica al proceso de paso del predominio de enfermedades …… a la preponderancia de 
las enfermedades...",infecciosas / crónicas.,crónicas / infecciosas.,infecciosas / prevalentes.,degenerativas / infecciosas.,A
"Comprende la sucesión de eventos que ocurren a lo largo de la existencia de las personas y la población, los cuales 
interactúan para influir en su salud desde la preconcepción hasta la muerte. ¿A qué definición se refiere?",Vías de cuidados,Curso de vida,Cuidado integral,Determinante social,B
"Las quejas reiterativas de los pacientes o de los servicios solicitantes respecto a venopunturas innecesarias, muestras 
perdidas y pruebas no realizadas. ¿A qué indicadores de calidad de la UPS de patología clínica corresponden?",Toma de muestra,Transcripción de resultados,Proceso analítico,Interpretación diagnóstica,A
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Mediana,Moda,Rango,Media,D
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Misión,Visión,Valores,FODA,A
"Cuenta con las herramientas administrativas para garantizar que la profesión se ejerza de manera ética. Este enunciado 
pertenece a la:",Comisión de ética,Responsabilidad,Moral,Deontología,D
"Según la historia natural de la enfermedad, identificar una persona con diabetes en la fase subclínica corresponde al periodo 
...... y el nivel de prevención es...",patogénico / terciario.,pre patogénico / secundario.,patogénico / secundario.,patogénico / primario.,C
"Una prueba de screening que tiene muy baja sensibilidad, tiene mayor probabilidad de clasificar a sujetos enfermos como 
sanos. ¿Qué tipo de resultado es?",Falso negativo,Falso positivo,Valor predictivo positivo,Sensibilidad ineficiente,A
"La denominación, la unidad de medida y las metas físicas, de costeo y financieras; son elementos de las …… del Plan 
Operativo Institucional (POI), mismas que se programan y aprueban por el establecimiento de salud.",acciones estratégicas,actividades operativas,categorías presupuestales,actualizaciones financieras,B
"¿A qué componente del análisis estratégico institucional corresponde la siguiente declaración?: ""calidad, humanidad, 
respecto, responsabilidad y eficiencia"".",Valores,Misión,Visión,FODA,A
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Persuadir su deseo,Denegarle la atención,Respetar su pedido,Enviarla a otro establecimiento,C
"Si se orienta la formulación y actualización de las políticas y los planes en todos los niveles del gobierno, se refiere a ...…, a 
las cuales debe alinear sus objetivos operativos.",estrategias institucionales,acciones institucionales,organizaciones institucionales,desarrollos institucionales,A
"Dentro del petitorio nacional único de medicamentos esenciales para el sector salud existen consideraciones especiales de 
su uso, por lo cual requieren de un manejo especializado. ¿Qué tipo de medicamentos están en este rubro?",Exclusivo para dolor oncológico,Controlado para infecciones intrahospitalarias,Para métodos de planificación familiar,Específico para hepatitis A,A
¿Qué derecho se está infringiendo cuando un paciente no es atendido de emergencia por no presentar su DNI?,Acceso a servicios de salud,Libre información,Atención y recuperación su salud,Consentimiento informado,A
"En la enfermedad de la Tuberculosis, la presencia del agente infeccioso (Mycobacterium tuberculosis), corresponde a una 
causa...",necesaria y suficiente.,necesaria pero no suficiente.,de tipo ambiental.,no necesaria pero suficiente.,B
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide la 
……. y la prevalencia que mide la …… de la enfermedad.",casos antiguos / casos nuevos,velocidad / magnitud,virulencia / frecuencia,proporción / frecuencia,B
"Varón de 35 años, de apariencia obesa y con perímetro abdominal (PAB) de 110 cm. ¿Cuál es el riesgo de comorbilidad y de 
enfermedades crónicas no transmisibles?",Bajo,Muy alto,Alto,Medio,B
Uno de los factores que puede conducir a interpretación errónea en el tamizaje de la anemia infantil es:,Altitud geográfica de la residencia (m.s.n.m.),Usar tubos con anticoagulante EDTA,Descartar las dos primeras gotas de sangre,Aislar térmicamente el hemoglobinómetro,A
"Para elaborar los planos de un futuro establecimiento de salud I-3, se reúne el equipo de salud. ¿Qué ambiente es necesario 
según normativa?",Zona de almacenamiento de residuos contaminados,Depósito y lavado de carros,Zona de selección de residuos sólidos,Área de internamiento,C
"Realizando visita domiciliaria, según el plan del cuidado integral de salud de las personas adultas mayores, se encuentra a 
un varón de 66 años de edad, vive solo; refiere tener “mal de ojo”, presenta “dolor de cabeza y dolor muscular”, llegará el 
curandero, realizará una limpia con cuy macho de color negro. Se le muestra interés e integración de los cuidados que 
requiere. ¿Éste enunciado se denomina?",Interculturalidad en salud,Población indígena,Cultura,Salud pública,A
¿A que área del almacén el analista debe solicitar tiras reactivas para test de embarazo?,Despacho,Embalaje,Administrativa,Recepción,A
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Organigrama,Categorización,Cartera de servicios,Flujograma,C
"Se desea reorganizar el servicio de admisión y para ello es necesario separar las historias clínicas. ¿Cuántos años se debe 
considerar para el archivo pasivo de historias clínicas que no han sido requeridas?",Más de 5,Más de 15,Más de 10,Más de 1,A
"Salud Escolar lleva a cabo la vacunación masiva, descarte de anemia, cuidado de la salud bucal, desparasitación a los 
alumnos de las IE públicas. En cumplimiento al derecho de ......, se hace de conocimiento a los padres de familia quienes 
firman y el personal interviene atendiendo.",beneficencia,autorización,justicia,consentimiento informado,D
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",Probabilístico,No probabilístico,Estadístico,Censal,B
"El C.S. Paz, ha sectorizado su jurisdicción para realizar intervenciones de promoción y prevención basados en el Modelo de 
Cuidado Integral de la Familia y Comunidad por Curso de Vida. En el marco de las Funciones Esenciales de la Salud Pública 
renovada, esta acción corresponde a la etapa de:",Evaluación,Desarrollo de políticas,Asignación de recursos,Acceso,D
"En el análisis FODA, los aspectos positivos de los recursos y actividades internas con que cuenta la institución, se les define 
como:",Estrategias,Fortalezas,Amenazas,Oportunidades,B
"El Ministerio de Salud a través de ...... es responsable de distribuir, difundir, dirigir, supervisar, monitorear, evaluar los 
medicamentos en los sectores públicos y privados.",DIGESA,DIGEMID,CENSOPAS,CENARES,B
"Madre quechua hablante de 30 años, tiene niño de un año con diarrea y deshidratación; ella niega su atención en el 
establecimiento de salud, porque según su creencia el caso corresponde a “susto” y lo debe atender el curandero. ¿Cómo 
procedes ante este caso?",Solicitar presidente de la comunidad que intervenga,Discrepas con su decisión porque no es correcto,Constatar con la policía y autoridad comunal,"Llegas a un acuerdo en la terapia del niño, respetando sus creencias",D
"Usted se entera que en un EESS administraron una medicación que produjo un daño discapacitante en un paciente. ¿Qué 
medida inmediata hubiera tomado para manejar esta situación?",Notificarlo al nivel inmediato superior,Informar a los familiares,Mejorar el proceso de atención sanitaria en EESS,Medidas de mejora en el EESS,A
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Marco teórico,Metodología,Introducción,Resultados,B
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Control de roedores,Ordenamiento ambiental,Medidas de bioseguridad e identificar las casas de infectados,Medidas de control químico de pulgas,C
"Una puérpera fue diagnosticada de tuberculosis (TB) después del parto y el recién nacido (RN) presenta TB congénita. 
¿Qué acción se debe realizar con el RN?",Registrarlo en el programa PAT,Aplicarle una dosis de BCG,Iniciarle tratamiento,Iniciarle terapia preventiva,C
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,Los cambios en la realidad económico-social y ordenanzas municipales,La participación comunitaria y escuelas saludables,"El abordaje territorial, espacios participativos y la familia como base",La actitud política y el esfuerzo de la administración local,C
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Valores institucionales,Clima organizacional,Principios institucionales,Cultura organizacional,D
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Cambio de dieta,Autocuidado,Motivación,Destreza,B
El análisis de la situación actual es una fase del planeamiento estratégico. ¿En qué fase del ciclo se encuentra?,2,4,1,3,C
