questions,option_A,option_B,option_C,option_D,correct_answer
"En su comunidad observa con mucha frecuencia casos de alcoholismo en varones y también violencia física de ellos contra 
sus esposas, para investigar en el menor tiempo posible, si hay asociación entre el alcoholismo y la violencia familiar. ¿Qué 
diseño de estudio elegirá?",Cohortes,Analítico,Cuasi experimental,Descriptivo,B
"¿A qué corresponde la siguiente definición?: “Es el conjunto de acciones que desarrolla un profesional de la salud mediante 
el uso de las TIC, para proporcionar a la persona usuaria de salud, consejería y asesoría con fines de promoción de la salud, 
prevención, recuperación o rehabilitación de las enfermedades”.",Teleconsulta,Telemonitoreo,Teleorientación,Teleinterconsulta,C
"Por el riesgo de transmisión de la rabia. ¿En qué animales mordedores, se hace control u observación?",Perro y murciélago,Perro y vacuno,Perro y equino,Perro y gato,D
"El POI Multianual del Ministerio de Salud es ……, en el cual se establece la programación de metas físicas y de costeo que 
se espera alcanzar en los próximos tres años.",instrumento de articulación,herramienta de gestión,instrumento de gestión,herramienta de articulación,C
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Medidas de control químico de pulgas,Control de roedores,Medidas de bioseguridad e identificar las casas de infectados,Ordenamiento ambiental,C
"Persona que ha enfermado después del consumo de alimentos y/o bebidas, considerados como contaminados, vista la 
evidencia epidemiológica o el análisis de laboratorio, es considerado como:",Caso de ETA,Caso y brote familiar de ETA,Caso y brote de ETA,Brote de ETA,A
"Después de brindar una atención por violencia sexual a una paciente de 13 años, se debe presentar un informe social, 
requerido por las autoridades del Poder Judicial. Si hay información que faltan a la verdad, está cometiendo actos en contra 
de:",Justicia,Ética,Responsabilidad,Beneficencia,B
"Son comportamientos que pueden o no ser saludables e influir de manera positiva o negativa en la salud del individuo, 
caracterizan el modo de vida de un individuo y suelen ser permanentes. Esta definición corresponde a:",Estilo de vida,Autocuidado,Práctica,Hábito saludable,A
"Si se orienta la formulación y actualización de las políticas y los planes en todos los niveles del gobierno, se refiere a ...…, a 
las cuales debe alinear sus objetivos operativos.",desarrollos institucionales,estrategias institucionales,acciones institucionales,organizaciones institucionales,B
"Varón con trastorno mental moderado va al EESS por mordedura leve ocasionado por su perro, va al servicio de zoonosis. 
Con respecto al perro, para prevenir la rabia. ¿Cuál es la indicación?",Llevarlo a la perrera municipal y vacunarlo,Vacuna y observación clínica,Llevarlo al EESS o consultorio veterinario,Observación en domicilio,D
"En áreas donde es frecuente la mordedura de murciélago hematófago, se realiza vacunación antirrábica humana masiva. 
¿Cuál es el esquema según norma?",Pre exposición,Reducido,Post exposición,Completo,A
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Cartera de servicios,Flujograma,Organigrama,Categorización,A
"En la enfermedad de la tuberculosis, la presencia del agente infeccioso (Mycobacterium tuberculosis), corresponde a una 
causa...",no necesaria pero suficiente.,de tipo ambiental.,necesaria pero no suficiente.,necesaria y suficiente.,C
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",interculturalidad en salud.,atención intercultural.,inclusión social.,participación ciudadana.,D
"Salud Escolar lleva a cabo la vacunación masiva, descarte de anemia, cuidado de la salud bucal, desparasitación a los 
alumnos de las IE públicas. En cumplimiento al derecho de ......, se hace de conocimiento a los padres de familia quienes 
firman y el personal interviene atendiendo.",consentimiento informado,autorización,beneficencia,justicia,A
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Cambio de dieta,Motivación,Autocuidado,Destreza,C
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",a medio día y sin lluvia,solo en época de lluvias,al amanecer y al atardecer,al atardecer y durante la noche,C
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el director 
le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar para este 
cometido?",Asentimiento informado,Carta de investigación,Consentimiento informado,Compromiso paterno,C
"Escolar acude al EESS con su madre para curación de caries e informa mordedura leve por su perro en el pie, para prevenir 
la rabia inmediatamente el personal de salud debe indicar: lavar la herida con agua y jabón y...",matar al perro y traer la cabeza.,vacuna antirrábica.,observación del perro.,vacunar al perro.,C
"En una farmacia se va a instalar el control termostático de la unidad de refrigeración. ¿Qué se debe tener en cuenta con los 
sensores?",Dependientes del sistema de monitoreo,Deben estar calibrados,Con exactitud de aproximadamente 0.3°C,Áreas con poca variabilidad en temperatura,B
"Un paciente fue referido para evaluación y tratamiento por una probable gastritis a un nivel de atención superior. Se resolvió 
su problema de salud de manera parcial, continuando su tratamiento en su establecimiento de origen. ¿En qué condición 
considera fue contrarreferido?",Deserción,Curado,Mejorado,Retiro voluntario,C
"Persona de una localidad de Piura, llega al EESS con vómitos persistentes, dolor abdominal intenso y continuo, sangrado de 
mucosas, según las manifestaciones clínicas están clasificado como:",Dengue grave,Dengue con factores de riesgo,Dengue sin signos de alarma,Dengue con signos de alarma,D
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,La participación comunitaria y escuelas saludables,"El abordaje territorial, espacios participativos y la familia como base",Los cambios en la realidad económico-social y ordenanzas municipales,La actitud política y el esfuerzo de la administración local,B
El análisis de la situación actual es una fase del planeamiento estratégico. ¿En qué fase del ciclo se encuentra?,3,2,1,4,C
"El lunes 30 de marzo se apersonan a un puesto de salud de categoría I-3, 15 personas con vómitos y diarrea, quienes 
participaron en una pollada el día anterior. El caso es identificado como una Enfermedad Transmitida por Alimentos. ¿En qué 
momento se realiza la notificación epidemiológica del brote al nivel inmediato superior?",Al alta de los pacientes,Hasta las 48 horas,Cuando se reporta el VEA de la semana,De manera inmediata,D
"Cuenta con las herramientas administrativas para garantizar que la profesión se ejerza de manera ética. Este enunciado 
pertenece a la:",Moral,Deontología,Responsabilidad,Comisión de ética,B
"Al llegar a su comunidad de SERUMS observa que hay baja adherencia a la lactancia materna por lo cual plantea hacer 
una investigación sobre factores asociados a lactancia materna. ¿Qué debe realizar en primer lugar para su estudio?",Definir sus instrumentos de medición,Elegir los objetivos de estudio,Elaborar su pregunta de investigación,Revisar literatura científica sobre el tema,D
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Acceso equitativo a servicios de salud integrales y de calidad,Desarrollo de recursos humanos para la salud,Asegurar el acceso y el uso racional de medicamentos,Financiamiento de la salud eficiente y equitativo,A
"En Cieneguilla, poblador fue mordido por perro del vecino, en las actividades de control al animal. ¿Qué se hace de inmediato?",Control durante 10 días y sacrificarlo,Observación por 10 días en domicilio del propietario,Observación por 10 días en el EESS,Llevarlo a la perrera por 10 días,B
"Usted desea motivar a su personal de salud para realizar una investigación científica sobe la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",consolidar el trabajo en equipo.,mejorar la gestión de la salud.,generar conocimiento científico útil.,captar inversiones en salud.,C
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Cuaternaria,Terciaria,Secundaria,Primaria,B
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Media,Rango,Mediana,Moda,A
"¿A qué corresponde?: ""La sectorización de la comunidad, selección de comunidades en riesgo, capacitación a los miembros 
del comité de vigilancia son algunas acciones que el personal de salud promueve para el autocuidado del dengue""",Educación para la salud,Participación comunitaria en salud,Abogacía e incidencia en la comunidad,Promoción de la salud,B
"Si una persona se enferma por la ingesta de alimentos y/o agua contaminada con agentes etiológicos, el mecanismo de 
ocurrencia fue:",Periodo de incubación de las ETAs,Periodo de infección de las ETAs,Etiología de las ETAs,Modo de transmisión de las ETA s,D
"El Ministerio de Salud a través de ...... es responsable de distribuir, difundir, dirigir, supervisar, monitorear, evaluar los 
medicamentos en los sectores públicos y privados.",CENSOPAS,DIGEMID,CENARES,DIGESA,B
"Niño de 12 años, acude al EESS I-4 con dolor y edema ocasionado por mordedura de araña en su casa. ¿Cuál es la 
indicación?",Suero anti arácnido y envío a casa,"Observación clínica, sin suero anti arácnido",Observación clínica y envío a su casa,Suero anti arácnido y observación clínica,D
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Valores,Misión,Visión,FODA,B
"Se labora en un establecimiento de salud donde no hay una visión definida sobre el trabajo que se realiza; y existen muchos 
problemas interpersonales. Si se desea cambiar esta situación. ¿Qué se debe mejorar?",Recursos humanos,Proyecto de mejora,Clima organizacional,Plan de acción,C
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador y 
el valor que corresponde para caracterizar el riesgo?","Tasa de ataque, 50%","Tasa de incidencia, 50%","Tasa de prevalencia, 500 x 1000 hab","Razón de prevalencia, 50%",B
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide la 
……. y la prevalencia que mide la …… de la enfermedad.",virulencia / frecuencia,proporción / frecuencia,velocidad / magnitud,casos antiguos / casos nuevos,C
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Reporte de caso,Artículo original,Carta al editor,Revisión sistemática,D
"Comprende la sucesión de eventos que ocurren a lo largo de la existencia de las personas y la población, los cuales 
interactúan para influir en su salud desde la preconcepción hasta la muerte. ¿A qué definición se refiere?",Vías de cuidados,Determinante social,Curso de vida,Cuidado integral,C
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Misión,Valores,FODA,Visión,D
"La sala situacional de salud es una herramienta que ofrece evidencia sobre la eficacia de las intervenciones en salud y sobre 
la capacidad de los sistemas de salud para responder a las necesidades de salud de la población. ¿Quiénes la deben conocer 
y analizar prioritariamente?",Coordinadores de red y responsable de epidemiología,El responsable de epidemiologia y jefe de establecimiento,Todo el personal de salud y autoridades locales,Promotores de salud y responsable de promoción de la salud,C
"Luego de la recolección y procesamiento de datos de su estudio para investigar si hay asociación entre el alcoholismo y la 
violencia familiar en adultos varones de su comunidad. ¿Qué análisis estadístico llevará a cabo?",Probabilístico,Descriptivo,Inductivo,Inferencial,D
"Mujer indigente con trastorno mental, acude al EESS por mordedura de perro desconocido en la mano. ¿Cuál es el manejo 
por el servicio de zoonosis del EESS?",Vacuna antirrábica y observación bimensual,No vacunar por el trastorno mental,Vacuna antirrábica y atención psicológica,Atención psicológica y no vacunar,C
"La vacuna antirrábica canina en la campaña VANCAN, se usa de acuerdo a normatividad y menciona aplicar la dosis de ...... 
ml, en el perro.",2,0.5,0.1,1,D
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, nauseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas, reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",auditoría externa,control interno,farmacovigilancia,auditoría interna,C
"La ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios debe cumplir en la atención a la población 
objetivo?","Orden, moral, deber y derecho","Orden, fraternidad, moral y derecho","Fraternidad, moral, deber y orden","Solidaridad, orden, deber y derecho",A
"Varón de una comunidad nativa, acude al EESS y manifiesta tener tos por más de 15 días y mordedura de murciélago. ¿Cuál 
es la indicación a seguir?","Toma de muestra de esputo, vacuna antitetánica y antirrábica",Vacuna antirrábica humana y observación clínica del murciélago,Toma de muestra de esputo y observación clínica del murciélago,Vacuna antirrábica humana y toma de muestra de esputo,D
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles de 
cambiar, se identifican como:",Oportunidades,Amenazas,Negatividad,Debilidades,B
"En la atención de casos de dengue, para la decisión del tratamiento los pacientes clasificados en el GRUPO A, según las 
manifestaciones clínicas y las circunstancias, deben seguir tratamiento...",en el EESS bajo supervisión médica.,en el hogar sin supervisión médica.,ambulatorio sin supervisión médica.,en el hogar bajo supervisión médica.,D
"Personal de serenazgo, lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Acceso a la información,Acceso a servicios de salud,Consentimiento informado,Recuperación,B
"Varón de 78 años, hipertenso, refiere haber sido mordido en la cara por perro callejero. En la atención integral. ¿Cuál es la 
actitud?",Vacuna antirrábica y control de hipertensión,Consejería y no vacuna antirrábica,"Vacuna antirrábica, consejería para casa",Control de hipertensión y no vacuna antirrábica,A
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Currículo vitae documentado,Estudios de posgrado,Diplomados,"Título profesional, colegiatura",D
