questions,option_A,option_B,option_C,option_D,correct_answer
"Un paciente desea realizar un reclamo por un posible maltrato de un trabajador del establecimiento de salud contra él, al no 
respetarse el orden de llegada para la atención. ¿Qué procedimiento corresponde?",Queja,Consulta,Sugerencia,Consejería,A
"Madre quechua hablante de 30 años, tiene niño de un año con diarrea y deshidratación; ella niega su atención en el 
establecimiento de salud, porque según su creencia el caso corresponde a “susto” y lo debe atender el curandero. ¿Cómo 
procedes ante este caso?",Solicitar al presidente de la comunidad que intervenga,Constatar con la policía y autoridad comunal,Discrepas con su decisión porque no es correcto,"Llegas a un acuerdo en la terapia del niño, respetando sus creencias",D
"Personal de serenazgo, lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Consentimiento informado,Acceso a la información,Recuperación,Acceso a servicios de salud,D
El análisis de la situación actual es una fase del planeamiento estratégico. ¿En qué fase del ciclo se encuentra?,1,4,2,3,A
"Un paciente fue referido para evaluación y tratamiento por una probable gastritis a un nivel de atención superior. Se resolvió 
su problema de salud de manera parcial, continuando su tratamiento en su establecimiento de origen. ¿En qué condición 
considera fue contrarreferido?",Retiro voluntario,Mejorado,Curado,Deserción,B
"La estructura de la consejería de lactancia materna considera ...… momentos, debiéndose asegurar una secuencia temática. 
Siendo en el segundo momento la evaluación de la ..…. y la observación de la madre y el bebé.",cuatro / mamada,cinco / mamada,cinco / historia clínica,cuatro / historia clínica,B
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. Se 
informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro > 1,Ro < 1,Ro = 0,Ro > 0.5,A
"Pilar de 33 años, puérpera inmediata de parto eutócico (G1P1001) sin complicaciones de aproximadamente 120 minutos con 
RNV mujer de 3500 gramos en condición favorable, es evaluada y se observa sangrado en regular cantidad, útero contraído 
a tres cm por encima de la cicatriz umbilical, loquios hemáticos sin mal olor. PA: 90/50 mmHg, FC: 111X', FR: 20 X', T°: 32°C. 
En esta hemorragia postparto. ¿Cuál es la causa más probable?",Lesión del canal del parto,Retención de placenta,Retención de restos placentarios y/o membranas,Atonía uterina,C
"La ética en la función pública no se queda en la teoría (reflexión), sino que debe llevarse a la práctica para tener un adecuado 
desempeño laboral. Como profesional de salud ante un caso de un diagnóstico que es confidencial, por el tipo de enfermedad. 
¿Qué principios éticos debe cumplirse?","Respeto, probidad y eficiencia",Respeto y atención diferenciada,"Silencio, manejo de la información","Veracidad, lealtad, eficiencia",A
"María de 25 años es una gestante de 22 semanas de embarazo, que acude al consultorio de odontología para solicitar 
consejería sobre el tipo de alimentos que debe consumir para evitar caries dental. Debe aconsejar evite consumo de alimentos 
con elevado contenido de...",fosfatos.,hierro.,sodio.,azúcar.,D
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Cuaternaria,Secundaria,Primaria,Terciaria,D
"El plan integral de atención a los jóvenes incluye sesiones educativas en salud sexual y reproductiva que identifiquen 
conductas de riesgo y de protección para daños prevalentes en la salud, siendo un factor protector para cáncer de cuello 
uterino…",control del abuso de sustancias como el alcohol.,una relación emocional estable por lo menos con un padre.,redes sociales existentes dentro y fuera de la familia.,consejería en sexualidad y sexo seguro.,D
"Salud Escolar lleva a cabo la vacunación masiva, descarte de anemia, cuidado de la salud bucal, desparasitación a los 
alumnos de las IE públicas. En cumplimiento al derecho de ......, se hace de conocimiento a los padres de familia quienes 
firman y el personal interviene atendiendo.",consentimiento informado,autorización,beneficencia,justicia,A
"Un serumista está trabajando en un establecimiento de salud con población asignada, que cuenta con médico 
cirujano, profesionales de enfermería, obstetricia y personal técnico de enfermería. Según su cartera de servicios. ¿Cuál es 
el nivel de atención en el que se encuentra?",I-4,I-2,I-3,I-1,B
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",coordinaciones intersectoriales.,alianzas estratégicas.,capacidades de gestión.,decisiones multisectoriales.,B
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador y 
el valor que corresponde para caracterizar el riesgo?","Razón de prevalencia, 50%","Tasa de ataque, 50%","Tasa de prevalencia, 500 x 1000 hab","Tasa de incidencia, 50%",D
"En una sesión educativa sobre salud bucal a niños de 10 años, la profesora encuentra que el 60% de sus alumnos no realiza 
un correcto cepillado de los dientes, y decide reforzar esta actividad con la presencia de los padres. ¿Qué indicación 
prioritaria de supervisión debe brindar a los padres para reforzar esta actividad?",Uso de hilo dental,Uso de enjuagatorio,Técnica de cepillado,Uso de fluor,C
Ante la presencia de un caso probable de Tos Ferina. ¿Cuáles son las medidas a implementar?,"Jornada de vacunación, quimioprofilaxis, búsqueda  de contactos indirectos","Búsqueda de casos secundarios, barrido vacunal, inamovilidad del caso","Seguimiento de contactos, búsqueda activa comunitaria e institucional, bloqueo vacunal","Censo de contactos, barrido vacunal, investigación del caso índice",C
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético 
está vulnerando?",Confidencialidad,Seguridad,Individualidad,Respeto,A
"En la prevención y control de las enfermedades no transmisibles, el modelo de cuidado integral por curso de vida, familia y 
comunidad, cuenta con los siguientes componentes para su intervención:","Prestación, curso de vida, gestión e interculturalidad","Prestación, organización, gestión y financiamiento","Integral, género, curso de vida e interculturalidad","Integralidad, organización, género y financiamiento",B
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Misión,Valores,FODA,Visión,D
"La ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios debe cumplir en la atención a la población 
objetivo?","Solidaridad, orden, deber y derecho","Orden, moral, deber y derecho","Fraternidad, moral, deber y orden","Orden, fraternidad, moral y derecho",B
"En su comunidad observa con mucha frecuencia casos de alcoholismo en varones y también violencia física de ellos contra 
sus esposas, para investigar en el menor tiempo posible, si hay asociación entre el alcoholismo y la violencia familiar. ¿Qué 
diseño de estudio elegirá?",Analítico,Descriptivo,Cuasi experimental,Cohortes,A
"¿A qué corresponde la siguiente definición?: “Es el conjunto de acciones que desarrolla un profesional de la salud mediante 
el uso de las TIC, para proporcionar a la persona usuaria de salud, consejería y asesoría con fines de promoción de la salud, 
prevención, recuperación o rehabilitación de las enfermedades”.",Telemonitoreo,Teleconsulta,Teleinterconsulta,Teleorientación,D
"En el proceso de redacción del informe final de su estudio transversal analítico sobre la relación entre la ingesta de bebidas 
gaseosas y sobrepeso; usted desea que todas las secciones tengan coherencia entre sí. ¿Qué herramienta debe usar para 
verificarla?",Revisión de Turnitin,Matriz de operacionalización,Lista de verificación,Matriz de consistencia,D
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Mediana,Moda,Rango,Media,D
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Autocuidado,Destreza,Motivación,Cambio de dieta,A
"El plan nacional de vacunación contra el virus del Papiloma Humano (VPH) para el año fiscal 2024 (R.M N°218-2014-MINSA) 
establece que deben ser vacunados en …… dosis a niñas y niños de 9 a …… años de edad y adolescentes (varones y 
mujeres) hasta los 18 años de edad.",dos / 12,dos / 13,una / 13,una / 12,C
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Denegarle la atención,Persuadir su deseo,Enviarla a otro establecimiento,Respetar su pedido,D
"En un establecimiento I-4 de Huancavelica, Dionisia de 18 años, primeriza de 12 semanas acude al consultorio de obstetricia 
para iniciar sus controles prenatales; a la anamnesis refiere alergia a la lidocaína. ¿Cuál es la conducta a seguir?",Realizar la prueba rápida,Referirla a otro establecimiento,Comunicar al médico,Registrar en la historia clínica,D
"La promoción de la salud se define como la acción de ofrecer a los pueblos las vías y los medios suficientes para …… los 
problemas de salud y autocontrolar el proceso de salud-enfermedad.",controlar o mantener,restringir o acortar,diferir o mitigar,atenuar o eliminar,D
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Estructural,Comercial,Intermedio,Económico,A
"En una farmacia se va a instalar el control termostático de la unidad de refrigeración. ¿Qué se debe tener en cuenta con los 
sensores?",Con exactitud de aproximadamente 0.3°C,Deben estar calibrados,Áreas con poca variabilidad en temperatura,Dependientes del sistema de monitoreo,B
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el director 
le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar para este 
cometido?",Asentimiento informado,Carta de investigación,Compromiso paterno,Consentimiento informado,D
¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en salud?,La actitud política y el esfuerzo de la administración local,Los cambios en la realidad económico-social y ordenanzas municipales,La participación comunitaria y escuelas saludables,"El abordaje territorial, espacios participativos y la familia como base",D
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Artículo original,Revisión sistemática,Reporte de caso,Carta al editor,B
"Regina de 19 años, acude a su primera consulta prenatal en un establecimiento de salud del I nivel, la obstetra observa su 
excesiva delgadez, y le pregunta sobre su peso pregestacional, el cual no recuerda y tampoco data en la historia clínica. 
¿Cuál es el indicador que debe usar?",Talla estimada,Perímetro braquial estimado,Peso pregestacional estimado,Peso actual estimado,C
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",al atardecer y durante la noche,al amanecer y al atardecer,solo en época de lluvias,a medio día y sin lluvia,B
"Los medicamentos que han perdido su eficacia y que han llevado a diezmar la efectividad en la lucha contra la tuberculosis, 
las enfermedades diarreicas y la neumonía debido a la resistencia antimicrobiana, se debe a:",Uso adecuado de medicamentos de marca,Uso irracional de medicamentos,Uso de  medicamentos genéricos,Petitorio de los mismos medicamentos,B
"En el análisis FODA, los aspectos positivos de los recursos y actividades internas con que cuenta la institución, se les define 
como:",Amenazas,Estrategias,Fortalezas,Oportunidades,C
"Para investigar la relación entre la anemia y la talla de niños de 5° grado de primaria de un colegio, usted acude un día de la 
semana para medir la Hb y talla a todos ellos. ¿Qué enfoque de investigación está realizando?",Mixto,Observacional,Cualitativo,Cuantitativo,D
"¿Qué nos permite, la vigilancia y evaluación integral de la gestante y el feto, idealmente antes de las 14 semanas, para brindar 
un paquete básico de intervenciones y la detección oportuna de signos de alarma, factores de riesgo y educación para el 
autocuidado con participación de la familia?",Atención intranatal,Atención prenatal reenfocada,Atención preconcepcional,Cuidado prenatal,B
"Cecilia 20 años; G2P0010; EG 35 semanas acude por presentar cefalea y epigastralgia. Antecedentes: AMEU por aborto 
hace 2 años. Examen: FC: 92X’; FR:18X’; T°:36,5°C; PA: 150/100 mmHg. Examen Físico: AU: 27 cm; Feto: LCI; FCF: 126; 
DU: ausente; MF: presentes. Proteinuria 3+ (Test de ácido sulfosalicílico). ¿Cuál es el diagnóstico más probable?",Preeclampsia leve,Síndrome de HELLP,Eclampsia,Preeclampsia severa,D
"Usted se entera que en un EESS administraron una medicación que produjo un daño discapacitante en un paciente. ¿Qué 
medida inmediata hubiera tomado para manejar esta situación?",Mejorar el proceso de atención sanitaria en EESS,Notificarlo al nivel inmediato superior,Medidas de mejora en el EESS,Informar a los familiares,B
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si hay 
más casos. ¿Cuál es la medida inicial a tomar?",Ordenamiento ambiental,Medidas de bioseguridad e identificar las casas de infectados,Medidas de control químico de pulgas,Control de roedores,B
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",Censal,Estadístico,No probabilístico,Probabilístico,C
"Según la historia natural de la enfermedad, identificar una persona con diabetes en la fase subclínica corresponde al periodo 
...... y el nivel de prevención es...",patogénico / terciario.,pre patogénico / secundario.,patogénico / secundario.,patogénico / primario.,C
"La tuberculosis es una enfermedad que necesita el soporte de una alimentación incrementada en calidad y cantidad. La 
suplementación aparte de los macronutrientes debe incluir:",Hierro y vitamina B12,Calcio y vitamina A,Calcio y vitamina B12,Hierro y vitamina A,D
"En un establecimiento de salud nivel I-4 se atiende a Manuela por parto eutócico con recién nacido vivo mujer, peso: 3500 g, 
talla: 50 cm. Apgar: 9-9, Capurro: 40 sem, sin complicaciones ni factores de riesgo. Al tercer día trae al neonato por fiebre y 
distrés respiratorio. ¿Cuál es el diagnóstico probable?",Infección asociada a la atención de salud,Infección de vía respiratoria,Resfriado común,Infección de tracto urinario,A
"Se labora en un establecimiento de salud donde no hay una visión definida sobre el trabajo que se realiza; y existen muchos 
problemas interpersonales. Si se desea cambiar esta situación. ¿Qué se debe mejorar?",Plan de acción,Clima organizacional,Recursos humanos,Proyecto de mejora,B
"El C.S. Paz, ha sectorizado su jurisdicción para realizar intervenciones de promoción y prevención basados en el Modelo de 
Cuidado Integral de la Familia y Comunidad por Curso de Vida. En el marco de las Funciones Esenciales de la Salud Pública 
renovada, esta acción corresponde a la etapa de:",Acceso,Asignación de recursos,Evaluación,Desarrollo de políticas,A
"Juan, encargado de RRHH, recibe diariamente quejas de los trabajadores del maltrato del jefe de su unidad, debido a los 
descansos médicos por las secuelas de la COVID-19, por lo que se encuentra exhausto y con problemas de ansiedad e 
irritabilidad. ¿Cuál de los campos de la psicología debiera intervenir?",Ocupacional,Del clima laboral,Comunitaria,Social,A
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para realizar 
una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Categorización,Flujograma,Organigrama,Cartera de servicios,D
"Una de las acciones de prevención en las intervenciones sanitarias para reducir la anemia en el niño, la niña, la adolescente, 
la mujer en edad fértil y la gestante es la …... masiva de este grupo etáreo.",suplementación,desparasitación,consejería,alimentación,B
"En relación al almacenamiento de medicamentos: “Las condiciones de almacenamiento deben ser las recomendadas por el 
…… y autorizadas en el rotulado del producto, pudiendo ser de congelación, temperatura de refrigeración, temperatura 
ambiente y temperatura ambiente controlada, lo cual debe estar indicado en su procedimiento …… de almacenamiento.”",farmacéutico / rutinario,director / organizativo,jefe / establecido,fabricante / operativo,D
"Comprende la sucesión de eventos que ocurren a lo largo de la existencia de las personas y la población, los cuales 
interactúan para influir en su salud desde la preconcepción hasta la muerte. ¿A qué definición se refiere?",Vías de cuidados,Curso de vida,Cuidado integral,Determinante social,B
"Son comportamientos que pueden o no ser saludables e influir de manera positiva o negativa en la salud del individuo, 
caracterizan el modo de vida de un individuo y suelen ser permanentes. Esta definición corresponde a:",Hábito saludable,Práctica,Estilo de vida,Autocuidado,C
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la familia como la unidad 
de ...... de mayor eficacia.",intervención,riesgo,soporte,análisis,A
"El parto natural, sin el uso de intervenciones …... favorece el inicio de la lactancia materna, disminuye la depresión puerperal, 
facilitando el …… madre - hija o hijo.",innecesarias / apego,necesarias / autoestima,obstétricas / autoestima,familiares / apego,A
"Si se orienta la formulación y actualización de las políticas y los planes en todos los niveles del gobierno, se refiere a ...…, a 
las cuales debe alinear sus objetivos operativos.",organizaciones institucionales,estrategias institucionales,desarrollos institucionales,acciones institucionales,B
"Se define como transición epidemiológica al proceso de paso del predominio de enfermedades …… a la preponderancia de 
las enfermedades...",infecciosas / crónicas.,degenerativas / infecciosas.,crónicas / infecciosas.,infecciosas / prevalentes.,A
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Misión,Valores,Visión,FODA,A
"Dentro del petitorio nacional único de medicamentos esenciales para el sector salud existen consideraciones especiales de 
su uso, por lo cual requieren de un manejo especializado. ¿Qué tipo de medicamentos están en este rubro?",Uso controlado para infecciones intrahospitalarias,Uso para métodos de planificación familiar,Uso exclusivo para dolor oncológico,Uso específico para hepatitis A,C
"En el primer trimestre, como estrategia para la prevención de la prematuridad en toda gestante asintomática. ¿Cuál es el valor 
en ufc/ml del urocultivo que requiere seguimiento y tratamiento?","90,000","50,000","75,000","100,000",D
"Después de brindar una atención por violencia sexual a una paciente de 13 años, se debe presentar un informe social, 
requerido por las autoridades del Poder Judicial. Si hay información que faltan a la verdad, está cometiendo actos en contra 
de:",Justicia,Responsabilidad,Beneficencia,Ética,D
"La salud pública está afectada por sobrepoblación mundial, grandes conflictos políticos-sociales y la pobreza creciente; como 
consecuencia inicial de estos fenómenos. ¿Qué ocurre principalmente?",El aumento en la incidencia de enfermedades,El surgimiento de nuevas enfermedades,Las crisis psicosociales,La aparición de enfermedades epidémicas,A
"Mujer de 42 años sometida a un tratamiento para manejo de lesión premaligna de cáncer de cuello uterino y en el control post 
tratamiento al año se encuentra al menos un resultado positivo de PAP y/o IVAA. ¿Cuál es la conducta a seguir?",Referir a oncología especializada,Tomar PM de VPH,Referir para colposcopía,IVAA cada tres años,C
"En la enfermedad de la Tuberculosis, la presencia del agente infeccioso (Mycobacterium tuberculosis), corresponde a una 
causa...",de tipo ambiental.,necesaria pero no suficiente.,no necesaria pero suficiente.,necesaria y suficiente.,B
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Asegurar el acceso y el uso racional de medicamentos,Acceso equitativo a servicios de salud integrales y de calidad,Financiamiento de la salud eficiente y equitativo,Desarrollo de recursos humanos para la salud,B
"En el informe final de su investigación sobre ansiedad en estudiantes de secundaria, requiere compartir la descripción 
del instrumento de screening de ansiedad utilizado, su validez y confiabilidad. ¿En qué sección de su informe debe incluirla?",Metodología,Resultados,Introducción,Marco teórico,A
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",participación ciudadana.,interculturalidad en salud.,inclusión social.,atención intercultural.,A
"En un establecimiento, ante sospecha de reacción adversa (SRA) de un producto farmacéutico; se debe recopilar todas las 
notificaciones en el ámbito nacional, incluidos los eventos como uso incorrecto, sobredosis, dependencia y ……, uso fuera de 
las condiciones autorizadas, errores de ……, entre otros, así como la exposición ocupacional.",medicación / abuso,sobredosis / dosis,abuso / medicación,control / medicación,C
"Realizando visita domiciliaria, según el plan del cuidado integral de salud de las personas adultas mayores, se encuentra a 
un varón de 66 años de edad, vive solo; refiere tener “mal de ojo”, presenta “dolor de cabeza y dolor muscular”, llegará el 
curandero, realizará una limpia con cuy macho de color negro. Se le muestra interés e integración de los cuidados que 
requiere. ¿Éste enunciado se denomina?",Salud pública,Cultura,Población indígena,Interculturalidad en salud,D
"Para elaborar los planos de un futuro establecimiento de salud I-3, se reúne el equipo de salud. ¿Qué ambiente es necesario 
según normativa?",Área de internamiento,Zona de almacenamiento de residuos contaminados,Zona de selección de residuos sólidos,Depósito y lavado de carros,C
"Debido a que se observaron muchos casos de suicidios en adolescentes en la comunidad donde usted labora, le encargan 
realizar un estudio descriptivo sobre la depresión en adolescentes en su comunidad. ¿Cuál será la principal limitante del 
estudio?",Demandará costos económicos muy elevados,El análisis estadístico será muy complejo,No permitirá hallar asociación de variables,Sus resultados no serán extrapolables,C
"El POI Multianual del Ministerio de Salud es ……, en el cual se establece la programación de metas físicas y de costeo que 
se espera alcanzar en los próximos tres años.",instrumento de articulación,herramienta de articulación,herramienta de gestión,instrumento de gestión,D
"Zenaida de 14 años de edad es víctima de una violación sexual, una de las acciones dentro de la intervención clínica será 
asegurar la anticoncepción oral de emergencia, para la administración deberá considerar:",Evaluación del estado físico y mental,Suministrar en todos los casos,Nivel socioeconómico,Autorización del representante legal,B
"En una gestante que inicia su control prenatal después de las 32 semanas hasta 30 días después del parto, la dosis 
recomendada para la suplementación de hierro elemental es ...... mg más ....... µg de ácido fólico.",120 / 400,120 / 800,60 / 120,60 / 800,B
"Una prueba de screening que tiene muy baja sensibilidad, tiene mayor probabilidad de clasificar a sujetos enfermos como 
sanos. ¿Qué tipo de resultado es?",Falso negativo,Valor predictivo positivo,Sensibilidad ineficiente,Falso positivo,A
"Al llegar a su comunidad de SERUMS observa que hay baja adherencia a la lactancia materna por lo cual plantea hacer 
una investigación sobre factores asociados a lactancia materna. ¿Qué debe realizar en primer lugar para su estudio?",Elaborar su pregunta de investigación,Elegir los objetivos de estudio,Revisar literatura científica sobre el tema,Definir sus instrumentos de medición,C
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, náuseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas y reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",auditoría interna,farmacovigilancia,auditoría externa,control interno,B
"Usted desea motivar a su personal de salud para realizar una investigación científica sobe la anemia infantil en su comunidad, 
para ello les dice que el principal propósito de la investigación científica es...",captar inversiones en salud.,generar conocimiento científico útil.,mejorar la gestión de la salud.,consolidar el trabajo en equipo.,B
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide la 
……. y la prevalencia que mide la …… de la enfermedad.",proporción / frecuencia,virulencia / frecuencia,velocidad / magnitud,casos antiguos / casos nuevos,C
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Estudios de posgrado,"Título profesional, colegiatura",Diplomados,Currículo vitae documentado,B
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Clima organizacional,Principios institucionales,Valores institucionales,Cultura organizacional,D
"Al Centro de Salud de Chuquibamba de la provincia de Condesuyos, acude una gestante añosa, en periodo expulsivo, con 
antecedentes de preeclampsia; el parto se complica y fallecen madre y niño. Ante este evento. ¿Qué Auditoría de la Calidad 
de la Atención en Salud corresponde seguir?",Regular,Externa,Dirimente,De caso,D
"En la organización de los servicios para adolescentes es importante realizar un diagnóstico …… según el contexto, con la 
conformación del equipo multidisciplinario capacitado en atención…… y estrategias de comunicación.",situacional / integral,regional / vocacional,situacional / comunitaria,regional / comunitaria,A
"Luego de la recolección y procesamiento de datos de su estudio para investigar si hay asociación entre el alcoholismo y la 
violencia familiar en adultos varones de su comunidad. ¿Qué análisis estadístico llevará a cabo?",Probabilístico,Inductivo,Descriptivo,Inferencial,D
