questions,option_A,option_B,option_C,option_D,correct_answer
"Las acciones para mejorar la calidad de la atención orientados a mejorar la experiencia y la confianza de las personas, las 
familias y las comunidades en los servicios de salud, más allá de la optimización de los procesos, se enmarca dentro de las 
Funciones Esenciales de Salud Pública. ¿A qué función corresponde?",Acceso equitativo a servicios de salud integrales y de calidad,Asegurar el acceso y el uso racional de medicamentos,Desarrollo de recursos humanos para la salud,Financiamiento de la salud eficiente y equitativo,A
"Para medir el riesgo de una enfermedad en la comunidad, se utilizan medidas de morbilidad como la incidencia que mide 
la ……. y la prevalencia que mide la …… de la enfermedad.",casos antiguos / casos nuevos,proporción / frecuencia,velocidad / magnitud,virulencia / frecuencia,C
"El POI Multianual del Ministerio de Salud es ……, en el cual se establece la programación de metas físicas y de costeo que 
se espera alcanzar en los próximos tres años.",instrumento de gestión,herramienta de gestión,instrumento de articulación,herramienta de articulación,A
"Una técnica de farmacia, es presentada por el jefe de recursos humanos al establecimiento de salud I-3, menciona que 
iniciará sus actividades. Usted brinda la inducción en el expendio y bioseguridad. ¿Qué aptitud se desarrolla como servidor 
público?",Idoneidad,Moral,Respeto,Procedimiento,A
"La transmisión del dengue a un huésped susceptible se da a través de la picadura de un zancudo hembra infectado (Aedes 
aegypti), estos zancudos pican preferentemente ...... y transmiten la enfermedad a varias personas durante toda su vida.",al amanecer y al atardecer,al atardecer y durante la noche,a medio día y sin lluvia,solo en época de lluvias,A
"Un serumista luego de haber diagnosticado y tratado un caso clínico muy interesante, ha hecho una revisión profunda de la 
literatura sobre el tema y desea compartirlo con la comunidad científica. ¿Qué tipo de informe de investigación debe preparar?",Artículo original,Carta al editor,Reporte de caso,Revisión sistemática,D
"El personal de un establecimiento de salud desea saber lo que debe desarrollar prioritariamente. ¿Qué componente debe 
conocer para orientar sus objetivos estratégicos?",Misión,Valores,FODA,Visión,A
"Según la historia natural de la enfermedad, identificar una persona con diabetes en la fase subclínica corresponde al periodo 
...... y el nivel de prevención es...",patogénico / terciario.,patogénico / primario.,pre patogénico / secundario.,patogénico / secundario.,D
"El Ministerio de Salud a través de ...... es responsable de distribuir, difundir, dirigir, supervisar, monitorear, evaluar los 
medicamentos en los sectores públicos y privados.",DIGEMID,CENARES,DIGESA,CENSOPAS,A
"Un profesional de la salud desea realizar una ecografía, pero no cuenta en su centro con ese apoyo diagnóstico. Para 
realizar una referencia a otro establecimiento de salud. ¿Qué debe evaluar?",Cartera de servicios,Organigrama,Flujograma,Categorización,A
"En la farmacia, el químico farmacéutico durante la dispensación y luego de validar los datos de la receta, fracciona un blíster 
de tabletas según la cantidad requerida, luego de ello adiciona en la bolsa donde entrega las fracciones, el nombre del 
producto, concentración, fecha de vencimiento y lote. ¿A qué etapa de las BPD corresponde?",Registros,Preparación y selección de los productos,Validación de la prescripción,Entrega de los productos e información por el dispensador,B
"Un serumista está trabajando en un establecimiento de salud con población asignada, que cuenta con médico 
cirujano, profesionales de enfermería, obstetricia y personal técnico de enfermería. Según su cartera de servicios. ¿Cuál es 
el nivel de atención en el que se encuentra?",I-1,I-3,I-4,I-2,D
"En un centro de salud donde se realiza control de TB, el personal de salud encargado del seguimiento de un paciente X 
debe reportar como sospecha de RAM, náuseas, vómitos, anorexia y elevación transaminasas. ¿Cuál es el fármaco 
involucrado con más probabilidad?",Levofloxacino,Etambutol,Isoniazida,Rifampicina,D
"La pertinencia cultural en los servicios de salud implica que durante todo el proceso de la atención se tome en cuenta las 
características de la población a la que se atiende, en función a su cultura y contexto social. Evaluando cuatro dimensiones: 
gestión para la calidad de la atención, revaloración del sistema de salud tradicional, recursos humanos que promueven la 
salud intercultural y la …",inclusión social.,atención intercultural.,participación ciudadana.,interculturalidad en salud.,C
"Un paciente fue referido para evaluación y tratamiento por una probable gastritis a un nivel de atención superior. Se resolvió 
su problema de salud de manera parcial, continuando su tratamiento en su establecimiento de origen. ¿En qué condición 
considera fue contrarreferido?",Retiro voluntario,Mejorado,Curado,Deserción,B
"Luego de la recolección y procesamiento de datos de su estudio para investigar si hay asociación entre el alcoholismo y la 
violencia familiar en adultos varones de su comunidad. ¿Qué análisis estadístico llevará a cabo?",Probabilístico,Descriptivo,Inferencial,Inductivo,C
"Al tratar a un paciente con empatía, lealtad, diligencia, compasión y responsabilidad; se está haciendo uso del principio de...",eficiencia.,dignidad humana.,veracidad.,cuidado competente.,B
"Cuenta con las herramientas administrativas para garantizar que la profesión se ejerza de manera ética. Este enunciado 
pertenece a la:",Responsabilidad,Deontología,Comisión de ética,Moral,B
"Se define como transición epidemiológica al proceso de paso del predominio de enfermedades …… a la preponderancia de 
las enfermedades...",crónicas / infecciosas.,infecciosas / crónicas.,infecciosas / prevalentes.,degenerativas / infecciosas.,B
"Si se detecta que un medicamento controlado ha estado almacenado a una temperatura fuera de las especificadas. ¿Dónde 
debe registrarse este hecho?",Libro de ocurrencias,Libro de recetas,Libro de control de estupefacientes y psicotrópicos,Formato de control de temperatura y humedad,A
El análisis de la situación actual es una fase del planeamiento estratégico. ¿En qué fase del ciclo se encuentra?,1,4,3,2,A
"Milena, una obstetra serumista coloca una ampolla intramuscular de metamizol a una gestante que viene con fiebre, minutos 
después siente mareos, nauseas y se observa en la zona de aplicación un rash; por tanto ella debe consignar en la historia 
clínica de manera obligatoria las sospechas de reacciones adversas, reportarlas en el formato correspondiente y remitirlo al 
comité de ...... y tecnovigilancia de la IPRESS en los plazos correspondientes.",auditoría interna,auditoría externa,farmacovigilancia,control interno,C
"La ética cultiva y promueve el ejercicio de la moral y los valores para que los actos estén encuadrados en el bien y en el 
derecho en beneficio de la sociedad. Como profesional de la salud. ¿Qué principios debe cumplir en la atención a la población 
objetivo?","Orden, moral, deber y derecho","Solidaridad, orden, deber y derecho","Orden, fraternidad, moral y derecho","Fraternidad, moral, deber y orden",A
"En una institución educativa primaria de 100 alumnos, se presenta un brote de varicela con 50 casos. ¿Cuál es el indicador 
y el valor que corresponde para caracterizar el riesgo?","Tasa de prevalencia, 500 x 1000 hab","Tasa de incidencia, 50%","Tasa de ataque, 50%","Razón de prevalencia, 50%",B
"Se reportan 2 casos de peste en el hospital y se ha restringido el ingreso. Los casos son de la comunidad y no se sabe si 
hay más casos. ¿Cuál es la medida inicial a tomar?",Control de roedores,Ordenamiento ambiental,Medidas de control químico de pulgas,Medidas de bioseguridad e identificar las casas de infectados,D
"Cuando el trabajador de salud cultiva los propios estilos de vida y promueve la identidad de la persona, familia, comunidad, 
grupo o sociedad desde el reconocimiento de sus valores históricos, sociales y culturales; está haciendo uso del principio de...",dignidad humana.,integridad.,autonomía.,respeto.,C
"¿Qué se define como la forma característica de pensar y hacer las cosas en una entidad, en base a principios, valores, 
creencias, conductas y normas?",Cultura organizacional,Valores institucionales,Clima organizacional,Principios institucionales,A
"Personal de serenazgo, lleva al centro de salud a un paciente adulto mayor con problemas de salud y sin familiares, 
presenta indigencia y sin documentos. ¿Qué derecho se le atribuye?",Recuperación,Acceso a la información,Consentimiento informado,Acceso a servicios de salud,D
"Llega al centro materno una gestante proveniente del sur de nuestro país, quién solicita tener un parto vertical. Como 
profesional de la salud. ¿Cómo procedería para atender y responder al requerimiento de la paciente?",Persuadir su deseo,Enviarla a otro establecimiento,Denegarle la atención,Respetar su pedido,D
"Una prueba de screening que tiene muy baja sensibilidad, tiene mayor probabilidad de clasificar a sujetos enfermos como 
sanos. ¿Qué tipo de resultado es?",Sensibilidad ineficiente,Falso negativo,Valor predictivo positivo,Falso positivo,B
"Los medicamentos que han perdido su eficacia y que han llevado a diezmar la efectividad en la lucha contra la tuberculosis, 
las enfermedades diarreicas y la neumonía debido a la resistencia antimicrobiana, se debe a:",Petitorio de los mismos medicamentos,Uso irracional de medicamentos,Uso adecuado de medicamentos de marca,Uso de medicamentos genéricos,B
"Durante el servicio de seguimiento farmacoterapéutico, un paciente de 60 años y 45 Kg de peso refiere que, debido a 
dolores lumbares intensos, consumió por vía oral un gramo de paracetamol hasta siete veces al día, durante una semana, 
posteriormente empezó a sentir dolores abdominales y de cabeza. ¿Qué tipo de PRM se debe reportar?",3,1,5,2,C
"Realizando visita domiciliaria, según el plan del cuidado integral de salud de las personas adultas mayores, se encuentra a 
un varón de 66 años de edad, vive solo; refiere tener “mal de ojo”, presenta “dolor de cabeza y dolor muscular”, llegará el 
curandero, realizará una limpia con cuy macho de color negro. Se le muestra interés e integración de los cuidados que 
requiere. ¿Éste enunciado se denomina?",Cultura,Interculturalidad en salud,Salud pública,Población indígena,B
"¿Cuáles son los medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el país, que luego de 
una evaluación técnica especializada multidisciplinaria han demostrado ser seguros, eficaces, costo-efectivos y deben estar 
disponibles en todo momento?",Básicos,Esenciales,Comunes,Genéricos,B
"Un serumista participa dentro de la coordinación intersectorial como representante de su establecimiento de salud. ¿Cuál 
es el papel del establecimiento de salud en la mesa multisectorial?",Decisor,Mediador,Colaborador,Planificador,B
"Mujer de 22 años víctima de violencia física, es derivada por la fiscalía para su atención integral en el establecimiento de 
salud. El área de psicología luego de la evaluación, inicia su plan de atención integral que constará de 10 sesiones. ¿Qué tipo 
de determinante social de la salud se está abordando?",Económico,Intermedio,Estructural,Comercial,C
"¿Cuál es el tipo de prevención cuyo objetivo es disminuir el avance y las complicaciones de la enfermedad establecida, 
mediante acciones orientadas a disminuir las secuelas y la discapacidad?",Cuaternaria,Secundaria,Primaria,Terciaria,D
"Se desea reorganizar el servicio de admisión y para ello es necesario separar las historias clínicas. ¿Cuántos años se debe 
considerar para el archivo pasivo de historias clínicas que no han sido requeridas?",Más de 5,Más de 15,Más de 1,Más de 10,A
"Un serumista, en el servicio de farmacia, debe realizar una capacitación dirigida al personal de farmacia y luego al personal 
de todo el puesto de salud en el contexto de una campaña de vacunación a la población. ¿Qué temas son los más pertinentes?",Esquema nacional de vacunación y gestión de suministro de vacunas,Gestión de suministro de vacunas y técnicas de administración parenteral,Manejo de cadena de frío y esquema nacional de vacunación,Gestión de suministro de vacunas y manejo de cadena de frío,D
"¿A qué corresponde la siguiente definición?: “Es el conjunto de acciones que desarrolla un profesional de la salud mediante 
el uso de las TIC, para proporcionar a la persona usuaria de salud, consejería y asesoría con fines de promoción de la salud, 
prevención, recuperación o rehabilitación de las enfermedades”.",Teleinterconsulta,Telemonitoreo,Teleorientación,Teleconsulta,C
"Usted desea motivar a su personal de salud para realizar una investigación científica sobe la anemia infantil en su 
comunidad, para ello les dice que el principal propósito de la investigación científica es...",mejorar la gestión de la salud.,generar conocimiento científico útil.,consolidar el trabajo en equipo.,captar inversiones en salud.,B
"Después de brindar una atención por violencia sexual a una paciente de 13 años, se debe presentar un informe social, 
requerido por las autoridades del Poder Judicial. Si hay información que faltan a la verdad, está cometiendo actos en contra 
de:",Ética,Beneficencia,Responsabilidad,Justicia,A
"En toda investigación biomédica y epidemiológica que involucren seres humanos deberán respetarse cuatro principios. Uno 
de estos principios protege a los individuos participantes en una investigación, en lo referente a no hacer daño, a no someterlos 
a riesgos innecesarios. ¿Qué principio es?",Beneficencia,Autonomía,Justicia,No maleficencia,D
"El C.S. Paz, ha sectorizado su jurisdicción para realizar intervenciones de promoción y prevención basados en el Modelo 
de Cuidado Integral de la Familia y Comunidad por Curso de Vida. En el marco de las Funciones Esenciales de la Salud 
Pública renovada, esta acción corresponde a la etapa de:",Acceso,Asignación de recursos,Desarrollo de políticas,Evaluación,A
"Dentro del petitorio nacional único de medicamentos esenciales para el sector salud existen consideraciones especiales de 
su uso, por lo cual requieren de un manejo especializado. ¿Qué tipo de medicamentos están en este rubro?",Para métodos de planificación familiar,Específico para hepatitis A,Controlado para infecciones intrahospitalarias,Exclusivo para dolor oncológico,D
"Cualquier suceso que puede presentarse durante el uso de un producto farmacéutico, pero que no tiene necesariamente 
una relación causal con dicho uso, donde el punto básico es la coincidencia en tiempo. ¿A qué corresponde?",Evento adverso,Fallo terapéutico,Problema relacionado al medicamento,Riesgo identificado importante,A
"Todo sistema de salud debe tener estándares de atención de calidad. En un establecimiento donde se desperdician 
medicamentos y no se da mantenimiento a los equipos. ¿Qué atributo no se cumple?",Eficiencia,Equidad,Oportunidad,Efectividad,A
"Son comportamientos que pueden o no ser saludables e influir de manera positiva o negativa en la salud del individuo, 
caracterizan el modo de vida de un individuo y suelen ser permanentes. Esta definición corresponde a:",Autocuidado,Práctica,Estilo de vida,Hábito saludable,C
"En una farmacia se va a instalar el control termostático de la unidad de refrigeración. ¿Qué se debe tener en cuenta con los 
sensores?",Con exactitud de aproximadamente 0.3°C,Dependientes del sistema de monitoreo,Áreas con poca variabilidad en temperatura,Deben estar calibrados,D
"La ética en la función pública no se queda en la teoría (reflexión), sino que debe llevarse a la práctica para tener un 
adecuado desempeño laboral. Como profesional de salud ante un caso de un diagnóstico que es confidencial, por el tipo de 
enfermedad. ¿Qué principios éticos debe cumplirse?","Silencio, manejo de la información","Respeto, probidad y eficiencia","Veracidad, lealtad, eficiencia",Respeto y atención diferenciada,B
"Para el abastecimiento de suministros, medicamentos y dispositivos médicos usados en el tratamiento y prevención del 
dengue. Además del encargado de farmacia. ¿Con quién se debe coordinar?",Instituto de referencia especializado en dengue,Responsable de la estrategia sanitaria metaxénicas,Comité especializado en zoonosis,Jefe de logística del centro de salud,B
Para el proceso de acreditación de un establecimiento de salud. ¿Cuál es la fase inicial obligatoria?,Listado de estándares,Informe técnico,Evaluación externa,Autoevaluación,D
"¿Cuál es la medida de tendencia central que se interpreta como el promedio de los datos, y se construye con la suma de 
todos los datos observados entre el total de observaciones?",Mediana,Rango,Media,Moda,C
"Mujer de 70 años, procedente de Loreto, hace 2 días presentó fiebre de 39°C, dolor de articulaciones y cefalea, el día de 
hoy acude al establecimiento con vómitos persistentes y sangrado de mucosas. Funciones vitales: T°: 36°C, PA: 100/70 
mmHg, FR: 28X'. ¿Qué tipo de dengue es?",Confirmado sin signos de alarma,Grave,Hemorrágico con signos de alarma,Probable con signos de alarma,D
"La ética sugiere aquello que es deseable y condena lo que no debe hacerse, mientras que la deontología cuenta con las 
herramientas administrativas para garantizar que la profesión se ejerza de manera ética. ¿Con qué debe contar un profesional 
de la salud para su ejercicio profesional?",Estudios de posgrado,"Título profesional, colegiatura",Currículo vitae documentado,Diplomados,B
"¿Cuál es, un trastorno caracterizado por la disminución del número de glóbulos rojos o reducción de la concentración de 
hemoglobina (Hb) por debajo de valores normales?",Anemia,Lactosemia,Insulinemia,Leucemia,A
"Para el uso racional de productos farmacéuticos y dispositivos médicos; la actividad del Químico Farmacéutico en todos los 
establecimientos de salud. ¿Qué acción estratégica debe realizar?",Realizar actividades informativas,Fomentar la investigación,Garantizar su acceso,Fomentar cultura de buen uso,D
"En un establecimiento de salud que tiene bajos indicadores de desempeño, se desea realizar un concepto compartido para 
un futuro mejor, pues cada quien tiene una idea diferente de lo que se quiere lograr. ¿Qué componente estratégico se debe 
plantear entre todos?",Misión,Visión,Valores,FODA,B
"En la metodología del análisis FODA, el comportamiento de la población, costumbre y hábitos negativos que son difíciles 
de cambiar, se identifican como:",Oportunidades,Amenazas,Negatividad,Debilidades,B
"¿Cuál es el documento de gestión que orienta las intervenciones sanitarias hacia la solución de las necesidades de salud 
locales priorizadas?",Plan de salud local,Plan operativo institucional,Plan estratégico institucional,Plan esencial de aseguramiento en salud,A
"Madre quechua hablante de 30 años, tiene niño de un año con diarrea y deshidratación; ella niega su atención en el 
establecimiento de salud, porque según su creencia el caso corresponde a “susto” y lo debe atender el curandero. ¿Cómo 
procedes ante este caso?","Llegas a un acuerdo en la terapia del niño, respetando sus creencias",Solicitar presidente de la comunidad que intervenga,Discrepas con su decisión porque no es correcto,Constatar con la policía y autoridad comunal,A
"Para elaborar los planos de un futuro establecimiento de salud I-3, se reúne el equipo de salud. ¿Qué ambiente es necesario 
según normativa?",Área de internamiento,Zona de selección de residuos sólidos,Depósito y lavado de carros,Zona de almacenamiento de residuos contaminados,B
"¿Cuál es uno de los objetivos específicos que se debe considerar, para la dispensación de productos farmacéuticos y 
dispositivos médicos?",Cooperar con acciones orientadas a la comercialización,Contribuir al cumplimiento de la prescripción médica,Concordar con las actividades farmacéuticas,Realizar una adecuada provisión de suministros,B
"Se labora en un establecimiento de salud donde no hay una visión definida sobre el trabajo que se realiza; y existen muchos 
problemas interpersonales. Si se desea cambiar esta situación. ¿Qué se debe mejorar?",Proyecto de mejora,Plan de acción,Clima organizacional,Recursos humanos,C
"Al llegar a su comunidad de SERUMS observa que hay baja adherencia a la lactancia materna por lo cual plantea hacer 
una investigación sobre factores asociados a lactancia materna. ¿Qué debe realizar en primer lugar para su estudio?",Revisar literatura científica sobre el tema,Elaborar su pregunta de investigación,Definir sus instrumentos de medición,Elegir los objetivos de estudio,A
"La promoción de la salud se define como la acción de ofrecer a los pueblos las vías y los medios suficientes para …… los 
problemas de salud y autocontrolar el proceso de salud-enfermedad.",atenuar o eliminar,controlar o mantener,diferir o mitigar,restringir o acortar,A
"En una comunidad, las personas mayores de 60 años se organizan para contratar un profesor de Tai Chi y puedan realizar 
esta actividad todos los domingos por la mañana. ¿Qué tipo de intervención se realiza?",Atención primaria de salud,Manejo de enfermedades crónicas,Atención secundaria de la salud,Cuidado integral de la salud,D
"En un estudio sobre la depresión en adolescentes en su comunidad, aplica un instrumento de detección de depresión en 
estudiantes de 5° año de secundaria de un colegio cercano al establecimiento. ¿Qué tipo de muestreo está realizando?",Probabilístico,Estadístico,Censal,No probabilístico,D
"Dentro de las intervenciones de promoción de la salud. El programa “familia saludable” considera a la familia como la unidad 
de ...... de mayor eficacia.",riesgo,intervención,análisis,soporte,B
"¿Cuáles son los principales ejes estratégicos que garantizan el éxito de la participación comunitaria en la planeación en 
salud?","El abordaje territorial, espacios participativos y la familia como base",La actitud política y el esfuerzo de la administración local,La participación comunitaria y escuelas saludables,Los cambios en la realidad económico-social y ordenanzas municipales,A
"En el centro de salud de Lamas, reportan que un varón de 30 años, presenta fiebre, malestar general, sangrado y shock. 
Se informa que han aparecido muchos más casos en estos días y se sospecha de un brote de fiebre amarilla. Siendo Ro: el 
número promedio de casos nuevos que genera un caso dado a lo largo de un período infeccioso. ¿Cuál es el Ro que se 
espera tener en brote de fiebre amarilla?",Ro > 1,Ro < 1,Ro = 0,Ro > 0.5,A
"La salud pública está afectada por sobrepoblación mundial, grandes conflictos políticos-sociales y la pobreza creciente; 
como consecuencia inicial de estos fenómenos. ¿Qué ocurre principalmente?",Las crisis psicosociales,El aumento en la incidencia de enfermedades,La aparición de enfermedades epidémicas,El surgimiento de nuevas enfermedades,B
"Los sistemas de vigilancia en salud (SVES) son la guía para la acción que el personal de salud utiliza para tomar decisiones 
prácticas frente a los problemas de salud. El tipo tradicional se caracteriza por que se...",basan en los sistemas de declaración de enfermedades transmisibles y morbilidad.,incluye los procedimientos del proceso de la práctica «centinela».,usan datos específicos de información adicional.,usa mediciones sistemáticas.,A
"La sala situacional de salud es una herramienta que ofrece evidencia sobre la eficacia de las intervenciones en salud y 
sobre la capacidad de los sistemas de salud para responder a las necesidades de salud de la población. ¿Quiénes la deben 
conocer y analizar prioritariamente?",Todo el personal de salud y autoridades locales,Coordinadores de red y responsable de epidemiología,El responsable de epidemiologia y jefe de establecimiento,Promotores de salud y responsable de promoción de la salud,A
"Usted va a realizar un estudio sobre la obesidad infantil en un colegio de la pequeña comunidad donde labora, pero el 
director le pide que los padres autoricen voluntariamente la participación de sus menores hijos. ¿Qué documento debe usar 
para este cometido?",Consentimiento informado,Asentimiento informado,Compromiso paterno,Carta de investigación,A
"¿Qué institución es la responsable de liderar el proceso de gestión territorial de salud y será responsable del diagnóstico, 
planificación y ejecución del plan local de salud?",El gobierno local,El establecimiento de salud,El Ministerio de Salud,El gobierno regional,A
"Al Centro de Salud de Chuquibamba de la provincia de Condesuyos, acude una gestante añosa, en periodo expulsivo, con 
antecedentes de preeclampsia; el parto se complica falleciendo madre y niño. Ante este evento. ¿Qué Auditoría de la Calidad 
de la Atención en Salud corresponde seguir?",De caso,Regular,Dirimente,Externa,A
"El lunes 30 de marzo se apersonan a un puesto de salud de categoría I-3, 15 personas con vómitos y diarrea, quienes 
participaron en una pollada el día anterior. El caso es identificado como una Enfermedad Transmitida por Alimentos. ¿En qué 
momento se realiza la notificación epidemiológica del brote al nivel inmediato superior?",Cuando se reporta el VEA de la semana,De manera inmediata,Al alta de los pacientes,Hasta las 48 horas,B
"En un establecimiento de salud, el personal desea saber el avance de sus actividades anuales. ¿Cómo se expresa el aporte 
esperado para el cumplimiento de los objetivos de la entidad?",Programa,Meta,Plan,Prioridad,B
"Un servidor público, brinda información de un diagnóstico médico, a personas de la comunidad. ¿Qué principio ético 
está vulnerando?",Seguridad,Respeto,Individualidad,Confidencialidad,D
"Salud Escolar lleva a cabo la vacunación masiva, descarte de anemia, cuidado de la salud bucal, desparasitación a los 
alumnos de las IE públicas. En cumplimiento al derecho de ......, se hace de conocimiento a los padres de familia quienes 
firman y el personal interviene atendiendo.",autorización,consentimiento informado,beneficencia,justicia,B
"Según el Reglamento aprobado por DS Nº 023-2001-SA; la fiscalización sanitaria de las sustancias comprendidas en este 
Reglamento y de los medicamentos que las contienen. ¿A qué entidad le corresponde exclusivamente?",DIGEMID,DIGEP,DIRINCRI,DIGESA,A
"En el centro de salud, el serumista, atiende a varón de 20 años y le brinda consejería sobre salud bucal con la técnica del 
cepillado e hilo dental. ¿Qué desea implementar en la persona?",Motivación,Destreza,Autocuidado,Cambio de dieta,C
"El serumista recibe a un paciente quechua hablante que acude por dolor dental, refiere que utilizó ceniza para mitigar su 
dolor. El QF dispensa los antibióticos y analgésicos indicados, sin cuestionar y respetando el uso de la medicina ancestral. 
En el marco de la atención intercultural. ¿Cómo se conoce esta actitud?",Pertinencia cultural,Diversidad cultural,Medicina tradicional,Adecuación cultural,A
"En su comunidad observa con mucha frecuencia casos de alcoholismo en varones y también violencia física de ellos contra 
sus esposas, para investigar en el menor tiempo posible, si hay asociación entre el alcoholismo y la violencia familiar. ¿Qué 
diseño de estudio elegirá?",Descriptivo,Analítico,Cohortes,Cuasi experimental,B
"En pro de la salud y el desarrollo social entre los diferentes actores, en los distintos niveles de gobierno y de la sociedad, lo 
primero que se debe fortalecer son las...",alianzas estratégicas.,coordinaciones intersectoriales.,decisiones multisectoriales.,capacidades de gestión.,A
"¿Qué grupo de medicamentos por su acción farmacológica requieren almacenamiento especial, donde se asegure que 
personal competente tenga acceso a éstos para su control y dispensación?",Psicotrópicos,Retrovirales,Antibióticos,Vacunas,A
"Debido a que se observaron muchos casos de suicidios en adolescentes en la comunidad donde usted labora, le encargan 
realizar un estudio descriptivo sobre la depresión en adolescentes en su comunidad. ¿Cuál será la principal limitante del 
estudio?",El análisis estadístico será muy complejo,No permitirá hallar asociación de variables,Demandará costos económicos muy elevados,Sus resultados no serán extrapolables,B
"En el análisis FODA, los aspectos positivos de los recursos y actividades internas con que cuenta la institución, se les define 
como:",Estrategias,Amenazas,Oportunidades,Fortalezas,D
"En la enfermedad de la Tuberculosis, la presencia del agente infeccioso (Mycobacterium tuberculosis), corresponde a una 
causa...",necesaria y suficiente.,de tipo ambiental.,necesaria pero no suficiente.,no necesaria pero suficiente.,C
