questions,option_A,option_B,option_C,option_D,correct_answer
"¿Cómo se conoce a la metodología orientada a facilitar el acuerdo y la articulación entre representantes del 
establecimiento de salud y la medicina tradicional de una comunidad?",Pertinencia étnica,Inclusión social,Diálogo intercultural en salud,Determinantes sociales,C
"Cuando un niño o adolescente presenta fiebre sin causa conocida, de duración mayor a …… días, debe ser 
considerado como posible cáncer o enfermedad muy grave.",siete,nueve,cinco,tres,A
"En un establecimiento de salud de Paucartambo, una puérpera inmediata le pide a la obstetra que su placenta le 
sea devuelta para seguir una tradición ancestral, a lo cual ella accede respetuosamente. Esto es un ejemplo de 
aplicación del enfoque ...... en salud materna.",transcultural,incultural,acultural,intercultural,D
"En las personas adultas mayores, fomentar el …… es una estrategia central para promover la salud mental.",envejecimiento activo,estilo de vida,ejercicio físico,desempeño laboral,A
"En el establecimiento de salud Santa Rosa de SJL, para que un paciente nuevo pueda acceder a una cita, es 
derivado a la oficina de seguros, en la oficina de seguros, no lo atienden si no tiene recibo de servicios, esto 
perjudica su atención, estas características se deben mejorar fortaleciendo la:",Burocracia profesional,Mejora continua,Seguridad del paciente,Alianza estratégica,B
"Varón de 75 años de edad, no cuenta con familiares directos, su último chequeo médico fue hace 10 años, para la 
atención en los establecimientos de salud del primer nivel de atención, el MINSA, por Ley N° 30490 Ley de la 
Persona Adulta Mayor, establece condiciones de salud a través de promoción de la salud y prevención de riesgos 
como:",Teleconsulta y telemonitoreo,Descarte de alteraciones posturales,Quimioterapia neoadyuvante,Acceso a ayudas biomecánicas,B
"La neumonía adquirida en la comunidad, se da por infección aguda del parénquima pulmonar. En su forma típica, 
su patógeno habitual conocido como Streptococcus pneumoniae cuya población de  mayor afectación es el adulto 
mayor. ¿Cuál es el criterio de indicación de ingreso hospitalario?",Alteración postural,Tos seca,Edad avanzada,Sialorrea,C
"El Ministerio de salud a través del documento técnico manual de buenas prácticas de oficina farmacéutica, refiere 
que el uso racional de medicamentos requiere que los pacientes reciban de manera apropiada a sus necesidades 
clínicas, considerando:",Eficacia y eficiencia,La cadena de frío,Distribución rápida,El costo más bajo,D
"La obstetra del C.S. Huinco recibe multigesta de 38 sem de gestación, con evidente hemorragia vaginal, al examen: 
piel fría, signos vitales alterados, la coloca en decúbito lateral izquierdo, la abriga y despeja sus vías aéreas, 
administrándole oxigeno con cánula binasal. ¿Qué tipo de respuesta empleó ante esta emergencia?",Medidas de soporte,Trato interpersonal,Reto de fluidos,Reposición de volumen,A
"La participación ciudadana en salud es toda forma de intervención de los …… en el planeamiento, organización, 
ejecución, evaluación, rendición de cuentas y vigilancia ciudadana de los procesos en salud y sus determinantes 
en su ámbito correspondiente.",entes administrativos,organismos públicos,tecnólogos médicos,actores sociales,D
"Paciente varón, refiere dolor que se localiza a lo largo del nervio ciático, región sacroilíaca, los dos tercios 
proximales del muslo, la zona inguinal y la cavidad pélvica, en la zona derecha; considerando que es un dolor 
referido por un punto gatillo. ¿Cuál es el músculo que lo ocasiona?",Cuadrado lumbar,Tensor de la fascia lata,Pectíneo,Piriforme,D
"El grado en que un instrumento produce resultados consistentes y coherentes se denomina ...... y el grado en que 
un instrumento en verdad mide la variable que se busca medir se denomina...",confiabilidad / validez.,validez / objetividad.,piloto / confiabilidad.,validez de constructo / validez de criterio.,A
"Un establecimiento de salud del primer nivel de atención con capacidad resolutiva para satisfacer las necesidades 
de salud de la persona, familia y comunidad, en régimen ambulatorio en atención de 12 horas. Cuenta con población 
asignada, con dos o más médicos cirujanos, odontólogo, enfermera, obstetra; personal técnico de enfermería, 
laboratorio y farmacia. ¿A qué categoría pertenece?",I-2,I-1,I-4,I-3,D
"Centro de salud con internamiento, según la clasificación del Ministerio de Salud estaría en el nivel de atención I. 
¿A qué categoría pertenece?",2,4,3,1,B
"En un establecimiento de salud de Cañete, el jefe realiza desplazamiento del personal a otro centro, sustentando 
la disminución de atenciones de parto, la obstetra que labora más de 10 años, manifiesta su descontento 
presentando una queja a recursos humanos. ¿Qué aspecto de la gestión de recursos humanos se ve afectado?",Salud mental,Trabajo social,Clima organizacional,Ley del CAS,C
"En la historia clínica se registra las atenciones de salud brindadas a los usuarios de las IPRESS públicas y privadas. 
El médico tratante es el encargado de firmar la copia de la historia clínica, epicrisis e informe de alta, la entrega de 
este informe al egreso del paciente es de carácter ...… y …… en cualquier caso.",obligatorio / gratuito,voluntario / primordial,opcional / tarifado,legal / pertinente,A
"Para promover prácticas adecuadas de alimentación frente a la anemia. ¿Qué alimento recomienda por tener mayor 
contenido de hierro?",Sangre de pollo cocida,Pavo,Hígado de res,Hígado de pollo,A
"En el primer nivel de atención las personas con discapacidad. ¿A qué actividades de atención primaria tienen 
derecho?",Tratamientos oncológicos,Teleconsulta y telemonitoreo,Rehabilitación especializada,Promoción de la salud,D
"¿Cuál es un derecho del usuario, que debe aplicarse cuando este va ser sometido a exploración, tratamiento o 
exhibición de imágenes suyas con fines educativos?",Acceso a servicios de salud,Recuperación de la salud,Acceso de información,Consentimiento informado,D
"El establecimiento de salud San Fernando en SJL, promueve a la comunidad mediante folletos: caminar del 
paradero a su casa y viceversa, en lugar de usar medios de transporte motorizados. ¿Cuál es el eje temático de la 
estrategia?",Entorno saludable,Cultura de transito,Actividad física,Habilidades para la vida,C
"Paciente mujer de 38 años, con antecedente de sobrepeso que se dio en su segundo embarazo, actualmente el 
único medicamento que utiliza son anticonceptivos orales que consumía antes de ultima gestación, sin prescripción 
médica. ¿La automedicación que problema puede ocasionar?",Trastorno psiquiátrico,Reacción adversa,Problemas respiratorios,Ceguera parcial,B
"Niño de 3 años, con diagnóstico de parálisis cerebral infantil, madre refiere ser de escasos recursos económicos, 
desempleada. El Ministerio de Salud ...… y promueve el ingreso a un sistema de aseguramiento ...… que le 
garantice prestaciones de salud, de rehabilitación.",ejecuta / básico,desarrolla /estándar,garantiza / universal,incentiva / anual,C
"En el centro de salud de Suyo, en una reunión entre representantes de la DIRESA, red de salud y personal de 
salud, junto a las autoridades, agentes y autoridades comunales se va implementar la metodología del DIS (diálogo 
intercultural en salud). ¿Cuál es el primer momento en su implementación?","Planificación, acuerdos y compromisos",Programación de actividades,"Reconocimiento de actores, difusión y preparación del diálogo",Análisis sociocultural e identificación de prioridades de salud,C
"La actualización del plan estratégico institucional se puede generar, pero es necesario como paso previo el informe 
de evaluación institucional. ¿En qué circunstancias se puede dar?",Mejora de infraestructura,Contratación personal extranjero,Adquisición equipos biomédicos,Transferencia de programas,D
El cepillado dental de los niños debe ser asistido y supervisado por los padres hasta los …… años.,5,7,9,3,B
"Existen grandes brechas en el sector salud debido a la inequidad, es por eso que se debe mejorar las condiciones 
de vida, luchar contra la desigualdad de poder y que los recursos se reorganicen en beneficio del sector. ¿Qué 
determinantes estructurales intervienen?",Guías clínicas,Planes operativos,Políticas públicas,Valores sociales,C
"Paciente varón de 25 años, sufre traumatismo cráneo encefálico por accidente automovilístico, como secuela 
presenta ceguera, a través del Ministerio de Salud de acuerdo a Ley N °29973, se debe …… y promover el ingreso 
de la persona con …… a un sistema de aseguramiento universal.",asegurar / afectación,organizar / traumatismo,garantizar / discapacidad,identificar / enfermedad,C
"La ciudad de Trujillo cuenta con 12 establecimientos de salud de atención primaria, la población mayoritaria es de 
escaso recurso económico, no cuenta con estabilidad laboral, su actividad principal es la agricultura, se detecto 
casos de anemia en la población infantil. ¿Qué determinantes intermediarios intervienen?",Factores biológicos,Factores culturales,Circunstancias materiales,Trastornos psicosociales,C
"Mujer de 38 años, refiere dispareunia, asiste al centro de salud de su localidad para la campaña descarte de cáncer 
de cuello uterino, cuyo resultado con prueba molecular de detección del VPH es negativo. ¿Cada cuántos años 
debe realizar el seguimiento?",2,3,10,5,D
"Paciente adulto mayor, operado de cáncer de pulmón que asiste de manera ambulatoria a fisioterapia respiratoria; 
el objetivo es tratar los cambios …… a nivel pulmonar.",estructurales,anatómicos,biológicos,fisiopatológicos,D
"Lesión cuyo síntoma más frecuente es el dolor y parestesias a nivel de miembro superior, de predominio nocturno, 
afectación más frecuente en mujeres entre los 45 y 54 años. Etiología idiopática, encontrándose factores de riesgo 
flexo-extensión repetida, menopausia reciente. ¿A qué patología se asocia?",Tendinitis de Quervain,Síndrome de túnel carpiano,Fractura de muñeca,Esguince de muñeca,B
"Representantes del establecimiento de salud y la comunidad establecen planes, acuerdos y compromisos sobre la 
TB y cómo esta enfermedad es abordada tardíamente por las personas debido a sus creencias culturales. ¿En qué 
momento del diálogo intercultural de salud nos encontramos?",Primer,Segundo,Tercer,Cuarto,C
"En el establecimiento de salud el personal atiende a un poblador de 75 años con catarata bilateral, desde hace 6 
meses conoce su diagnóstico. ¿A qué grupo enfermedades pertenece?",Raras,Congénitas,Huérfanas,No transmisibles,D
"El responsable del establecimiento de salud, está recibiendo la relación y stock de materiales e insumos para la 
atención de la gestante y se percata que hay productos vencidos (hace un mes), que ya no pueden ser consumidos 
para la atención. ¿Cuál es el procedimiento a seguir?",Devolver a farmacias con informe,Eliminar el producto,Mantenerlo en su stock hasta nuevo requerimiento,Solicitar a farmacia la rotación a otro establecimiento de salud,A
"En la electroterapia, la cadencia completa de una onda, con pausas o sin ellas, es denominada...",ciclo.,frecuencia.,impedancia.,periodo.,A
"En la seguridad del paciente, hay factores que contribuyen al riesgo de que se produzca un incidente. ¿Cuál es un 
factor contribuyente organizativo?",Sobredosis de un fármaco,Conducta inadecuada del paciente,Falta de protocolos de atención,Falta de práctica del personal,C
"La validez de una prueba se define como la capacidad para diferenciar entre los que tienen y no tienen la 
enfermedad, se cuenta con dos componentes una es la sensibilidad que indica aquellos que tienen la enfermedad 
y otra es la ...... que indica aquellos que no tienen la enfermedad.",hipótesis,correlación,variable,especificidad,D
"Paciente mujer de 35 años acude al establecimiento de salud, refiere que su expareja le condiciona pasarle la 
pensión de alimentos solo si se somete a tener relaciones sexuales de por medio; este tipo de violencia se conoce 
como:",Sexual,Psicológica,Física,Económica,D
"Paciente de bajos recursos se atiende en el establecimiento de salud, el profesional de salud en su consulta lo 
discrimina por su forma de vestir y le falta el respeto bromeando con apelativos negativos. ¿A qué principio de la 
ética se está afectando?",Principio de justicia,Trato digno y humanizado,Principio de beneficencia,Confidencialidad,B
"El profesional terapeuta físico, que, en un establecimiento de salud, acepta dinero a un paciente para que pueda 
brindarle una cita, esta cometiendo infracción y según el código de ética puede ser suspendido hasta:",18 meses,1 año,2 años,3 años,B
"Paciente varón de 60 años con diagnóstico de Parkinson, a la evaluación de la marcha se observa que realiza 
pasos progresivamente acortados hasta correr en forma incontrolada. ¿Cuál es el tipo de marcha que presenta?",Ondulante,Claudicante,Festinante,Fluctuante,C
"En los establecimientos de salud categoría I-4 cuenta como mínimo para la atención ambulatoria e internamiento 
con capacidad resolutiva con las UPSS de consulta externa, ....... y farmacia.",patología clínica,nutrición,central de esterilización,hospitalización,A
"Paciente varón con secuelas respiratorias por tuberculosis, como medidas de control y seguimiento es referido para 
el fortalecimiento de músculos respiratorios y reentrenamiento físico general, estos objetivos están incluidos en la:",Promoción de la salud,Rehabilitación respiratoria,Terapia de lenguaje,Rehabilitación ocupacional,B
"Ante un caso de un niño de 2 años de edad con diagnostico de Síndrome de Down. Como parte de la acción 
intersectorial educativa de la RBC. ¿A dónde debe ser referido?",Centro de educación básica especial – CEBE,Centro de educación básica alternativa – CEBA,Programa de intervención temprana – PRITE,Programa de alfabetización temprana – PRATE,C
¿Cuál es el documento que proporciona evidencia sobre el curso de la enfermedad y tratamiento del paciente?,Consentimiento informado,Historia clínica,Alta médica,Receta médica,B
"El reporte de la última vigilancia vectorial del Aedes aegypti en una comunidad es IA=3, por lo que el personal 
programa el control focal al 100% de viviendas; esta actividad debe promover la participación de la comunidad en 
el control larvario físico/mecánico, que consiste en:",Uso de larvicida al 100% de viviendas con potenciales criaderos,Cepillar y tapar recipientes de agua y eliminar o disponer adecuadamente los potenciales criaderos,Nebulización espacial y eliminación de criaderos en coordinación con las autoridades,Control biológico y uso de larvicida en viviendas con criaderos positivos,B
"El profesional de salud coordina actividades con la comunidad quechua hablante, estrategias de atención basadas 
en valores principios, derechos y respeto a la diferencia y la diversidad cultural; el objetivo es lograr el 
entendimiento, comprensión del sistema de salud y la medicina tradicional. Este enunciado corresponde a:",Agenda de salud,Actores sociales,Diálogo intercultural,Acuerdo de salud,C
"Como medida de bioseguridad el fisioterapeuta luego de retirarse los guantes que estuvieron en contacto con los 
fluidos del paciente procede a lavarse las manos. ¿Qué momento de la higiene de manos se considera?",Quinto,Segundo,Cuarto,Tercero,D
"Paciente 60 años, que asiste al centro de salud, con sintomatología respiratoria (fiebre, tos, cefalea, disnea), de 
acuerdo al modelo multicausal como respuesta de prevención primaria. ¿Qué actividades se realiza?",Promoción,Tratamiento,Seguimiento,Rehabilitación,A
"En un establecimiento de salud, los trabajadores tienen una percepción negativa del jefe, son abrumados 
constantemente con memorándums y sienten que hay ciertas preferencias entre trabajadores. ¿Cuál es el 
componente de gestión en mención?",Plan de acción,Clima organizacional,Sistema de vigilancia,Cultura organizacional,B
"El programa de mejora continua es un proceso ...... y sistemático dirigido a obtener un rendimiento mayor de un 
proceso, aumentar la ...… de un servicio o disminuir el costo de obtención de actividades que ya se desarrollan de 
forma habitual.",estructurado / calidad,planificado / oferta,proyectado / demanda,continuo / producción,A
"EL reflejo de Galant, cuya respuesta es la curvación de la columna hacia el lado estimulado. ¿En qué mes se logra 
la homolateralidad?",9,2,5,3,A
"En la disfunción del suelo pélvico, cuando la contracción es muy débil y fluctuante. Según la escala de Oxford 
modificada, para valorar la contractilidad de la musculatura estriada del suelo pélvico. ¿En qué grado se encontraría 
esta valoración?",4,1,2,3,B
"Paciente de 15 años, presenta fiebre de 38 °C, tos, rinorrea, cefalea, mialgias; asiste con madre en estado de 
gestación al centro de salud más cercano detectándose el virus de ..…., siendo la formas de contagio partículas 
pequeñas originados al hablar, es por ello  la importancia del uso de la…",VPH / vacunación,VIH / preservativo,hepatitis B / vacunación,influenza / mascarilla N95,D
"Paciente de 12 años de edad con diagnóstico del trastorno del espectro autista, para lograr la enseñanza de la 
higiene oral, se recomienda el uso de:",Pictogramas,Refuerzo negativo,Contacto físico,Cepillos eléctricos,A
"En un estudio de investigación epidemiológico, de campo y cualitativo basada en la observación y entrevista, los 
principios éticos consideran lo siguiente:","No maleficencia, respeto y eficacia",No requiere contar con revisión por el comité de ética,"Obtención del consentimiento, confidencialidad y beneficencia","Consentimiento, respeto y veracidad",C
"En la visita familiar integral en la comunidad de Laraos, madre de 26 años, con 5 hijos en edades comprendidas 
entre los 10 días de nacimiento y 7 años, fueron identificados riesgos por curso de vida y a la dinámica familiar, que 
permitió la intervención del personal de salud en tres ejes. ¿Qué tipo de trabajo es?",Multidisciplinario,Intersectorial,Transversal,Transgeneracional,A
"La pérdida de sensibilidad en la parte externa de los antebrazos, dedos pulgar, índice y medio. ¿Qué nivel de lesión 
medular define?",T1,C8,C6,C7,C
"La vacunación, la cloración del agua son algunas de las acciones para la protección de la salud, mediante esfuerzos 
personales y comunitarios. ¿A qué nivel de prevención corresponde?",Secundaria,Primordial,Primaria,Terciaria,C
"El plan operativo institucional (POI) comprende la programación multianual de las actividades operativas e 
inversiones necesarias para implementar las actividades estratégicas institucionales (AEI), en el plan estratégico 
institucional (PEI), por un periodo de …… años.",5,4,3,7,C
"El …... de los equipos es uno de los factores que influyen decisivamente en la mejora de la calidad asistencial y en 
los resultados sobre la salud de la población.",jefe,responsable,liderazgo,coordinador,C
"El crecimiento demográfico, la incursión en zonas antes deshabitadas, la rápida urbanización, las prácticas 
agrícolas intensivas, las variaciones meteorológicas intensas que pueden afectar gravemente la salud y causar 
enfermedades respiratorias, son determinantes:",Socioeconómicos,Ambientales,Culturales,Geopolíticos,B
"El fisioterapeuta de un establecimiento de salud, con la finalidad de mejorar su práctica clínica, aplica una técnica 
que no va causar ningún beneficio a su paciente. ¿A qué artículo del código de ética se está cometiendo una 
infracción?",De la identidad y ejemplo de la profesión,De los actos de intrusismo profesional,De los tratamientos innecesarios,De la continuidad del tratamiento,C
La misión es la razón de ser de la entidad; para su construcción. ¿Qué elemento se toma en cuenta?,Objetivo general y específicos,Actividades de control y seguimiento,Rol central de la entidad,Participación de servidores públicos,C
"Ante una situación de emergencia de salud y desastres, como el COVID-19, es importante implementar y fortalecer 
las …… y control de infecciones para una adecuada respuesta médica.",intervenciones asistenciales,visitas domiciliarias,toma de decisiones,medidas de prevención,D
"Un joven de 30 años en una comunidad se cae del puente sufriendo múltiples lesiones, encontrándose en una zona 
de difícil acceso; inmediatamente los pobladores, el agente de salud, el gobernador coordinan su traslado al 
establecimiento de salud. ¿A qué tipo de vigilancia corresponde?",De atención,Epidemiológica,De escenarios,Comunitaria en salud,D
"Paciente varón, 35 años, asiste al centro de salud Santa Cruz, ubicado a una hora de la ciudad de Iquitos. Presenta 
fiebre, dolor articular y reporta que su circulo familiar se encuentra con los mismos síntomas, parte del equipo de 
profesionales realiza una visita domiciliaria para descartar el vector de:",Malaria,Esquistosomiasis,Lyme,Dengue,D
"En un establecimiento de salud, el serumista brinda charlas preventivas dirigidas a los pacientes con diabetes, 
sobre el cuidado de los calzados apretados, el corte de las uñas de los pies y evitar la aparición de heridas; esta 
actividad está orientada a prevenir:",Neuropatía diabética,Nefropatía diabética,Coma diabético,Pie diabético,D
"Paciente con antecedente de desgarro muscular de isquiotibiales con indicación de electroterapia, por manifestar 
dolor. ¿En qué caso está contraindicado el uso de corrientes eléctricas?",Bursitis,Subluxación,Tendinitis,Tromboflebitis,D
"En un establecimiento de salud se esta realizando un spot radial en idioma quechua para ser difundida en su radio 
local. Esto es un ejemplo de medio de expresión que garantiza la...",creatividad.,política radial.,responsabilidad étnica.,diversidad cultural.,D
