questions,option_A,option_B,option_C,option_D,correct_answer
"La terapeuta de lenguaje, encargada del área de foniatría, no tiene apoyo de personal auxiliar, presenta disfonía 
desde hace un mes y el jefe de departamento indica que ya no le puede dar permiso para que continúe con su 
tratamiento; lo que podría agravar su condición principalmente debido a…",fatiga por sobreesfuerzo.,percepción subjetiva.,presión del tiempo.,esfuerzo de atención.,A
"Madre acude al establecimiento de salud con su recién nacido, comenta que su niño no reacciona con sonidos 
fuertes desde que fue dado de alta; por lo que se le realiza el cribado neonatal para descartar hipoacusia. ¿Este 
cribado a qué tipo de prevención corresponde?",Secundaria,Primordial,Primaria,Terciaria,A
"Niña de 2 años nació con el síndrome de Moebius, ella vive con su familia en Tabaconas y viene cada 2 meses 
para recibir sesiones de terapia de lenguaje durante una semana; considerando la necesidad de tratamiento. ¿Qué 
se recomienda hacer hasta la siguiente sesión?",Orientar telefónicamente,Teleconsulta,Brindarle folletos,Que practique lo aprendido,B
"Las capacitaciones en medicina de rehabilitación es un ...… que evalúa la persona ...… dirigido al personal de salud 
en los establecimientos de salud.",producto / atendida,indicador/ capacitada,actividad / certificada,resultado / educativa,B
"El serumista atiende a un paciente del pueblo de Villa de Arma en Huancavelica, ayudándole en su rehabilitación 
de lenguaje respetando sus costumbres y tradiciones, respetando su idioma de origen quechua y teniendo empatía. 
¿Qué sistema de comunicación empleó?",Intercultural,Pluricultural,Multicultural,Cultural,A
"Para la formulación del plan estratégico institucional según el CEPLAN. ¿Cuál es la fase que se encarga de elaborar 
el futuro deseado?",1,4,3,2,D
"Un establecimiento de salud del primer nivel de atención con capacidad resolutiva para satisfacer las necesidades 
de salud de la persona, familia y comunidad, en régimen ambulatorio en atención de 12 horas. Cuenta con población 
asignada, con dos o más médicos cirujanos, odontólogo, enfermera, obstetra; personal técnico de enfermería, 
laboratorio y farmacia. ¿A qué categoría pertenece?",I-3,I-4,I-1,I-2,A
"La Obstetra del establecimiento de salud de Ancash, recibe a una mujer de 28 años quechua hablante en trabajo 
de parto; se presenta, la saluda y le brinda atención del parto con adecuación intercultural. ¿A qué principio ético 
como servidor público alude su actuar?",Eficiencia,Responsabilidad,Lealtad y obediencia,Justicia y equidad,D
"Conocer al ser humano en sociedad, lo que sucede en su localidad y su compromiso para participar activamente 
en de desarrollo de la comunidad; es el primer paso para elaborar un plan de salud…",local.,regional.,municipal.,nacional.,A
"En la aplicación del análisis acústico de la deglución se observan los 3 sonidos deglutorios, el primero vinculado 
con la apnea deglutoria; el segundo, el sonido propio de la deglución y el tercero que corresponde a la apertura de 
la glotis, después de los cuales debemos observar ...",el gráfico de apnea.,la elevación de la epiglotis.,el ajuste por el ascenso laríngeo.,el soplo espiratorio.,D
"En un paciente con diagnóstico esclerosis múltiple con predominio en la espasticidad durante la evaluación presenta 
incoordinación neumofónica, fonación débil y habla disprosódica con alteraciones en la fluidez e imprecisión 
articulatoria. Con respecto al habla. ¿Qué presenta el paciente?",Dislalia,Bradilalia,Taquilalia,Afasia,B
"En el neonato, el contacto piel a piel, la lactancia materna y la vacunación. ¿A qué tipo de prevención corresponden?",Cuaternaria,Secundaria,Primaria,Terciaria,C
"La enfermera del Centro de Salud Poques, identifica que hay un alto índice de malnutrición en los niños de la 
institución educativa local, situación que advierte al director y personal docente. Menciona la principal acción a 
desarrollar con el sector educación en el nivel local",Realizar escuela de padres,Gestionar ante el municipio el apoyo alimentario,Promover kioskos y comedores escolares saludables,Capacitar a vigías escolares,C
"El nivel de glicemia basal en ayunas es imprescindible para el diagnóstico de la diabetes. Un valor de glicemia basal 
en ayunas de ...... mg/dL, junto a la presencia de síntomas sugestivos de diabetes será suficiente para el 
diagnóstico.",90,120,110,126,D
"En el cuidado integral a la persona con enfoque por curso de vida, el terapeuta de lenguaje interviene apoyando a 
los usuarios...",desde que presenta un problema de lenguaje.,durante el trayecto de vida.,a partir de que el niño habla.,durante la infancia.,B
"El programa de mejora continua es un proceso ...... y sistemático dirigido a obtener un rendimiento mayor de un 
proceso, aumentar la ...… de un servicio o disminuir el costo de obtención de actividades que ya se desarrollan de 
forma habitual.",estructurado / calidad,proyectado / demanda,planificado / oferta,continuo / producción,A
"El serumista participa en el programa prevención y manejo de condiciones secundarias de salud en personas con 
discapacidad en el establecimiento de salud del MINSA. ¿En qué dimensiones debe realizar sus actividades de 
rehabilitación para personas con discapacidad?",Económica y ambiental,"Física, sensorial y mental",Social y cultural,"Educativa, social y política",B
"Es un profesional de salud en terapia de lenguaje que trabaja con niños, que labora en un centro de salud y el 
ambiente físico continuo de la infraestructura es el área de Neumología donde atienden pacientes con diagnóstico 
presuntivos de tuberculosis, los pacientes escupen al tomar sus medicamentos y los niños transitan por el espacio 
físico. ¿Qué tipo de riesgos se presenta en ese ambiente?",Biológicos,Mentales,Ambientales,Psicosociales,A
"El responsable del establecimiento de salud, está recibiendo la relación y stock de materiales e insumos para la 
atención de la gestante y se percata que hay productos vencidos (hace un mes), que ya no pueden ser consumidos 
para la atención. ¿Cuál es el procedimiento a seguir?",Solicitar a farmacia la rotación a otro establecimiento de salud,Devolver a farmacias con informe,Mantenerlo en su stock hasta nuevo requerimiento,Eliminar el producto,B
"La terapeuta de lenguaje, trabaja en el área pediátrica con bebés sobre una colchoneta, actualmente presenta: 
dolor de cuello, hombro, codo y muñeca con fuerte evidencia con los factores de repetición, fuerza y postura. Ha 
recibido terapia física, pero el problema se repite cada cierto tiempo por las condiciones de trabajo. Esto es así 
porque no se han aplicado las medidas…",de relajación muscular.,ergonómicas.,psicológicas de apoyo.,de rehabilitación.,B
"En los establecimientos de salud categoría I-4 cuenta como mínimo para la atención ambulatoria e internamiento 
con capacidad resolutiva con las UPSS de consulta externa, ....... y farmacia.",hospitalización,patología clínica,central de esterilización,nutrición,B
"Madre de dos niños con dificultad para escuchar, que aún no han sido diagnosticados, acude al centro de salud 
solicitando atención especializada. ¿Qué debe hacer la terapeuta de lenguaje?",Realizar una encuesta e informar a la comunidad,Ir a la escuela y conversar con la docente,Empezar terapia de lenguaje,Brindar información y realizar la derivación respectiva,D
"La historia natural de la enfermedad tiene fases o etapas dentro del periodo patogénico, considerando a los 
pacientes adultos que asisten del departamento de medicina física y rehabilitación para recibir la terapia de 
lenguaje. ¿En qué fase o etapa se encuentran?",Prepatogénica,Subclínica,Preclínica,Clínica,D
"En un estudio de investigación epidemiológico, de campo y cualitativo basada en la observación y entrevista, los 
principios éticos consideran lo siguiente:","No maleficencia, respeto y eficacia","Consentimiento, respeto y veracidad",No requiere contar con revisión por el comité de ética,"Obtención del consentimiento, confidencialidad y beneficencia",D
"Docente acude al especialista en terapia de lenguaje, por disfonía desde hace un mes, sin otras manifestaciones 
de importancia; menciona que habla en forma repetitiva y que no descansa porque le gusta mucho hablar con sus 
amistades por teléfono y que algunas veces grita para que le escuchen los estudiantes en el aula. ¿Cuál es la 
causa más probable?",Abuso vocal,IRA,Alergia,Intoxicación,A
"¿Cuál es el indicador que permite determinar y dar a conocer la distribución de las determinantes sociales de la 
salud, la morbimortalidad en territorios o grupos poblacionales de un ámbito geográfico determinado?",Concentración de un evento de interés sanitario,Razón de riesgo de evento de interés sanitario,Crecimiento de un evento de interés sanitario,Diferencia de riesgo de un evento de un interés sanitario,A
"Es un derecho de la población beneficiaria recibir atención de salud especializada en el servicio de salud medicina 
de ...…; para acreditar la condición de persona con ...…; se da a través de la evaluación, calificación y posterior a 
la certificación de discapacidad.",pediátrica / incapacidad,reumatología / capacitación,ginecología / capacidad,rehabilitación / discapacidad,D
"De acuerdo al Artículo 16 de la Ley general de la persona con discapacidad, la entidad encargada de supervisar y 
fiscalizar el cumplimiento de las normas de accesibilidad para del entorno urbano y las edificaciones es:",La municipalidad,El gobierno regional,El ministerio de la mujer y poblaciones vulnerables,El CONADIS,A
"En un establecimiento de salud se esta realizando un spot radial en idioma quechua para ser difundida en su radio 
local. Esto es un ejemplo de medio de expresión que garantiza la...",creatividad.,política radial.,responsabilidad étnica.,diversidad cultural.,D
"Según el estudio de contactos. ¿Cuántos controles como mínimo deben recibir los contactos de casos de TB 
resistente?",6,2,4,3,A
"La persona que adquiere una discapacidad y se encuentra aún en actividad laboral tiene derecho a licencia con 
goce de haber hasta…",hasta que sea reubicado en otro puesto laboral.,100 horas distribuidas durante el año.,56 horas consecutivas o alternas.,que sea dado de alta.,C
"Es el resultado de la interacción de múltiples factores: biológicos, económicos, políticos, sociales, organización de 
servicios, estilos de vida y patrones culturales de la población. ¿A qué proceso corresponde?",Salud hospitalaria,Salud enfermedad,Salud curativa,Salud ocupacional,B
"El …... de los equipos es uno de los factores que influyen decisivamente en la mejora de la calidad asistencial y en 
los resultados sobre la salud de la población.",jefe,liderazgo,responsable,coordinador,B
"Las enfermedades ...… son las que generan peligro de muerte o de invalidez crónica, de baja incidencia, difíciles 
de diagnosticar y de realizar seguimiento, conllevan múltiples problemas sociales y escasos datos epidemiológicos.",congénitas,no trasmisibles,raras o huérfanas,trasmisibles,C
"Un serumista participa en el trabajo multidisciplinario, realizando campañas preventivo promocionales de la salud, 
donde se evidencia tener un adecuado ...…, con sus compañeros, presentando directamente el grado de 
motivación y satisfacción en el trabajo.",gestión organizacional,recurso organizacional,gerencia organizacional,clima organizacional,D
"La atención primaria se aplica longitudinalmente a lo largo de la vida, en distintos ámbitos y en cualquier 
circunstancia, esta afirmación esta basada en el concepto de que la atención primaria debe ser…",periódica.,sistemática.,accesible.,continuada y permanente.,D
"La técnica de cepillado debe durar por lo menos 2 minutos y los momentos clave del cepillado dental son: después 
del desayuno, almuerzo y antes de…",la cena.,salir de casa.,acostarse.,consumir golosinas.,C
"Paciente asiste a un centro de salud, es un cobrador de combi, refiere que trabaja todos los días y emplea su voz 
en forma constante, toma bebidas heladas, come en la calle y le gusta ají.  El terapeuta de lenguaje le indica que 
tiene fatiga muscular en el cuerpo de las cuerdas vocales. ¿Qué tipo de fatiga presenta el paciente?",Psicológica,Neurogénica,Metabólica,Central,C
"Toda persona con discapacidad física, mental o sensorial tiene derecho al tratamiento y rehabilitación de acuerdo 
a ley…",de salud mental.,que promueve la inclusión de la persona con discapacidad.,general de salud.,marco de modernización del estado.,C
"Con la finalidad de construir un país y sociedad saludable el gobierno orienta sus acciones a fomentar la promoción 
de hábitos y conductas que buscan preservar la salud, esto comprende actividades de promoción, prevención, 
recuperación y rehabilitación en salud entorno a ......, familia y sociedad.",ambiente,comunidad,la persona,vivienda,C
"Joven de 18 años no asegurada, es atropellada y necesita atención de emergencia ya que está peligrando su vida, 
al llegar la ambulancia. ¿A dónde la deben trasladar?",A la clínica privada de su preferencia,Al establecimiento de salud más cercano a su domicilio,A un hospital del MINSA,Al hospital más cercano al lugar del accidente,D
"En un establecimiento de salud de Chincha, el director realiza desplazamiento del personal a otro centro, 
sustentando la disminución de atenciones de parto, la obstetra que labora más de 10 años, manifiesta su 
descontento presentando una queja a recursos humanos. ¿Qué aspecto de la gestión de recursos humanos se ve 
afectado?",Clima organizacional,Salud mental,Trabajo social,Ley del CAS,A
"La práctica social integrada que tiene como sujeto y objeto de estudio, la salud de la población; encargada de 
prevenir y fomentar la salud física y mental, con la comunidad mejorando el saneamiento ambiental y el desarrollo 
de recursos. ¿A qué se refiere esta conceptualización?",Salud pública,Estimulación temprana,Salud mental,Actividad de RBC,A
"Varón de 23 años, asiste a terapia de lenguaje y manifiesta que a su esposa e hijo con quienes convive le han 
diagnosticado TB, pero él ha salido negativo, como medida de prevención y control, el profesional de la salud 
debería indicar:",Educación y comunicación para la salud,Bañarse todos los días,Cubrirse la boca al toser o estornudar,Aplicarse la BCG,A
"Niña quechua hablante, es derivada para evaluación del habla al centro de salud donde se encuentra la terapeuta 
de lenguaje (TL), ella solo habla español. ¿Qué debe hacer la TL para evaluar?",Hacer que un familiar traduzca,Usar las pocas palabras que conoce,No evaluarla,Usar el traductor del celular,A
"El profesional de salud coordina actividades con la comunidad quechua hablante, estrategias de atención basadas 
en valores principios, derechos y respeto a la diferencia y la diversidad cultural, el objetivo es lograr el 
entendimiento, comprensión del sistema de salud y la medicina tradicional. Este enunciado corresponde a:",Actores sociales,Diálogo intercultural,Agenda de salud,Acuerdo de salud,B
"La obstetra del P.S. Lircay recibe multigesta de 38 sem de gestación, con evidente hemorragia vaginal, al examen: 
piel fría, signos vitales alterados, la coloca en decúbito lateral izquierdo, la abriga y despeja sus vías aéreas, 
administrándole oxigeno con cánula binasal. ¿Qué tipo de respuesta empleó ante esta emergencia?",Reto de fluidos,Trato interpersonal,Medidas de soporte,Reposición de volumen,C
"Paciente esquizofrénico de 40 años presenta trastornos del pensamiento y perturbaciones de la percepción con 
intensas alucinaciones auditivas; acude al centro de salud para una atención médica. En informes al paciente le 
indican que no hay cita; recién con el especialista habrá dentro de un mes. ¿Qué efectos tiene la falta de atención 
en los servicios de salud mental en el paciente?","Pública, ocio y económicos","Logística, calidad y social","Sanitarios, logísticos y económico","Sanitarios, sociales y económicos",D
En un paciente con hipertonía facial el equipo masajeador intraoral se utiliza en el rango de ...... Hz.,140,117,110,105,B
"El jefe del establecimiento I-4, convocó a una reunión técnica, donde explica los avances de los programas, instó 
a todos a trabajar en equipo, a comprometerse a responder a las necesidades de la población, dejar de lado 
conflictos personales entre otras cosas. Esto genera un cambio en el...",clima organizacional.,cuidado del ambiente laboral.,desempeño de grupo.,trabajo en equipo.,A
"La persona adulta con hipoacusia adquirida puede presentar otros problemas crónicos a consecuencia de esta 
afección, tales como…",estrés.,cefalea.,somnolencia.,déficit de atención.,A
"Docente de primaria, presenta disfonía crónica, por lo que solicita tratamiento foniátrico en el centro de salud, 
indicando además que es frecuente que sus colegas también la presenten; la terapeuta debe ir a la escuela 
periódicamente y educar a las docentes sobre...",los mecanismos de respiración.,las pautas de higiene vocal.,el uso de la mascarilla.,la prevención y cuidado de la voz.,D
"Según la norma técnica las anotaciones registradas en la historia clínica, deben ser objetivas, con letra legible y sin 
enmendaduras, utilizando siglas o abreviaturas. ¿Qué abreviaturas se deben usar?",Las iniciales de las palabras,Las de la lista de la norma técnica,Las que se refieran a los medicamentos,Las que conozca el profesional de salud,B
La terapeuta de lenguaje participa principalmente en las actividades de prevención…,primaria.,primordial.,secundaria.,terciaria.,D
"Es una ciencia que estudia la salud colectiva, los factores que la condicionan y su distribución en la población, en 
el espacio y en el tiempo; utilizando estos conocimientos para aplicarlos a la prevención y al control de 
los problemas de salud. ¿A qué definición corresponde?",Salubridad,Enfermedad,Epidemiología,Vectores,C
"La terapeuta de lenguaje va a Puno y le asignan trabajar en un centro de salud, ella evalúa a los niños del lugar y 
registra gran cantidad de niños con dificultad en la articulación del fonema /ṝ/, considerando que el patrón 
articulatorio del lugar de dicho fonema es más fricado. ¿Qué debe hacer la terapeuta?",Respetar el patrón articulatorio del lugar,Ver las estrategias pertinentes para enfocar el tratamiento,Conversar con los padres y corregir solo a los que desean,Corregir la /ṝ/ a todos los niños,A
"El serumista en terapia de lenguaje realiza la visita domiciliaria a la familia en su hogar, empleando técnicas de 
estimulación de lenguaje en el niño, teniendo en cuenta que emplea las cosas que tiene en su medio; dando pautas 
a la madre de familia de la actividad realizada en la terapia. ¿Qué actividad realiza?",Atención de rehabilitación para personas con discapacidad sensorial,Capacitación a agentes comunitarios en rehabilitación basada en la comunidad,Certificación de discapacidad,Visitas a familias para rehabilitación basada en la comunidad,D
"En una comunidad nativa, se reporta un caso confirmado de rabia en bovino y desde la presencia de mineros 
informales se observan murciélagos que vuelan por la noche. ¿Cuál es la medida más efectiva para prevenir 
transmisión de rabia silvestre en esa comunidad?",Eliminación de refugios de murciélagos con la comunidad organizada,Organización de la comunidad para la captura de murciélagos,Proteger con vacuna pre exposición a toda la comunidad,Colocar mallas en todas las viviendas de la comunidad,C
"Adulto mayor de 81 años, tiene problemas en la marcha por lo que se apoya con un bastón, manifiesta que, en el 
último temblor, salió, pero no pudo desplazarse con facilidad porque hace un mes remodelaron las veredas 
colocando material que dificultaba su traslado; esta situación pudo ser distinta si hubieran considerado…",el embellecimiento de la ciudad.,sus necesidades y capacidades.,el apoyo que tenga en casa.,sus conocimientos sociolegales.,B
¿Cómo son los servicios públicos con pertinencia cultural?,En español tratando de que hablen igual que la capital,Incorporando la perspectiva cultural de la zona en forma igualitaria,"De trato igualitario, bilingüe respetando la perspectiva de la población",Bilingüe considerando las tradiciones igual que la capital,C
"El hospital regional de Amazonas, ante un caso de gestante de 28 semanas con diagnóstico de espina bífida, 
solicita una ….... a los médicos especialistas del Instituto Materno Perinatal, con el fin de compartir recursos de 
información y conocimiento para la toma conjunta de decisiones.",telejuntamédica,teleconsultoría,telemonitoreo,telegestión,A
¿Quiénes deben participar en el diálogo intercultural en salud?,Autoridades educativas,Personal de las fuerzas armadas,Pacientes y familiares,Autoridades del gobierno central,A
"¿Cuál es el principio que emplea el profesional, debe guardar reserva de hechos o informaciones de los que tenga 
conocimiento con motivo o en ocasión del ejercicio de sus funciones, sin perjuicio de los deberes y las 
responsabilidades que le correspondan en virtud de las normas que regulan el acceso y la transparencia de la 
información pública?",Transparencia,Privacidad,Neutralidad,Discreción,D
"Conjunto de organizaciones que presta y hace arreglos institucionales para prestar una cartera de servicios de 
salud equitativa e integral a una población definida, a través de la articulación, coordinación y complementación, y 
que rinde cuentas por los resultados sanitarios y administrativos, y por el estado de salud de la población que sirve. 
¿A qué corresponde esta definición?",Unidad productora de servicios,Equipo de gestión regional,Red integrada de salud,Servicios de salud,C
"Adulto de 45 años trabaja en una empresa de soldadura tiene un accidente ...…; la comisión médica evaluadora es 
el encargado de emitir la certificación de ...… para el trabajo.",penal / antecedente,doméstica / capacidad,laboral / incapacidad,judicial / habilidad,C
¿Cuáles son los aspectos de orden estructural considerados determinantes sociales de salud?,"Los factores psicosociales y biológicos, conductas individuales de riesgo","El género, la política de salud y el modelo económico","Las condiciones de trabajo, el área de residencia",El acceso a servicios sanitarios,B
"Niño de 7 años de edad tiene dificultad en la articulación de las palabras, donde sustituye un fonema por otro 
emitiendo la palabra cado por carro, adiciona un fonema diciendo casha por casa. ¿Qué trastorno presenta?",Lenguaje expresivo,Recepción del lenguaje,Específico del deletreo,Específico de la pronunciación,D
"Utilizar un recurso tecnológico de última generación sin informar al paciente ni solicitar su consentimiento va en 
contra del principio de…",no maleficencia.,autonomía.,beneficencia.,justicia.,B
"Paciente de 55 años asiste a un centro de salud, con antecedente de accidente cerebro vascular, actualmente 
manifiesta que no siente la sensación de forma, tamaño y textura del alimento. ¿Qué tipo de propiocepción 
presenta?",Esterognosia,Palestesia,Barestesia,Batiestesia,A
"La frecuencia y distribución de las malformaciones craneofaciales, así como su consecuencia y pronóstico son 
estudiadas por la…",estadística general.,estadística aplicada.,epidemiología general.,epidemiología clínica.,D
"La enfermedad periodontal comienza con una gingivitis (inflamación crónica de las encías), la cual es muy común 
y es reversible para la mayoría de los pacientes. ¿Cómo se puede prevenir?",Con una buena higiene oral y con políticas preventivas dirigidas a los factores de riesgo comunes,Difusión adecuado cuidado bucal y uso de enjuague,Mediante campañas de prevención en la comunidad y escuela,Con pautas de un adecuado cepillado y visita al especialista de manera periódica,A
"Según la UNESCO, son fuente de intercambios, de innovación y de creatividad, la diversidad ...… es, para el género 
humano, tan necesaria como la diversidad ...… para los organismos vivos.",científica / química,política / humana,educativa / social,cultural / biológica,D
"El personal de salud del establecimiento realiza la evaluación de riesgo cardiovascular a un joven de 26 años; 
obteniendo un riesgo alto según tabla. ¿Mediante qué procedimiento se obtuvo la valoración del riesgo?",Perímetro abdominal,Dosaje de TSH,IMC,Glucometría,A
"El instrumento de gestión que comprende la programación de actividades operativas e inversiones en todas las 
dependencias del Ministerio con sus respectivas metas físicas y financieras es el:",POI,PEI,PESEM,PDLC,A
"El POI multianual se formula con una prolongación temporal de ...… años y el POI anual se formula con un horizonte 
temporal de …...  año, y en consistencia con el presupuesto institucional de apertura (PIA) del año fiscal a ejecutar.",4 / 2,3 / 1,6 / 4,5 / 3,B
"El serumista en Terapia de Lenguaje   realiza …  a actores … para la promoción de prácticas y entornos saludables 
para la prevención del cáncer dirigidos a las familias, funcionarios municipales y docentes capacitados",inducción / comunitarios,capacitación / sociales,política /educativos,gestión / públicos,B
"Los pueblos indígenas tienen derecho a establecer y controlar sus sistemas e instituciones docentes que impartan 
educación en sus propios idiomas, en consonancia con sus métodos culturales de enseñanza y aprendizaje. Por 
tanto, tienen derecho a todos los niveles y formas de educación del estado sin:",Discriminación,Comprensión,Tolerancia,Diversidad,A
"La  serumista desarrollará prácticas saludables frente a las enfermedades no trasmisibles para las familias, con los 
contenidos de: alimentación saludable, salud bucal, salud ocular, sueño adecuado y metales pesados. ¿Qué tipo 
de sesiones empleará?",Comunitarias y políticas,Gráficas y representativas,Educativas y demostrativas,Filosóficas y escritas,C
"Si un cheff que sufre un accidente de tránsito después del cual presenta hipoacusia moderada es despedido de su 
centro laboral, tiene derecho a ser reinsertado porque de acuerdo a la Ley de la persona con discapacidad en uno 
de los artículos que lo amparan hace referencia sobre...",acceso a las fuentes de financiamiento.,la conservación del empleo.,la readaptación y rehabilitación profesional.,la promoción de la producción.,B
"¿Cuál es el registro administrativo en donde debe registrarse las atenciones de rehabilitación para personas con 
discapacidad; considerando los principales diagnósticos: hipoacusia, sordera, autismo y otros?",HIS-MINSA,CONADIS-MINSA,DISCAP-MINSA,WEB-MINSA,A
"Es la entrega de servicios de salud de acuerdo con los parámetros culturales de los/as usuarios/as; es decir, 
construidos a través de espacios de diálogo, en los que prestadores y usuarios/as acuerdan cuáles deben ser 
las características de los servicios que les son ofertados por parte del Estado:",Diversificación intercultural,Interculturalidad en salud,Pertinencia cultural,Adecuación cultural,C
"Se atiende a niña  de 4 años, que en la evaluación se evidencia inmovilidad durante la expresión 
facial, tiene dificultades en: la inteligibilidad del habla, la visión, audición, deglución, autoestima y competencia 
social. ¿Cuál es el síndrome?",De Asperger,De Moebius,De Down,De Piere Robin,B
"El síndrome de Guillain Barré a nivel mundial es una enfermedad que puede resultar en ..…. a largo plazo y con 
lleva alta tasas de ...…, especialmente en entornos de salud con recursos limitados, que limitan su inserción en la 
rehabilitación basada en la comunidad.",vectores / incidencia,endémica / prevalencia,epidemiológica / natalidad,discapacidad / mortalidad,D
"Joven de 25 años, es un paciente a quien le están aplicando electroestimulación para restaurar la función vocal, 
pero él manifiesta malestar e incomodidad con su terapeuta de lenguaje, de acuerdo al código de ética del 
CTMP. ¿Qué debería hacer el profesional?",Insistir al paciente,Conversar con el médico para cambiar el plan,Solicitar a otra colega para que termine el procedimiento,Enviarlo a tratamiento psicológico,C
"En el establecimiento I-3 se identificó una oportunidad de mejora en el proceso de atención en la consulta médica; 
se identificaron las posibles causas del problema clave a través de la Espina de Ishikawa, luego se evaluaron la 
aplicabilidad de las soluciones, costo en recursos y esfuerzos, así como las posibles resistencias al cambio, para 
seguir con el…",plan de acción.,indicador.,seguimiento.,resultado.,A
"En la visita familiar integral en la comunidad de Carampoma, Merly de 26 años, con 5 hijos en edades comprendidas 
entre los 10 días de nacimiento y 7 años, fueron identificados riesgos por curso de vida y a la dinámica familiar, que 
permitió la intervención del personal de salud en tres ejes. ¿Qué tipo de trabajo es?",Intersectorial,Transgeneracional,Multidisciplinario,Transversal,C
"La promoción de la salud es el conjunto de actividades, intervenciones y procedimientos orientados a proteger la 
salud de la población; cuyo objetivo principal es modificar los factores de riesgo y fortalecer...",los mecanismos productivos.,la relación con el entorno.,el bienestar psicológico.,los mecanismos de protección.,D
"Una madre de familia con un niño de 2 años de edad con anemia, se evidencia la falta del nivel de conocimiento 
sobre los beneficios del suplemento de hierro. ¿Cuál es un factor determinante social de la salud para la efectividad 
del tratamiento?",Realizar entrevistas eventuales en los centros de salud,Brindar sólo sesiones de consejería,Realizar visitas domiciliarias sólo al inicio y final del tratamiento,Monitorear el proceso del tratamiento hasta alcanzar la recuperación,D
