questions,option_A,option_B,option_C,option_D,correct_answer
"En su comunidad de Huancavelica tiene un paciente masculino de 45 años sedentario, obeso, con malos hábitos 
dietéticos, consumidor frecuente de alcohol que lo lleva a la violencia familiar. ¿Qué determinante de salud evaluado 
es el más importante?",Estilos de vida,Sistema sanitario,Medio ambiente,Biología humana,A
"Durante una campaña de salud sobre prevención del cáncer, se identifica a un adulto de 40 años completamente 
asintomático, pero con antecedente familiar del padre con cáncer colorrectal. ¿Cuál es la recomendación más 
adecuada en este caso?",Colonoscopía a partir de los 60 años,Colonoscopía cada 5 años,Prueba de sangre oculta en heces cada 5 años,Observación clínica para decidir colonoscopía,B
Los niveles de categorización de los establecimientos de salud lo asigna…,la Dirección de Servicios de Salud.,la Dirección de Gestión de Establecimientos.,el Comité Técnico de Categorización.,el Comité de Médicos Auditores.,C
"Varón de 4 años procedente de Ucayali traído a su control de crecimiento y desarrollo. Examen: FC: 105 X', FR: 23 
X', Tº: 37 °C; mucosas pálidas, astenia marcada, abdomen globuloso doloroso a la palpación. ¿Cuál es la conducta 
a seguir?",Referir al establecimiento con la capacidad resolutiva correspondiente para tratamiento médico,"Dosaje de hemoglobina o hematocrito sin examen seriado de heces, para descartar anemia",Valoración por pediatría,Medicar con antiparasitarios y sales de hierro polimaltosado,D
"En su establecimiento de salud de primer nivel acude la madre con su niño de 8 años quien presenta fiebre 
persistente de varios días, al examen se le observa decaído, con palidez marcada y algunos equimosis y petequias. 
¿Cuál es la conducta más adecuada a seguir?",Administrar sintomáticos y reevaluar en una semana,Administrar suplementos de hierro y ácido fólico,Monitorear evolución clíníca para definir conducta a seguir,Referir de inmediato a un establecimiento especializado,D
"Paciente varón de 70 años, es traído al centro de salud por presentar disnea y alza térmica desde hace 2 días; 
refiere hospitalización previa por IRA hace 7 días en otro establecimiento. Examen: FC: 110 X', FR: 30 X', T°: 38.5 
°C, PA: 120/70 mmHg, SatO2: 80%; luce decaído y agitado; presenta crepitantes húmedos en la base derecha. Se 
le coloca una cánula binasal a 4 litros por minuto y la SatO2 sube a 84% y se agregan tirajes respiratorios. ¿Cuál 
es la conducta a seguir en este caso?",Observación y monitoreo cercano,Referir al paciente a un centro de mayor nivel,Tomar exámenes de laboratorio,Colocar una máscara de venturi,B
"Como médico serumista atiende a una paciente mujer de 40 años, quien refiere que desde hace un mes, la mayor 
parte del tiempo presenta: anhedonia, fatigabilidad, insomnio, baja autoestima y no desea ir a trabajar. Refiere 
haber tenido un cuadro similar en su adolescencia. ¿Cuál es su diagnóstico más probable?",Trastorno bipolar,Trastorno de somatización,Episodio depresivo,Trastorno adaptativo,C
"En la comunidad Aymara donde estás como serumista, presentas dificultades para comunicarte con los pacientes; 
la acción de buscar un traductor para facilitar la atención médica. ¿Qué principio intercultural se cumple en este 
caso?",Diversidad cultural,Equidad,Promoción de la inclusión,Creatividad cultural,A
"En el establecimiento de salud I-1 se programó una visita de salud familiar por el equipo multidisciplinario a fin de 
desarrollar intervenciones de promoción y prevención en la familia de una gestante de 42 años, G5P4004; EG: 36 
semanas; identificándose riesgos. ¿Qué instrumento es el adecuado a utilizar para este fin?",Historia clínica,ECOMAPA,Familiograma,Ficha familiar,D
"Es un instrumento de gestión, que comprende la programación de las actividades operativas e inversiones de todas 
las dependencias del Ministerio, con sus respectivas metas físicas y financieras que esperan alcanzar en el año 
fiscal, las cuales deben estar alineadas con los objetivos y acciones estratégicas institucionales del Plan Estratégico 
Institucional (PEI) y permiten al Ministerio el ejercicio de sus competencias y su rol rector.",ROF,MOP,ASIS,POI,D
"¿Cuál es el ámbito donde se desarrollan procesos de integración de la información de vigilancia de las situaciones 
de salud en periodos normales y de emergencia para la toma decisiones en salud pública?",Sala de situación de salud,Comité de inteligencia sanitaria,Análisis de situación de salud,Vigilancia epidemiológica,A
"Paciente de 45 años viene a la consulta en centro de salud de Huamanga- Ayacucho por presentar ictericia, fiebre 
y decaimiento. Señala que tiene resultado de HBSAg reactivo hace un año, señala que viene de Huamanguilla a 3 
horas de camino y que varios vecinos con ictericia leve y síntomas parecidos. Ante la sospecha de un brote. ¿Cuál 
es la primera etapa de la investigación epidemiológíca a realizar?",Identificación de los casos,Hacer vigilancia epidemiológica,Intervención del brote,Investigación preliminar,D
"¿Qué actividades de vigilancia entomológica realizarías en tu comunidad asignada conociendo que no existe el 
vector ni casos pero tiene las condiciones ambientales para la infestación?",A través de las inspecciones de las viviendas de acuerdo del tipo del muestreo aleatorio sistemático,Post control por muestreo aleatorio sistemático dependiendo el tipo de larvicida en uso,Semanales en un punto crítico con ovitrampas,Quincenales con ovitrampa en localidades seleccionadas con bajos niveles de infestación,C
"En su condición de médico jefe de establecimiento de salud del primer nivel de atención recibe la solicitud formal 
del ministerio público para la entrega de una copia de la historia clínica de un paciente atendido. ¿Cuál es el plazo 
máximo que tiene usted para hacer entrega de lo solicitado?",3 días,10 días,7 días,5 días,D
"Como médico serumista jefe del establecimiento de primer nivel de atención (I-2), le informan sobre una señora de 
80 años que vive en la comunidad, que tiene demencia en fase avanzada y dismovilidad crónica severa, desde 
hace 1 semana presenta tos y mayor somnolencia ¿Cuál es la medida a tomar dentro del paquete del cuidado 
integral de salud del adulto mayor?",Referir a un nivel de salud superior para ser evaluada,Ordenar su ingreso hospitalario por el área de emergencia,Programar con el equipo de salud una atención domiciliaria,Brindar una evaluación integral inmediata en el establecimiento,C
"Se le encarga implementar los servicios de salud con pertinencia cultural, en ese contexto. ¿Qué líneas de acción 
debe considerar?",Infraestructura adecuada,Recursos humanos especializados,Inclusión social,Revaloración del sistema de salud tradicional,D
"Como médico serumista ha observado varios casos de violencia familiar, por tal motivo decide investigar el tema y 
para ello visita los hogares de los casos detectados y entrevista a los afectados y a sus familiares luego analiza la 
información obtenida y plantea explicaciones del problema. ¿Cuál es el enfoque de investigación usado?",Cuantitativo,Cualitativo,Científico,Mixto,B
"Una localidad de su establecimiento de salud frente a riesgo de brote de dengue se reúne con alcalde y presidente 
de la comunidad, para evaluar factores condicionantes; toman decisiones y logran acuerdos para reducir y eliminar 
dicho factor con el fin de evitar brote. ¿Qué tipo de acción se ha realizado?",Multidisciplinaria,Transdisciplinaria,Intersectorial,Promocional,C
"En el marco del ciclo de planeamiento estratégico la fase ...... es la encargada del diseño de objetivos y acciones 
estratégicas sectoriales en consistencia, alineamiento y coherencia con la definición de objetivos.",2,4,3,1,C
"Paciente que acude a su área de salud con lesiones en piel, secreción verde grisácea después de estar 
hospitalizado 21 días, en el examen físico debes usar las medidas de protección adecuadas, lentes protectores, 
mascarillas, batas y guantes para evitar o disminuir tanto el riesgo de contaminación del paciente como del 
operador. ¿Qué tipo de guantes debes usar?",Amianto,Caucho natural,Algodón,Látex,D
"Mujer de 45 años que acude al centro de salud de Jesús María con vida sedentaria y con malos hábitos dietéticos. 
Examen: sobre peso, FC: 89 X', FR: 18 X', PA: 130/95 mmHg; IMC: 26.2, perímetro abdominal: 108 cm. 
¿Qué medidas de prevención debes tomar?",Tratamiento con antihipertensivos,"Charlas educativas sobre modo, condiciones, estilo de vida y trabajo con factores de riesgo modificables",Trabajar con factores de riego no modificables,Consulta a cardiología para consejería nutricional,B
"El proceso que conduce a la clasificación de los establecimientos de salud según sus niveles de complejidad y 
características funcionales se denomina:",Categoría,Acreditación,Habilitación,Categorización,D
"En la atención de un paciente varón de 50 años con diabetes mellitus tipo 2 usted le explica que el perímetro de 
cintura refleja la presencia de obesidad abdominal e indirectamente el nivel de riesgo cardiovascular. En varones 
con diabetes. ¿Cuál es el valor límite en cm del perímetro de cintura?",78,87,99,93,D
"En su establecimiento de salud, se vienen realizando de forma intensiva actividades de promoción de conductas 
sexuales saludables en los jóvenes de su comunidad, observándose gran participación tanto de hombres como 
mujeres. ¿Qué enfoque transversal de promoción de la salud se ha logrado en esta comunidad?",Equidad de género,Interculturidad,Accesibilidad,Derecho a la salud,A
"En una comunidad en la selva han aparecido nuevos casos de malaria por Plasmodium vívax. La aparición de un 
nuevo caso depende de las características biológicas del ......, del ...... y ambiente que facilitan la aparición del 
mosquito Anopheles.",vector / agente,equilibrio ecológico / huésped,agente / vector,parásito / huésped,D
"Usted se encuentra en Belempampa- Cusco donde acude un escolar de 7 años con su mamá por presentar herida 
en antebrazo derecho de 2 cm, usted indica sutura y su mamá se niega indicando que se le recomiende una planta 
de la zona. ¿Qué alternativa indicas?",Toronjil,Ruda,Orégano,Matico,D
"Como médico serumista y jefe de establecimiento de salud usted propone a la jefa del comedor popular una serie 
de charlas y talleres para las madres en el tema: cocinas libre de humo. ¿Qué programa de intervención en 
promoción de la salud está implementando?",Familias saludables,Viviendas saludables,Comedores saludables,Programa libre de cáncer,B
"A Ud. le han asignado para trabajar un EESS de salud Nivel I en Amazonas y le informan que en su jurisdicción 
hay pacientes con fiebre e ictericia; también le dicen que hay muchos poblados que están muy alejados y que no 
les gusta ir al centro de salud. ¿Qué acciones inicialmente debe tomar cuando llegue al EESS?",Identificar las causas de morbimortalidad de la población atendida y diagnosticar la situación de salud de la,La información obtenida de la comunidad debe estar orientada a apoyar el proceso de toma de decisiones,El serumista y su equipo deben participar en las etapas de los procesos de planeación y programación,Desarrollar diferentes actividades que se llevan a cabo en el centro de salud,A
"Como médico serumista, jefe de establecimiento de salud, debe participar en el fortalecimiento de la dimensión de 
prestación del modelo de redes integradas de salud. ¿Qué atributo debe fortalecer en esta dimensión?",Participación ciudadana,Primer nivel como puerta de entrada,Financiamiento alineado a objetivos,Gestión de recursos humanos,B
"En la atención de un paciente de 80 años con cáncer de próstata confirmado, luego de informarle claramente los 
beneficios y riesgos del tratamiento quirúrgico y quimioterapia propuestos en junta médica el paciente en pleno uso 
de su capacidad de toma de decisiones, decide no aceptar dichos tratamientos. En este caso usted respeta y acepta 
la decisión informada del paciente. ¿Qué principio ético está cumpliendo en este acto médico?",Autonomía,No maleficiencia,Beneficiencia,Justicia,A
"Usted es médico serumista encargado del sistema de vigilancia epidemiológica de su establecimiento de salud. De 
acuerdo a la directiva sanitaria para la vigilancia epidemiológica de enfermedades zoonóticas, accidentes por 
animales ponzoñosos y epizootias ¿Cuál es la periodicidad de notificación que debe cumplir para un caso de 
loxoscelismo probable?",7 días,De inmediato,5 días,10 días,A
"Al llegar al establecimiento de salud asignado como médico serumista encuentra que se brinda servicios solamente 
en la UPSS (Unidad Productora de Servicios de Salud) consulta externa por profesional médico y la UPSS patología 
clínica. ¿Cuál es la categoría de este establecimiento?",II-2,I-3,II-1,I-2,B
"En su establecimiento de salud usted como médico serumista atiende a un recién nacido de 5 días y le indica la 
prueba de fenilcetonuria para diagnosticar enfermedades congénitas dentro del MCI. ¿Qué principio básico se esta 
realizando en esta atención?",Promoción,Prevención,Eficiencia,Equidad,B
"Gestante andina de 38.5 semanas que se encuentra en trabajo de parto, indicando que necesita música durante 
su parto. ¿Usted como médico qué haría?",No estar de acuerdo,Respetar su decisión,Ignorar su petición,Tratar de convencerla para no cumplir petición,B
"Paciente que fue evaluado por su médico tratante, quien le realiza una buena evaluación clínica y conoce sus 
diagnósticos y se los explica al paciente y a sus familiares  dentro de parámetros de disposición de servicio y de 
buena voluntad. Ésto se llama:",Ética médica,Moral,Empatía,Deontología,A
¿Qué acción es una prioridad de la intervención inicial durante la ocurrencia de un desastre?,Rescate de heridos,Atención médica a los afectados,Suministro de agua,Suministro de alimentos,A
"En el marco de la interculturalidad de salud en una comunidad Aymara un ejemplo de atención con pertinencia 
cultural sería:",Entrega de material escrito en español,Atención del parto vertical,Atender al paciente sin traductor,Difusión de material audiovisual nacional,B
"A su establecimiento de salud en Loreto llega mujer de 45 años con fiebre de 39 ºC, escalofríos, ictericia, orina de 
color rojizo, se realiza gota gruesa siendo positiva a Plasmodium. ¿Cuál es el tipo con mayor frecuencia en la zona?",P. ovale,P. malariae,P. vívax,P. falciparum,D
Una de las etapas que se identifican en la auditoría de la calidad define los objetivos y la auditoría. ¿Qué etapa es?,Implementación de las recomendaciones final,Ejecución,Elaboración de informe,Planeamiento,D
"La episiotomía es un procedimiento a realizar en algunos partos fisiológico. Según la indicación, la más utilizada es 
medio es la medio–lateral, siendo una característica:",Aumentan los niveles de desgarros,Reduce el nivel de dolor posparto,Reduce el sangrado y complicaciones,Incisión de menos de 45 grados desde la línea media,D
"Gestante 26 semanas G2P1001, que acude a su establecimiento de salud por presentar sangrado vaginal, indoloro, 
rojo rutilante; niega contracciones uterinas. ¿Cuál es el diagnóstico?",Rotura de seno marginal,Desprendimiento prematuro de placenta,Placenta previa,Rotura uterina,C
"Es un documento de gestión institucional, donde se establece la declaración de la política institucional, la misión 
los objetivos y las acciones estratégicas institucionales, los indicadores, metas y rutas estratégicas y responsable 
para el plazo de tres años concordando con las estratégicas establecidas por la alta dirección, plan estratégico 
multisectorial y política general de gobierno:",Plan operativo institucional,Plan estratégico institucional,Plan de desarrollo regional,Plan de salud local,B
"Como medico serumista usted ha sido designado como jefe del establecimiento, usted considera necesario el 
contrato CAS de una enfermera para fortalecer las estrategias de vacunación, por lo cual hace el requerimiento 
correspondiente. ¿Qué debe tenerse en cuenta para proseguir este proceso?",Plan Operativo Institucional (POI) aprobado,Plaza incluida en el Manual de Organización de Funciones (MOF),Necesidad de servicio demostrada,Plaza dentro del Cuadro de Asignación de Personal (CAP),D
"El programa de mejora continua es un proceso ...... y sistemático dirigido a obtener un rendimiento mayor de un 
proceso, aumentar la ...… de un servicio o disminuir el costo de obtención de actividades que ya se desarrollan de 
forma habitual.",proyectado / demanda,continuo / producción,planificado / oferta,estructurado / calidad,D
"Gestante de 27 semanas, G3P2002, acude al establecimiento de salud refiriendo pérdida de líquido hace 12 horas 
acompañado de dolor tipo contracciones. Examen: FC: 112 X', FR: 24 X', T°: 38.6 ºC, PA: 100/60 mmHg; útero 
doloroso a la palpación, AU: 24 cm. FCF: 180 X', DU: 2/10/++/15""; TV: D: cuello dehiscente 2 cm largo posterior, I: 
50%, AP-3M; LA purulento con mal olor. ¿Cuál es el diagnóstico más probable?",Endometritis,Infección vaginal,Pielonefritis,Corioamnionitis,D
"Usted está encargado del centro de salud nivel I y tiene que revisar documentos técnicos y de gestión del MINSA 
y encuentra que el Ministerio de Salud dentro del ROF, tiene las siguientes funciones rectoras:",Fortalecer las capacidades y competencias de los recursos humanos en salud,Dictar normas y lineamientos técnicos para la adecuada ejecución y supervisión de las políticas nacionales,Coordinar con organismos multilaterales y bilaterales de la cooperación internacional,Regular la organización y prestación de servicios de salud,B
"Adolescente de 16 años, pálida, usa anteojos por miopía, acude al colegio y se interrelaciona con sus compañeros 
de estudio. No sabe nada sobre sus vacunaciones. ¿Cuáles son las intervenciones y cuidados del adolescente que 
se debe realizar al inicio?","Evaluación del desarrollo sexual, salud bucal y consejería salud sexual","Tamizaje de anemia, parásitos y enfermedades transmisibles  y suplemento de hierro y ácido fólico","Evaluación antropométrica, de agudeza visual e inmunizaciones y tamizaje de anemia, parásitos y",Solo evaluación de la agudeza visual,C
"En su establecimiento de salud. ¿Cuál es el criterio más importante para diferenciar la cultura organizacional del 
clima organizacional?",Conflicto y cooperación,Comunicación organizacional,Tiene carácter duradero,Las normas y los patrones de comportamiento,C
"Con motivo de desarrollar una investigación sobre conocimientos de alimentación saludable en madres de la 
comunidad usted elabora un cuestionario para tal fin, el cual recibe la opinión favorable de expertos en nutrición y 
metodólogos en investigación. En este caso el instrumento es más probable que tenga...",predictibilidad.,precisión.,confiabilidad.,validez.,D
"Paciente mujer de 80 años fue hospitalizada por neumonía, al momento del alta, debido a su condición de fragilidad, 
se decide programarle seguimiento telefónico a cargo de su médico tratante dentro de su turno de telemedicina. 
¿Cómo se denomina esta prestación?",Telecapacitación,Telemonitoreo,Teleorientación,Telegestión,B
"Paciente de 30 años señala presentar fiebre, escalofríos, secreción nasal abundante y tos hace 4 días y se ha 
empeorado y señala que en su pueblo que está a 4 horas, hay varias personas afectadas y otras con sospecha de 
neumonía. ¿Qué medidas de protección se debe implementar para los trabajadores del establecimiento?",Llamar a la DIRIS,Aislamiento de cohorte de personas de la comunidad y llamar a DIRIS,Evitar exposición de personas susceptibles y usas batas de protección,Uso de EPP,D
"Usted es médico serumista y ha sucedido un terremoto en su jurisdicción, por ello se requiere entre otras medidas 
urgentes establecer una sala de situación en desastres a la cual usted ha sido convocado. ¿Cuál es la finalidad más 
importante que tiene esta sala de situación?",Conformar equipos técnicos en desastres,Informar sobre la nueva situación de salud,Permitir la toma de decisiones en desastres,Actualizar la información oficial sobre los daños,C
"En su centro de salud usted se encuentra realizando un procedimiento a paciente con VIH donde su objetivo es: 
evitar riesgo de accidentes, protección y seguridad al personal y al paciente. ¿A qué definición corresponde?",Desinfección,Bioseguridad,Contaminación,Medidas de bioseguridad,B
"“El paciente es algo más que órganos y tejidos, es un ser humano, con ilusiones, aspiraciones, metas, obligaciones 
propias, familiares, laborales y sociales, que en ese momento se ven frustradas por la enfermedad”. El trato en este 
paciente debe ser con:",Ética médica,Integridad,Humanitarismo,Respeto,C
"Como médico serumista ha realizado en un paciente adulto el diagnóstico de una enfermedad incluida en el listado 
de Enfermedades Raras o Huérfanas (ERH). ¿En qué caso se requiere que la IPRESS solicite opinión de la 
Comisión Consultiva Institucional (CCI)?",El paciente presenta criterios dudosos de ERH,La ERH acaba de ser diagnosticada,La ERH requiere un producto farmacéutico por más de un año,El costo anual de tratamiento de la ERH no tiene umbral MAC calculado,C
"Nos reportan un primer caso de leishmaniasis en una zona determinada de la sierra; sin reporte de presencia de 
Lutzomya. ¿Qué recomienda para control vectorial?","Si la investigación de foco es negativa, control en un mes",Orientar acciones de control vectorial,Identificar la presencia de vectores de leishmaniasis en los sitios probables de infección,Uso de control químico,C
Uno de los principios del equipo de auditores que se rigen para ejercer sus responsabilidades es:,Confidalidad,Objetividad,Veracidad,Conducta ética,D
"En una campaña de salud comunitaria se detectó un joven de 17 años con sospecha de consumo de alcohol, por 
lo que se le aplicó el test AUDIT (Alcohol Use Disorders Identification Test) con un puntaje de 30 puntos. ¿Cuál es 
la interpretación de este resultado obtenido?",No problemas de consumo,Bebedor de riesgo,Probable dependencia alcohólica,Bebedor social,C
"En su establecimiento de salud ubicado en una comunidad alto andina se realiza una charla educativa en quechua 
sobre la diversidad étnica. Esta actividad se enmarca en …",principio de justicia.,prevención del estigma social.,promoción de la equidad de género.,prevención de la discriminación.,D
"Guardar ......, inspira mayor confianza del paciente hacia el médico, generalmente protege los intereses del enfermo 
y beneficia el prestigio del médico.",el secreto profesional,deberes y derechos,consentimiento informado,la ética médica,A
"Paciente de 30 años que viene de SJL y tiene varias parejas sexuales, con antecedente de familiar con TBDR. 
Luce en buena condición clínica. No se ha hecho baciloscopias y Rx de tórax ni Elisa VIH. ¿Puede iniciarle terapia 
preventiva contra la tuberculosis a este paciente, fundamente?","Si, personas con diagnóstico de infección por VIH  independiente del resultado del PPD o IGRA","Si, pero habría que hacerle en ese momento una prueba sensibilidad rápida","No, porque no se ha descartado enfermedad tuberculosa activa ni inmunosupresión","Si, en adultos y adultos mayores que son contactos de caso índice de TB pulmonar",C
"Los residuos comunes tipo madera, placas radiológicas, frascos de sueros sin equipo de venoclisis y los que no 
tengan contacto directo con pacientes y que no se encuentren contaminados se clasifican en:",Tipo C1,Tipo C2,Tipo C3,Tipo C4,B
"En un establecimiento de salud de Surco, el director realiza desplazamiento del personal a otro centro, sustentando 
la disminución de atenciones de parto, la obstetra que labora más de 10 años, manifiesta su descontento 
presentando una queja a recursos humanos. ¿Qué aspecto de la gestión de recursos humanos se ve afectado?",Salud mental,Ley del CAS,Clima organizacional,Trabajo social,C
"En el 2005 se creó el programa JUNTOS cuya cobertura fue ampliada con el decreto supremo DS N° 009-2012-
MIDIS, con el apoyo del gobierno local a través del Ministerio de Desarrollo e Inclusión Social, con el objeto de 
romper el círculo vicioso de la pobreza y restituir los derechos básicos de los hogares (acceso a servicios básicos 
en salud, nutrición y educación). Con respecto al abordaje de determinantes sociales. ¿Qué tipo de determinantes 
son?",Intermedios (factores conductuales),Estructurales (según clase social),Circunstancias materiales,Estructurales (factores psicosociales),B
¿Por qué se caracteriza el modelo de salud mental comunitario?,Garantiza la inclusión social de las personas con problemas de salud mental,Promueve la participación de la comunidad,"Se implementa continuamente, según las necesidades de una población determinada, organizada y promueve",Satisface las necesidades de una población determinada en varias redes de servicios de salud,C
"Acude mujer de 25 años, refiriendo estar gestando con 10 semanas y haber presentado sangrado vaginal y dolor 
leve en bajo vientre hace 2 días. Examen: FC: 89 X', FR: 20 X', Tº: 36.8 ºC, PA:100/70mmHg. Ecografía: útero y 
anexos normales. ¿Cuál es el diagnóstico?",Aborto completo,Aborto subclínico,Embarazo ectópico,Enfermedad trofoblástica gestacional,A
"El …... de los equipos es uno de los factores que influyen decisivamente en la mejora de la calidad asistencial y en 
los resultados sobre la salud de la población.",liderazgo,jefe,coordinador,responsable,A
"Varón acude al establecimiento I–2 y solicita al jefe del PS información acerca del tratamiento que su señora esposa 
se realiza en Planificación Familiar todos los meses, está muy alterado. El jefe del establecimiento informa que 
debe guardar reserva respecto a la información referente a su esposa. ¿Qué deber del servidor público se está 
aplicando en este caso?",Discreción,Neutralidad,Responsabilidad,Transparencia,A
"Gestante de 32 semanas, acude a su establecimiento de salud con cefalea frontal, epigastralgia, visión borrosa, 
fotofobia y alteración del estado de conciencia. Examen: FC: 108 X', FR: 20 X', Tº: 36 ºC, PA: 170/110 mmHg. 
¿Cuál es el diagnóstico?",Emergencia hipertensiva,Eclampsia,Preeclampsia,Hipertensión crónica,B
"Como médico serumista de un EESS del primer nivel, recibe a una paciente mujer de 70 años quien acude por 
primera vez refiriendo que desde hace un mes nota una disminución de su fortaleza y velocidad para 
realizar actividades agrícolas habituales. ¿Cuál formato de evaluación inicial debe aplicar en este caso?",VACAM corta,VACAM breve,VACAM completa,VGI breve,A
"Mujer de 45 años acude al EE.SS. muy preocupada pidiendo una orden de mamografía pues en tiktok dicen que 
todas las mujeres deben realizársela para detectar el cáncer de mama y nunca se la ha realizado. Usted la evalúa 
encontrándola asintomática y con bajo riesgo de cáncer de mama. De acuerdo a la evidencia actual ¿Cuál es la 
mejor recomendación para ella respecto a su deseo de realizarse la mamografía?",Debe esperar 2 años para realizarla,No hacerla por riesgo de radiación,Sí desea puede hacerla,No debe hacerla,C
"Como médico serumista usted ha sido asignado a un establecimiento de salud que cuenta únicamente con la UPSS 
(Unidad Prestadora de Servicios de Salud) consulta externa por profesional médico, pudiendo brindar 
atención tanto en modalidad intramural como extramural. ¿Cuál es la categoría de este establecimiento?",I-1,I-2,II-2,II-1,B
"Usted se encuentra en los barracones del Callao como serumista, donde realiza sutura a paciente con herida en 
antebrazo. Al descartar los cortopunzantes, sufre accidente con material quirúrgico contaminado. ¿Qué acción 
inmediata debes realizar ante esta situación?",No desechar el cortopunzante,No lavar con jabón antiséptico,Notificar el caso,Administrarse vacuna toxoide tetánico,C
"Hoy se celebra el día mundial de lucha contra el SIDA, entonces el equipo del centro de salud nivel I coordina con 
la municipalidad, para colocar carpas; colocando carpas en el parque ofreciendo y realizando actividades de 
prevención sobre ITS y VIH al vecindario. Esto facilita la escucha activa por el vecindario y el establecimiento de 
salud, generando vínculos con el equipo de salud. ¿A qué corresponde esta acción?",Participación como movilización,Participación vecinal,Participación política,Participación por delegación,A
"La Obstetra del establecimiento de salud de Cutervo, recibe a una mujer de 28 años quechua hablante en trabajo 
de parto; se presenta, la saluda y le brinda atención del parto con adecuación intercultural. ¿A qué principio ético 
como servidor público alude su actuar?",Responsabilidad,Eficiencia,Justicia y equidad,Lealtad y obediencia,C
"En un establecimiento de salud de primer nivel recibes un escolar de 4 años en consulta. ¿Cuáles son las vacunas 
que previenen la tos ferina en este escolar?","DPT 3 dosis, pentavalente 2 dosis","DPT 2 dosis, SPR 1 dosis","DPT 2 dosis, pentavalente 3 dosis","DPT 1 dosis, SPR 2 dosis",C
"Al fortalecer el trabajo de los promotores de salud/agentes comunitarios de salud, generando mecanismos de 
participación activa en las estrategias de salud locales; se debe realizar:",Reorientar los servicios de salud con enfoque de promoción de la salud,Reorientación de la inversión hacia la promoción de la salud y el desarrollo local,Mejorar las condiciones del medio ambiente,Promover la participación comunitaria conducente al ejercicio de la ciudadanía,A
