questions,option_A,option_B,option_C,option_D,correct_answer
"Los establecimientos de salud categoría I-4 cuentan como mínimo para la atención ambulatoria e internamiento 
con capacidad resolutiva con las UPSS de consulta externa, ....... y farmacia.",hospitalización,nutrición,central de esterilización,patología clínica,D
"En la historia clínica se registra las atenciones de salud brindadas a los usuarios de las IPRESS públicas y privadas. 
El médico tratante es el encargado de firmar la copia de la historia clínica, epicrisis e informe de alta, la entrega de 
este informe al egreso del paciente es de carácter ...… y …… en cualquier caso.",obligatorio / gratuito,opcional / tarifado,legal / pertinente,voluntario / primordial,A
"El hospital regional de Amazonas, ante un caso de gestante de 28 semanas con diagnóstico de espina bífida, 
solicita una ….... a los médicos especialistas del Instituto Materno Perinatal, con el fin de compartir recursos de 
información y conocimiento para la toma conjunta de decisiones.",telemonitoreo,telegestión,telejuntamédica,teleconsultoría,C
"Paciente de 60 años se encuentra en sala de espera para recibir atención en oftalmología, el médico oftalmólogo 
para agilizar la atención indica al personal técnico instilar gota midriática a los pacientes de la sala antes de ingresar 
al consultorio. Luego de 45 minutos este paciente adulto mayor presenta presión intraocular muy alta, se verifica 
que tenía antecedente de glaucoma, de inmediato se le indica tratamiento anti glaucoma. ¿Cómo se define a esta 
última acción?",Recuperativa,Preventiva,Reactiva,Atenuante,D
"En el marco del ciclo de planeamiento estratégico, la fase ...... es la encargada del diseño de objetivos y acciones 
estratégicas sectoriales en consistencia, alineamiento y coherencia con la definición de objetivos.",3,2,1,4,A
"La enfermera del Centro de Salud Poques, identifica que hay un alto índice de malnutrición en los niños de la 
institución educativa local, situación que advierte al director y personal docente. ¿Cuál es la principal acción a 
desarrollar con el sector educación en el nivel local?",Realizar escuela de padres,Capacitar a vigías escolares,Gestionar ante el municipio el apoyo alimentario,Promover kioskos y comedores escolares saludables,D
"¿Cuál es el indicador que permite determinar y dar a conocer la distribución de las determinantes sociales de la 
salud, la morbimortalidad en territorios o grupos poblacionales de un ámbito geográfico determinado?",Concentración de un evento de interés sanitario,Crecimiento de un evento de interés sanitario,Razón de riesgo de evento de interés sanitario,Diferencia de riesgo de un evento de un interés sanitario,A
"En una comunidad nativa, se reporta un caso confirmado de rabia bovina y desde la presencia de mineros 
informales se observan murciélagos que vuelan por la noche. ¿Cuál es la medida más efectiva para prevenir 
transmisión de rabia silvestre en esa comunidad?",Proteger con vacuna pre exposición a toda la comunidad,Colocar mallas en todas las viviendas de la comunidad,Eliminación de refugios de murciélagos con la comunidad organizada,Organización de la comunidad para la captura de murciélagos,A
"Niña de 6 años vive en Huaycán desde hace 3 años. Su madre menciona que la niña sufre crónicamente de rinitis 
y estornudos, además ojos rojos con secreción acuosa, prurito intenso y lagrimeo moderado. ¿Cuál es la principal 
causa de este problema de salud?",Desconocimiento de cuidados de los ojos,No acceso a servicios de salud,Descuido de los padres,Condiciones ambientales no adecuadas,D
"¿Cuáles son los productos finales del ASIS local, que se validan con los actores sociales en lo que llamamos el 
proceso de concentración?",Las líneas de acción y los territorios vulnerables priorizados,Análisis integrado y la lista de líneas de acción,Los problemas con impacto sanitario priorizado y la lista de líneas de acción,Análisis integrado y los territorios vulnerables priorizados,C
"En el 2026 el Centro de Salud ""Palca"" será líder en la atención primaria en salud con calidad, calidez, equidad y 
eficiencia, logrando usuarios internos y externos satisfechos para conseguir estilos de vida saludables. Esto 
constituye la ...... de la institución.",meta,estrategia,misión,visión,D
"Mujer de 35 años, con movimientos involuntarios de los ojos, acude a la consulta por primera vez. ¿Con 
qué instrumento se evaluaría la agudeza visual monocular?",Parche,Oclusor,Oclusor oscuro,Lentes positivos altos,D
"Niña de 8 meses es llevada a su control de  niño sano a un establecimiento de salud de la sierra central, madre 
refiere que no tomó el suplemento preventivo de hierro desde los 7 meses, se le hace dosaje de hemoglobina con 
un valor de 11.5 g/dL (con factor de corrección). ¿Cuál es la conducta a seguir respecto a su suplementación?",Iniciar tratamiento para la anemia con evaluación médica,Iniciar un nuevo esquema de suplementación preventiva y dar consejería,Continuar con la dosis preventiva durante 3 meses y repetir dosaje de hemoglobina,"Continuar con la dosis preventiva hasta los 6 meses, previa consejería",D
Uno de los principales instrumentos para realizar actividades de promoción de salud es:,Folletos de salud,Instrumental necesario,Encuestas a la población,Educación para la salud,D
"Es la forma característica de pensar y actuar en una entidad, con base a principios, valores, creencias, conductas, 
normas, símbolos, entre otros, que adoptan y comparten los miembros de una organización. Esta definición 
corresponde a:",Cultura organizacional,Recursos humanos,Clima organizacional,Plan estratégico,A
"¿Cómo se denomina a la estructura organizativa y funcional constituida por el conjunto de profesionales sanitarios 
y no sanitarios que desarrollan de forma continuada y compartida las funciones y actividades de la atención primaria 
de salud en el seno de una comunidad determinada?",Comunidad organizativa,Comunidad saludable,Equipo médico,Equipo de salud,D
"Niño de 9 meses, acude con su madre a un establecimiento de salud de Tumbes, se le realiza control de 
hemoglobina, obteniéndose el valor de 10.8 g/dL. ¿Cuál es la interpretación?",Anemia severa,Anemia leve,Anemia moderada,Sin anemia,D
"La ...... constituye un escalón más dentro del proceso de atención integral, que viene definido por la asistencia, la 
prevención, la adaptación social a un problema crónico y finalmente la implicación de los individuos en el desarrollo 
y disfrute de su salud.",epidemiología,promoción de la salud,salud pública,atención primaria,B
"Un niño de 12 años es evaluado con el test de Hirschberg y se observa: en el ojo derecho el reflejo es central, en 
el ojo izquierdo el reflejo se encuentra en el lado nasal. ¿Qué tipo de desviación tiene?",Exoforia,Esoforia,Exotropia,Esotropia,C
"¿Cuál es la mayor dificultad que afrontan los estados respecto a cuestiones normativas relacionadas con la práctica 
de la medicina tradicional y complementaria?",Falta de control y reglamentación a productos herbarios,Falta de datos de investigación,Falta de mecanismos para controlar y reglamentar publicidad,Falta de apoyo financiero a la investigación,B
"En el establecimiento de salud el personal atiende a un poblador de 75 años con catarata bilateral, desde hace 6 
meses conoce su diagnóstico. ¿A qué grupo enfermedades pertenece?",Raras,Huérfanas,No transmisibles,Congénitas,C
"El Sistema Nacional de Planeamiento Estratégico establece lineamientos metodológicos para el planeamiento 
institucional que comprende documentos de gestión como:",PER,POA,MOF,PEI,D
"Una madre de familia acude a un establecimiento de salud I-2 con su niño de 6 meses de edad, refiere que desde 
hace 15 días presenta tos persistente, fiebre, a la evaluación se evidencia rubicundo, dificultad para respirar y lactar; 
en cartilla de vacunación se encuentra dosis incompleta de vacuna pentavalente. ¿Cuál es la medida de 
bioseguridad prioritaria para el personal de salud en la atención ambulatoria?",Vacunación inmediata,Higienización de manos,Calzado de guantes,Uso de mascarilla,D
"Hábitos de chupar o morder lápices, crayolas u otros, uso de productos químicos sin registro sanitario, manipulación 
de juguetes y útiles de escritorio sin registro ni autorización sanitaria y uso de utensilios de comida (cerámica 
vidriada); son factores de riesgo de exposición a…",metales pesados.,plaguicidas.,pinturas.,excrementos.,A
"Según el estudio de contactos. ¿Cuántos controles como mínimo deben recibir los contactos de casos de 
tuberculosis resistente?",6,2,4,3,A
"Durante la visita a la comunidad los vecinos indican que un vecino se encuentra solo en su domicilio, el personal 
verifica que se trata de un adulto mayor con signos de desnutrición y descuido. ¿Qué actitud debe tomar el personal 
de salud?",El personal no tiene responsabilidad en en el marco de sus competencias,Invitarlo a ser parte del círculo del adulto mayor que tiene la municipalidad,Buscar a sus familiares para que se hagan cargo del adulto mayor,Cuidado integral e integrado de salud del adulto mayor en la comunidad,D
"El director de la institución educativa Inicial Alcides Spelucin Vega solicita al establecimiento de salud atención 
integral para los niños, los cuales están acompañados de sus padres; el personal de salud interviene y se lleva 
acabo la atención. ¿Qué tipo de metodología es esta modalidad educativa?",Organizacional,Comunicativa,Participativa,Colaborativa,C
"El profesional de salud coordina actividades con la comunidad quechua hablante, estrategias de atención basadas 
en valores, principios, derechos y respeto a la diferencia y la diversidad cultural, el objetivo es lograr el 
entendimiento, comprensión del sistema de salud y la medicina tradicional. Este enunciado corresponde a:",Diálogo intercultural,Agenda de salud,Acuerdo de salud,Actores sociales,A
"Madre asiste a la consulta con su niño de tres meses para su evaluación ocular, que incluye: Inspección 
ocular, evaluación de seguimiento de ambos ojos y ...",fijación.,reflejo rojo bilateral.,Covert test.,agudeza visual.,B
"Varón de 50 años acude a la consulta acompañado de su hija, él viene de provincia, no puede leer, solo habla 
quecha y llega desmotivado, se resiste al uso de anteojos. El profesional, a través de su acompañante explica con 
amabilidad y respetando sus creencias sobre el uso de correctores. ¿A qué situación corresponde?",Respeto,Participación ciudadana,Inclusión social,Interculturalidad,D
"El grado en que un instrumento produce resultados consistentes y coherentes se denomina ...... y el grado en que 
un instrumento en verdad mide la variable que se busca medir se denomina...",piloto / confiabilidad.,validez de constructo / validez de criterio.,validez / objetividad.,confiabilidad / validez.,D
"¿Cuál es el diagnóstico presuntivo de una mujer de 30 años, sana, ama de casa, que luego de realizar la limpieza 
del techo de su casa,  llega con ojo rojo, lagrimeo y dolor ocular al establecimiento de salud de su comunidad?",Cuerpo extraño,Desprendimiento de retina,Ojo seco severo,Glaucoma,A
"El contacto visual-facial, una sonrisa en un momento clave, recibir de manera personalizada y dando a entender 
que el paciente es bienvenido; es una  características de la…",confianza.,empatía.,calidez.,comunicación.,C
"¿A qué corresponde la siguiente definición: “Es el conjunto de actuaciones intersectoriales destinadas a mejorar la 
salud de la comunidad en todas sus dimensiones”?",Rehabilitación basada en la comunidad,Promoción de la salud,Salud comunitaria,Prevención de la salud,C
"¿Cuál es el procedimiento mediante el cual se examinan: los párpados en busca de deformidades; valora la 
apertura y cierre de los ojos; el tamaño de los globos oculares, su posición y alineamiento; el tamaño y claridad de 
las córneas; color de la pupila y la configuración del iris?",Inspección ocular,Biomicroscopia,Retinoscopia,Examen de estrabismo,A
"Varón de 30 años, preocupado, ansioso, pide una atención por obstetricia manifestando haber visitado un prostíbulo 
la semana anterior; presume rotura del preservativo y haber contraído el VIH. El personal de salud se acerca, 
inmediatamente le aplica la prueba rápida, siendo el resultado negativo; le da el resultado y recomienda tener mayor 
cuidado y asegurarse del uso correcto del preservativo, así como el tener pareja estable. Según normativa. ¿Qué 
paso de la consejería obvió?",Reducción de riesgos,Pretest,Postest,Salud mental,B
"En un establecimiento de nivel I-3, se realizó una campaña de atención integral y se detectó dos pacientes con 
diagnóstico presuntivo de glaucoma. Estos pacientes deben ser derivados al nivel:",II-E,I-4,III-1,III-2,A
"En el centro de salud San Fernando de San Juan de Lurigancho, el tecnólogo médico en optometría ha identificado 
que la población infantil de las instituciones educativas de su jurisdicción requiere de atención visual; sin embargo, 
no acuden a la consulta para su tratamiento. ¿Qué medida será más efectiva?",Sesiones educativas a los padres en las escuelas,Entrevista con cada padre durante sus consultas,Entrevista con cada niño en las consultas,Técnicas educativas a los docentes,A
"Madre trae al recién nacido al centro de salud por presentar molestias oculares, al examen presenta ojo rojo, 
abundante secreción purulenta, párpados hinchados y córnea blanquecina. ¿Cuál es el diagnóstico presuntivo y 
cuál es la medida a seguir?","Conjuntivitis bacteriana, atendida por medicina general","Conjuntivitis del recién nacido, limpieza ocular","Conjuntivitis viral, referencia a oftalmología","Conjuntivitis del recién nacido, referencia a oftalmología",D
"La implementación en las redes integradas de salud de la prestación y gestión de servicios de salud con el uso de 
telemedicina, telegestión y teleeducación es ...... del PEI.",acción estratégica,indicador,objetivo,función,A
"En un establecimiento de salud de Cusco, una puérpera inmediata le pide a la obstetra que su placenta le sea 
devuelta para seguir una tradición ancestral, a lo cual ella accede respetuosamente. Esto es un ejemplo de 
aplicación del enfoque ...... en salud materna.",incultural,intercultural,acultural,transcultural,B
"La fase inicial del periodo patogénico que transcurre entre el momento del estímulo y la aparición de síntomas y 
signos en las enfermedades transmisibles. ¿A qué período corresponde?",Latencia,Ventaja,Inducción,Incubación,D
"El …... en los equipos es uno de los factores que influyen decisivamente en la mejora de la calidad asistencial y en 
los resultados sobre la salud de la población.",responsable,liderazgo,coordinador,jefe,B
"En el centro de salud de la Oroya, en una reunión entre representantes de la DIRESA, Red de salud y personal de 
salud, junto a las autoridades, agentes y autoridades comunales se va implementar la metodología del DIS (diálogo 
intercultural en salud). ¿Cuál es el primer momento en su implementación?","Planificación, acuerdos y compromisos","Reconocimiento de actores, difusión y preparación del diálogo",Análisis sociocultural e identificación de prioridades de salud,Programación de actividades,B
"En un establecimiento de salud de Chincha, el director realiza desplazamiento del personal a otro centro, 
sustentando la disminución de atenciones de parto, la obstetra que labora más de 10 años, manifiesta su 
descontento presentando una queja a recursos humanos. ¿Qué aspecto de la gestión de recursos humanos se ve 
afectado?",Clima organizacional,Salud mental,Ley del CAS,Trabajo social,A
"En un establecimiento de salud se esta realizando un spot radial en idioma quechua para ser difundida en su radio 
local. Esto es un ejemplo de medio de expresión que garantiza la...",responsabilidad étnica.,diversidad cultural.,creatividad.,política radial.,B
¿Qué se detecta a través de la evaluación del reflejo luminoso corneal en niños mayores de 6 meses?,Posibles estrabismos,Transparencia de medios oculares,Alteraciones en córnea,Ametropías,A
"Todo servidor público debe ...… y ...… los bienes del Estado, debiendo utilizar los que le fueran asignados para el 
desempeño de sus funciones de manera racional, evitando su abuso, derroche o desaprovechamiento, sin emplear 
o permitir que otros empleen los bienes del Estado para fines particulares o propósitos que no sean aquellos para 
los cuales hubieran sido específicamente destinados.",ejecutar / depositar,usar / cuidar,proteger / conservar,atesorar / utilizar,C
"Paciente de 45 años acude a la consulta, con dolor ocular desde hace 6 meses, luego de tomarle la presión 
intraocular el resultado es de 25 mmHg. ¿En qué etapa de la historia natural de la enfermedad se encuentra esta 
situación?",Yatrogénica,Patogénica,Rehabilitación,Prepatogénica,B
"El responsable del establecimiento de salud, está recibiendo la relación y stock de materiales e insumos para la 
atención de la gestante y se percata que hay productos vencidos (hace un mes), mismos que no pueden ser 
consumidos para la atención. ¿Cuál es el procedimiento a seguir?",Eliminar el producto,Mantenerlo en su stock hasta nuevo requerimiento,Devolver a farmacias con informe,Solicitar a farmacia la rotación a otro establecimiento de salud,C
"¿Cuál es la afección ocular más frecuente que puede presentarse luego de ocurrida una situación de desastre 
natural?",Conjuntivitis,Chalazión,Fotofobia,Leucoma,A
"En el establecimiento de salud ""Vida Nueva"" se está haciendo un spot publicitario para promocionar las ventajas 
del parto vertical. ¿Cuál es uno de los criterios de inclusión para este tipo de parto?","Gestantes sin complicación obstétrica, incluye adolescentes y mujeres jóvenes",Gestante con distocias de contracción,Gestante con antecedente de miomectomías,Falta de colaboración de la gestante para el trabajo de parto y la atención del mismo(problemas psiquiátricos),A
"El trabajador de salud trabaja en el turno tarde, desde hace un mes  la luz del consultorio es tenue debido a que 
una de las dos luminarias no funciona. ¿A qué tipo de riesgo laboral esta expuesto?",Biológico,Químico,Mecánico,Físico,C
"Albañil de 38 años vive en el callao, tiene EsSalud, llega al Instituto Nacional de Oftalmología por la cercanía del 
trabajo, sin documentos, con un clavo incrustado en la esclera. ¿Cuál debe ser la conducta a seguir?",Derivarlo a su seguro,Citarlo por consultorio externo,Solicitar su documentación,Atenderlo por ser emergencia,D
"Niño de 3 años es llevado por su tía para control de CRED en un establecimiento  de categoría I-1, durante la 
atención se toma conocimiento de fallecimiento de sus padres. ¿Cuál es la conducta a seguir con la tutora del niño 
después de culminar la atención?","Hacer de conocimiento a la DEMUNA, INABIF, CEM o un similar para el seguimiento del caso","Referencia a un CSMC, o a un EESS I-3, I-4 que cuente con psicólogo",Brindar consejería en salud mental a la tía y elaborar el plan de atención individualizado,"Referencia a un establecimiento I-2 para evaluación de síntomas ansiosos, depresivos",B
"Una madre de familia acude al EESS con su menor de 15 días de nacido,  por presentar tos intensa y dolor de 
garganta hace 8 días. Se verifica que en su gestación no fue vacunada de Tdap y se toma muestra por sospecha 
de tos ferina. Después de una semana se confirma caso; en  la visita  domiciliaria se observa que su bebé tiene tos 
persistente, así como el personal  que atendió presenta síntomas. ¿A qué corresponde esta situación?",Emergencia sanitaria,Evento,Brote,Desastre,C
"En la visita familiar integral en la comunidad de Carampoma, una madre con 5 hijos, en edades entre los 10 días 
de nacimiento y 7 años, fueron identificados riesgos por curso de vida y la dinámica familiar, que permitió la 
intervención del personal de salud en tres ejes. ¿A qué tipo de trabajo corresponde?",Intersectorial,Multidisciplinario,Transgeneracional,Transversal,B
"La ...... es una responsabilidad de los gobiernos, que corresponde a la organización de todas las actividades 
comunitarias que directa o indirectamente, contribuyen a la salud de la población.",vigilancia epidemiológica.,salud pública.,equidad de la salud.,gestión en salud.,B
"Se realiza el examen de los ojos y la determinación de la A.V. utilizando el oclusor con agujero estenopeico con el 
objetivo de detectar probables cataratas a pacientes con...",65 años a más con A.V. ≤ a 20/70.,60 años a más con A.V. ≤ a 20/50.,40 años a más con A.V. ≤ a 20/70.,50 años a más con A.V. ≤ a 20/70.,D
"Adolescente de 15 años con problemas visuales, acude al establecimiento acompañado de su madre. Al examen, 
presenta disminución de agudeza visual y problemas de estrabismo. ¿Qué tipo de retinoscopía le realiza?",Con cicloplejia,De Sheard,De Mohindra,De Tait,A
"El profesional de la salud tecnólogo médico realiza una actividad de tamizaje en los colegios que forman parte de 
la jurisdicción del centro de salud al que pertenece, con el objetivo de detectar ambliopías. El nivel de prevención 
es:",Terciaria,cuaternaria,Secundaria,Primaria,C
"Un establecimiento de salud del primer nivel de atención con capacidad resolutiva para satisfacer las necesidades 
de salud de la persona, familia y comunidad, en régimen ambulatorio en atención de 12 horas. Cuenta con población 
asignada, con dos o más médicos cirujanos, odontólogo, enfermera, obstetra; personal técnico de enfermería, 
laboratorio y farmacia. ¿A qué categoría pertenece?",I-2,I-4,I-1,I-3,D
"Para tomar la agudeza visual monocular en un tamizaje, se requiere utilizar un oclusor ¿Qué debe usar para 
desinfectar el oclusor?",Etanol 70%,Glutaraldehído 2%,"Hipoclorito sódico 0,1 - 0,5%",Formaldehído 4%,A
"En un establecimiento de salud con el fin de disminuir el riesgo de ocurrencia de enfermedades oculares, el 
tecnólogo serumista realiza una charla educativa a los padres de familia sobre cuidados e higiene ocular, ¿Qué tipo 
de acción preventiva realiza?",Primaria,Terciaria,Cuaternaria,Secundaria,A
"En una campaña de salud comunitaria se detectó un joven de 17 años con sospecha de consumo de alcohol, por 
lo que se le aplicó el test AUDIT (Alcohol Use Disorders Identification Test) con un puntaje de 30. ¿Cuál es la 
interpretación de este resultado?",Bebedor de riesgo,Bebedor social,Probable dependencia alcohólica,No problemas de consumo,C
¿Con qué instrumento se realiza la evaluación del reflejo rojo luminoso corneal?,Oftalmoscopio directo,Linterna,Retinoscopio,Biomicroscopio,A
"En un estudio de investigación epidemiológico, de campo y cualitativo basada en la observación y entrevista, los 
principios éticos consideran lo siguiente:",No requiere contar con revisión por el comité de ética,Obtención del consentimiento informado y beneficencia,"Consentimiento, respeto y veracidad","No maleficencia, respeto y eficacia",B
"Una propuesta para el uso racional de medicamentos es utilizar obligatoriamente la ...... en la prescripción de 
medicamentos.",denominación común internacional,farmacología,indicación correcta,letra correcta,A
"Según el código de ética del colegio profesional de Tecnólogos médicos, indica que debe cumplir con sus 
obligaciones profesionales, administrativas, horario de trabajo, en el centro laboral donde preste sus servicios, 
absteniéndose del consumo de tabaco, estupefacientes, bebidas alcohólicas, así como de la realización de actos 
reñidos contra la moral. Este artículo corresponde a:",Deberes del Tecnólogo Médico,Desempeño profesional,Principio fundamental,Responsabilidad en el ejercicio profesional,B
"Un joven de 30 años en una comunidad se cae del puente sufriendo múltiples lesiones, encontrándose en una zona 
de difícil acceso; inmediatamente los pobladores, el agente de salud, el gobernador; coordinan su traslado al 
establecimiento de salud. ¿A qué tipo de vigilancia corresponde?",Comunitaria en salud,De atención,De escenarios,Epidemiológica,A
"Mujer de 70 años, se acerca al establecimiento de salud I-3, para ser atendida por el médico de turno, como parte 
de la atención obligatoria para el programa pensión 65, siendo su primera atención en el año; pero el médico no se 
encuentra debido a que llevó una referencia en ambulancia. Según el paquete de cuidado integral de salud del 
adulto mayor. ¿Qué debe hacer el profesional de salud  capacitado con la paciente a fin de no perder la oportunidad 
de atención?",Reprogramar para una atención por el médico,Hacer una referencia a otro establecimiento,Atenderla aplicando el VACAM corto,Citarla para el día siguiente,C
"Madre acude al establecimiento de salud con su recién nacido, comenta que su niño no reacciona con sonidos 
fuertes desde que fue dado de alta; por lo que se le realiza el cribado neonatal para descartar hipoacusia. ¿Este 
cribado a qué tipo de prevención corresponde?",Secundaria,Terciaria,Primaria,Primordial,A
"¿Cuál es la enfermedad zoonótica relacionada al acceso a saneamiento básico, se contagia a través del contacto 
con la orina de animales infectados o agua contaminada y su prevención a través de la protección de fuentes de 
agua, disposición adecuada de basuras y excretas, control de roedores y protección personal?",Carbunco,Tifus,Peste,Leptospirosis,D
"Paciente de 65 años procedente de la selva acude para atención oftalmológica. Al examen se encuentra pterigión 
de tercer grado y se le indica que requiere cirugía; el paciente prefiere usar gotas de plantas naturales como la 
sábila y luego considerar la cirugía. Usted respeta las ideas del paciente y acepta diferir la cirugía. ¿Qué enfoque 
está aplicando el profesional de salud?",Pertinencia social,Heterogeneidad cultural,Interculturalidad en salud,Inclusión intercultural,C
"Los pueblos indígenas tienen derecho a establecer y controlar sus sistemas e instituciones docentes que impartan 
educación en sus propios idiomas, en consonancia con sus métodos culturales de enseñanza y aprendizaje. Por 
tanto, tienen derecho a todos los niveles y formas de educación del estado sin:",Discriminación,Comprensión,Tolerancia,Diversidad,A
"¿Cómo se denomina al proceso que se inicia con la exposición de un huésped susceptible a un agente causal y 
termina con la recuperación, la discapacidad o la muerte?",Proceso salud enfermedad,Período prepatogénico de la enfermedad,Historia natural de la enfermedad,Periodo patogénico de la enfermedad,C
"""prevenir, vigilar, controlar y reducir el impacto de las enfermedades, daños y condiciones que afectan la salud de 
la población, con énfasis en las prioridades nacionales"", es ...... del Ministerio de Salud.",objetivo estratégico institucional,estrategia institucional,misión institucional,visión institucional,A
"Las actividades promocionales del centro de salud sobre los cuidados familiares enfocados en el desarrollo de 
actividades lúdicas grupales, incorporación en la familia, cuidados para la prevención de caídas y diálogo 
intergeneracional. ¿A qué curso de vida corresponde?",Adulto,Niño,Adolescente,Adulto mayor,D
"Niño de 4 años, fondo de ojo normal, hirschberg orto, presenta A.V. SC 20/200 20/100; AE 20/70  20/50;  CC 
20/50  20/40 ¿Qué problema visual presenta?",Aniseiconía,Ambliopía,Astigmatismo,Anisometropía,B
"Adolescente de 15 años acude al centro de salud para su refracción y se le encuentra una miopía de -6.00 dioptrías. 
Se le indica uso de anteojos con lentes correctivos pero no desea usarlos por ser gruesos. ¿Qué acción tomaría?",Derivar a atención psicológica,Sesión educativa a los padres,Ayudar en su autoestima,Brindar consejería en salud ocular,D
"En la comunidad amazónica donde realiza su SERUMS, se comenzó a detectar el incremento de pacientes febriles 
con gota gruesa positiva a trofozoitos y esquizontes de Plasmodium vívax. ¿Cuál es el artrópodo vector al que debe 
realizarse acciones de control?",Anopheles sp,Xenopsylla cheopis,Triatoma sp,Aedes sp,A
"Mujer de 56 años, llega al establecimiento de salud, refiere preocupación porque está subiendo de peso en los 
últimos 3 meses. Hace 6 meses es menopáusica con tratamiento no hormonal. ¿Sobre la prevención o control de 
qué riesgo debe orientarla?",De obesidad,De insuficiencia renal,De depresión,De ACV,A
"Un egresado de Tecnología Médica, postuló para una plaza de trabajo en una clínica privada sin tener título y 
colegiatura, le propusieron una menor remuneración y aceptó ¿Qué acto constituye?",Incumplimiento de los deberes,Intrusismo laboral,Ejercicio ilegal de la profesión,Infracción a los valores,C
