questions,option_A,option_B,option_C,option_D,correct_answer
"En estudios clínicos y epidemiológicos, la medición de variables que incluyen la 
perspectiva del paciente con referencia a resultados relacionados a su calidad de vida. 
¿Cuáles son los instrumentos de recolección de datos más indicados?",Entrevistas y cuestionarios,Observación directa e indirecta,Registro por el paciente y familiar,Registros y documentos ya existentes,A
"Un médico serumista se encuentra trabajando en un centro de salud de 12 horas, al cual 
acude una gestante de bajo riesgo obstétrico con contracciones. ¿A qué establecimiento 
de salud le corresponde referir?",II - 1,III - 1,I - 3,I - 4,D
"El responsable de la RIS desea saber la cantidad de atenciones realizadas por el médico 
serumista en consulta externa. ¿Qué indicador de gestión debe utilizar?",Rendimiento,Productividad,Permanencia,Concentración,B
"El pueblo de Coronilla, están experimentando una contaminación ambiental por derrame 
de petróleo en un lago circundante a la población, la enfermera encargada de la posta de 
salud prioriza la etiqueta diagnóstica de ""Gestión ineficaz de salud comunitaria"". ¿Qué 
intervención NIC es prioritario?",Colaboración con otros profesionales sanitarios,Favorecimiento de la resiliencia: comunidad,Desarrollo de la salud de la comunidad,Manejo ambiental: comunidad,C
"La infección de un ciudadano por el virus del dengue y el desenlace en muerte, 
corresponde a la historia natural de la enfermedad. Considerando este concepto, la ..... es 
un momento importante en el conocimiento de la enfermedad.",vacunación,aparición de síntomas,investigación,promoción de la salud,A
"En la evaluación de una gestante se evidencia úlcera indurada e indolora (chancro) 
localizada en mucosa genital. ¿En qué fase de la historia natural de la enfermedad se 
encuentra?",Clínica,Subclínica,Inducción,Resolutiva,A
"Si la interacción entre un paciente y el personal sanitario tratante, se da mediante uso de 
las TICs, ¿Qué concepto de salud se está aplicando?",Salud intercultural,Promoviendo salud,Cuidado integral,Telesalud,D
"Melissa gestante adolescente de 14 años acude al Cs Huáscar para colocarse sus dosis de 
vacunas indicando a la enfermera que no presenta antecedente de antidiftérica. ¿Cuál es el 
trimestre de vacunación que le corresponde?",II trimestre,I trimestre,VI trimestre,III trimestre,A
"Cuando un niño menor de 5 años con diagnóstico de enfermería de Organización del 
desarrollo infantil deteriorado está en control del servicio de CRED, la priorización de 
resultados NOC e intervención NIC es:",Desarrollo infantil: 5 años - Manejo ambiental: seguridad,Conocimiento: conducta de salud - Enseñanza: seguridad del niño,Conocimiento: manejo del TDAH – Enseñanza: desarrollo en la primera infancia,Desempeño de rol de padres niño pequeño – Favorecimiento del rol parental,C
"Paciente migrante gestante quechua hablante, tiene derecho a ……   para parto vertical",Presencia solo de pareja,Servicios de salud con adecuación cultural,Traductor de idioma original,Acompañamiento de familia,B
"El enfermero ubicado en un centro asistencial comunitario de salud mental, está liderando 
el programa ""TaytaWuasi"" en el centro poblado Huaycarán, ha iniciado un plan de acción 
""Intervención familiar para influir positivamente"" ¿Qué actividad realizó primero para este 
plan?",Identificar puntos fuertes en los recursos dentro de la familia,Ver que los familiares sean expertos en el cuidado de su paciente,Fomentar la toma de decisiones familiares en el plan de cuidado,Establecer una relación de confianza con los miembros familiares,D
"En la lucha contra la anemia, se realiza el dosaje de hemoglobina a los 6 meses de 
nacido, para determinar si tiene anemia. Sí es positivo se inicia el tratamiento …",promocional.,recuperativo.,profiláctico.,preventivo.,B
"Los pobladores de una comunidad ashaninka llegan al centro de salud preocupados debido 
a que sus niños presentan dolor y diarrea con mucha frecuencia. Además, refieren que 
tomaron preparados de hierbas y posteriormente algunos fallecieron. ¿Cuál es la función 
de salud pública que debe fortalecer el personal de salud?",Vigilancia y valoración por el laboratorio,Valoración del estado de salud,Valoración clínica y laboratorio,Vigilancia y valoración del estado de salud,D
"En un caserío de Pasco, se presentan 5 casos de la enfermedad de pertussis durante los 
meses de enero y febrero. Como jefe de establecimiento. ¿Qué actividades dispone 
realizar?",Complementarias de vacunación,Vacunación regular,Desinfección en comunidad,Control de vectores,A
"El jefe del establecimiento de salud nivel I-2 ha identificado que existe necesidad de otro 
personal técnico para las visitas domiciliarias, porque no se logran las metas programadas. 
¿En qué instrumento de gestión se debe programar este recurso?",Presupuesto por resultados,Plan de salud local,Plan operativo,Plan estratégico,C
"Ud. es jefe de un establecimiento I-4 en la región norte del país y los boletines informativos 
de epidemiología indican un aumento de casos de melanomas por exposición a rayos UV 
en el último año. ¿A qué tipo de casos corresponden?",Incidentes,Reincidentes,Probables,Prevalentes,A
"A un establecimiento de salud, llegan 25 niños beneficiarios del programa de alimentación 
escolar, por presentar cuadro de intoxicación alimentaria, luego del consumir el desayuno 
escolar. Este tipo de evento debe ser notificado y corresponde a:",Endemia,Epizootia,Brote,Pandemia,C
"En un pueblo amazónico se está implementando una RIS de manera ordenada, siguiendo 
la normativa del MINSA, considerando su realidad local. ¿Qué característica del proceso 
se está cumpliendo?",Progresivo,Sostenible,Planificado,Sistemático,D
"El fortalecimiento de capacidades del personal de salud para mejorar la calidad en un 
servicio específico de atención primaria de salud, es una actividad acorde al objetivo de 
planeamiento estratégico relacionado a …",fortalecer el ejercicio de la rectoría de la autoridad nacional de salud.,mejorar asignación de presupuesto para atención integral.,incrementar el acceso a atención integral de salud.,difundir la importancia de la salud como derecho.,C
"La autoridad regional de salud está implementando la estrategia de Salud Familiar para 
que se pueda desarrollar efectivamente en el siguiente año. ¿En qué plan institucional se 
debe programar?",Contingencia,Continuidad,Operativo,Estratégico,C
"Durante la campaña de vacunación se interviene a las Instituciones Educativas a fin de 
vacunar a los niños y niñas con la vacuna de VPH para protegerlos y prevenir el cáncer 
cervical. ¿Desde qué edad se puede vacunar y cuantas dosis se debe aplicar?",9 años y dos dosis,13 años y dosis única,11 años y dosis única,9 años y dosis única,D
"Mujer de 25 años con diagnóstico de TB pulmonar, es evaluada por especialista quien le 
detecta que presenta resistencia a la Isoniacida y a la Rifampicina. ¿Cómo se denomina a 
la tuberculosis que presenta resistencia a ambos fármacos?",Extensamente resistente,Multidrogorresistente,Sensible,Pre- extensamente resistente,B
"Personal de salud de P.S. I-1, se dispone a transportar una muestra para despistaje de TBC 
hacia el hospital, según el documento técnico para el transporte seguro de sustancias 
infecciosas, la muestra debe almacenarse en:",Contenedor de plástico hermético,Contenedor de metal,Cooler resistente,Placa petri recubierta,A
"Disminucion de la tolerancia ala actividad,carga excesiva de fatiga,recuperacion 
quirurgica deteriorada aque dominio pertenece?",Dominio 2. Descanso y sueño / Clase 3 regulacion,Dominio 1. Promoción de la salud / Clase 3 autocuidado,Dominio 5. Autocuidado / clase 2 regulacion,Dominio 4. Actividad / descanso -clase 3.Balance energetico,D
"Tras administrar un medicamento ""x"" a un paciente, este reporta nauseas. Esta reacción a 
pesar de solo ser una sospecha de haber sido generada por el medicamento ""x"", sin 
necesidad de confirmar la relación causal, debe reportarse en la historia clínica del 
paciente; porque corresponde a:",Evento centinela,Sospecha de reacción adversa,Reacción bien caracterizada,ESAVI,B
"Un centro de salud I-3 que no genera más de 10 litros al día de residuos sólidos 
biocontaminados y cuenta con autoclave para el tratamiento. ¿Cuál es el tiempo máximo 
que puede almacenarlos antes de su disposición final?",Un mes,Siete días,48 horas,Tres días,B
"En un establecimiento de salud I-4, mujer de 25 años, recibio tratamiento según esquema 
TB, pero indica que los sintomas continuan, y que su hija menor de 5 años, también fue 
diagnosticada de lo mismo. ¿Qué principio del uso de medicamentos antimicrobianos NO 
se aplico?",Resistencia,Biodisponibilidad,Concentración,Calidad,A
"En el centro de salud del primer nivel, como serumista, el registro de los datos organizados 
(estadística de casos) o la colecta de datos en campo (estudios de flora y fauna, vectores, 
entre otros) son acciones de:",Salud publica,Vigilancia epidemiológica,Vigilancia centinela,Investigación,B
"¿Con qué se determina el número de la historia clínica de una persona de nacionalidad 
peruana?",Carnet de extranjería,Pasaporte,Según número de ingreso,Documento Nacional de Identidad,D
"Es un componente prioritario y esencial de los programas de inmunizacion y comprende 
el cumplimiento de un conjunto de procedimientos normalizados,estandarizados o 
protocolizados que se observan desde la formulacion de la vacuna, su produccion, 
transporte, almacenamiento y conservacion, distribucion, recostruccion, administracion 
(inyeccion segura), eliminacion (bioseguridad ) y la vigilancia epidemiologica e 
investigacion de los ESAVI. ¿A qué vacuna correponde?",Vacuna regular,Vacuna segura,Vacuna inatenuada,Vacuna atenuada,B
"Durante la vacunación casa por casa muy cerca al establecimiento de salud, una enfermera 
aplica la última vacuna de DT que le quedaba a una mujer de 40 años de edad. De regreso 
al EESS, al abrir su thermo para guardar los paquetes de hielo, visualiza que la T° 
registraba 10°C. ¿Qué riesgos puede padecer última mujer vacunada ante la ruptura de la 
cadena de frio?",Disminución del número de personas susceptibles,Incremento de la eficacia de la vacuna,Presentación abscesos no sépticos,Ganancia de la confianza de la población,C
"¿Cuál es el rango de T° en °C, necesario para la conservación de las vacunas?",1 a 8,2 a 8,4 a 10,-1 a -8,B
"Para garantizar el adecuado desempeño de los recursos humanos de su establecimiento de 
salud. ¿Qué se debe considerar?",Valores,Competencias,Virtudes,Caracteres,B
"Adela es una adulta mayor viviendo con diabetes mellitus, la cual tiene dificultad para 
movilizarse. Refiere que vive con su hija que trabaja todo el día y no puede acompañarla 
siempre al establecimiento de salud. Está estable, pero necesita su medicación de manera 
oportuna. ¿Qué tipo de intervención de Telesalud requiere?",Telemonitoreo,Telecapacitación,Teleconsulta,Teleorientación,A
"En las sesiones educativas  a madres de familia del programa JUNTOS, manifiestan que 
para eliminar la anemia les dan a sus niños remolacha, hojas de berros entre otros 
productos de la zona. Como personal de salud. ¿Qué acciones se deben realizar para 
continuar las capacitaciones sin contradecir las creencias de la comunidad?",Desestimar las opiniones e indicar que estos alimentos no son ricos en hierro,Retirarlos del beneficio económico del programa JUNTOS,"Fortalecer el consumo de alimentos ricos en hierro, respetando sus opiniones",obligar el consumo de alimentos ricos en hierro para evitar la anemia,C
"¿Cuál es la vacuna que se administra vía intradérmica, en la región del músculo deltoides 
del brazo derecho a 2 cm del acromion o vértice del hombro?",APO,BCG,Fiebre amarilla,Hepatitis B,B
"Dentro del periodo prenatal. ¿Qué factor de riesgo neonatal consideramos en la evaluación 
de la gestante?",Cesárea de emergencia,Diabetes materna,Parto prolongado,Placenta previa,B
"Mujer de 52 años, natural de región selva, trabaja en prostitución, refiere a profesional de 
salud que el día anterior fue dopada y sufrió agresión sexual, tiene dolor pélvico y 
moretones en el cuerpo, ¿Qué debe hacer el profesional de salud?",Derivar a paciente para que se le brinde atención en salud mental,"Aplicar kit completo de emergencia, previo consentimiento",Aplicar kit de descarte sin consentimiento para que no se asuste,Hacer denuncia a las autoridades sin autorización de paciente,B
"Se observa que hay migrantes de selva que viven en un asentamiento humano de un distrito 
de Lima, que son discriminados y rechazados entre los pobladores del distrito donde 
pernoctan, por lo que se debe …",imponer acciones socio educativas.,normalizar el comportamiento de la comunidad.,"cambiar hábitos, costumbres y creencias.",reforzar la interacción cultural.,D
"Recientemente usted fue asignado a un C.S. y quiere conocer cómo se transmite una 
enfermedad de una persona a otra o de un reservorio no humano a una población humana, 
además de las razones por las que los comportamientos de riesgo causan enfermedades. 
¿En qué se basa para realizar este estudio?",Tanatología,Epidemiología,Estadística,Salud pública,B
"En una comunidad se reportan dos o más casos de una misma enfermedad y están 
relacionados entre sí, el personal de salud según criterio epidemiológico identifica que es:",Pandemia,Brote,Endemia,Epidemia,B
"En un establecimiento de salud, acude mujer de 25 años, indicando que su pareja la obligó 
a ver ""material pornográfico"", el médico que la atiende brinda atención integral y requiere 
registrarla en su HIS. Este acontecimiento esta tipificado como:",Abuso sexual,Agresión física,Violencia sexual,Violencia de género,C
"Gestante de 8 semanas de 36 años, refiere ser violentada sexualmente por su pareja, acude 
al servicio a solicitar apoyo. Como profesional de la salud se debe indicar que la gestante 
realice su denuncia en primera instancia a la:",Ministerio de la mujer,Policía del sector,Centro de emergencia mujer,Fiscalía de familia,D
"En un establecimiento de salud I-4, un ejemplo de UPSS podría considerarse al servicio 
de …",docencia.,gestión de investigación.,pediatría.,epidemiología.,C
"Paciente migrante con tuberculosis pulmonar acude al establecimiento de salud 
solicitando ser atendido en el programa de PCT, no cuenta con documento de 
identificación. ¿Cuál es el procedimiento para solucionar el problema y brindar una 
atención adecuada y oportuna?",Por estrategia sanitaria no requiere documento,Referir a migraciones con el diagnóstico de TB,Solicitar la exoneración del tratamiento,Exigir su inscripción al SIS por enfermedad infecto contagiosa,B
"En el establecimiento de salud I-4, acude paciente con tratamiento de sífilis.  Para la 
clasificación de la etapa clínica y  diagnóstico de neurosífilis. ¿ Cuál es la prueba 
indicada?",VDRL (Venereal Disease Research Laboratory),FTA Abs ( Fluorescent Treponemal Antibody-Absorption),TPPA ( Treponema pallidum particle agglutination),TPHA (Treponema pallidum Haemagglutination),A
"Si un adulto recibió las 3 dosis de vacunación completa de la difteria y tétanos, a los 
cuantos años después debe reforzar la inmunidad con una sola dosis?",15,10,20,5,B
"Los factores que afectan a la salud son múltiples, y las relaciones entre ellos, complejas. 
Los determinantes sociales, definidos como las condiciones en las que viven las personas 
y a sus experiencias sociales que tienen un efecto sobre su salud, tienen los siguientes 
componentes:",Etnia - factores biológicos,Posición socioeconómica- genética,Estructurales - intermedios,Socioeconómicos - interculturales,C
"Se realiza la visita a un niño con anemia, se le orienta a la madre darle alimentos ricos en 
hierro como la sangrecita. La madre señala que su religión no le permite. ¿Cuál es la 
conducta más adecuada para mejorar el estado de salud del menor?",Respetar la decisión y creencia de la familia,Fortalecer el consumo de hierro intradomiciliario,Llamarle la atención por negligencia y desidia,Obligar a que la madre lo alimente con la sangrecita,B
"En la comunidad, se identifican a niños <1 año sin vacunas, sin CRED y sin tamizaje de 
anemia. Se les brinda orientación y consejería a las madres de la importancia de cumplir 
con el calendario de atención integral de salud de los menores, quienes responden que no 
tienen tiempo para llevarlos al centro de salud. ¿Qué estrategias se deben realizar para 
sensibilizar y promover el cuidado integral de salud de los infantes?",Comunicar a las autoridades por exposición al peligro de los menores,Organizar un plan de visitas por el equipo multidisciplinario,Hacer de conocimiento  a la fiscalía de la familia,Captar y capacitar a lideres comunales para las visitas continuas,D
"En un establecimiento de primer nivel de atención detectamos un caso de tamizaje 
positivo de TBC pero el paciente tiene el  diagnóstico de problemas de salud mental 
,donde se debe derivar?",Hospital psiquiátrico,Centro de  salud mental y comunitaria,Considerar como un paciente altamente de riesgo,Establecimiento  de salud de mas complejidad,B
"¿Cuál es la función esencial que ha sido identificada como critica para la práctica de la 
salud publica relacionada a la colaboración activa del personal de los servicios de salud 
en el desarrollo de programas educativos en la comunidad?",Participación social,Promoción de la salud,Regulación y fiscalización,Promoción del acceso equitativo,B
"La búsqueda intencionada y sistemática de casos de dislipidemia y obesidad infantil en las 
historias clínicas y archivos estadísticos del centro de salud. ¿A qué tipo de vigilancia 
corresponde?",Activa,Centinela,Pasiva,Retrospectiva,C
"La tendencia del crecimiento y peso de una niña que acude a su control de CRED no se 
encuentran paralelos al patrón de referencia, esto se ha visualizado con respecto a su 
control anterior. En esta situación. ¿Cómo es su crecimiento?",Inadecuado,Adecuado,Logrado,Esperado,A
"Adolescente de iniciales J.P.C. de 14 años, tiene autismo moderado, hace 3 años dejó la 
medicación, en los últimos meses tiene conducta agresiva con la comunidad (vecinos y 
colegio), mamá refiere ""no es colérico en casa, pero tiene actitud negativista y aptitud 
apática, rechaza a la gente ¿Cuál es la etiqueta diagnóstica NANDA priorizada para 
iniciar la intervención primaria de vida adolescente?",Deterioro de la regulación del estado de ánimo,Interacción social deteriorada,Gestión ineficaz de la salud comunitaria,Conectividad social deteriorada,B
"En una comunidad amazónica se registra un brote de malaria por Plasmodium falciparum, 
donde dos niños fallecieron de un total de 50 pacientes (4%) confirmados con gota gruesa 
y PCR. ¿Cuál es la medida epidemiológica de frecuencia referida?",Tasa de ataque,Tasa de letalidad,Incidencia acumulada,Tasa de mortalidad general,B
"Se encuentra atendiendo el serumista profesional de salud no médico en un 
establecimiento de salud nivel I-1. ¿Cuál es la atención de salud de urgencia prioritaria 
que debe referir?",Parasitosis intestinal,Hemorragia leve,Asma no complicada,Síndrome febril,D
"Juana y Gregorio acuden al centro de salud para recibir orientación por personal 
capacitado en ITS, al finalizar la sesión, les proveen preservativos masculinos y condones 
femeninos en un número de ...... respectivamente.",20 y 30,20 y 10,60 y 20,30 y 10,B
"Es una estrategia de intervencion que consiste en la indicacion y la entrega de los 
micronutrientes o hierro (en forma de sulfato ferrosos o complejo polimaltosado ferrico) 
con la finalidad de preveer la anemia por deficiencia de hierro,quien es el profesional que 
prescribe?",El profesional de salud  medico,El profesional de salud en general,El profesional de salud nutricionista,El profesional de salud que realiza el control de la niña o niño,D
"El jefe del puesto de salud acudió a la reunión convocada por el municipio para 
empadronamiento y evaluación sanitaria de los drogadictos que pernoctan a las afueras de 
la ciudad y que han ido en aumento. Este hábito negativo para la salud, está dentro del 
grupo de determinantes:",Biológicos,Ambientales,Asistenciales,Genéticos,B
"Cerca al centro de salud de primer nivel, existe una tienda de abarrotes que vende 
medicamentos, a la que acuden los pacientes.  Las fechas de expiración de dichos 
medicamentos están dentro del rango apropiado y no se observa indicios de ser de dudosa 
procedencia,  según comenta un poblador. Según la ""Política Nacional de Medicamentos"" 
se debe:",Verificar periódicamente las fechas de vencimiento,Velar por precios asequibles de medicamentos,Formalizar dicho comercio,Erradicar el comercio informal,D
"El enfoque intercultural implica que el estado valore e incorpore las diferentes visiones 
grupos etnico culturales para la generacion de los servicios con pertinencia 
cultural,promoviendo el reconocimiento de la ciudadania intercultural basada en el 
dialogo y la atencion diferenciada estos enfoques deberia ser diferenciada  de manera 
especial en los.",Pueblos latinos y europeos,Pueblos indigenas y poblacion afroperuana,Poblacion en general,Pueblos aymaras e indigenas,B
"Ud. desea definir las líneas de mejora continua de su centro de salud para lo cual es 
necesario conocer sus fortalezas. ¿Qué pregunta debe realizar?",¿Qué se está haciendo bien?,¿Qué facilidades se presentan?,¿Qué nos falta para mejorar?,¿Qué riesgos externos existen?,A
"El tabaco es un factor de riesgo para cáncer pulmonar y EPOC, una intervención efectiva 
para disminuir la exposición es la implementación de medidas correctivas que favorezcan 
espacios libres de humo, siendo una función de salud...",individual.,familiar.,pública.,participativa.,C
"La Enfermera según su norma técnica tiene visita de seguimiento de casos inconclusos del 
plan de atención de salud para adolescentes, determina la visita en al menos ...... visitas 
para conocer el entorno personal, social y familiar saludable.",3,2,5,4,B
"NT de prevención y control de anemia del niño(a) menor de 36 meses en diagnóstico 
situacional de hb baja, habiendo tenido un diagnóstico de enfermería “dinámica ineficaz 
de la alimentación infantil relacionado a estreñimiento, en la efectividad del suplemento 
de hierro, la recomendación es:",Cambie el horario de las gotas y fraccione la dosis indicada,Dele lactancia materna seguida y fraccione la dosis en 2 tomas,"No se preocupe, las gotas cambian el color de las deposiciones",Mezcle el suplemento con un poco de agua o jugo de frutas,B
"En la comunidad de un PS I-2 se identifica que existe un número elevado de adolescentes 
entre 13 y 15 años que se encuentran laborando pasteando ganado y pernoctando en el 
campo y que no han sido matriculados en la escuela. ¿A qué determinantes corresponde 
esta situación?",Estilo de vida,Intermedios,Ambientales,Estructurales,B
"Los migrantes de la selva que viven en una comunidad de Lima, mantienen sus estilos de 
vida donde prevalece el trabajo informal, la deserción escolar y el ausentismo en servicios 
de salud, por lo que se debe realizar …",brindar solamente acceso a los diversos programas sociales.,censo a fin de conocer las personas que se encuentran en riesgo de salud.,gestionar políticas públicas que brinden recursos en la comunidad.,visitas domiciliarias a fin de integrarlos a los servicios de salud.,C
"Para prevenir las muertes neonatales institucionales, la población de las zonas rurales por 
costumbre y cultura prefieren los partos intradomiciliarios. ¿Qué acciones se deben de 
tomar en cuenta para cumplir con los objetivos del sector al impulsar el parto?",Prometer la entrega de canastas de víveres,Educación vivencial de participación comunitaria,Informar a las gestantes que la atención es gratuita,Atender los partos intradomiciliarios,B
"En el PS I-2 de la región central se ha detectado un caso de fiebre amarilla selvática, en 
este caso la notificación es:",Semanal,Mensual,Inmediata,Quincenal,C
"En el Cs San Cosme una de las acciones para diagnostico de la Depresión es realizar 
tamizaje a personas mayores de 18 años a lo cual se realiza prioritariamente en los 
servicios de …",crecimiento y desarrollo.,odontología.,consulta externa.,nutrición.,A
"Se desea ordenar el servicio de Admisión en un establecimiento de salud. ¿Hasta cuántos 
años de la última consulta se pueden tener las historias clínicas en el archivo activo?",2,3,10,5,D
"Usted acaba de ganar su plaza SERUMS, y en su primer día de trabajo, su jefatura le 
indica que se encuentran en el proceso de búsqueda de información a fin de elaborar el 
documento que oriente una gestión eficiente en salud acorde con los procesos de 
planificación. ¿Cuál es el documento?",Análisis de Situación de Salud,Análisis Global del Estado de la Salud,Análisis Global de los Determinantes de la Salud,Análisis de la Vulnerabilidad territorial,A
"En una comunidad de la selva del Perú, sólo los casos ...... de mordeduras por serpientes 
venenosas y no venenosas se reportan ...",Probable y confirmado / inmediatamente.,Probable y confirmado / semanalmente.,"Sospechoso, probable y confirmado / inmediatamente.",Confirmado / semanalmente.,B
"Personal de enfermería de I-2, se dispone a la preparación de una vacuna con el uso de 
polvo liofilizado que requiere constitución con cloruro de sodio al 0.9%. ¿Qué 
característica de la vacuna aplica?",Composición,Presentación,Conservación,Dosis,A
"El conjunto de procedimientos asistenciales a través del cual se asegura la continuidad de 
la atención de las necesidades de salud de los usuarios, transfiriéndolo del establecimiento 
de menor a mayor capacidad resolutiva corresponde a:",Atención primaria,Contrarreferencia,Referencia,Atención compartida,C
"En una comunidad con escenario de intervención III para Aedes aegypti se realizaron 
actividades de vigilancia mediante ovitrampas, obteniendo un índice IPO/IDH de 70. 
¿Qué medidas se debe adoptar, considerando la estratificación del riesgo entomológico?",Identificar criaderos para eliminar,Aplicar larvicidas y adulticidas,Realizar inspecciones adicionales,Seguir con el monitoreo,B
"Una persona después de haberse vacunado contra el dengue. ¿Cuánto tiempo debe 
permanecer en el área de reposo?",Una hora,30 minutos,45 minutos,2 horas,B
"Se apersona una mujer de 25 años, al establecimiento de salud, con 20 semanas de 
gestación, sin controles previos, de acuerdo a protocolo le realizan los exámenes de VIH, 
con resultados positivo.  ¿Qué acciones se realizan desde el centro de salud nivel I-3?",Control de gestación y  psicoprofilaxis,Derivación a centro hospitalario para recibir retrovirales,Ubicación de familiares para soporte socio familiar,Gestionar apoyo con programa social del MIDIS,B
"En un establecimiento de salud I-4, ingresa paciente con parto inminente, no controlada.¿ 
Cuál de las siguientes pruebas de tamizaje rápido se utiliza para detectar anticuerpos 
contra VIH y treponema pallidum o anticuerpos treponémicos totales?",PRT ( pruebas rápidas triples),PRD (pruebas rápidas duales),FTA-Abs,PM ( pruebas moleculares),B
"En un establecimiento de salud I-4 el personal de salud está organizado para identificar 
problemas de salud, facilitando el control y resolución de los mismos en su comunidad. 
¿Qué estrategia han implementado?",Gestión por procesos,Presupuesto por resultados,Vigilancia epidemiológica,Oferta de servicios,C
"En el EESS Conde de la vega acude un varón de 72 años al cual la enfermera determina 
su condición clínica, su estado físico, emocional y cognitivo, así como su situación 
socioeconómica. ¿Qué acciones viene aplicando dentro del cuidado integral de salud?",Valoración clínica del adulto mayor,Mini valoración nutricional,Consejería integral de salud,Tamizaje de salud,A
"Paciente migrante de la zona alto andina llega al establecimiento de salud I-3, solicitando 
una referencia al hospital, por incapacidad motora. El SIS de la paciente es de provincia. 
¿Qué acciones se debe realizar para solucionar el requerimiento de la paciente?",Que regrese a su lugar de origen para su referencia,Hacer su referencia para una atención inmediata,Negarle la atención por no tener HC en el establecimiento,Coordinar y gestionar con los responsables del SIS central,D
"El establecimiento I-3 de una comunidad se encuentra celebrando su aniversario, por lo 
cual limitó el número de atenciones a los usuarios de los servicios de salud, generando 
malestar en ellos. En relación a la Atención Primaria en Salud ¿Qué atributo se está 
afectando?",Integralidad,Accesibilidad,Coordinación,Longitudinalidad,B
"Neonato de 8 horas de parto domiciliario, en zona rural. Deben recibir BCG y 
HvB. ¿Cuál es el tiempo ideal para recibirlas?",Dentro de las 24 horas,Hasta un año,Dentro de una semana,Hasta un mes,A
"En un centro de salud I-4, el nuevo médico jefe ha reestructurado el rol central de esta 
institución, la población objetivo asignada y los atributos de la entidad. Esta construcción 
de elementos se denomina:",Indicador,Misión,Objetivo,Visión,B
"Recién nacida de parto eutócico con bajo peso (2kg) debe recibir sus vacunas de acuerdo 
a calendario de vacunación para su edad. ¿Qué vacunas le corresponden recibir antes del 
alta?",Vacuna combinada hexavalente,Vacuna antipolio inactivada,Vacuna combinada pentavalente,BGG (antituberculosis)  y HvB (antihepatitis),D
"Durante la atención integral de la gestante, los controles prenatales buscan detectar riesgos 
para eliminarlos o minimizarlos. ¿Qué tipo de prevención es?",Secundaria,Cuaternaria,Primaria,Terciaria,C
"Para realizar un trabajo de investigación y obtener información de las exposiciones 
anteriores y actuales. ¿Qué tipo de recolección de debe realizar?",Informante,Instrumento,Observación,Entrevista,D
