questions,option_A,option_B,option_C,option_D,correct_answer
"Dentro de las estrategias planteadas en el establecimiento de salud en el área Niño para la cobertura de sus indicadores 
de gestión se estableció trabajo intra y extramural el  cual abarca coordinar con municipalidades, colegios e instituciones 
de la jurisdicción para la realización de un trabajo conjunto que incida en mejorar el vinculo entre instituciones así como 
también se estableció la participación de empresas privadas de la jurisdicción ¿ Que principio del sistema de salud se 
toman en cuenta?",Intersectorialidad,Sostenibilidad,Participación,Orientación a la calidad,A
"El jefe de la RIS Jicamarca ha evaluado un incremento en la prevalencia de caries dental en la población infantil de 
Campiña durante el 2025, esta localidad no cuenta con red de agua potable ni de alcantarillado. Si, requiere orientar las 
intervenciones sanitarias hacia la solución de las necesidades de salud locales priorizadas. ¿Qué documento de gestión 
participativa debe elaborar?",Plan Operativo Institucional,Plan de Salud Local,Plan Concertado de Desarrollo Local,Análisis de la Situación de Salud Local,B
"¿Como se conocen a aquellos medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el 
país y que luego de una evaluación técnica especializada multidisciplinaria han demostrado ser comparativamente 
seguros, eficaces y costo efectivo, deben estar disponibles en todo momento y al alcance de la población que los 
necesita?",De estrategias sanitarias,Huérfanos,Esenciales,Genéricos,C
"Una empresa solicita al establecimiento de salud, la relación de pacientes que reciben tratamiento para la diabetes, con 
la finalidad de hacerlos participar gratuitamente de un sorteo donde los 20 primeros ganadores recibirán un glucómetro 
digital y el resto de participantes recibirían solo un descuento en la compra de dicho glucómetro. ¿Qué principio ético se 
estaría trasngrediendo?",Confidencialidad,Independencia,Discriminación,Falta de empatía,A
"Cerca al río Huaycoloro se encontró bolsas con residuos sólidos biocontaminados que correspondían a tubos con sangre 
utilizados en los laboratorios clínicos; esta situación puso en alerta a la comunidad por una posible contaminación del 
ambiente. Con respecto a la gestión de residuos sólidos. ¿Cómo considera usted esta situación?",Control en la fuente de residuos sólidos,Disposición final de residuos sólidos,Mala práctica de manejo de residuos sólidos,Disposición intermedia de los residuos sólidos,C
"La Obstetra atiende a una adolescente en el primer trimestre de embarazo con anemia en una comunidad indígena, 
explica la importancia de adoptar medidas en el tratamiento, por las consecuencias para el binomio madre/hijo; se brinda 
información y se busca establecer acuerdos en un ambiente de respeto y reconocimiento de las diferencias culturales. 
¿A qué acción corresponde?",Diálogo intercultural,Pertinencia cultural,Comunicación lingüística,Diversidad cultural,A
"En la aplicación de la ficha familiar realizada por el personal de salud capacitado se ha establecido en los últimos meses 
que la incidencia de casos de anemia de niño y gestante está relacionada con aspectos relacionados a factores 
económicos, vivienda y estilo de vida de la familia. ¿Qué aspectos nos permite identificar en la aplicación de la ficha?",Datos demográficos,Número de casos de anemia,Tipos de familia,Determinantes de salud,D
"Gonzalo, un joven de 24 años proveniente de la comunidad wawaruna acude al CS Huayna Cápac para consulta médica 
y es derivado a los servicios de psicología, obstetricia y nutrición. ¿Qué tipo de enfoque de derecho se viene aplicando?",Accesibilidad a salud,Derecho atención oportuna,Equidad de género e interculturalidad,Integralidad e inclusión,C
"En la última sesión del Comité Distrital de Salud (CDS) de Angora, la jefa de la Red Integrada de Salud expuso ante sus 
miembros, la necesidad de conformar una mesa temática en la que se realicen actividades intersectoriales a favor de la 
salud materno infantil del distrito. Presentó evidencia e información estadística del tema. ¿Qué estrategia de promoción 
de la salud empleó?",Abogacía,Educación,Comunicación,Participación,A
¿Qué tipo de variable proporcionan datos nominales y datos ordinales?,Discreta,Cuantitativa,Continua,Cualitativa,D
"El jefe del establecimiento de salud nivel I-2 ha identificado que existe necesidad de otro personal técnico para las visitas 
domiciliarias, porque no se logran las metas programadas. ¿En qué instrumento de gestión se debe programar 
este recurso?",Plan operativo,Presupuesto por resultados,Plan de salud local,Plan estratégico,A
"En el establecimiento de salud al paciente adulto se le brinda el consentimiento informado, donde se le explica en forma 
clara los procedimientos que se le realizará. ¿Qué aspectos éticos se está respetando?",Autonomía.,Justicia.,Beneficencia.,Maleficencia.,A
"Gestante migrante quechua hablante, que acude para atención a su establecimiento de salud tiene derecho a ...",Servicios de salud con adecuación cultural.,Presencia solo de pareja.,Traductor de idioma original.,Acompañamiento de familia.,A
"Al asumir la responsabilidad de su servicio, encuentra como línea base una gran cantidad de problemas a resolver, para 
destinar los recursos disponibles de manera racional y eficiente, debe priorizar los problemas raíz. Bajo el supuesto que 
el 20% de las causas genera el 80% de los problemas. ¿Qué herramienta de gestión debe elegir para establecer la 
priorización?",Rueda de Deming,Análisis FODA,Diagrama de Ichikawa,Diagrama de Paretto,D
"Una de las medidas sanitarias que se aplica en el EESS Conde de la Vega es la eliminación de los desechos que se 
utilizan en la sesión demostrativa el día de su intervención a fin de no generar acumulación de bacterias en el área de 
trabajo.¿Que medida sanitaria se emplea?",Eliminación de residuos,Control sanitario de desechos solidos,Evacuacion de alimentos tóxicos,Control de vectores,B
"¿Qué situación es originada cuando una persona puede ser influenciada en su juicio por una intención o fin diferente al 
que debe propender por su rol?",Ética,Beneficencia,Maleficencia,Conflicto de intereses,D
¿Qué medicamentos se utilizan para el tratamiento de VIH/SIDA?,"Abacavir sulfato, zidovudina, hiroxicarbamina, rituximab","Abacavir sulfato, lamivudina, zidovudina, ritonavir","Abacavir, azancitidina, lenalidomida, rituximab","Abacavir sulfato, dacarbazina, zidovudina, ritonavir",B
¿Cuál es una diferencia fundamental entre la preparación de una fórmula magistral y una oficinal?,Que una carece de la necesidad de obtener un registro sanitario,Que ambas deben ser preparadas por el químico farmacéutico,Que ambas no se deben fabricar a gran escala,La referencia que indica los principios activos a colocar,D
"Una evaluación de causalidad de sospecha de RAM realizada sobre una población de 500 habitantes en un periodo de 1 
año, se registraron 15 casos de rash post administración de ciprofloxacino 500 mg tableta vía oral de la marca X, mientras 
que se evidenciaron 3 casos de rash con la administración de ciprofloxacino marca Y. ¿Qué tipo de diseño de 
investigación se debe aplicar?",Casos y Controles,Cohorte,Prospectivo,Experimental,B
¿Cuál es la ciencia que trata del bien en general y de las acciones humanas en orden a su bondad o malicia?,Moral,Deontología,Bioética,Conciencia,A
"El proceso de dispensación se compone de cinco pasos obligatorios mínimos a realizar. ¿A qué paso corresponde el 
registro de la dispensación de un producto fiscalizado?",Segundo,Quinto,Tercero,Cuarto,D
"Analizando los resultados de las principales patologías nutricionales que conforman el ASIS institucional encontramos en 
la etapa de vida adulto a la obesidad con mayor incidencia evaluando factores económicos, sociales, estilos de vida, 
patrones culturales y sociales como parte causal de dicha patología. ¿Desde el punto de salud pública que estamos 
analizando?",Análisis situacional,Intervención sanitaria,Proceso salud enfermedad,Evaluación sanitaria,C
"El Comité Distrital de Salud (CDS) del distrito de Lurigancho, en sesión, ha aprobado el plan de acciones articuladas para 
intervenir sobre las principales enfermedades que afectan a los pobladores y reducir su impacto, contribuyendo con la 
cultura de autocuidado. ¿Cómo deben ser estas acciones?",Participativas,Intersectoriales,Comunitarias,Multidisciplinarias,B
"Dentro del cuidado integral de la salud en la etapa de vida joven, el control estricto de la dispensación con receta médica, 
ayuda a prevenir problemas como:",Las reacciones adversas a medicamentos,La seguridad medicamentosa,La resistencia bacteriana,La farmacodependencia,D
"Durante la pandemia del COVID, el uso de mascarillas KN95 y la aplicación de vacunas específicas representaron 
respectivamente el nivel de prevención primario y ...... respectivamente.",Terciario,Secundario,Primordial,Primario,D
"Al segmentar un blister de tabletas, para dispensar algunas unidades según la prescripción, se debe adjuntar información 
sobre fecha de vencimiento y número de lote del medicamento fragmentado. ¿A qué paso de la dispensación 
corresponde?",Acondicionamiento,Registro,Validación de la receta,Entrega del producto,A
"Se encuentra usted en un centro de salud donde el ingreso es mediante transporte fluvial y debido a la temporada de 
lluvias no puede llegar el equipo especialista; con el fin de resguardar su seguridad les indican que realizaran la reunión 
de soporte técnico de forma virtual, para todo el personal involucrado del establecimiento de salud. ¿Qué tipo de servicio 
de telesalud se aplica?",Telemonitoreo,Telecapacitación,Teleconsulta,Telemedicina,B
"Cuando se desea implementar una intervención sanitaria, y se planifica, se hace, se comprueban los resultados y se 
actúa; se está desarrollando el ciclo de:",Retroalimentación,Reflexión,Mejora continua,Planificación,C
"Un estudio de tipo experimental, realizado en una farmacia perteneciente a un establecimiento de salud, busca medir 
como objetivo principal, la influencia del tiempo de espera entre cada atención y el porcentaje de adherencia al tratamiento 
por parte de los pacientes; además para tener mayor información se decide analizar la edad del paciente en esta relación. 
¿Qué tipo de variable es la edad?",Dependiente,Independiente,Interdependiente,Interviniente,D
"Los productos farmacéuticos cuya dispensación es con prescripción medica. ¿Cuál es la información que debe tener la 
receta estandarizada, indispensable para su dispensación?","Nombre del paciente, dirección y numero telefónico","Lugar, fecha de expedición, vigencia, nombre y firma del prescriptor","Nombre del  profesional prescriptor,  dirección y numero telefónico",Nombre comercial del medicamento prescrito,B
¿Cuál es un factor cuya presencia excesiva o su ausencia relativa es esencial para la ocurrencia de la enfermedad?,Reservorio,Agente,Huésped,Transmisión,B
"El conjunto de procedimientos asistenciales a través del cual se asegura la continuidad de la atención de las necesidades 
de salud de los usuarios, transfiriéndolo del establecimiento de menor a mayor capacidad resolutiva corresponde a:",Atención compartida,Referencia,Atención primaria,Contrarreferencia,B
"¿Cuál es uno de los cuatro ejes del desarrollo de la telesalud e incluye actividades de organización, dirección y control 
de servicios de salud?",Telemonitoreo,Teleconsulta,Telegestión,Teleorientación,C
"Dentro de las acciones de salud ocupacional en su centro laboral, se ha determinado en el  personal de salud adulto 
mayor evaluar la incidencia de diabetes, obesidad e hipertensión en los últimos meses. ¿Qué actividad se debe 
realizar para la prevención y control?",Control de eventos no infecciosos,Respuesta a tratamiento,Numero de infecciones presentadas,Numero de controles médicos,A
"En la gestión de medicamentos, estos pueden ser transferidos entre unidades ejecutoras o entre entidades públicas 
cuando se evidencien las siguientes situaciones:","Riesgo de vencimiento, riesgo de desabastecimiento y situaciones de emergencia",Existencia de stock físico de medicamentos con fecha de expiración vencida,Solo situaciones de emergencia,Riesgo de sobrestock y falta de espacio de almacenamiento,A
"Se desea ordenar el servicio de Admisión en un establecimiento de salud. ¿Hasta cuántos años de la última consulta se 
pueden tener las historias clínicas en el archivo activo?",5,2,3,10,A
"Si durante el proceso de dispensación, identifica un potencial PRM relacionado a la seguridad. Según las BPD, antes de 
proseguir con el proceso de dispensación. ¿Qué corresponde realizar?",La interrupción y cancelación total de la dispensación,El registro correspondiente,Una interconsulta,La notificación correspondiente en farmacovigilancia,C
"¿Cuál es la herramienta de gestión considerada como la razón de ser de una entidad y está estrechamente alineada con 
los objetivos?",Visión,FODA,Política de calidad,Misión,D
"Identifique a que se refiere el siguiente concepto: determina la relación entre la magnitud de la exposición y la probabilidad 
de aparición de los efectos sobre la salud en cuestión.",Efecto dosis-respuesta,Caracterización del riesgo,Identificación del riesgo,Evaluación de la exposición,A
"Si la gerencia de un centro de salud decide establecer coordinaciones con la asociación de adultos mayores de la zona 
y con la agencia local del instituto nacional del deporte, para establecer programas semanales de Taichi guiados al adulto 
mayor y monitoreados por un personal sanitario. ¿Qué principio gerencial está aplicando en favor de la población local?",Multidisciplinariedad,Modelo de atención integral,Intersectorialidad,Modelo centrado en el usuario,C
"Un tipo de medicamento relacionado con el uso racional y su impacto en la salud pública, que se pueda controlar a nivel 
de la dispensación en la farmacia seria:",Ciprofloxacino,Cetirizina,Diltiazem,Metimazol,A
"Si la interacción entre un paciente y el personal sanitario tratante, se da mediante uso de las TICs, ¿Qué concepto de 
salud se está aplicando?",Salud intercultural,Cuidado integral,Promoviendo salud,Telesalud,D
"¿Qué componente del proyecto de investigación, se caracteriza, porque surge de nuevos hechos o contradicciones, de 
una situación problemática, de una situación de diferencia o de una situación de variación?",Resultados,Hipótesis,Antecedentes,Variables,B
"¿A qué se hace referencia cuando se habla del conjunto de creencias, costumbres y valores de una organización?",Clima organizacional,Organización laboral,Sistema de salud,Cultura organizacional,D
"Para prevenir las muertes neonatales se impulsa el parto institucional, sin embargo, la población de las zonas rurales, por 
costumbre y cultura, prefieren los partos domiciliarios. ¿Qué acciones se deben de tomar en cuenta para cumplir con los 
objetivos del sector?",Prometerles la entrega de canastas de víveres,Atender los partos intradomiciliarios,Informar a las gestantes que la atención es gratuita,Educar e impulsar la participación comunitaria,D
"Para detectar la presencia de sangre en orina, se realiza el conteo de hematíes, limitando la detección a los campos 
observados, por tanto, se propone una nueva técnica por espectrofotometría visible, detectando incluso trazas, este 
método detecta de forma general compuestos nitrogenados como los aminoácidos de la hemoglobina. Se puede afirmar 
entonces que:",Ambos métodos son igual de eficaces,"El nuevo método tiene mayor sensibilidad, pero menor especificidad que el tradicional",El nuevo método es más específico y sensible que el conteo observacional,"El método espectrofotométrico tiene menor sensibilidad, pero es más específico",B
"¿Cuántas áreas como mínimo debe tener un ambiente destinado a la preparación de fórmulas magistrales dentro de un 
establecimiento farmacéutico perteneciente o no a un establecimiento de salud?",5,11,8,3,A
"A mayor edad del paciente, mayor riesgo de que sufra una caída. Es una hipotesis de:",Relación causal,Relación de producción,Reproducción,Asociación,D
"¿Cuál es el factor que se supone ha causado la enfermedad tiene que haberse producido o presentado antes del 
desarrollo de la enfermedad?",Temporalidad,Fuerza de asociación,Consistencia,Reversibilidad,A
"¿Qué nivel de prevención representa el uso de derivados opiáceos como tratamiento paliativo en caso de cáncer 
avanzado?",Primario,Secundario,Cuaternario,Terciario,D
"En las intervenciones realizadas en el EESS por el personal de salud en guardias comunitarias, se realiza vigilancia 
epidemiológica en dengue para verificar el incremento de casos reportados en los meses de verano ¿Qué característica 
epidemiológica resulta de estas intervenciones?",Cambio en patrones de vectores,Vigilancia pública,Tipos de almacenamiento de agua,Número de casas infectadas,A
"Es usted Químico Farmacéutico en un centro de salud que cuenta con vacunas. ¿Cuál es la temperatura de conservación 
de estas?",+2°C a + 8°C,-2°C a – 8°C,-2°C a – 10°C,+ 2°C a  +10°C,A
"Antes de realizar un procedimiento en la toma del PAP, como por ejemplo colocar el espéculo; debo solicitar la 
autorización del mismo y explicar los beneficios del procedimiento. ¿En que documento debe quedar la evidencia?",Libro de reportes,Registro de atención,Ficha de vigilancia,Consentimiento informado,D
"Con respecto al proceso de adquisición de medicamentos según directiva del SISMED, ...... o quien haga sus veces, 
actúa como facilitador en el proceso de ejecución contractual de la compra corporativa nacional y realiza el monitoreo y 
supervisión a las entidades participantes.",DIRESA,DIGEMID,DIRIS,CENARES,D
"Durante el servicio de seguimiento farmacoterapéutico, el personal de salud. responsable debe recabar información 
sensible del paciente como diagnósticos, datos personales, tratamiento farmacológico, entre otros, pero para acceder a 
esta información el personal de salud no informa al paciente sobre la voluntariedad de brindarla. Indique el aspecto ético 
relacionado:",Respeto a la autonomía,Confidencialidad,No maleficencia,Beneficencia,A
"En un centro de salud I-4, el nuevo médico jefe ha reestructurado el rol central de esta institución, la población objetivo 
asignada y los atributos de la entidad. Esta construcción de elementos se denomina:",Objetivo,Visión,Misión,Indicador,C
"Para poder estimar el cálculo del número de individuos necesario para realizar un estudio de investigación transversal, 
es imprescindible conocer la variabilidad del parámetro que se desea estimar a través de la varianza. ¿Cuál es el enfoque 
del estudio?",Prospectivo,Mixto,Cuantitativo,Cualitativo,C
"La Obstetra fue designada a una comunidad indígena donde el 50.7% de mujeres no conoce sobre ITS y las hace 
vulnerables para contraer VIH/SIDA. Debe implementar acciones de información a esta población, tomando en cuenta 
sus características culturales, garantizando el derecho a la atención en salud. ¿A qué corresponden estas acciones?",Inclusión social,Interculturalidad en salud,Diálogo cultural,Pertinencia cultural,D
"Se observa que hay migrantes de la selva que viven en un asentamiento humano de un distrito de Lima, que son 
discriminados y rechazados por los pobladores del distrito donde pernoctan. ¿Qué acciones debe realizar como personal 
de salud?","Cambiar hábitos, costumbres y creencias",Normalizar el comportamiento de la comunidad,Imponer acciones socio educativas,Reforzar la interacción cultural,D
"Si la persona encargada de recomendar un antihistamínico conoce que la diferencia entre la levocetiricina y la cetiricina 
es solo el menor efecto de somnolencia del racemato, y aun así recomienda la levocetiricina a pesar de su elevado costo 
y suponiendo que la somnolencia no representaría mayor riesgo para el paciente. ¿Qué principio ético se está 
vulnerando?",Respeto a la autonomía,Beneficencia,Justicia,No maleficencia,B
"Las bolsas de recolección de residuos sólidos se deben diferenciar por colores: residuos biocontaminados: ......, residuos 
químicos: ...... y residuos comunes: ...",amarillo / rojo / negro.,rojo / amarillo / negro.,rojo / negro / amarillo.,negro / amarillo / rojo.,B
"Como personal sanitario en un establecimiento de salud, observa demoras excesivas en realización de algunos procesos, 
tiempo de atención a pacientes en la UPSS de farmacia. En el marco de la auditoría de la calidad de la atención en Salud. 
¿Qué plan de mejora continua debe implementarse?",Amonestaciones al personal responsable,Concretar auditoria de salud externa,Auditoria interna en la UPSS de farmacia,Sanciones severas para los supuestos implicados,C
"Tras administrar un medicamento ""x"" a un paciente, este reporta nauseas. Esta reacción a pesar de solo ser una sospecha 
de haber sido generada por el medicamento ""x"", sin necesidad de confirmar la relación causal, debe reportarse en la 
historia clínica del paciente; porque corresponde a:",Evento centinela,Reacción bien caracterizada,ESAVI,Sospecha de reacción adversa,D
"La transferencia de agentes infecciosos, como un estornudo en la cara de otra persona, por contacto físico con lesiones, 
sangre, saliva u otra secreción. ¿A qué tipo de transmisión corresponde?",Indirecta,Por gotas,Por aerosoles,Directa,D
"Llega a su centro de salud para cumplir con su labor como serumista y encuentra que se estuvieron dispensando 
amitriptilinas. ¿En dónde encuentra el control de dispensación de éstas?",Libro de psicotrópicos y estupefacientes,Control de stock,Libro de ocurrencias,Control de recetas medicas,A
"En los centros y puestos de salud, el ...... asume la responsabilidad de la gestión del SISMED debiendo designar a un 
responsable de farmacia y garantizar el soporte logístico y administrativo necesario.",Administrador,Médico,Químico farmacéutico,Jefe del establecimiento,D
"Supervisar implica necesariamente comunicarse con las otras personas de una manera apropiada y significativa. La 
comunicación adecuada simplifica la supervisión, se aplica el principio de ....... en el proceso de control.",comunicación,liderazgo,enseñanza,planeación,A
"La dispensación o expendio de aquellos productos farmacéuticos que no requieran la presentación de la Receta Unica 
Estandarizada, receta médica o receta especial, se realiza según la condición de venta autorizada en el/la ...",Prospecto del medicamento.,Orden de compra.,Guía de internamiento.,Registro sanitario.,D
"¿A qué corresponde la siguiente definición: es una respuesta nociva no intencional, que se observa y está asociada al 
uso de medicamentos?",Efecto secundario,Reacción intencional,Reacción adversa,Efecto colateral,C
"Como área usuaria de primer nivel de atención, usted tiene que hacer seguimiento de sus requerimientos. ¿Cuál es el 
documento de gestión que la DIRIS/DIRESA tiene que enviar a su establecimiento para tal fin?",Plan de continuidad operativa,Cuadro de necesidades,Cuadro multianual de necesidades,Centro de costos,B
"Paciente mujer de 34 años, con antecedentes patológicos de obesidad grado II e hipertensión arterial, hospitalizada con 
el diagnóstico de litiasis renal, refiere como medicación habitual, anticonceptivos orales. En el hemograma, la cantidad 
de plaquetas está por encima de 575,000. ¿Qué tipo de PRM se estaría evidenciando?",PRM potencial de efectividad,Reacción adversa medicamentosa,PRM potencial de seguridad,PRM potencial de necesidad,C
"El jefe de un establecimiento de salud requiere de hemoglobinómetros para realizar los controles de hemoglobina durante 
las visitas a la comunidad. La anemia es la primera morbilidad en el distrito y sobre todo en su localidad. Ha decidido 
presentar su requerimiento al alcalde. ¿Qué documento de gestión usará para sustentar lo requerido?",PPR,PEI,POI,ASIS,D
"¿A qué corresponde la definición: ""es el ejercicio de la profesión en el cuidado, prevención, promoción y recuperación de 
la salud, proveyendo los fundamentos y conocimientos farmacéuticos necesarios, relacionados a la química farmacéutica, 
cosmética, clínica, toxicológica, alimentaria, productos naturales y otras especialidades afines a la profesión en los 
insumos, procesos industriales, productos y en la atención farmacéutica""?",Acto farmacéutico,Farmacoeconomia,Actos contrarios,Promocion farmaceutica,A
"Varón de 70 años, beneficiario del SIS, con antecedente de patología renal, presenta odontalgia. Examen 
odontoestomatológico: pulpitis. Cirujano dentista, prescribe ibuprofeno 400 mg; ajustando la dosis a cada 12 h con las 
respectivas indicaciones de alerta ante cualquier situación que se presente. En el ámbito de la salud pública relacionado 
a los fármacos. ¿Cómo se considera esta acción?",Prescripción inapropiada de fármacos,Diagnóstico apropiado,Promoción de la prescripción segura,Uso racional de medicamentos,D
"¿Cuál es un preparado de fórmula estandarizada, usada en casos de dermatosis y conocida como solución cuprocíncica?",Solución de burow,Agua de alibour,Solución de darier,Solución de hidrato de coral,B
"¿Cuál es la función farmacéutica que se cumple cuando se realizan actividades necesarias para asegurar la adquisición, 
manejo de inventario desde la planificación?",Farmacovigilancia,Dispensación,Atención farmacéutica,Gestión,D
"En el establecimiento de ...... es fundamental generar espacios de participación en los establecimientos y redes 
asistenciales, tanto para canalizar las inquietudes de los usuarios e involucrados en la atención primaria, como para la 
búsqueda de soluciones y control de la gestión; asegurando que ésta última vaya hacia el interés común.",trabajo participativo,alianzas estratégicas,coordinación intersectorial,intervención multidisciplinaria,B
"Un personal de salud al ingresar a trabajar a un establecimiento de salud, el sistema administrativo de gestión de recursos 
humanos debe promover la gestión de relaciones humanas y sociales a través de procesos de:",Administración de compensaciones,Evaluación del desempeño,Seguridad y salud en el trabajo,Inducción en el puesto laboral,C
"La medicina ...... se define como: las prácticas, conocimientos y creencias sanitarias diversas que incorporan medicinas 
basadas en plantas, animales y/o minerales, para mantener el bienestar, tratar y prevenir enfermedades a la medicina?",minimalista,convencional,holística,tradicional,D
"Paciente de 78 años de edad acude al centro de salud debido a que se encuentra en tratamiento de diabetes y le indican 
que su tratamiento aun no llega debido a la falta de insumos ¿Qué derecho se esta infringiendo con el paciente?",Derecho al acceso a servicios de salud,Derecho al consentimiento informado,Derecho al acceso de información,Derecho a la atención y recuperación de la salud,A
"El director técnico de una farmacia recibe varios reportes del personal de enfermería, sobre problemas relacionados a los 
equipos de venoclisis, estos se obturan rápidamente y dificultan el correcto flujo de medicamento, en consecuencia, el 
QF. debe reportar estos hechos en el formato de ...",tecnovigilancia.,ESAVI,bioseguridad.,farmacovigilancia.,A
"¿Cuál es el tipo de investigación en la que al investigador le interesa caracterizar y contextualizar fenómenos, situaciones, 
eventos indicando sus rasgos más distintivos o diferenciadores?",Correlacional,Cuasiexperimental,Descriptiva,Analítica,C
"En una organización de salud, la percepción colectiva de satisfacción de los/las servidores/as civiles sobre el ambiente 
de trabajo se conoce como:",Promoción de la organización,Cultura organizacional,Sistema de la organización,Clima organizacional,D
"Personal de salud coordina con la comunidad, para realizar talleres de estimulación de manera oportuna a niñas, niños a 
fin de favorecer el desarrollo psicomotriz. ¿Qué actividad de promoción está desarrollando?",Prácticas saludables,Control saludable,Manejo de niños,Prácticas en niños,A
"La investigación ...... permite identificar problemas, describir sus características, desarrollar conceptos y describir su punto 
de intervención mientras que, la investigación ...... añade nuevos datos a fenómenos previamente explorados, utilizando 
marcos de referencia concretos y centrándose en problemas específicos.",cualitativa-cuantitativa,cuantitativa-correlacional,cualitativa-correlacional,experimental-correlacional,A
