questions,option_A,option_B,option_C,option_D,correct_answer
"Con el objetivo de lograr lugares de trabajo seguros y accesibles el profesional de salud toma en cuenta los factores 
ambientales, las herramientas y el equipamiento, las tareas laborales y los trabajadores. ¿A qué ámbito corresponde 
dicha intervención?",Eliminación de barreras,Rehabilitación profesional,Ergonomía,Inserción laboral,C
"El espectrofotómetro del laboratorio donde realiza su SERUMS, no está operativo desde hace un mes, por ello, los 
exámenes auxiliares para gestantes se refieren a otro establecimiento de salud lo que genera malestar en la población y 
largas listas de espera. ¿Cuál es el problema en el sistema de salud?",Integración,Desintegración,Segmentación,Fragmentación,D
"La IPRESS busca identificar estrategias para lograr sus objetivos institucionales en un periodo de 3 años incluidos en el 
plan multianual. ¿Cuál es el instrumento de gestión al que debe alinear sus objetivos?",PEI,PDC,POI,PIA,A
"Uno de los factores para promover la participación comunitaria en salud, donde la ciudadanía se organiza y articula 
nuevos órganos de participación para beneficios de todos. ¿Qué factor impediría el avance de este proceso?",Participación comunitaria,Veeduría ciudadana,Actividad multisectorial,Intereses personales,D
"En el C.S Esperanza, se ha decidido realizar acciones preventivas dirigidas a detectar enfermedades en su fase 
presintomática a fin de frenar su curso, por lo que el servicio de nutrición realizará una campaña de determinación de 
perímetro abdominal (PAB). ¿Qué tipo de prevención se aplica?",Terciaria,Primaria,Cuaternaria,Secundaria,D
"El equipo de trabajo de trabajo para evaluación de brote de IAAS, es presidido por ...",director del EE.SS.,responsable de prevención y control de IAAS,responsable de Epidemiología,jefe de Departamento de Enfermería,A
"¿Cómo se conocen a aquellos medicamentos y productos biológicos que cubren la mayor parte de la morbilidad en el 
país y que luego de una evaluación técnica especializada multidisciplinaria han demostrado ser comparativamente 
seguros, eficaces y costo efectivo, deben estar disponibles en todo momento y al alcance de la población que los 
necesita?",Esenciales,Genéricos,De estrategias sanitarias,Huérfanos,A
"Se encuentra usted en un centro de salud donde el ingreso es mediante transporte fluvial y debido a la temporada de 
lluvias no puede llegar el equipo especialista; con el fin de resguardar su seguridad les indican que realizaran la reunión 
de soporte técnico de forma virtual, para todo el personal involucrado del establecimiento de salud. ¿Qué tipo de servicio 
de telesalud se aplica?",Telemonitoreo,Teleconsulta,Telemedicina,Telecapacitación,D
"En las intervenciones realizadas en el EESS por el personal de salud en guardias comunitarias esta la vigilancia 
epidemiológica en dengue para verificar el incremento de casos reportados en los meses de verano. ¿Qué característica 
epidemiológica resulta de estas intervenciones?",Vigilancia pública,Número de casas infectadas,Cambio en patrones de vectores,Tipos de almacenamiento de agua,C
"Gestante migrante quechua hablante, que acude para atención a su establecimiento de salud tiene derecho a ...",traductor de idioma original.,servicios de salud con adecuación cultural.,presencia solo de pareja.,acompañamiento de familia.,B
"Las actividades operativas son componentes del POI de la IPRESS. ¿Cuál de las siguientes alternativas corresponde a 
una actividad operativa?",Contratar los servicios de instalación de sistema de cloración para agua,"Acceder a agua segura, hábitos de aseo personal y lavado de alimentos",Preservar el buen estado de salud de la población infantil,Reducir las enfermedades diarreicas agudas en la población infantil,A
"Recién nacido vivo de parto institucional es afiliado al Seguro integral de Salud del centro materno para recibir sus 
atenciones. En el marco de la atención primaria en salud. ¿Qué objetivo esencial está cumpliendo?",Políticas públicas saludables,Cobertura universal,Servicios centrados en la persona,Liderazgo,B
"El jefe de un establecimiento de salud requiere de hemoglobinómetros para realizar los controles de hemoglobina durante 
las visitas a la comunidad. La anemia es la primera morbilidad en el distrito y sobre todo en su localidad. Ha decidido 
presentar su requerimiento al alcalde. ¿Qué documento de gestión usará para sustentar lo requerido?",PPR,PEI,POI,ASIS,D
"Varón de 68 años acude a su consulta nutricional, después de la evaluación nutricional antropométrica, se determina que 
presenta IMC de 27.5, el profesional nutricionista registra la interpretación de los valores de índice de masa corporal (IMC) 
como:",Delgadez,Sobrepeso,Obesidad,Normal,D
"Su centro de salud le ha solicitado elaborar y estandarizar el formato de informe de exámenes de laboratorio, con el fin 
de mejorar la gestión de la historia clínica. ¿Cuál es parte del contenido mínimo de dicho formato?",Marca del equipo o reactivo utilizado,Diagnóstico clínico presuntivo,Fecha y hora de emisión de resultado,Breve descripción del caso,C
"Niño inicia sus clases de nivel inicial, pero maestra observa que presenta conductas no regulares; sugiere a la madre una 
evaluación psicológica y se anticipa a mencionar que niño debe estar en un centro especial. Madre regresa con la 
evaluación que concluye discapacidad mental leve. ¿En qué ley se ampara la continuidad de sus estudios?",Ley general de la educación,Ley general de la persona con discapacidad,Ley individual de discapacidad,Ley de vulnerabilidad educativa,B
"En un pueblo amazónico se está implementando una RIS de manera ordenada, siguiendo la normativa del MINSA, 
considerando su realidad local. ¿Qué característica del proceso se está cumpliendo?",Planificado,Progresivo,Sistemático,Sostenible,C
"Una puérpera hospitalizada en su centro de salud pide alta voluntaria, por lo que solicita una copia autenticada de su 
historia clínica y epicrisis. ¿Cuál debe ser la respuesta de la IPRESS?",Aceptar en el lapso de 1 mes,Referirla a la DIRIS/GERESA,Rechazar por no estar obligada,Entregar en el lapso de 5 días,D
"Los cambios demográficos es el factor más relevante en el fenómeno de ...... resultante de las tasas de mortalidad y 
fertilidad, principalmente, los fenómenos que producen los cambios son los que generan una modificación en el perfil 
etario de las poblaciones y en el perfil de salud, así como en la expectativa de vida.",cambios ambientales,transición epidemiológica,cambios en estilo de vida,cambios en antigenicidad,B
"La interrelación agente-ambiente-huésped es indispensable para que se produzca la enfermedad. ¿A qué triada 
corresponde?",Ecológica,Causal,Infecciosa,Ambiental,A
"En el modelo de abordaje de Promoción de la Salud. ¿Qué escenario nos permite trabajar con la comunidad la alta 
incidencia de anemia en el distrito de la Victoria del año en curso?",Municipio,Colegio,Iglesia,Familia,A
"Se desea evaluar el impacto del sulfato ferroso sobre el promedio de hemoglobina en niños de su comunidad. ¿Cuál es 
la prueba estadística que debe utilizar para probar su hipótesis?",t de Student,Chi cuadrado,Percentiles,Correlación de Pearson,A
"En el establecimiento de salud al paciente adulto se le brinda el consentimiento informado, donde se le explica en forma 
clara los procedimientos que se le realizará. ¿Qué aspectos éticos se está respetando?",Beneficencia,Maleficencia,Justicia,Autonomía,D
"Ud. desea definir las líneas de mejora continua de su centro de salud para lo cual es necesario conocer sus 
fortalezas. ¿Qué pregunta debe realizar?",¿Qué se está haciendo bien?,¿Qué riesgos externos existen?,¿Qué nos falta para mejorar?,¿Qué facilidades se presentan?,A
"Analizando epidemiológicamente el número de casos de dengue en el sector V de la jurisdicción de San Juan de 
Lurigancho del EESS Motupe, se encontró viviendas con exposición al mosquito Aedes aegypti tanto en almacenamiento 
de tanques como en recipientes. ¿Qué tipo de determinante está influyendo en la comunidad?",Estilo de vida,Biología humana,Medio ambiente,Sistema sanitario,C
"Usted realiza su SERUMS en un establecimiento cuyas UPSS son consulta externa y laboratorio clínico. ¿Cuál es la 
categoría del establecimiento?",II-1,I-4,I-3,I-2,C
"¿Cuál es el tipo de investigación en la que al investigador le interesa caracterizar y contextualizar fenómenos, situaciones, 
eventos indicando sus rasgos más distintivos o diferenciadores?",Analítica,Cuasiexperimental,Correlacional,Descriptiva,D
¿Qué tipo de variable proporcionan datos nominales y datos ordinales?,Continua,Cualitativa,Cuantitativa,Discreta,B
"¿Qué tipo de actividad es, la atención integral brindada al paciente con discapacidad fuera del establecimiento en 
determinada jurisdicción?",Ambulatoria,Extramural,Intramural,Autoayuda,B
"En el establecimiento de salud se presenta una complicada relación entre los trabajadores, ha pasado todo el año y no 
han realizado las capacitaciones sobre salud mental y otras especialidades. Dentro del plan de salud mental. ¿Cuál es el 
mínimo de capacitaciones al año?",4,2,3,1,A
"En un concurso público para optar a un empleo, una persona con discapacidad con registro en CONADIS, solicita se le 
reconozca la bonificación en los concursos públicos de méritos que está contemplado en el Art. 48 de la ley N° 29973 
(Ley General de la Persona con Discapacidad); esta bonificación corresponde al …...% sobre el puntaje final.",45,15,30,28,B
"Dentro de las acciones de salud ocupacional en su centro laboral, se ha determinado en el personal de salud adulto mayor 
evaluar la incidencia de diabetes, obesidad e hipertensión en los últimos meses. ¿Qué actividad se debe realizar para la 
prevención y control?",Respuesta a tratamiento,Numero de infecciones presentadas,Numero de controles médicos,Control de eventos no infecciosos,D
"En un estudio descriptivo, realizado para entender el grado de adherencia a un tratamiento médico. ¿Qué tipo de 
herramienta de recolección de datos se caracteriza por tener como ventaja un mayor nivel de confianza, flexibilidad en el 
entendimiento de términos consultados, pero como desventaja la influencia en las respuestas durante la recolección de 
datos, y ser aplicable a un menor número de personas?",La observación,El foro,La entrevista,La encuesta,C
"Supervisar implica necesariamente comunicarse con las otras personas de una manera apropiada y significativa. La 
comunicación adecuada simplifica la supervisión, se aplica el principio de ....... en el proceso de control.",planeación,liderazgo,comunicación,enseñanza,C
"En la provincia de Huánuco los establecimientos de salud pertenecientes a la Microred 2 mantienen una alta cobertura 
de atenciones, captando al 95% de su población, mostrando una ubicación geográfica de adecuada accesibilidad a la 
población. Dentro del componente calidad del modelo de atención. ¿Qué característica se evidencia?",Innovación,Evaluación demográfica,Accesibilidad a servicios de salud,Tecnología apropiada,C
"La investigación ...... permite identificar problemas, describir sus características, desarrollar conceptos y describir su punto 
de intervención mientras que, la investigación ...... añade nuevos datos a fenómenos previamente explorados, utilizando 
marcos de referencia concretos y centrándose en problemas específicos.",cualitativa-correlacional,cualitativa-cuantitativa,cuantitativa-correlacional,experimental-correlacional,B
"Como área usuaria de primer nivel de atención, usted tiene que hacer seguimiento de sus requerimientos. ¿Cuál es el 
documento de gestión que la DIRIS/DIRESA tiene que enviar a su establecimiento para tal fin?",Centro de costos,Cuadro multianual de necesidades,Plan de continuidad operativa,Cuadro de necesidades,D
"Los establecimientos de salud realizan visitas domiciliarias a personas que tiene límite al acceso, oportunidad y 
continuidad de las prestaciones vinculadas a la ...... de la anemia.",evaluación y monitoreo,promoción y educación,prevención y control,supervisión y monitoreo,C
"En las Buenas Prácticas de Almacenamiento se indica que ...... es la secuencia que comprende las fases o eventos de 
transporte del producto farmacéutico y dispositivo médico termo-sensible desde su fabricación hasta su recepción por el 
usuario final, manteniendo la temperatura dentro de las especificaciones aprobadas.",el mapeo térmico,la conservación de temperatura,la cadena de frio,el control de temperatura,C
"El Comité Distrital de Salud (CDS) del distrito de Lurigancho, en sesión, ha aprobado el plan de acciones articuladas para 
intervenir sobre las principales enfermedades que afectan a los pobladores y reducir su impacto, contribuyendo con la 
cultura de autocuidado. ¿Cómo deben ser estas acciones?",Multidisciplinarias,Comunitarias,Participativas,Intersectoriales,D
"Analizando los resultados de las principales patologías nutricionales que conforman el ASIS institucional encontramos en 
la etapa de vida adulto a la obesidad con mayor incidencia evaluando factores económicos, sociales, estilos de vida, 
patrones culturales y sociales como parte causal de dicha patología. ¿Desde el punto de salud pública que estamos 
analizando?",Proceso salud enfermedad,Evaluación sanitaria,Análisis situacional,Intervención sanitaria,A
"En su establecimiento de salud se ha verificado problemas en la segregación de residuos contaminados por la falta de 
recipientes, utilizando tachos de residuos generales lo que constituye un problema dentro de los factores ambientales 
ocasionando ...",calidad sanitaria.,riesgos laborales.,riesgos higiénicos.,contaminación atmosférica.,B
"En los centros y puestos de salud, el ...... asume la responsabilidad de la gestión del SISMED debiendo designar a un 
responsable de farmacia y garantizar el soporte logístico y administrativo necesario.",administrador,médico,químico farmacéutico,jefe del establecimiento,D
"El P.S. de la comunidad de Angora no cuenta con cirujano dentista, los pacientes son referidos al C.S. Huasahuasi, 
teniendo que caminar 8 horas porque no se cuenta con carretera; esto ocasiona que muchos no asistan al C.S. para su 
atención odontológica; incrementándose los problemas de salud bucal. En el marco de la Atención Primaria en 
Salud. ¿Qué atributo se está vulnerando?",Integralidad,Primer contacto,Continuidad,Accesibilidad,D
"¿Cuál es uno de los cuatro ejes del desarrollo de la telesalud e incluye actividades de organización, dirección y control 
de servicios de salud?",Teleorientación,Telemonitoreo,Teleconsulta,Telegestión,D
"Un terapeuta ocupacional evalúa a un adulto de 27 años con Dx TEC y evidencia: alteraciones en la CMF, incapacidad 
de realizar actividades de cuidado personal y deficiencias moderadas en la memoria, la organización y el razonamiento. 
El tratamiento convencional inicial pondría énfasis en:",Independencia en AVD,Hábitos y rutinas diarias,Actividades funcionales de CMF,Funciones mentales superiores,A
"El conjunto de procedimientos asistenciales a través del cual se asegura la continuidad de la atención de las necesidades 
de salud de los usuarios, transfiriéndolo del establecimiento de menor a mayor capacidad resolutiva corresponde a:",Atención compartida,Referencia,Atención primaria,Contrarreferencia,B
Para facilitar el proceso de retorno laboral de un trabajador lesionado. ¿Qué programa de rehabilitación es más eficaz?,Disminución de carga laboral,Reacondicionamiento laboral,Acompañamiento social,Rehabilitación intensiva,B
"Puérpera acude al consultorio de odontología, por presentar manchas blancas en los dientes, refiere que le acaban de 
diagnosticar anemia y que ese día inicia su tratamiento con sulfato ferroso. Se le realiza el tratamiento preventivo 
odontológico y se le recomienda continuar con su tratamiento para la anemia; se le indica que le van a realizar una visita 
para monitorear su adherencia al tratamiento. ¿A los cuántos días se realiza el seguimiento una vez iniciada el tratamiento 
de anemia?",15,30,7,42,C
"En el establecimiento de salud el cirujano dentista se retira horas antes de terminar su turno de trabajo, sin permiso para 
acudir a la festividad de la comunidad vecina; teniendo sesiones educativas pendientes con las gestantes y niños. Según 
el código de ética. ¿Cuánto tiempo de suspensión profesional puede tener?",Menos de 24 meses,Entre 30 y 36 meses,Entre 25 y 29 meses,Más de 24 meses,A
"El análisis ...... permite relacionar los factores externos (entorno) e internos (intorno) de la organización, así como 
descubrir las posibilidades de éxito o fracaso de la organización.",retrospectivo,FODA,situacional,estratégico,B
"En el CS I-4 con comunidad afroperuana, se busca fortalecer la aplicación del enfoque intercultural con la participación 
de autoridades y personal de salud, promotores de salud, agentes de medicina tradicional y autoridades regionales y 
locales para la identificación y solución de los problemas de salud de la persona, familia y comunidad. Esta acción se 
describe como:",Adecuación Intercultural,Pertinencia cultural,Participación ciudadana,Diálogo en salud,D
"El responsable de la RIS desea saber la cantidad de atenciones realizadas por el médico serumista en 
consulta externa. ¿Qué indicador de gestión debe utilizar?",Concentración,Rendimiento,Productividad,Permanencia,C
"Luego de una investigación sobre anemia en el Perú, el investigador principal presenta resultados parcialmente 
convenientes para justificar más presupuesto a la entidad financiadora. Dicho profesional está incurriendo en una falta de 
tipo:",Deontológica,Administrativa,Judicial,Intelectual,A
"Una evaluación de causalidad de sospecha de RAM realizada sobre una población de 500 habitantes en un periodo de 1 
año, se registraron 15 casos de rash post administración de ciprofloxacino 500 mg tableta vía oral de la marca X, mientras 
que se evidenciaron 3 casos de rash con la administración de ciprofloxacino marca Y. ¿Qué tipo de diseño de 
investigación se debe aplicar?",Casos y Controles,Cohorte,Experimental,Prospectivo,B
"Un adolescente llega a un establecimiento de salud en compañía de su madre, solicitando orientación para uso de 
anticonceptivos, pero el personal de salud del área le niega la atención por ser menor de edad; ¿Qué enfoque para la 
atención integral del adolescente no se está cumpliendo?",Derechos y ciudadanía,Diversidad y conocimiento,Género y política,Inclusión social e igualdad,A
"Si la persona encargada de recomendar un antihistamínico conoce que la diferencia entre la levocetiricina y la cetiricina 
es solo el menor efecto de somnolencia del racemato, y aún así recomienda la levocetiricina a pesar de su elevado costo 
y suponiendo que la somnolencia no representaría mayor riesgo para el paciente. ¿Qué principio ético se está 
vulnerando?",Justicia,No maleficencia,Beneficencia,Respeto a la autonomía,C
"Después de resolver un problema complejo en un paciente, con la finalidad de garantizar el seguimiento y la continuidad 
de los cuidados básicos. ¿Cómo se denomina el procedimiento administrativo-asistencial mediante el cual, el 
establecimiento de salud de mayor complejidad devuelve la responsabilidad del cuidado de la salud de un usuario al 
establecimiento de menor nivel?",Transferencia,Referencia,Derivación,Contrarreferencia,D
"Paciente acude a emergencia por presentar, infección gastrointestinal, debilidad muscular en las extremidades, 
insuficiencia respiratoria. ¿Cuál es la sospecha diagnóstica?",Enterocolitis,Colecistitis,Síndrome de Guillain Barre,Hepatitis B,C
"La promoción de la salud hace énfasis en el control de las determinantes de la salud, éste es el nombre colectivo asignado 
a los factores y a las condiciones que influyen en la salud de las poblaciones. ¿Cuál es un determinante social?",Nivel de ingresos,Lesiones musculoesqueléticas,Poligamia,Edad cronológica,A
"Una de las medidas sanitarias que se aplica en el EESS Conde de la Vega es la eliminación de los desechos que se 
utilizan en la sesión demostrativa el día de su intervención a fin de no generar acumulación de bacterias en el área de 
trabajo. ¿Qué medida sanitaria se emplea?",Eliminación de residuos,Control de vectores,Evacuación de alimentos tóxicos,Control sanitario de desechos sólidos,D
"La higiene de manos, lactancia materna, inmunizaciones, pautas de crianza, entre otras; realizadas por el personal de la 
salud, son denominadas acciones de:",Protección comunitaria,Promoción de la salud,Bioseguridad materno infantil,Intervención inmediata,B
"En un EE.SS. para reducir la concentración de partículas infecciosas, priorizando las áreas de mayor riesgo de transmisión 
de M. tuberculosis, se debe considerar como medidas de control ambiental:","Evaluar, utilizar, mantener o mejorar el sistema de ventilación",Promover la higiene respiratoria y uso de mascarilla quirúrgica,Capacitación periódica al personal de la salud sobre uso de EPP,Realizar la búsqueda activa y pasiva de casos de TB en personal de salud,A
"Dentro de las estrategias planteadas en el establecimiento de salud en el área niño para la cobertura de sus indicadores 
de gestión se estableció trabajo intra y extramural el cual abarca coordinar con municipalidades, colegios e instituciones 
de la jurisdicción para la realización de un trabajo conjunto que incida en mejorar el vínculo entre instituciones así como 
también se estableció la participación de empresas privadas de la jurisdicción. ¿Qué principio del sistema de salud se 
toma en cuenta?",Sostenibilidad,Intersectorialidad,Orientación a la calidad,Participación,B
"Dentro de los factores de riesgo de un paciente obeso que sigue un plan nutricional, el desequilibrio o circunstancias de 
alteración puede dar la probabilidad de padecer la enfermedad. ¿Cómo se denomina a este fenómeno?",Enfermedad no transmisible,Enfermedad transmisible,Proceso mórbido,Interacción negativo,D
"Antes de realizar un procedimiento en la toma del PAP, como por ejemplo colocar el espéculo; se debe solicitar la 
autorización del mismo y explicar los beneficios del procedimiento. ¿En qué documento debe quedar la evidencia?",Ficha de vigilancia,Consentimiento informado,Libro de reportes,Registro de atención,B
"La obstetra atiende a una adolescente en el primer trimestre de embarazo con anemia en una comunidad indígena, explica 
la importancia de adoptar medidas en el tratamiento, por las consecuencias para el binomio madre/hijo; se brinda 
información y se busca establecer acuerdos en un ambiente de respeto y reconocimiento de las diferencias culturales. 
¿A qué acción corresponde?",Diálogo intercultural,Diversidad cultural,Pertinencia cultural,Comunicación lingüística,A
"A nivel de la IPRESS. ¿Cuántas veces al año, se debe realizar la supervisión de la vigilancia epidemiológica de las 
infecciones asociadas a la atención de salud (IAAS)?",Una,Cuatro,Tres,Dos,A
