questions,option_A,option_B,option_C,option_D,correct_answer
"Mujer de 30 años con 9 meses de gestación refiere que empezó a tener contracciones hace más 
de dos horas y se encuentra pronta a dar a luz. ¿Qué criterios debe cumplir para parto vertical?",Presentación cefálica del feto,Incompatibilidad feto pélvica,Embarazo gemelar,Cirugía uterina previa,A
"Alfonso de 62 años, agricultor, acude a su control anual por medicina en la posta de San Marcos. A 
la evaluación integral se obtiene una PA: 142/90 mmHg, FR: 20X’, FC: 80X’ y un IMC: 31 Kg/m2, 
sin daño a órgano blanco. ¿Qué riesgo cardiovascular le corresponde?",Alto,Moderado,Bajo a moderado,Moderado a alto,D
"Cuando el personal de salud reconoce a las enfermedades transmisibles a través de la ruta del 
agente infeccioso desde la fuente de infección hasta el susceptible. Está aplicando la definición de:",Epidemiología de las enfermedades,Cadena de vigilancia y recuperación,Triada epidemiológica,Cadena epidemiológica,D
"Para prevenir las muertes neonatales se impulsa el parto institucional, sin embargo, la población 
de las zonas rurales, por costumbre y cultura, prefieren los partos domiciliarios. ¿Qué acciones se 
deben de tomar en cuenta para cumplir con los objetivos del sector?",Informar a las gestantes que la atención es gratuita,Prometerles la entrega de canastas de víveres,Educar e impulsar la participación comunitaria,Atender los partos intradomiciliarios,C
"Se encuentra en un centro de salud I-4, el equipo de vigilancia está realizando la revisión de 
historias clínicas de las mujeres post parto eutócico, para identificar casos de endometritis 
puerperal. En el proceso de la vigilancia epidemiológica de las IAAS corresponde a:",Recolección de datos,Análisis e interpretación de los datos,Evaluación de la vigilancia,Plan de vigilancia epidemiológica,A
"Se encuentra atendiendo el serumista profesional de salud no médico en un establecimiento de 
salud nivel I-1. ¿Cuál es la atención de salud de urgencia que puede realizar según su categoría y 
su referencia correspondiente?",Hemorragia leve,Síndrome febril,Asma no complicada,Parasitosis intestinal,B
"La farmacovigilancia es una actividad de la ...... que se encarga de evaluar la efectividad del 
medicamento y dispone un sistema rápido de alerta a…",salud pública / vigilancia epidemiológica.,vigilancia / reacciones adversas.,epidemiología / farmacovigilancia.,salud pública / reacciones adversas.,D
"Como integrante de un equipo multidisciplinario del adolescente en su IPRESS, realiza el cuidado 
integral a María de 15 años, buscando prevenir el riesgo y conductas problemáticas, desarrollando 
competencias necesarias para la consecución de logros, ¿Qué enfoque está abordando Ud.?",Desarrollo positivo,Diversidad,Derechos y ciudadanía,Inclusión social,A
"El conjunto de procedimientos asistenciales a través del cual se asegura la continuidad de la 
atención de las necesidades de salud de los usuarios, transfiriéndolo del establecimiento de menor 
a mayor capacidad resolutiva corresponde a:",Referencia,Contrarreferencia,Atención primaria,Atención compartida,A
"En la evaluación de una gestante se evidencia úlcera indurada e indolora (chancro) localizada en 
mucosa genital. ¿En qué fase de la historia natural de la enfermedad se encuentra?",Clínica,Subclínica,Inducción,Resolutiva,A
"En una comunidad con escenario de intervención III para Aedes aegypti se realizaron actividades 
de vigilancia mediante ovitrampas, obteniendo un índice IPO/IDH de 70. ¿Qué medidas se debe 
adoptar, considerando la estratificación del riesgo entomológico?",Aplicar larvicidas y adulticidas,Realizar inspecciones adicionales,Identificar criaderos para eliminar,Seguir con el monitoreo,A
"Un centro de salud I-3 que no genera más de 10 litros al día de residuos sólidos biocontaminados 
y cuenta con autoclave para el tratamiento. ¿Cuál es el tiempo máximo que puede almacenarlos 
antes de su disposición final?",Un mes,Tres días,48 horas,Siete días,D
"En un caserío de Pasco, se presentan 5 casos de la enfermedad de pertussis durante los meses 
de enero y febrero. Como jefe de establecimiento, ¿Qué actividades dispone realizar?",Complementarias de vacunación,Desinfección en comunidad,Regulares de vacunación,Control de vectores,A
"Un establecimiento de salud con población asignada que cuenta con médico cirujano, 
profesionales de enfermería y obstetricia, y personal técnico de enfermería; si recibe una 
gestante en periodo expulsivo. ¿Cuál es la conducta a seguir?",Referirlo a un hospital,Atender el parto,Referirlo a un EESS I-3,Referirlo a un EESS I-4,B
"A una RIS se le asigna las siguientes acciones: conformar el equipo implementador del modelo de 
cuidado integral (MCI), su plan y fortalecimiento de capacidades a su equipo de gestión. ¿Cuál es 
el componente del MCI aplicado?",Provisión,Financiamiento,Gestión,Organización,D
"Recientemente usted fue asignado a un C.S. y quiere conocer cómo se transmite una enfermedad 
de una persona a otra o de un reservorio no humano a una población humana, además de las 
razones por las que los comportamientos de riesgo causan enfermedades. ¿En qué se basa para 
realizar este estudio?",Tanatología,Estadística,Salud pública,Epidemiología,D
"Adolescente de 13 años, con 38 semanas de gestación, procedente de los andes, sin control, indica 
que relaciones sexuales han sido voluntarias con ex pareja de 35 años, viene acompañada por la 
madre al establecimiento I-3 ¿Cuál es la conducta a seguir?","Aplicar kits completos de emergencia para descarte de ITS, VIH, Hepatitis B","Comunicar a las autoridades, activar código violeta y referencia hospitalaria",Brindar actividades socio educativas a fin de que paciente identifique riesgos,Responsabilizar a sus progenitores por negligencia hacia la paciente,B
"El jefe del puesto de salud acudió a la reunión convocada por el municipio para empadronamiento 
y evaluación sanitaria de los drogadictos que pernoctan a las afueras de la ciudad y que han ido 
en aumento. Este hábito negativo para la salud, está dentro del grupo de determinantes:",Biológicos,Genéticos,Ambientales,Asistenciales,C
"La inducción inicial, así como los cursos recibidos durante su SERUMS en el marco del ""desarrollo 
y capacitación de recursos humanos"" organizada por la Gerencia Regional de Salud. ¿A qué 
aspecto de la salud pública corresponde?",Función esencial,Desarrollo de políticas,Transición epidemiológica,Rendimiento de personal,A
"Conjunto de actividades periódicas y sistemáticas realizadas por el profesional de la salud de 
enfermería y/o médico, con el objetivo de vigilar de manera adecuada, oportuna e individual, a fin 
de detectar de forma precoz los riesgos, las deficiencias y discapacidades e incremento de las 
oportunidades y factores protectores. Es individual, integral, oportuno, periódico y secuencial. 
¿Cómo se denomina a estas actividades?",Control de signos de alarma del niño y niña,Control de crecimiento y desarrollo del niño y niña,Control parcial de crecimiento del niño y niña,Evaluación global del niño y niña,B
"Si la interacción entre un paciente y el personal sanitario tratante, se da mediante uso de las TICs, 
¿Qué concepto de salud se está aplicando?",Cuidado integral,Salud intercultural,Promoviendo salud,Telesalud,D
"Mujer no gestante de 30 años, que se atiende en un establecimiento de salud I-2 a 3200 msnm; 
presenta hemoglobina de 11.9 g por hemoglobinómetro. ¿Cuál es el tipo de anemia y la conducta 
a seguir?",Leve e inicia tratamiento farmacológico,Moderada e inicia tratamiento farmacológico,Leve y solicita ferritina en el C.S. más cercano,Severa y refiere para manejo en siguiente nivel,B
"Como parte del cuidado integral del niño de 2 años y 3 meses de edad, corresponde realizar la 
vigilancia del neurodesarrollo. ¿Qué test se aplica considerando la edad del paciente?",Escala de salud del paciente,Lista de verificación de síntomas pediátricos,Lista de habilidades y conductas esperadas por edad,Huanca test,D
"Los pobladores de una comunidad ashaninka llegan al centro de salud preocupados debido a que 
sus niños presentan dolor y diarrea con mucha frecuencia. Además, refieren que tomaron 
preparados de hierbas y posteriormente algunos fallecieron. ¿Cuál es la función de salud pública 
que debe fortalecer el personal de salud?",Vigilancia y valoración del estado de salud,Valoración clínica y laboratorio,Vigilancia y valoración por el laboratorio,Valoración del estado de salud,A
"Lactante de 4 meses con SIS, procedente de otra jurisdicción, acude al establecimiento de salud 
para su control e inicio de tratamiento preventivo de anemia. ¿Cuál es el procedimiento que se 
debe realizar para respetar su derecho al acceso a la salud?",Solicitar su referencia del lugar de procedencia,Referir al hospital de mayor complejidad,Apertura de la HC y brindar la atención requerida,Enviarle al SIS central para su inscripción,C
"Adela es una adulta mayor viviendo con diabetes mellitus, la cual tiene dificultad para movilizarse. 
Refiere que vive con su hija que trabaja todo el día y no puede acompañarla siempre al 
establecimiento de salud. Está estable, pero necesita su medicación de manera oportuna. ¿Qué 
tipo de intervención de Telesalud requiere?",Teleorientación,Telecapacitación,Telemonitoreo,Teleconsulta,C
"El modelo actual de salud en el Perú busca mejorar su calidad, atender a toda persona bajo su 
contexto cultural, comunitario y familiar, brindando un amplio rango de servicios. ¿Cuál es el 
atributo de la APS aplicado para este fin?",Coordinación de la atención,Accesibilidad del primer contacto,Participación activa,Integralidad de los servicios,D
"Varón de 36 años viviendo con VIH, percibe que el profesional médico en consulta lo atiende con 
una gran indiferencia y poca comunicación. Para que él usuario no se sienta afectado se debe ...",aceptar la condición del paciente.,indicar donde debe tomar asiento.,disimular el rechazo al paciente.,brindar un trato digno y humanizado.,D
"Gestante migrante quechua hablante, que acude para atención a su establecimiento de salud tiene 
derecho a ...",servicios de salud con adecuación cultural.,presencia solo de pareja.,acompañamiento de familia.,traductor de idioma original.,A
"Durante la atención integral de la gestante, los controles prenatales buscan detectar riesgos para 
eliminarlos o minimizarlos. ¿Qué tipo de prevención es?",Cuaternaria,Primaria,Secundaria,Terciaria,B
"El responsable de la RIS desea saber la cantidad de atenciones realizadas por el médico serumista 
en consulta externa. ¿Qué indicador de gestión debe utilizar?",Rendimiento,Concentración,Productividad,Permanencia,C
"Varón de 35 años acude al establecimiento de salud para evaluación médica. Durante la consulta 
refiere que presenta tos y flema desde hace 15 días. Según la Norma Técnica de Salud para la 
prevención y control de tuberculosis. ¿Cómo se denomina a un paciente con este cuadro clínico?",Sintomático respiratorio examinado,Paciente con infección latente,Sintomático respiratorio,Paciente con tuberculosis sensible,C
"En un establecimiento de salud I-4 el médico jefe debe elaborar el ...... que es una herramienta de 
gestión que considera las actividades para la implementación del plan operativo institucional.",cuadro multianual de necesidades,plan de abastecimiento e inversiones,plan estratégico institucional,plan de salud local,D
"El enfoque intercultural implica que el Estado valore e incorpore las diferentes visiones de los 
grupos étnicos y culturales para la generación de los servicios con pertinencia cultural, promoviendo 
el reconocimiento de la ciudadanía intercultural basada en el diálogo y la atención diferenciada. 
Este enfoque debería ser diferenciado de manera especial en la población:",Aymara e indígena,Latina y europea,En general,Indígena y afroperuana,D
"Una persona después de haberse vacunado contra el dengue. ¿Cuánto tiempo debe permanecer 
en el área de reposo?",Una hora,45 minutos,30 minutos,2 horas,C
"Acude a su consulta una paciente mujer de 60 años con resultado de RPR positivo 8 dils, 
asintomática, cuya única pareja sexual es su esposo. ¿Cuál sería el esquema a seguir?",Penicilina benzatínica 2 400 000 UI 1 ampolla IM c/semana por 3 semanas,Bencilpenicilina sódica 1 000 000 UI 4 ampollas EV c/4 horas por 2 semanas,Doxiciclina 100 mg 1 tableta VO c/12 horas por 2 semanas,Penicilina benzatínica 2 400 000 UI 1 ampolla IM dosis única,A
¿Con qué se determina el número de la historia clínica de una persona de nacionalidad peruana?,Carnet de extranjería,Documento Nacional de Identidad,Pasaporte,Según número de ingreso,B
"El equipo multidisciplinario de salud acude a una visita domiciliaria para aplicar el test de PAIFAM. 
La familia refiere que Roberto, padre de familia de 48 años, está consumiendo alcohol algunos días 
a la semana, por no conseguir trabajo, por lo que, Ud. como médico aplica el cuestionario de:",Hamilton,Zung,AUDIT C,SRQ,C
"En la comunidad de un PS I-2 se identifica que existe un número elevado de adolescentes entre 
13 y 15 años que se encuentran laborando pasteando ganado y pernoctando en el campo y que no 
han sido matriculados en la escuela. ¿A qué determinantes corresponde esta situación?",Estilo de vida,Ambientales,Intermedios,Estructurales,C
"Para realizar un trabajo de investigación y obtener información de las exposiciones anteriores y 
actuales. ¿Qué tipo de recolección de debe realizar?",Observación familiar,Observación,Entrevista,Informante indirecto,C
"A un establecimiento de salud, llegan 25 niños beneficiarios del programa de alimentación escolar, 
por presentar cuadro de intoxicación alimentaria, luego del consumir el desayuno escolar. Este tipo 
de evento debe ser notificado y corresponde a:",Epizootia,Endemia,Brote,Pandemia,C
"Mujer de 28 años con sospecha de TB es atendida en el CS y luego de concluir con la consejería 
es derivada al servicio de salud mental; esta indicación se tomó debido a que el tamizaje salió...",negativo.,positivo.,con riesgo bajo.,con riesgo alto.,B
"Acude a la consulta externa, de un centro de salud I-3, una persona adulta mayor de 75 años 
acompañada con hija, la cual refiere que acude para iniciar chequeos por su edad, por lo que Ud. 
indica la siguiente valoración clínica:",Corta,Complejo,Breve,Completa,A
"En estudios clínicos y epidemiológicos, la medición de variables que incluyen la perspectiva del 
paciente con referencia a resultados relacionados a su calidad de vida. ¿Cuáles son los 
instrumentos de recolección de datos más indicados?",Registro por el paciente y familiar,Entrevistas y cuestionarios,Registros y documentos ya existentes,Observación directa e indirecta,B
"Ud. es jefe de un establecimiento I-4 en la región norte del país y los boletines informativos de 
epidemiología indican un aumento de casos de melanomas por exposición a rayos UV en el último 
año. ¿A qué tipo de casos corresponden?",Reincidentes,Prevalentes,Probables,Incidentes,D
"Jorge de 38 años, acude a la IPRESS puerta de entrada de su zona sanitaria en Piura, con fiebre, 
cefalea, mialgias y dolor retro ocular de 2 días de evolución, sin factor de riesgo. Médico 
serumista lo considera como un dengue probable y lo clasifica como grupo ...… para iniciar 
tratamiento.",A,B2,B1,C,A
"Mujer parturienta de 37 años, solicito dar a luz en posición de rodillas ¿Qué ubicación toma usted 
para proteger el periné en todo momento y evitar desgarre?",arrodillado,Delante o detrás,sentado en un banco,costado izquierdo o derecho,B
"En una comunidad amazónica se registra un brote de malaria por Plasmodium falciparum, donde 
dos niños fallecieron de un total de 50 pacientes (4%) confirmados con gota gruesa y PCR. ¿Cuál 
es la medida epidemiológica de frecuencia referida?",Tasa de ataque,Tasa de letalidad,Tasa de mortalidad general,Incidencia acumulada,B
"Se observa que hay migrantes de la selva que viven en un asentamiento humano de un distrito de 
Lima, que son discriminados y rechazados por los pobladores del distrito donde pernoctan. ¿Qué 
acciones debe realizar como personal de salud?",Reforzar la interacción cultural,Normalizar el comportamiento de la comunidad,Imponer acciones socio educativas,"Cambiar hábitos, costumbres y creencias",A
"El jefe del establecimiento de salud nivel I-2 ha identificado que existe necesidad de otro personal 
técnico para las visitas domiciliarias, porque no se logran las metas programadas. ¿En qué 
instrumento de gestión se debe programar este recurso?",Plan estratégico,Presupuesto por resultados,Plan operativo,Plan de salud local,C
"Ud. desea definir las líneas de mejora continua de su centro de salud para lo cual es necesario 
conocer sus fortalezas. ¿Qué pregunta debe realizar?",¿Qué facilidades se presentan?,¿Qué se está haciendo bien?,¿Qué nos falta para mejorar?,¿Qué riesgos externos existen?,B
"La búsqueda intencionada y sistemática de casos de dislipidemia y obesidad infantil en las historias 
clínicas y archivos estadísticos del centro de salud. ¿A qué tipo de vigilancia corresponde?",Centinela,Retrospectiva,Pasiva,Activa,C
"Neonato de 8 horas de parto domiciliario, en zona rural. Deben recibir BCG y HvB. ¿Cuál es el 
tiempo ideal para recibirlas?",Hasta un año,Dentro de las 24 horas,Hasta un mes,Dentro de una semana,B
"Se apersona una mujer de 25 años, con 20 semanas de gestación, sin controles previos, sin 
antecedentes patológicos previos de acuerdo a protocolo le realizan el tamizaje de VIH, con 
resultado positivo. ¿Qué acciones se realizan desde el centro de salud nivel I-3?",Ubicación de familiares para soporte socio familiar,Derivación a centro hospitalario para confirmación,Control de gestación y psicoprofilaxis,Gestionar apoyo con programa social del MIDIS,B
"¿Cuál es la función esencial de la salud pública que ha sido identificada como critica para la 
práctica de la salud publica relacionada a la colaboración activa del personal de los servicios de 
salud en el desarrollo de programas educativos en la comunidad?",Promoción del acceso equitativo,Participación social,Regulación y fiscalización,Promoción de la salud,D
"Niña de 4 meses de parto institucional con peso de 5 kg debe recibir sus vacunas de acuerdo a 
calendario de vacunación para su edad. ¿Cuál de las siguientes vacunas le corresponde?",BCG,Pentavalente,Hexavalente,HvB,B
"En un centro de salud I-4, el nuevo médico jefe ha reestructurado el rol central de esta institución, 
la población objetivo asignada y los atributos de la entidad. Esta construcción de elementos se 
denomina:",Indicador,Objetivo,Misión,Visión,C
"En un establecimiento de salud I-4 el personal de salud está organizado para identificar problemas 
de salud, facilitando el control y resolución de los mismos en su comunidad. ¿Qué estrategia han 
implementado?",Presupuesto por resultados,Gestión por procesos,Vigilancia epidemiológica,Oferta de servicios,C
"Varón de 63 años, con diagnóstico HIV, en tratamiento desde que estuvo en prisión, actualmente 
en libertad, acude por retrovirales al establecimiento I-3. ¿Qué debe hacer el proveedor de salud 
que atiende?",Custodiar sus cosas personales e institucionales y mantener distancias,"Brindar confidencialidad, indicar hospital de derivación para recibir retrovirales","Constatar si tiene SIS, para entregarle retrovirales correspondientes",Indicarle que debe apersonarse con algún familiar para darle información,B
"En la comunidad rural donde realiza su SERUMS varios moradores reportan el hallazgo de muerte 
y enfermedad inusuales en cuyes y ratas de campo, por lo que debe proceder a la notificación 
respectiva. ¿Cuál es el acontecimiento epidemiológico presentado?",Brote infeccioso,Zoonosis,Epizootia,Endemia animal,C
"Usted acaba de ganar su plaza SERUMS, y en su primer día de trabajo, su jefatura le indica que 
se encuentran en el proceso de búsqueda de información a fin de elaborar el documento que oriente 
una gestión eficiente en salud acorde con los procesos de planificación. ¿Cuál es el documento?",Análisis de la Vulnerabilidad territorial,Análisis Global del Estado de la Salud,Análisis Global de los Determinantes de la Salud,Análisis de Situación de Salud,D
"La autoridad regional de salud está implementando la estrategia de Salud Familiar para que se 
pueda desarrollar efectivamente en el siguiente año. ¿En qué plan institucional se debe programar?",Continuidad,Contingencia,Estratégico,Operativo,D
"Un grupo de migrantes de la selva que viven en comunidad en Lima, mantienen sus estilos de vida 
donde prevalece el trabajo informal, la deserción escolar y el ausentismo en servicios de salud. 
¿Qué acciones deben realizar las autoridades locales?",Brindar solamente acceso a los diversos programas sociales,Gestionar políticas públicas que brinden recursos en la comunidad,Censo a fin de conocer las personas que se encuentran en riesgo de salud,Visitas domiciliarias a fin de integrarlos a los servicios de salud,B
"Rosa acude a la IPRESS de su jurisdicción, con su hijo Iván nacido a término, quien ha cumplido 4 
meses, aparentemente normal. Como médico preocupado por la lucha contra la anemia, Ud. decide 
lo siguiente, de acuerdo a normatividad vigente:",Iniciar con suplementación preventiva a 2 mg/kg/día de hierro elemental,Dosaje de hemoglobina urgente e iniciar tratamiento con hierro polimaltosado,Tratamiento con hierro elemental a 3mg/Kg/día para prevenir la anemia,Esperar hasta los 6 meses para dosaje de hemoglobina y suplementación,A
"En un establecimiento de salud I-4, un ejemplo de UPSS podría considerarse al servicio de …",epidemiología.,pediatría.,gestión de investigación.,docencia.,B
"Durante la visita del equipo multidisciplinario a la comunidad de un sector sanitario, se brindan 
actividades incluidas en el paquete de cuidado integral. Se sabe que en la localidad visitada 
consume agua no potable por lo cual se solicita el test de Graham. ¿Qué probable enfermedad se 
pretende descartar?",Amebiasis,Salmonelosis,Disentería,Oxiuriasis,D
"Un estudio de investigación realizado en una población aledaña a su centro de salud, reporta que 
los niños cuya familia es monoparental tiene el doble de riesgo de presentar anemia (RR=2.0), 
respecto a aquellos con familia biparental. ¿Cuál es el tipo de medida epidemiológica a la que se 
hace referencia?",Impacto,Asociación,Mortalidad,Frecuencia,B
"En una comunidad se reportan dos o más casos de una misma enfermedad y están relacionados 
entre sí, el personal de salud según criterio epidemiológico identifica que es:",Endemia,Epidemia,Pandemia,Brote,D
"Durante la evaluación de los cuidados integrales de un adolescente varón de 16 años, que vive 
solo con su hermana mayor de 20 años, identifica que ha iniciado relaciones sexuales hace 1 año, 
con 3 parejas sexuales de su misma edad, sin uso de preservativo, por lo que Ud. prescribe:",Consejería de salud sexual y reproductiva,"Prueba rápida de VIH, sífilis y hepatitis B",Consejería en estilos de vida saludables,Educación en I.E. sobre sexualidad saludable,B
